"ID","Genotype.ID","rep","Seed.wt...g.","Seed.ProjArea.cm2.","Time.to.emergence..d.","Plant.ht..21d..cm.","Plant.ht..35d..cm.","Leaf.no..21d","Leaf.no..35d","Tiller.no..35d","Shoot.dry.wt...g.","Shoot.leaf.area..cm2.","Root.dry.wt..g.","Root.Length..cm.","Root.ProjArea.cm2.","Root.SurfArea..cm2.","Root.AvgDiam..mm.","Root.vol...cm3.","Root.no..tips","Root.no..forks","Root.no..crossings","Root.length..cm..by.diam.class..mm...0..L...0.5","Root.length..cm..by.diam.class..mm...0.5..L...1.0","Root.length..cm..by.diam.class..mm...1.0..L...1.5","Root.length..cm..by.diam.class..mm...1.5..L...2.0","Root.length..cm..by.diam.class..mm...2.0..L...2.5","Root.length..cm..by.diam.class..mm...2.5..L...3.0","Root.length..cm..by.diam.class..mm...3.0..L...3.5","Root.length..cm..by.diam.class..mm...3.5..L...4.0","Root.length..cm..by.diam.class..mm...4.0..L...4.5","Root.length..cm..by.diam.class..mm...L..4.5"
120,56,2,0.0021,"0.0763","4","5.9","8.7","3","4","1","0.0177","3.809","0.018","413.8606","12.5016","39.2749","0.3021","0.297","1746","2418","167","372.416","35.2958","4.541","0.9107","0.5281","0.1208","0","0","0","0"
121,77,4,0.0025,"0.098","7","5","12.2","3","9","3","0.0536","15.7867","0.0218","568.1336","16.8553","52.9524","0.2967","0.393","1633","2909","319","490.5097","73.6287","2.6874","0.9339","0.1716","0.0393","0.0539","0","0","0"
122,74,9,0.0028,"0.0789","7","4.3","9.4","3","10","4","0.036","8.3074","0.0176","462.5272","12.3276","38.7282","0.2665","0.258","1548","2571","280","418.3715","42.4168","1.4504","0.0785","0.1867","0","0","0.0232","0","0"
123,47,2,0.0038,"0.0989","9","6.4","14.5","4","16","6","0.0983","19.1093","0.0422","795.1703","23.8747","75.0047","0.3002","0.563","3137","5292","523","687.965","98.7346","6.476","1.5155","0.3741","0.055","0","0","0","0"
124,54,7,0.0017,"0.0887","7","5.4","13.2","3","13","5","0.0763","17.9659","0.0344","734.768","23.6029","74.1508","0.3212","0.595","2020","5152","502","630.8297","93.5003","8.5504","1.2902","0.5009","0.0214","0","0","0","0"
125,76,5,0.0013,"0.067","7","4.4","9.2","3","12","3","0.0437","11.9921","0.0177","424.5105","13.1309","41.252","0.3093","0.319","1475","2396","220","357.4142","64.0161","2.5407","0.4872","0.0124","0","0","0","0","0"
126,47,10,0.0018,"0.0775","7","3.4","5.4","3","5","1","0.0114","2.6334","0.0062","100.1488","3.4984","10.9906","0.3493","0.096","354","613","31","85.9146","12.9313","1.1506","0.1126","0.0397","0","0","0","0","0"
127,104,10,0.0018,"0.0588","7","5.8","11","3","9","3","0.0466","12.0047","0.0255","549.0734","15.6866","49.2809","0.2857","0.352","1585","3135","309","490.3005","56.6036","2.0633","0.1061","0","0","0","0","0","0"
128,81,9,0.0019,"0.0842","7","4.5","5.7","3","7","3","0.0281","4.5939","0.0144","494.5116","12.333","38.7454","0.2494","0.242","1461","2721","364","469.843","23.3861","1.1073","0.1247","0","0","0","0","0","0"
129,18,4,0.0014,"0.0546","5","4.2","6.8","3","4","2","0.0114","2.6524","0.0077","190.935","5.3029","16.6594","0.2777","0.116","848","661","71","180.6922","10.1111","0.1272","0","0","0","0","0","0","0"
130,19,7,0.0029,"0.0717","5","5.2","11.2","3","13","5","0.079","17.1198","0.0371","990.2015","26.3516","82.7861","0.2661","0.551","3222","6304","873","894.2195","88.4499","6.2643","0.9302","0.129","0.0508","0","0","0","0"
131,42,4,0.002,"0.0623","7","6","10","3","6","2","0.0211","5.1047","0.0188","372.7825","10.8844","34.1944","0.292","0.25","1629","2091","161","335.0481","33.3179","2.1565","0.9794","0.6403","0.3895","0.0229","0.1248","0.0788","0.0243"
132,11,6,0.0022,"0.061","7","4.5","10.1","3","15","5","0.0716","17.5887","0.0335","690.9816","22.4916","70.6596","0.3255","0.575","2335","4943","454","586.3","91.4051","9.7094","1.5814","0.4146","0.8834","0.3265","0.0362","0","0"
133,72,1,0.0024,"0.0821","4","5","8.9","2","6","2","0.0234","5.465","0.0193","436.5137","13.3327","41.8861","0.3054","0.32","2163","2778","145","384.1931","46.6069","5.2347","0.4197","0.0593","0","0","0","0","0"
134,25,2,0.0022,"0.0733","7","5.5","9.6","3","6","2","0.0208","5.4787","0.018","482.5559","12.8109","40.2468","0.2655","0.267","1433","3068","333","449.2934","28.6966","2.5312","0.5579","0.653","0.2598","0.1043","0.1551","0.0218","0"
135,35,2,0.0019,"0.0697","9","5.7","6.9","4","9","4","0.0279","5.4595","0.0256","660.7162","17.312","54.3874","0.262","0.356","2981","3458","418","602.0957","54.1295","4.0338","0.2649","0","0","0","0","0","0"
136,100,4,0.0019,"0.0887","7","6","9.8","3","7","2","0.0274","6.9747","0.0248","538.9434","16.7431","52.6001","0.3107","0.409","2008","3855","316","471.0359","57.396","6.426","2.9043","0.9765","0.1371","0","0","0","0"
137,77,2,0.0012,"0.0867","7","4.6","7.2","3","6","2","0.0193","4.4385","0.0125","419.5859","10.7724","33.8426","0.2567","0.217","2174","2042","213","393.3147","24.9313","1.1273","0.1755","0","0","0","0","0","0"
138,96,9,0.0015,"0.0665","7","5.5","9","3","4","1","0.0139","3.5895","0.0119","266.8552","7.6151","23.9236","0.2854","0.171","895","1387","134","245.8456","18.2751","1.5711","0.9087","0.2547","0","0","0","0","0"
139,68,9,0.0021,"0.0981","4","5.3","8.3","3","7","3","0.0177","5.2189","0.014","360.3177","10.3489","32.512","0.2872","0.233","1037","1892","194","327.9516","30.2544","1.5172","0.5162","0.0603","0","0","0","0","0"
140,7,9,0.0021,"0.0727","7","4.1","7.8","3","7","2","0.0261","5.8003","0.0144","220.3478","8.1799","25.6979","0.3712","0.238","553","1670","112","182.7232","29.9237","4.8503","1.5208","0.8737","0.2139","0.202","0.0169","0","0"
141,24,9,0.0025,"0.067","4","5.3","10.2","2","7","3","0.0268","7.1201","0.0192","621.0918","16.3186","51.2665","0.2627","0.337","1638","3348","425","577.744","39.6044","2.2246","0.3793","0.2336","0.4405","0","0.2582","0.1211","0.0799"
142,19,4,0.0028,"0.081","7","4.7","5.4","3","4","1","0.0163","3.514","0.0125","345.3114","8.6504","27.1759","0.2505","0.17","1010","1706","194","332.091","12.3496","0.7675","0.092","0.0114","0","0","0","0","0"
143,19,3,0.0017,"0.0573","7","3.8","9.5","3","11","4","0.0599","13.4921","0.0243","691.9032","18.1891","57.1426","0.2629","0.376","2031","3875","555","626.9974","60.6896","3.2675","0.6833","0.2232","0","0","0","0","0"
144,77,1,0.0021,"0.0778","7","4.9","9.5","3","9","3","0.0318","9.7329","0.0337","998.4569","25.0015","78.5447","0.2504","0.492","3762","6029","769","924.5305","66.3751","6.3634","0.9103","0.2235","0","0","0","0","0"
145,56,10,0.0019,"0.0897","4","6","10.5","2","6","2","0.0254","5.2087","0.0161","481.0075","13.7751","43.2758","0.2864","0.31","1531","2659","291","430.7654","44.9749","3.207","1.1153","0.3185","0.3716","0.1223","0.0169","0","0"
146,64,3,0.0017,"0.0733","7","5.8","11.5","3","7","2","0.0371","9.9593","0.0356","715.8397","20.1972","63.4513","0.2821","0.448","2452","4533","491","634.4606","74.889","3.2991","0.7083","0.6958","0.5523","0.029","0","0.2421","0.938"
147,30,3,0.0024,"0.0762","4","4.2","10.1","2","10","4","0.0333","8.6779","0.0159","372.7234","10.9831","34.5044","0.2947","0.254","1541","1818","174","328.2028","42.6523","1.3378","0.2689","0.1921","0.0438","0","0","0","0"
148,14,9,0.0025,"0.0738","4","5.8","8.8","3","4","1","0.0173","4.024","0.0202","498.8153","13.342","41.9151","0.2675","0.28","1917","2831","322","459.0265","34.2058","3.7179","0.6053","0.6476","0.3163","0.0932","0.1501","0.0272","0"
149,31,5,0.0026,"0.1121","4","5.7","7.5","2","9","3","0.0228","5.9977","0.0217","664.2904","17.8474","56.0694","0.2687","0.377","2636","3863","370","614.8163","44.9651","3.7744","0.1967","0.2596","0.185","0","0","0","0"
150,2,9,0.0015,"0.0671","7","3.3","5.5","3","4","1","0.0117","2.2844","0.0105","203.6399","6.2242","19.5539","0.3056","0.149","974","1246","83","184.8643","15.687","1.6154","0.8236","0.1835","0.2388","0.1733","0","0.0539","0"
151,84,2,0.0017,"0.0696","4","4","6.9","2","8","3","0.0202","4.2618","0.0131","303.313","9.0783","28.5205","0.2993","0.213","1126","1639","165","268.5214","30.3671","2.5885","1.1101","0.2228","0.2172","0","0.2137","0.0069","0.0066"
152,33,2,0.0019,"0.0679","7","4.8","7","3","6","2","0.0243","5.2185","0.061","441.1744","12.0983","38.008","0.2742","0.261","1401","2361","253","406.8246","30.5125","3.2396","0.3823","0.1557","0","0","0","0","0"
153,7,1,0.0019,"0.0773","7","4.9","8.6","3","10","3","0.0456","10.2203","0.0218","380.1536","13.0651","41.0453","0.3437","0.353","1684","2581","167","318.8015","53.8321","5.6596","1.2485","0.2308","0.1866","0","0","0","0"
154,81,1,0.0018,"0.0808","3","4","6.9","3","9","3","0.0217","7.2042","0.0269","464.0088","15.4341","48.4877","0.3326","0.403","1707","3198","315","390.7209","63.8492","5.3062","1.3252","0.67","0.7886","0.8544","0.2451","0.1764","0.0042"
155,37,9,0.0023,"0.0704","4","5.1","9.2","2","8","2","0.0328","8.9282","0.0175","391.7807","11.7814","37.0122","0.3007","0.278","1314","2161","174","342.2063","47.5439","1.8458","0.0695","0","0","0","0","0","0"
156,76,9,0.0013,"0.0672","7","4","7.4","3","4","1","0.0195","2.8211","0.0117","267.0633","6.9748","21.9121","0.2612","0.143","866","1183","109","256.9648","9.1778","0.595","0.3144","0.0114","0","0","0","0","0"
157,83,8,0.0015,"0.0822","7","4.4","7.7","3","5","1","0.0204","3.6724","0.0186","349.5792","10.5199","33.0494","0.3009","0.249","1588","1992","116","315.0971","29.4138","3.8961","0.8698","0.1557","0.1211","0","0","0","0"
158,25,3,0.0033,"0.0706","7","5.5","9","3","6","2","0.0166","5.9543","0.0167","536.6692","13.2851","41.7363","0.2475","0.258","1767","2825","346","506.3115","28.612","1.3683","0.2807","0","0","0","0","0","0"
159,82,6,0.0018,"0.0833","7","5.4","9.2","3","5","1","0.0177","4.5474","0.0168","437.2215","11.7955","37.0565","0.2698","0.25","1558","2112","218","410.5859","24.4703","1.7699","0.0814","0.0689","0.1732","0","0","0","0"
160,63,2,0.0018,"0.099","7","4.4","6.4","3","7","2","0.0257","4.921","0.0158","587.4364","14.8734","46.7261","0.2532","0.296","2691","3101","326","557.11","28.3685","1.409","0.3662","0.1255","0.0386","0","0","0","0"
161,42,2,0.0019,"0.0608","7","5.5","13.3","3","8","2","0.0406","10.6563","0.0268","430.7478","14.2986","44.9204","0.3319","0.373","1225","2948","248","367.3249","55.5519","5.0469","1.5872","0.2002","0.2744","0.2388","0.1014","0.2478","0.1628"
162,24,4,0.002,"0.0701","7","5.6","8.9","3","6","2","0.0224","4.6434","0.0244","485.3866","14.1949","44.5945","0.2924","0.326","2321","3062","267","438.1736","36.9143","5.6829","2.8972","0.8749","0.6491","0","0","0","0.0594"
163,43,6,0.0029,"0.0984","4","5","10.5","2","6","2","0.0284","7.2232","0.0201","640.3638","17.8319","56.0206","0.2785","0.39","1723","3763","430","581.415","52.3798","3.8823","1.3034","0.4255","0.5848","0.2344","0.0349","0","0"
164,47,7,0.0041,"0.1039","7","6","8.6","3","5","1","0.0222","5.4671","0.0256","600.98","16.6976","52.4571","0.2778","0.364","2041","3368","340","565.4161","29.51","3.7646","1.0482","0.3241","0.3212","0.1371","0.1727","0.0323","0.1967"
165,65,1,0.0022,"0.0742","9","6.5","8.3","4","6","3","0.0222","5.4822","0.02","715.9078","17.1514","53.8826","0.2396","0.323","2833","3032","442","692.012","22.7101","0.8592","0.2403","0","0","0","0","0","0"
166,39,5,0.0016,"0.0692","7","4.2","6.8","3","6","2","0.0212","4.6916","0.0234","701.6245","18.2029","57.186","0.2594","0.371","2042","4336","530","665.9909","31.1326","3.2416","1.1026","0.0305","0.065","0","0","0","0"
167,49,9,0.0027,"0.1047","4","4.5","10.5","2","10","4","0.0392","10.0545","0.0225","453.1493","15.0332","47.2281","0.3317","0.392","1331","3459","305","384.5838","57.2076","7.1792","2.8345","0.818","0.2054","0.2435","0.0338","0.0328","0"
168,29,3,0.003,"0.109","7","4.5","6.2","3","7","2","0.0401","4.2853","0.0091","213.3878","6.6505","20.8932","0.3117","0.163","639","1285","114","184.2881","24.782","2.5272","0.8867","0.2062","0.3507","0.0677","0.1932","0","0"
169,32,8,0.0019,"0.0771","4","4.9","9","2","10","4","0.0285","9.3959","0.0158","569.8582","15.664","49.21","0.2749","0.338","1863","2654","299","518.6979","47.7776","2.5934","0.6608","0.0859","0","0","0","0","0"
170,47,4,0.003,"0.0781","4","4.8","8.8","2","6","2","0.0277","6.3993","0.0111","265.284","7.7428","24.3249","0.2919","0.177","750","1297","107","241.6842","22.2071","0.5371","0.361","0.3196","0.1354","0","0","0","0"
171,104,6,0.0013,"0.0751","11","6.8","12.4","4","10","2","0.0439","13.2364","0.0334","365.0919","14.2945","44.9076","0.3915","0.44","1023","2579","154","289.5132","62.8714","9.7844","1.925","0.7179","0.2736","0","0","0","0"
172,92,6,0.0017,"0.0665","4","4.5","4.4","2","3","1","0.0016","1.0016","0.0005","38.6718","0.856","2.6893","0.2214","0.015","442","126","7","37.9113","0.7022","0.0259","0","0","0","0","0","0","0"
173,45,2,0.0032,"0.1102","7","4.5","7.2","3","8","3","0.0223","6.4974","0.0177","596.1271","15.6351","49.119","0.2623","0.322","1500","3123","381","560.9172","33.7839","1.2473","0.1511","0","0","0","0","0","0"
174,96,8,0.003,"0.0906","7","6","11.2","3","16","5","0.0497","16.32","0.037","955.5033","27.1783","85.383","0.2844","0.607","3273","6657","725","849.4769","96.8937","6.9682","1.155","0.5442","0.151","0.0489","0","0","0"
175,89,4,0.0017,"0.0844","7","3.9","4.8","3","9","2","0.0107","4.2995","0.0214","352.7068","11.6645","36.645","0.3307","0.303","1716","2440","149","312.5726","29.863","6.6741","2.0747","0.7103","0.5759","0","0.22","0","0"
176,90,2,0.0021,"0.0754","7","5.5","9","3","9","2","0.0266","8.2853","0.019","440.4104","12.1298","38.1068","0.2754","0.262","1462","3032","325","399.5181","35.4783","3.903","0.3947","0.3391","0.0926","0","0.1636","0.1492","0.3369"
177,53,10,0.0014,"0.0704","7","4.3","8.9","3","7","2","0.028","7.6466","0.0189","737.6245","19.4302","61.0419","0.2634","0.402","2500","4550","512","676.2823","57.9488","3.1021","0.147","0","0","0","0","0","0"
178,14,6,0.003,"0.0861","5","6.3","12.4","4","15","5","0.093","17.3987","0.0494","920.6813","27.8557","87.5112","0.3026","0.662","3749","6791","644","805.3405","103.2435","10.6744","1.0316","0.124","0.119","0","0","0","0"
179,9,5,0.0032,"0.0855","4","4.8","7.3","3","6","2","0.0206","4.5203","0.0151","394.4108","10.6988","33.6113","0.2713","0.228","1351","2111","233","362.7095","29.4673","1.5218","0.1434","0.0885","0.2379","0.1219","0.0852","0","0"
180,35,7,0.0012,"0.0653","7","4.6","8.7","3","11","4","0.0266","11.3569","0.0255","435.9779","13.2839","41.7328","0.3047","0.318","1868","2642","228","365.0502","66.1177","4.1467","0.4583","0.0918","0","0","0","0","0"
181,24,2,0.0028,"0.0827","7","4","11.2","3","12","3","0.0654","15.8105","0.0299","444.7579","16.5684","52.0512","0.3725","0.485","1342","3341","300","354.2976","75.4864","11.9453","1.2999","0.6393","0.5911","0.3057","0","0.0428","0"
182,84,4,0.0012,"0.0748","7","4.1","6.6","3","9","1","0.0461","5.2403","0.0091","171.0636","5.6135","17.6353","0.3282","0.145","719","1108","61","146.9531","20.9708","2.5043","0.3983","0.2223","0.0148","0","0","0","0"
183,55,5,0.0014,"0.056","11","7.8","11.1","4","11","3","0.0732","13.7713","0.0188","161.2715","5.4274","17.0506","0.3365","0.143","684","813","67","131.6951","27.9544","1.4249","0.1856","0","0","0","0","0","0"
184,33,10,0.002,"0.0752","11","6.9","11.4","4","15","4","0.0831","17.774","0.0406","631.5782","21.6075","67.8819","0.3421","0.581","1423","4684","396","528.1398","91.7472","10.5835","1.0288","0.0317","0","0","0","0","0"
185,59,3,0.0016,"0.076","7","4.4","6.2","3","9","2","0.0568","5.7095","0.0172","534.7025","13.5956","42.7119","0.2543","0.272","1520","2597","355","497.0051","36.4881","0.8573","0.1457","0.0451","0.1517","0","0","0","0"
186,57,1,0.0023,"0.1118","9","6.4","8.1","4","6","3","0.0301","5.2453","0.031","698.5183","18.5322","58.2208","0.2653","0.386","2457","3658","469","650.1261","44.6672","3.2068","0.2007","0.0116","0.2138","0.0148","0","0","0"
187,88,4,0.0021,"0.0798","7","4.8","9.9","3","11","2","0.0358","13.8111","0.0109","324.1311","8.3454","26.2179","0.2575","0.169","1169","1630","184","301.1517","22.2631","0.5459","0.0135","0","0","0","0","0","0"
188,34,9,0.0026,"0.0876","9","3","9.1","3","11","4","0.0435","9.8587","0.0237","478.0056","14.3548","45.097","0.3003","0.339","2192","2733","277","422.1446","51.4602","2.3365","1.0159","0.5402","0","0","0","0.2351","0.1892"
189,82,7,0.002,"0.1044","4","5.1","12.1","2","9","3","0.0511","12.4906","0.0255","265.5914","10.2089","32.0723","0.3844","0.308","926","1946","83","212.5698","45.5105","3.9508","1.8611","0.5292","0.5352","0.0734","0.12","0.3562","0.0851"
190,58,5,0.0018,"0.0717","7","5.9","10.9","3","12","3","0.0734","13.6403","0.0368","321.9376","13.6998","43.0391","0.4255","0.458","1312","2434","132","237.9636","70.7942","9.159","2.028","0.6996","0.2134","0.6256","0.0839","0.0262","0.2012"
191,31,3,0.0028,"0.0994","4","5.1","8.6","2","24","9","0.0547","15.6284","0.0239","753.8874","21.4996","67.5431","0.2852","0.482","2294","3924","413","676.5516","71.593","4.8284","0.4813","0.1478","0.0777","0","0","0","0"
192,68,5,0.0015,"0.0718","7","6","7.9","3","5","1","0.0185","3.9748","0.0231","503.819","15.097","47.4288","0.2997","0.355","1795","3054","313","457.1271","41.2024","3.5457","0.9498","0.5717","0.3363","0.0859","0","0","0"
193,98,3,5e-04,NA,"9","4.5","8.3","3","6","3","0.0224","5.6713","0.3134","134.5781","5.2549","16.5089","0.3905","0.161","623","830","40","106.3659","25.0264","1.6654","1.0229","0.1774","0.0368","0.1017","0.1816","0","0"
194,59,1,1e-04,"0.0586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,35,4,0.0013,"0.0685","9","3.8","5.2","3","5","2","0.0106","2.2503","0.0123","231.1842","7.3787","23.1809","0.3192","0.185","1032","1462","139","207.8719","19.4133","2.0074","0.848","0.1678","0.6601","0.2157","0","0","0"
196,81,10,0.0018,"0.0757","9","4","7.4","2","6","3","0.0199","4.4072","0.0123","161.8057","6.4829","20.3667","0.4007","0.204","659","1556","88","128.2932","26.9239","5.5674","0.3674","0.3229","0.0926","0.0941","0.0196","0","0"
197,47,8,0.003,"0.0855","7","6.2","9.5","3","5","1","0.0288","5.1679","0.0159","232.0851","6.8104","21.3954","0.2934","0.157","737","1476","134","213.6425","14.5496","2.244","0.453","0.4185","0.1487","0.4943","0.0725","0.0389","0.0233"
198,63,5,0.0021,"0.0965","7","4.7","11.4","3","16","5","0.0676","17.7775","0.0321","895.0964","24.8844","78.1767","0.278","0.543","2564","5392","688","804.2804","82.2675","6.3002","1.6712","0.3014","0.0206","0.1483","0","0","0"
199,98,9,5e-04,"0.0862","11","3","5","3",NA,"1","5","1.9685","0.005","91.794","3.0991","9.7362","0.3376","0.082","245","692","55","80.2458","9.7679","1.7563","0","0.0108","0","0","0","0","0"
200,101,3,0.0026,"0.1298","5","7.6","9","4",NA,"3","6","4.9089","0.0215","544.4114","13.6817","42.9823","0.2513","0.27","1574","2757","360","511.3959","32.2105","0.6326","0.0785","0","0","0","0","0","0"
201,14,10,0.0019,"0.0711","7","5.5","9.1","3","7","3","0.0318","6.6945","0.0255","337.9817","10.7142","33.6595","0.317","0.267","1265","2124","160","293.3016","39.755","2.9335","0.629","0.3809","0.2766","0.3904","0.105","0.1174","0"
202,87,8,0.0017,"0.0754","4","5.1","10.1","2",NA,"4","10","11.91","0.0223","223.3497","8.1389","25.5693","0.3644","0.233","717","1549","110","189.5756","28.1688","2.4771","1.0783","0.9051","0.0606","0.3047","0.2588","0.2662","0.2545"
203,61,9,0.0012,"0.0734","7","4.5","10.1","3","14","4","0.0509","14.5448","0.0248","681.7793","20.4764","64.3286","0.3003","0.483","1974","3569","346","606.184","68.7964","5.2853","0.6411","0.5644","0.2115","0","0","0","0"
204,31,8,0.001,"0.051","7","5.3","10.5","3","16","4","0.0622","15.7538","0.0393","634.0815","21.122","66.3568","0.3331","0.553","2410","4412","388","536.6803","83.4309","10.0951","1.7333","1.0915","0.2041","0.3368","0.1835","0.096","0.0267"
205,91,3,0.0023,"0.0834","7","4.8","8.4","3","8","2","0.0392","8.0263","0.0231","497.9262","13.8863","43.6251","0.2789","0.304","1336","2484","325","436.5937","58.3716","2.8345","0.0979","0","0","0","0","0","0"
206,55,10,0.0023,"0.0947","4","5.6","11.5","2","7","3","0.0282","7.6663","0.0179","459.5464","13.9669","43.8782","0.3039","0.333","1181","2684","260","409.5261","47.0664","2.625","0.1962","0.0198","0","0","0","0","0"
207,65,4,0.0025,"0.0909","9","6.5","10","4","8","4","0.0379","8.3268","0.0246","466.1905","12.3952","38.9406","0.2659","0.259","1570","2175","271","420.3917","42.7196","2.06","0.6076","0.2908","0","0","0","0","0"
208,34,7,0.001,NA,"5","5.5","10.7","3","7","3","0.0383","8.6092","0.0241","440.3299","14.5612","45.7455","0.3307","0.378","1511","3036","310","371.7198","62.956","4.167","0.3507","0.4655","0.1229","0.41","0.0389","0","0.0198"
209,25,1,0.0021,"0.0703","9","4.7","8.4","3","9","4","0.035","7.7653","0.0187","362.4119","10.5072","33.0093","0.2899","0.239","1104","2175","232","319.5051","40.0699","2.572","0.1578","0.0497","0.0349","0","0","0","0"
210,19,10,0.0032,"0.067","7","4","9.5","3","7","2","0.029","7.273","0.0191","286.5492","9.8668","30.9974","0.3443","0.267","822","1701","123","244.0404","39.4423","2.7928","0.2385","0.0307","0","0","0","0","0"
211,64,1,0.0018,"0.1052","4","5.5","9.6","2","7","3","0.0198","5.8893","0.0124","353.8712","9.4051","29.5469","0.2658","0.196","859","1745","242","329.4814","23.0251","1.2305","0.0991","0","0","0","0","0","0"
212,45,9,0.0028,"0.0786","7","5.1","7.8","3","7","3","0.0289","5.4587","0.0213","487.9809","12.6278","39.6715","0.2588","0.257","1214","2749","391","446.5165","37.2113","1.9469","1.2307","0.6043","0.1774","0","0.2127","0.0811","0"
213,87,2,0.0013,"0.0856","7","4","10.2","3","11","3","0.0562","13.2069","0.0223","583.5304","15.8303","49.7323","0.2713","0.337","1401","3297","471","518.5344","61.5304","2.6961","0.2418","0.0492","0","0.4142","0","0","0"
214,95,1,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,54,5,0.0013,"0.0582","7","5.3","7.7","3","5","2","0.0103","4.9969","0.0143","316.594","9.8242","30.8637","0.3103","0.239","1352","2018","137","277.0845","33.0018","4.4919","1.2387","0.5607","0.1044","0.0878","0","0","0"
216,100,9,2e-04,"0.0614","7","4.3","11.5","3","12","3","0.0557","15.0206","0.0242","517.8592","15.8523","49.8014","0.3061","0.381","1537","2969","307","457.706","52.9486","5.5189","0.8027","0.3374","0.1565","0.2197","0","0","0"
217,43,3,0.001,"0.0532","9","5.1","8.6","3","6","3","0.0301","6.0716","0.0184","534.1284","14.5835","45.8153","0.273","0.313","1567","2500","336","493.2043","37.9832","1.8178","0.7229","0.361","0.0169","0","0","0","0"
218,68,7,0.0015,"0.0631","4","5.5","8.1","2","6","2","0.0196","4.2742","0.0122","328.7911","9.3401","29.3427","0.2841","0.208","1251","1465","107","304.5679","22.976","0.9312","0.0342","0.2262","0","0","0","0","0"
219,95,7,0.001,NA,"9","4.3","7.8","3","7","3","0.0222","5.3122","0.0161","295.0754","9.7078","30.498","0.329","0.251","976","2472","239","247.889","42.1426","3.2637","1.1457","0.4031","0.2223","0","0","0","0"
220,98,4,6e-04,"0.0785","11","3.8","7.5","3","7","2","0.0235","4.7264","0.0151","260.2728","8.583","26.9642","0.3298","0.222","766","2094","223","221.4506","30.5107","5.8946","1.7769","0.5752","0.0648","0","0","0","0"
221,33,5,0.002,"0.0911","7","4","5.3","3","4","1","0.0108","2.0564","0.0073","136.1352","4.1839","13.1442","0.3073","0.101","566","596","36","126.187","7.9093","1.3933","0.2494","0.2789","0","0.093","0","0","0"
222,64,9,0.0021,"0.0802","7","7.1","12.2","3","9","3","0.0424","8.9634","0.0235","266.8994","10.0543","31.5864","0.3767","0.297","951","1822","91","217.3136","41.8867","5.9762","1.011","0.4907","0.0338","0","0","0","0"
223,98,5,4e-04,"0.0514","7","4","6.3","3","5","2","0.0111","3.1269","0.0095","164.7687","5.4418","17.0958","0.3303","0.141","843","1293","86","143.1004","17.7693","2.4546","0.5105","0.6591","0.2749","0","0","0","0"
224,93,9,0.0011,"0.0625","7","3.9","6.5","3","8","2","0.0223","5.8492","0.0123","189.2065","7.0508","22.1509","0.3727","0.206","822","1079","83","156.8554","26.0585","4.3211","0.9953","0.7383","0.1586","0.0679","0.0114","0","0"
225,91,2,0.0016,"0.0711","7","4.3","6.7","3","5","1","0.0155","3.0926","0.0096","306.0052","7.5055","23.5792","0.2453","0.145","960","1230","180","294.3117","9.5456","1.3246","0.4851","0.1726","0.0065","0.0867","0","0","0"
226,25,7,0.0017,"0.0581","7","4.5","10.7","3","7","2","0.0343","8.6697","0.0162","253.0498","8.1941","25.7425","0.3238","0.208","824","1752","181","214.649","33.3072","2.8678","0.9244","0.3658","0.0138","0.4265","0.2782","0.0497","0.1674"
227,1,10,0.0021,"0.0864","7","4.7","6.6","3","4","1","0.0053","2.0571","0.0083","155.8842","4.6258","14.5323","0.2967","0.108","801","879","72","142.9674","9.5336","2.0591","1.2461","0.0735","0","0","0","0","0"
228,51,6,0.0032,"0.0984","7","5","10.4","3","9","3","0.0472","9.8366","0.0307","742.7251","19.7065","61.9097","0.2653","0.411","2132","3924","483","675.217","63.782","3.2672","0.3412","0.0159","0","0","0","0","0"
229,76,3,0.0014,"0.0604","7","4.2","7","3","5","1","0.0132","3.8539","0.0095","335.1286","7.8922","24.794","0.2355","0.146","1278","1283","179","322.3405","10.4133","1.5225","0.4323","0.2594","0.0182","0.0259","0","0","0"
230,43,7,0.0018,"0.0786","4","4.9","7.7","2","5","1","0.0145","3.6832","0.0083","199.7836","5.5114","17.3144","0.2759","0.119","685","985","96","185.5395","11.5582","1.3042","0.8228","0.2907","0.2549","0","0.0132","0","0"
231,92,9,0.0021,"0.0598","5","6.9","10.5","4","10","5","0.0584","11.3977","0.0042","74.9803","2.1483","6.749","0.2865","0.048","294","376","37","68.0889","6.0377","0.5825","0.1902","0","0","0","0","0","0"
232,73,1,0.0019,"0.0856","4","5","13.9","2","8","3","0.0442","10.2485","0.0222","340.7481","10.654","33.4705","0.3127","0.262","898","2248","227","296.421","40.8107","2.7775","0.0816","0.0644","0.2007","0.061","0.3267","0","0"
233,18,7,0.0015,"0.0628","7","4.4","10.7","3","8","3","0.0344","8.4085","0.0262","417.0811","13.8764","43.5941","0.3327","0.363","1705","3050","208","352.6066","55.3072","6.7551","2.0429","0.317","0.0452","0","0","0","0"
