"SiteCode","Year","Treatment","Transect","Distance","cover"
"FtK_Lone_Pine",2022,"control","N",6.7,5
"FtK_Lone_Pine",2022,"control","N",6.9,5
"FtK_Lone_Pine",2022,"control","N",7.1,10
"FtK_Lone_Pine",2022,"control","N",7.3,15
"FtK_Lone_Pine",2022,"control","N",7.5,5
"FtK_Lone_Pine",2022,"control","N",7.7,15
"FtK_Lone_Pine",2022,"control","N",7.9,10
"FtK_Lone_Pine",2022,"control","N",8.1,15
"FtK_Lone_Pine",2022,"control","N",8.3,10
"FtK_Lone_Pine",2022,"control","N",8.5,5
"FtK_Lone_Pine",2022,"control","N",8.7,5
"FtK_Lone_Pine",2022,"control","N",8.9,10
"FtK_Lone_Pine",2022,"control","N",9.1,5
"FtK_Lone_Pine",2022,"control","N",9.3,10
"FtK_Lone_Pine",2022,"control","N",9.5,10
"FtK_Lone_Pine",2022,"control","N",9.7,5
"FtK_Lone_Pine",2022,"control","N",9.9,15
"FtK_Lone_Pine",2022,"control","N",10.1,10
"FtK_Lone_Pine",2022,"removal","S",2.3,10
"FtK_Lone_Pine",2022,"removal","S",5.3,5
"FtK_Lone_Pine",2022,"removal","S",5.9,5
"FtK_Lone_Pine",2022,"removal","S",6.1,5
"FtK_Lone_Pine",2022,"removal","S",6.5,5
"FtK_Lone_Pine",2022,"removal","S",6.7,5
"FtK_Lone_Pine",2022,"removal","S",6.9,5
"FtK_Lone_Pine",2022,"removal","W",2.5,15
"FtK_Lone_Pine",2022,"removal","W",3.1,5
"FtK_Lone_Pine",2022,"removal","W",3.3,5
"FtK_Lone_Pine",2022,"removal","W",3.7,5
"FtK_Lone_Pine",2022,"removal","W",3.9,10
"FtK_Lone_Pine",2022,"removal","W",4.3,5
"FtK_Lone_Pine",2022,"removal","W",5.3,10
"FtK_Lone_Pine",2022,"removal","W",5.5,10
"FtK_Lone_Pine",2022,"removal","W",5.7,10
"FtK_Lone_Pine",2022,"removal","W",6.1,5
"FtK_Lone_Pine",2022,"removal","W",6.7,5
"GreenCanyon",2022,"control","S",1.6,1
"GreenCanyon",2022,"control","S",2.8,1
"GreenCanyon",2022,"control","S",3.2,5
"GreenCanyon",2022,"control","S",3.4,1
"GreenCanyon",2022,"control","S",4.4,1
"GreenCanyon",2022,"control","S",5,1
"GreenCanyon",2022,"control","S",5.8,5
"GreenCanyon",2022,"control","S",6,5
"GreenCanyon",2022,"control","S",6.4,1
"GreenCanyon",2022,"control","S",6.6,5
"GreenCanyon",2022,"control","S",7,5
"GreenCanyon",2022,"control","S",7.2,5
"GreenCanyon",2022,"control","S",7.6,1
"GreenCanyon",2022,"control","S",7.8,5
"GreenCanyon",2022,"control","S",8,5
"GreenCanyon",2022,"control","S",8.2,1
"GreenCanyon",2022,"control","S",8.4,5
"GreenCanyon",2022,"control","S",8.6,5
"GreenCanyon",2022,"control","S",8.8,10
"GreenCanyon",2022,"control","S",9,10
"GreenCanyon",2022,"control","S",9.2,5
"GreenCanyon",2022,"control","W",1,1
"GreenCanyon",2022,"control","W",1.2,1
"GreenCanyon",2022,"control","W",1.6,5
"GreenCanyon",2022,"control","W",2.2,1
"GreenCanyon",2022,"control","W",4.8,5
"GreenCanyon",2022,"control","W",5.2,10
"GreenCanyon",2022,"control","W",5.4,20
"GreenCanyon",2022,"control","W",5.6,5
"GreenCanyon",2022,"control","W",5.8,15
"GreenCanyon",2022,"control","W",6,10
"GreenCanyon",2022,"control","W",6.2,5
"GreenCanyon",2022,"control","W",6.6,1
"GreenCanyon",2022,"control","W",7,1
"GreenCanyon",2022,"control","W",7.2,1
"GreenCanyon",2022,"control","W",7.4,1
"GreenCanyon",2022,"control","W",7.6,1
"GreenCanyon",2022,"control","W",7.8,1
"GreenCanyon",2022,"control","W",8,1
"GreenCanyon",2022,"control","W",9.4,1
"GreenCanyon",2022,"control","W",9.6,5
"GreenCanyon",2022,"control","W",10,1
"GreenCanyon",2022,"removal","E",2.4,1
"GreenCanyon",2022,"removal","E",3.4,10
"GreenCanyon",2022,"removal","E",3.6,1
"GreenCanyon",2022,"removal","E",3.8,1
"GreenCanyon",2022,"removal","E",4.2,1
"GreenCanyon",2022,"removal","E",4.6,5
"GreenCanyon",2022,"removal","E",4.8,1
"GreenCanyon",2022,"removal","E",5,5
"GreenCanyon",2022,"removal","E",5.6,1
"GreenCanyon",2022,"removal","E",6,1
"GreenCanyon",2022,"removal","E",6.8,5
"GreenCanyon",2022,"removal","E",7,1
"GreenCanyon",2022,"removal","N",3.6,5
"GreenCanyon",2022,"removal","N",3.8,5
"GreenCanyon",2022,"removal","N",4,1
"GreenCanyon",2022,"removal","N",4.2,10
"GreenCanyon",2022,"removal","N",4.4,5
"GreenCanyon",2022,"removal","N",4.8,5
"GreenCanyon",2022,"removal","N",5.2,10
"GreenCanyon",2022,"removal","N",5.4,5
"GreenCanyon",2022,"removal","N",5.8,5
"GreenCanyon",2022,"removal","N",6,10
"GreenCanyon",2022,"removal","N",6.2,10
"GreenCanyon",2022,"removal","N",6.4,5
"GreenCanyon",2022,"removal","N",6.6,5
"GreenCanyon",2022,"removal","N",6.8,10
"GreenCanyon",2023,"control","S",6,1
"GreenCanyon",2023,"control","S",6.2,5
"GreenCanyon",2023,"control","S",6.4,1
"GreenCanyon",2023,"control","S",7.4,1
"GreenCanyon",2023,"control","S",7.8,5
"GreenCanyon",2023,"control","S",8.4,10
"GreenCanyon",2023,"control","S",8.6,10
"GreenCanyon",2023,"control","S",8.8,10
"GreenCanyon",2023,"control","S",9,15
"GreenCanyon",2023,"control","S",9.2,1
"GreenCanyon",2023,"control","S",9.4,1
"GreenCanyon",2023,"control","W",4,1
"GreenCanyon",2023,"control","W",4.6,1
"GreenCanyon",2023,"control","W",4.8,5
"GreenCanyon",2023,"control","W",5.6,5
"GreenCanyon",2023,"control","W",5.8,5
"GreenCanyon",2023,"control","W",6.2,10
"GreenCanyon",2023,"removal","E",3.8,2
"GreenCanyon",2023,"removal","E",4.4,2
"GreenCanyon",2023,"removal","E",4.6,2
"GreenCanyon",2023,"removal","E",4.8,2
"GreenCanyon",2023,"removal","N",4.4,5
"GreenCanyon",2023,"removal","N",5.2,1
"GreenCanyon",2023,"removal","N",6.4,5
"MPG_IR",2021,"control","S",0.2,1
"MPG_IR",2021,"control","S",0.4,1
"MPG_IR",2021,"control","S",0.6,1
"MPG_IR",2021,"control","S",1,1
"MPG_IR",2021,"control","S",1.2,1
"MPG_IR",2021,"control","S",1.8,1
"MPG_IR",2021,"control","S",2,1
"MPG_IR",2021,"control","S",3.6,1
"MPG_IR",2021,"control","S",4,1
"MPG_IR",2021,"control","S",4.2,1
"MPG_IR",2021,"control","S",4.4,1
"MPG_IR",2021,"control","S",4.6,1
"MPG_IR",2021,"control","S",4.8,1
"MPG_IR",2021,"control","S",5,1
"MPG_IR",2021,"control","S",5.2,1
"MPG_IR",2021,"control","S",5.4,1
"MPG_IR",2021,"control","S",5.6,1
"MPG_IR",2021,"control","S",6,1
"MPG_IR",2021,"control","S",6.2,1
"MPG_IR",2021,"control","S",6.6,1
"MPG_IR",2021,"control","S",7,1
"MPG_IR",2021,"control","S",7.4,1
"MPG_IR",2021,"control","S",7.6,1
"MPG_IR",2021,"control","S",7.8,1
"MPG_IR",2021,"control","S",8,1
"MPG_IR",2021,"control","S",8.2,1
"MPG_IR",2021,"control","S",8.6,1
"MPG_IR",2021,"control","S",8.8,1
"MPG_IR",2021,"control","S",9,1
"MPG_IR",2021,"control","S",9.4,1
"MPG_IR",2021,"control","S",9.6,1
"MPG_IR",2021,"control","W",1.8,1
"MPG_IR",2021,"control","W",2.2,15
"MPG_IR",2021,"control","W",2.4,5
"MPG_IR",2021,"control","W",3.2,5
"MPG_IR",2021,"control","W",3.6,1
"MPG_IR",2021,"control","W",3.8,5
"MPG_IR",2021,"control","W",4,1
"MPG_IR",2021,"control","W",4.4,5
"MPG_IR",2021,"control","W",4.6,5
"MPG_IR",2021,"control","W",4.8,1
"MPG_IR",2021,"control","W",5.2,5
"MPG_IR",2021,"control","W",5.6,5
"MPG_IR",2021,"control","W",5.8,5
"MPG_IR",2021,"control","W",6.2,1
"MPG_IR",2021,"control","W",6.6,5
"MPG_IR",2021,"control","W",6.8,1
"MPG_IR",2021,"control","W",7,5
"MPG_IR",2021,"control","W",7.2,1
"MPG_IR",2021,"control","W",7.4,1
"MPG_IR",2021,"control","W",7.6,1
"MPG_IR",2021,"control","W",7.8,1
"MPG_IR",2021,"control","W",8,1
"MPG_IR",2021,"control","W",8.2,1
"MPG_IR",2021,"control","W",8.8,1
"MPG_IR",2021,"control","W",9.2,1
"MPG_IR",2021,"control","W",9.4,5
"MPG_IR",2021,"control","W",9.6,5
"MPG_IR",2021,"control","W",9.8,5
"MPG_IR",2021,"control","W",10,1
"MPG_IR",2021,"removal","E",3,1
"MPG_IR",2021,"removal","E",3.4,1
"MPG_IR",2021,"removal","E",3.6,1
"MPG_IR",2021,"removal","E",3.8,1
"MPG_IR",2021,"removal","E",4.2,1
"MPG_IR",2021,"removal","E",4.4,1
"MPG_IR",2021,"removal","E",4.8,1
"MPG_IR",2021,"removal","E",5,1
"MPG_IR",2021,"removal","E",5.4,1
"MPG_IR",2021,"removal","E",6,1
"MPG_IR",2021,"removal","E",6.4,1
"MPG_IR",2021,"removal","E",6.6,1
"MPG_IR",2021,"removal","E",7,1
"MPG_IR",2021,"removal","N",3,1
"MPG_IR",2021,"removal","N",3.6,1
"MPG_IR",2021,"removal","N",4,1
"MPG_IR",2021,"removal","N",4.2,1
"MPG_IR",2021,"removal","N",4.6,1
"MPG_IR",2021,"removal","N",4.8,1
"MPG_IR",2021,"removal","N",5.6,1
"MPG_IR",2021,"removal","N",5.8,1
"MPG_IR",2021,"removal","N",6,1
"MPG_IR",2021,"removal","N",6.4,1
"MPG_IR",2021,"removal","N",6.6,1
"MPG_IR",2021,"removal","N",7,5
"MPG_IR",2022,"control","S",0.3,0
"MPG_IR",2022,"control","S",0.5,0
"MPG_IR",2022,"control","S",0.7,0
"MPG_IR",2022,"control","S",0.9,0
"MPG_IR",2022,"control","S",1.1,0
"MPG_IR",2022,"control","S",1.3,0
"MPG_IR",2022,"control","S",1.5,0
"MPG_IR",2022,"control","S",1.7,0
"MPG_IR",2022,"control","S",1.9,0
"MPG_IR",2022,"control","S",2.1,1
"MPG_IR",2022,"control","S",2.3,0
"MPG_IR",2022,"control","S",2.5,1
"MPG_IR",2022,"control","S",2.7,0
"MPG_IR",2022,"control","S",2.9,1
"MPG_IR",2022,"control","S",3.1,1
"MPG_IR",2022,"control","S",3.3,1
"MPG_IR",2022,"control","S",3.5,0
"MPG_IR",2022,"control","S",3.7,1
"MPG_IR",2022,"control","S",3.9,0
"MPG_IR",2022,"control","S",4.1,1
"MPG_IR",2022,"control","S",4.3,1
"MPG_IR",2022,"control","S",4.5,1
"MPG_IR",2022,"control","S",4.7,1
"MPG_IR",2022,"control","S",4.9,0
"MPG_IR",2022,"control","S",5.1,0
"MPG_IR",2022,"control","S",5.3,1
"MPG_IR",2022,"control","S",5.5,0
"MPG_IR",2022,"control","S",5.7,0
"MPG_IR",2022,"control","S",5.9,0
"MPG_IR",2022,"control","S",6.1,0
"MPG_IR",2022,"control","S",6.3,1
"MPG_IR",2022,"control","S",6.5,1
"MPG_IR",2022,"control","S",6.7,1
"MPG_IR",2022,"control","S",6.9,1
"MPG_IR",2022,"control","S",7.1,0
"MPG_IR",2022,"control","S",7.3,1
"MPG_IR",2022,"control","S",7.5,0
"MPG_IR",2022,"control","S",7.7,1
"MPG_IR",2022,"control","S",7.9,0
"MPG_IR",2022,"control","S",8.1,1
"MPG_IR",2022,"control","S",8.3,0
"MPG_IR",2022,"control","S",8.5,1
"MPG_IR",2022,"control","S",8.7,1
"MPG_IR",2022,"control","S",8.9,0
"MPG_IR",2022,"control","S",9.1,0
"MPG_IR",2022,"control","S",9.3,0
"MPG_IR",2022,"control","S",9.5,1
"MPG_IR",2022,"control","S",9.7,1
"MPG_IR",2022,"control","S",9.9,1
"MPG_IR",2022,"control","S",10.1,1
"MPG_IR",2022,"control","W",0.3,0
"MPG_IR",2022,"control","W",0.5,0
"MPG_IR",2022,"control","W",0.7,1
"MPG_IR",2022,"control","W",0.9,0
"MPG_IR",2022,"control","W",1.1,0
"MPG_IR",2022,"control","W",1.3,0
"MPG_IR",2022,"control","W",1.5,1
"MPG_IR",2022,"control","W",1.7,1
"MPG_IR",2022,"control","W",1.9,1
"MPG_IR",2022,"control","W",2.1,0
"MPG_IR",2022,"control","W",2.3,1
"MPG_IR",2022,"control","W",2.5,0
"MPG_IR",2022,"control","W",2.7,1
"MPG_IR",2022,"control","W",2.9,0
"MPG_IR",2022,"control","W",3.1,0
"MPG_IR",2022,"control","W",3.3,0
"MPG_IR",2022,"control","W",3.5,0
"MPG_IR",2022,"control","W",3.7,1
"MPG_IR",2022,"control","W",3.9,5
"MPG_IR",2022,"control","W",4.1,5
"MPG_IR",2022,"control","W",4.3,0
"MPG_IR",2022,"control","W",4.5,1
"MPG_IR",2022,"control","W",4.7,1
"MPG_IR",2022,"control","W",4.9,1
"MPG_IR",2022,"control","W",5.1,1
"MPG_IR",2022,"control","W",5.3,1
"MPG_IR",2022,"control","W",5.5,1
"MPG_IR",2022,"control","W",5.7,1
"MPG_IR",2022,"control","W",5.9,0
"MPG_IR",2022,"control","W",6.1,1
"MPG_IR",2022,"control","W",6.3,1
"MPG_IR",2022,"control","W",6.5,1
"MPG_IR",2022,"control","W",6.7,0
"MPG_IR",2022,"control","W",6.9,1
"MPG_IR",2022,"control","W",7.1,0
"MPG_IR",2022,"control","W",7.3,0
"MPG_IR",2022,"control","W",7.5,1
"MPG_IR",2022,"control","W",7.7,1
"MPG_IR",2022,"control","W",7.9,1
"MPG_IR",2022,"control","W",8.1,1
"MPG_IR",2022,"control","W",8.3,1
"MPG_IR",2022,"control","W",8.5,0
"MPG_IR",2022,"control","W",8.7,1
"MPG_IR",2022,"control","W",8.9,1
"MPG_IR",2022,"control","W",9.1,1
"MPG_IR",2022,"control","W",9.3,0
"MPG_IR",2022,"control","W",9.5,1
"MPG_IR",2022,"control","W",9.7,1
"MPG_IR",2022,"control","W",9.9,5
"MPG_IR",2022,"control","W",10.1,0
"MPG_IR",2022,"removal","E",2.3,1
"MPG_IR",2022,"removal","E",2.5,0
"MPG_IR",2022,"removal","E",2.7,1
"MPG_IR",2022,"removal","E",2.9,0
"MPG_IR",2022,"removal","E",3.1,0
"MPG_IR",2022,"removal","E",3.3,0
"MPG_IR",2022,"removal","E",3.5,0
"MPG_IR",2022,"removal","E",3.7,0
"MPG_IR",2022,"removal","E",3.9,0
"MPG_IR",2022,"removal","E",4.1,0
"MPG_IR",2022,"removal","E",4.3,0
"MPG_IR",2022,"removal","E",4.5,1
"MPG_IR",2022,"removal","E",4.7,0
"MPG_IR",2022,"removal","E",4.9,0
"MPG_IR",2022,"removal","E",5.1,0
"MPG_IR",2022,"removal","E",5.3,1
"MPG_IR",2022,"removal","E",5.5,1
"MPG_IR",2022,"removal","E",5.7,0
"MPG_IR",2022,"removal","E",5.9,1
"MPG_IR",2022,"removal","E",6.1,0
"MPG_IR",2022,"removal","E",6.3,0
"MPG_IR",2022,"removal","E",6.5,0
"MPG_IR",2022,"removal","E",6.7,1
"MPG_IR",2022,"removal","E",6.9,0
"MPG_IR",2022,"removal","E",7.1,0
"MPG_IR",2022,"removal","N",2.3,0
"MPG_IR",2022,"removal","N",2.5,0
"MPG_IR",2022,"removal","N",2.7,1
"MPG_IR",2022,"removal","N",2.9,0
"MPG_IR",2022,"removal","N",3.1,0
"MPG_IR",2022,"removal","N",3.3,0
"MPG_IR",2022,"removal","N",3.5,1
"MPG_IR",2022,"removal","N",3.7,1
"MPG_IR",2022,"removal","N",3.9,0
"MPG_IR",2022,"removal","N",4.1,0
"MPG_IR",2022,"removal","N",4.3,0
"MPG_IR",2022,"removal","N",4.5,1
"MPG_IR",2022,"removal","N",4.7,0
"MPG_IR",2022,"removal","N",4.9,1
"MPG_IR",2022,"removal","N",5.1,1
"MPG_IR",2022,"removal","N",5.3,1
"MPG_IR",2022,"removal","N",5.5,0
"MPG_IR",2022,"removal","N",5.7,1
"MPG_IR",2022,"removal","N",5.9,1
"MPG_IR",2022,"removal","N",6.1,0
"MPG_IR",2022,"removal","N",6.3,0
"MPG_IR",2022,"removal","N",6.5,0
"MPG_IR",2022,"removal","N",6.7,0
"MPG_IR",2022,"removal","N",6.9,0
"MPG_IR",2022,"removal","N",7.1,0
"MPG_SR",2021,"control","E",0.2,1
"MPG_SR",2021,"control","E",0.4,1
"MPG_SR",2021,"control","E",0.6,1
"MPG_SR",2021,"control","E",0.8,1
"MPG_SR",2021,"control","E",1,1
"MPG_SR",2021,"control","E",1.2,1
"MPG_SR",2021,"control","E",1.6,1
"MPG_SR",2021,"control","E",1.8,1
"MPG_SR",2021,"control","E",2,1
"MPG_SR",2021,"control","E",2.2,1
"MPG_SR",2021,"control","E",2.4,1
"MPG_SR",2021,"control","E",2.6,1
"MPG_SR",2021,"control","E",2.8,1
"MPG_SR",2021,"control","E",3,1
"MPG_SR",2021,"control","E",3.4,1
"MPG_SR",2021,"control","E",3.6,1
"MPG_SR",2021,"control","E",3.8,1
"MPG_SR",2021,"control","E",4,5
"MPG_SR",2021,"control","E",4.2,1
"MPG_SR",2021,"control","E",4.6,1
"MPG_SR",2021,"control","E",4.8,1
"MPG_SR",2021,"control","E",5,1
"MPG_SR",2021,"control","E",5.2,1
"MPG_SR",2021,"control","E",5.4,1
"MPG_SR",2021,"control","E",5.8,1
"MPG_SR",2021,"control","E",6,1
"MPG_SR",2021,"control","E",6.2,1
"MPG_SR",2021,"control","E",6.4,1
"MPG_SR",2021,"control","E",6.8,1
"MPG_SR",2021,"control","E",7.4,1
"MPG_SR",2021,"control","E",7.6,1
"MPG_SR",2021,"control","E",8.2,1
"MPG_SR",2021,"control","E",8.4,1
"MPG_SR",2021,"control","E",8.6,1
"MPG_SR",2021,"control","E",9,1
"MPG_SR",2021,"control","E",9.6,1
"MPG_SR",2021,"control","E",9.8,1
"MPG_SR",2021,"control","E",10,1
"MPG_SR",2021,"control","N",0.2,1
"MPG_SR",2021,"control","N",0.6,1
"MPG_SR",2021,"control","N",2.6,1
"MPG_SR",2021,"control","N",2.8,1
"MPG_SR",2021,"control","N",3.2,1
"MPG_SR",2021,"control","N",3.4,1
"MPG_SR",2021,"control","N",3.6,1
"MPG_SR",2021,"control","N",4,1
"MPG_SR",2021,"control","N",4.2,1
"MPG_SR",2021,"control","N",4.6,1
"MPG_SR",2021,"control","N",5.6,1
"MPG_SR",2021,"control","N",5.8,1
"MPG_SR",2021,"control","N",6,1
"MPG_SR",2021,"control","N",6.4,1
"MPG_SR",2021,"control","N",6.6,1
"MPG_SR",2021,"control","N",7,1
"MPG_SR",2021,"control","N",7.6,1
"MPG_SR",2021,"control","N",8,1
"MPG_SR",2021,"control","N",8.4,1
"MPG_SR",2021,"control","N",8.6,1
"MPG_SR",2021,"control","N",9,1
"MPG_SR",2021,"removal","S",2.2,5
"MPG_SR",2021,"removal","S",2.6,30
"MPG_SR",2021,"removal","S",3,1
"MPG_SR",2021,"removal","S",3.2,5
"MPG_SR",2021,"removal","S",3.8,15
"MPG_SR",2021,"removal","S",4.2,10
"MPG_SR",2021,"removal","S",4.4,15
"MPG_SR",2021,"removal","S",4.8,15
"MPG_SR",2021,"removal","S",5,10
"MPG_SR",2021,"removal","S",5.2,10
"MPG_SR",2021,"removal","S",5.4,10
"MPG_SR",2021,"removal","W",2.2,10
"MPG_SR",2021,"removal","W",2.4,5
"MPG_SR",2021,"removal","W",2.6,10
"MPG_SR",2021,"removal","W",2.8,5
"MPG_SR",2021,"removal","W",3,5
"MPG_SR",2021,"removal","W",3.4,5
"MPG_SR",2021,"removal","W",3.6,5
"MPG_SR",2021,"removal","W",3.8,5
"MPG_SR",2021,"removal","W",4.2,1
"MPG_SR",2021,"removal","W",5.2,5
"MPG_SR",2021,"removal","W",5.4,5
"MPG_SR",2021,"removal","W",6.4,5
"MPG_SR",2021,"removal","W",6.6,5
"MPG_SR",2022,"control","E",0.3,1
"MPG_SR",2022,"control","E",0.5,0
"MPG_SR",2022,"control","E",0.7,0
"MPG_SR",2022,"control","E",0.9,1
"MPG_SR",2022,"control","E",1.1,1
"MPG_SR",2022,"control","E",1.3,1
"MPG_SR",2022,"control","E",1.5,5
"MPG_SR",2022,"control","E",1.7,0
"MPG_SR",2022,"control","E",1.9,1
"MPG_SR",2022,"control","E",2.1,1
"MPG_SR",2022,"control","E",2.3,1
"MPG_SR",2022,"control","E",2.5,1
"MPG_SR",2022,"control","E",2.7,1
"MPG_SR",2022,"control","E",2.9,0
"MPG_SR",2022,"control","E",3.1,1
"MPG_SR",2022,"control","E",3.3,1
"MPG_SR",2022,"control","E",3.5,1
"MPG_SR",2022,"control","E",3.7,0
"MPG_SR",2022,"control","E",3.9,1
"MPG_SR",2022,"control","E",4.1,1
"MPG_SR",2022,"control","E",4.3,1
"MPG_SR",2022,"control","E",4.5,1
"MPG_SR",2022,"control","E",4.7,0
"MPG_SR",2022,"control","E",4.9,0
"MPG_SR",2022,"control","E",5.1,1
"MPG_SR",2022,"control","E",5.3,0
"MPG_SR",2022,"control","E",5.5,0
"MPG_SR",2022,"control","E",5.7,0
"MPG_SR",2022,"control","E",5.9,1
"MPG_SR",2022,"control","E",6.1,0
"MPG_SR",2022,"control","E",6.3,0
"MPG_SR",2022,"control","E",6.5,1
"MPG_SR",2022,"control","E",6.7,1
"MPG_SR",2022,"control","E",6.9,1
"MPG_SR",2022,"control","E",7.1,1
"MPG_SR",2022,"control","E",7.3,0
"MPG_SR",2022,"control","E",7.5,0
"MPG_SR",2022,"control","E",7.7,1
"MPG_SR",2022,"control","E",7.9,0
"MPG_SR",2022,"control","E",8.1,0
"MPG_SR",2022,"control","E",8.3,1
"MPG_SR",2022,"control","E",8.5,0
"MPG_SR",2022,"control","E",8.7,1
"MPG_SR",2022,"control","E",8.9,1
"MPG_SR",2022,"control","E",9.1,1
"MPG_SR",2022,"control","E",9.3,0
"MPG_SR",2022,"control","E",9.5,0
"MPG_SR",2022,"control","E",9.7,1
"MPG_SR",2022,"control","E",9.9,1
"MPG_SR",2022,"control","E",10.1,1
"MPG_SR",2022,"control","N",0.3,1
"MPG_SR",2022,"control","N",0.5,1
"MPG_SR",2022,"control","N",0.7,1
"MPG_SR",2022,"control","N",0.9,1
"MPG_SR",2022,"control","N",1.1,1
"MPG_SR",2022,"control","N",1.3,1
"MPG_SR",2022,"control","N",1.5,0
"MPG_SR",2022,"control","N",1.7,0
"MPG_SR",2022,"control","N",1.9,0
"MPG_SR",2022,"control","N",2.1,0
"MPG_SR",2022,"control","N",2.3,1
"MPG_SR",2022,"control","N",2.5,1
"MPG_SR",2022,"control","N",2.7,1
"MPG_SR",2022,"control","N",2.9,0
"MPG_SR",2022,"control","N",3.1,1
"MPG_SR",2022,"control","N",3.3,1
"MPG_SR",2022,"control","N",3.5,0
"MPG_SR",2022,"control","N",3.7,0
"MPG_SR",2022,"control","N",3.9,1
"MPG_SR",2022,"control","N",4.1,1
"MPG_SR",2022,"control","N",4.3,1
"MPG_SR",2022,"control","N",4.5,1
"MPG_SR",2022,"control","N",4.7,1
"MPG_SR",2022,"control","N",4.9,0
"MPG_SR",2022,"control","N",5.1,1
"MPG_SR",2022,"control","N",5.3,0
"MPG_SR",2022,"control","N",5.5,0
"MPG_SR",2022,"control","N",5.7,1
"MPG_SR",2022,"control","N",5.9,1
"MPG_SR",2022,"control","N",6.1,1
"MPG_SR",2022,"control","N",6.3,0
"MPG_SR",2022,"control","N",6.5,1
"MPG_SR",2022,"control","N",6.7,1
"MPG_SR",2022,"control","N",6.9,0
"MPG_SR",2022,"control","N",7.1,1
"MPG_SR",2022,"control","N",7.3,1
"MPG_SR",2022,"control","N",7.5,1
"MPG_SR",2022,"control","N",7.7,0
"MPG_SR",2022,"control","N",7.9,0
"MPG_SR",2022,"control","N",8.1,0
"MPG_SR",2022,"control","N",8.3,0
"MPG_SR",2022,"control","N",8.5,0
"MPG_SR",2022,"control","N",8.7,1
"MPG_SR",2022,"control","N",8.9,0
"MPG_SR",2022,"control","N",9.1,0
"MPG_SR",2022,"control","N",9.3,0
"MPG_SR",2022,"control","N",9.5,0
"MPG_SR",2022,"control","N",9.7,1
"MPG_SR",2022,"control","N",9.9,0
"MPG_SR",2022,"control","N",10.1,0
"MPG_SR",2022,"removal","S",2.3,1
"MPG_SR",2022,"removal","S",2.5,5
"MPG_SR",2022,"removal","S",2.7,5
"MPG_SR",2022,"removal","S",2.9,5
"MPG_SR",2022,"removal","S",3.1,5
"MPG_SR",2022,"removal","S",3.3,10
"MPG_SR",2022,"removal","S",3.5,15
"MPG_SR",2022,"removal","S",3.7,20
"MPG_SR",2022,"removal","S",3.9,10
"MPG_SR",2022,"removal","S",4.1,10
"MPG_SR",2022,"removal","S",4.3,10
"MPG_SR",2022,"removal","S",4.5,20
"MPG_SR",2022,"removal","S",4.7,5
"MPG_SR",2022,"removal","S",4.9,10
"MPG_SR",2022,"removal","S",5.1,15
"MPG_SR",2022,"removal","S",5.3,5
"MPG_SR",2022,"removal","S",5.5,10
"MPG_SR",2022,"removal","S",5.7,5
"MPG_SR",2022,"removal","S",5.9,1
"MPG_SR",2022,"removal","S",6.1,1
"MPG_SR",2022,"removal","S",6.3,1
"MPG_SR",2022,"removal","S",6.5,1
"MPG_SR",2022,"removal","S",6.7,1
"MPG_SR",2022,"removal","S",6.9,1
"MPG_SR",2022,"removal","S",7.1,0
"MPG_SR",2022,"removal","W",2.3,1
"MPG_SR",2022,"removal","W",2.5,5
"MPG_SR",2022,"removal","W",2.7,1
"MPG_SR",2022,"removal","W",2.9,1
"MPG_SR",2022,"removal","W",3.1,1
"MPG_SR",2022,"removal","W",3.3,0
"MPG_SR",2022,"removal","W",3.5,0
"MPG_SR",2022,"removal","W",3.7,1
"MPG_SR",2022,"removal","W",3.9,1
"MPG_SR",2022,"removal","W",4.1,0
"MPG_SR",2022,"removal","W",4.3,1
"MPG_SR",2022,"removal","W",4.5,1
"MPG_SR",2022,"removal","W",4.7,0
"MPG_SR",2022,"removal","W",4.9,1
"MPG_SR",2022,"removal","W",5.1,1
"MPG_SR",2022,"removal","W",5.3,0
"MPG_SR",2022,"removal","W",5.5,0
"MPG_SR",2022,"removal","W",5.7,0
"MPG_SR",2022,"removal","W",5.9,1
"MPG_SR",2022,"removal","W",6.1,1
"MPG_SR",2022,"removal","W",6.3,1
"MPG_SR",2022,"removal","W",6.5,0
"MPG_SR",2022,"removal","W",6.7,0
"MPG_SR",2022,"removal","W",6.9,1
"MPG_SR",2022,"removal","W",7.1,1
"MPG_TH",2021,"control","E",0.2,1
"MPG_TH",2021,"control","E",0.4,1
"MPG_TH",2021,"control","E",0.6,1
"MPG_TH",2021,"control","E",0.8,1
"MPG_TH",2021,"control","E",1,1
"MPG_TH",2021,"control","E",1.6,5
"MPG_TH",2021,"control","E",1.8,1
"MPG_TH",2021,"control","E",2,1
"MPG_TH",2021,"control","E",2.2,1
"MPG_TH",2021,"control","E",2.4,1
"MPG_TH",2021,"control","E",2.6,1
"MPG_TH",2021,"control","E",2.8,1
"MPG_TH",2021,"control","E",3.2,1
"MPG_TH",2021,"control","E",3.4,1
"MPG_TH",2021,"control","E",3.6,1
"MPG_TH",2021,"control","E",3.8,1
"MPG_TH",2021,"control","E",5,1
"MPG_TH",2021,"control","E",5.2,1
"MPG_TH",2021,"control","E",5.8,1
"MPG_TH",2021,"control","E",6.4,1
"MPG_TH",2021,"control","E",6.6,1
"MPG_TH",2021,"control","E",6.8,1
