site,block,density_long,density,albedo,X,Y,genotype_batch,top,middle,bottom,genotype,growout_loc,growout_yr,source,harvest_stage,harvest_height,notes,status,5/9/22,5/18/22,5/26/22,6/3/22,6/7/22,6/13/22,6/17/22,6/21/22,6/23/22,6/24/22,6/27/22,6/28/22,6/29/22,6/30/22,7/7/22,7/11/22,7/14/22,7/18/22,7/22/22,7/27/22,check,,
Cheyenne,8,high,hi,white,10,5,32_Reno,blue,green,pink,g32,Reno,2020,Chambers04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,1,6,30_Reno,blue,green,green,g30,Reno,2020,Chambers02,,,,WP,,,,,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,8,high,hi,white,2,6,14_Reno,green,pink,pink,g14,Reno,2020,Adler13,,,,WP,,,,,,,,,,,,,,,WP,,,,,,IB,,
Cheyenne,8,high,hi,white,3,6,58_Reno,pink,green,orange,g58,Reno,2020,JackieOtt7,,,,WP,,,,,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,8,high,hi,white,4,6,31_Reno,blue,green,blue,g31,Reno,2020,Urza1,,,,WP,,,,1SH,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,8,high,hi,white,5,6,19_Reno,green,orange,blue,g19,Reno,2020,Barnett01,,,,WP,,,,,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,8,high,hi,white,6,6,2_Reno,green,green,blue,g2,Reno,2020,AAFC05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,7,6,61_Reno,pink,blue,pink,g61,Reno,2020,Lee1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,8,6,51_Reno,blue,purple,blue,g51,Reno,2020,Holdrege1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,9,6,12_Reno,green,blue,purple,g12,Reno,2020,Schupp02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,10,6,64_Reno,pink,pink,green,g64,Reno,2020,Lee4,,,,WP,,,,,1SH,,,,,,,,WP,,,,,,,,FG,,
Cheyenne,8,high,hi,white,1,7,95_Reno,orange,purple,green,g95,Reno,2020,Wilcox02,,,,WP,,,,,,,,,,,,,WP,,,,,,,,FG,,
Cheyenne,8,high,hi,white,2,7,88_Logan,orange,pink,blue,g88,Logan,2021,Schupp05,,,,WP,,,,,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,8,high,hi,white,3,7,46_Reno,blue,orange,pink,g46,Reno,2020,Fleishman_05,,,,WP,,,,,,,,,,,,,WP,,,,,,,,FG,,
Cheyenne,8,high,hi,white,4,7,7_Reno,green,blue,green,g7,Reno,2020,AAFC10,,,,WP,,,,,,,,,,,,,2SH,,WP,,,,,,FG,,
Cheyenne,8,high,hi,white,5,7,1_Reno,green,green,green,g1,Reno,2020,AAFC04,,,,WP,,,,,,,,,,1SH,,,,,WP,,,,,,FG,,
Cheyenne,8,high,hi,white,6,7,36_Reno,blue,blue,blue,g36,Reno,2020,Chambers08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,7,7,86_Logan,orange,blue,pink,g86,Logan,2021,Schupp03,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,8,7,69_Reno,pink,orange,blue,g69,Reno,2020,Porensky17,,,,WP,,,,,,,,,,,,,WP,,,,,,,,V3+,,
Cheyenne,8,high,hi,white,9,7,90_Reno,orange,pink,purple,g90,Reno,2020,Symstad2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,10,7,72_Reno,pink,purple,green,g72,Reno,2020,Pyke3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,1,8,105_Reno,purple,blue,orange,g105,Reno,2020,Blumenthal10,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,2,8,35_Reno,blue,blue,green,g35,Reno,2020,Chambers07,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,3,8,33_Reno,blue,green,orange,g33,Reno,2020,Chambers05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,4,8,24_Reno,green,orange,purple,g24,Reno,2020,Blumenthal08,,,,WP,,,,,,,,,,,,,1SH,,WP,,,,,,FG,,
Cheyenne,8,high,hi,white,5,8,62_Reno,pink,blue,orange,g62,Reno,2020,Lee2,,,,WP,,,,,,,WP,,,,,,,,,,,,,,FG,,
Cheyenne,8,high,hi,white,6,8,25_Reno,green,purple,green,g25,Reno,2020,Symstad6,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,7,8,5_Reno,green,green,orange,g5,Reno,2020,AAFC08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,8,8,83_Reno,orange,green,purple,g83,Reno,2020,Reed01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,9,8,103_Reno,purple,blue,green,g103,Reno,2020,Davies03,,,,WP,,,,,,,1SH,,,,,,3SH,,2SH,,,,,WP,FG,,
Cheyenne,8,high,hi,white,10,8,57_Reno,pink,green,pink,g57,Reno,2020,JackieOtt6,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,1,9,55_Reno,pink,green,green,g55,Reno,2020,JackieOtt2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,2,9,71_Reno,pink,orange,purple,g71,Reno,2020,Porensky30,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,3,9,17_Reno,green,pink,purple,g17,Reno,2020,Adler17,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,4,9,89_Reno,orange,pink,orange,g89,Reno,2020,Symstad1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,5,9,98_Logan,orange,purple,purple,g98,Logan,2021,Chynoweth05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,6,9,63_Reno,pink,blue,purple,g63,Reno,2020,Lee3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,7,9,9_Reno,green,blue,pink,g9,Reno,2020,Adler05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,8,9,81_Reno,orange,green,pink,g81,Reno,2020,Pyle017,,,,WP,,,,,,,,,,,,,2SH,,5SH,,,,,WP,FG,,
Cheyenne,8,high,hi,white,9,9,92_Reno,orange,orange,blue,g92,Reno,2020,Symstad4,,,,WP,,,,,,,,,,,,,3SH,,2SH,,,,,WP,FG,,
Cheyenne,8,high,hi,white,10,9,34_Reno,blue,green,purple,g34,Reno,2020,Chambers06,,,,WP,,,,,,,1SH,,,1SH,,,WP,,,,,,,,FG,,
Cheyenne,8,high,hi,white,1,10,43_Reno,blue,pink,purple,g43,Reno,2020,Downs02,,,,WP,,,,,,,,,,,,,2SH,,WP,,,,,,IB,,
Cheyenne,8,high,hi,white,2,10,101_Reno,purple,green,orange,g101,Reno,2020,Shriver01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,3,10,104_Reno,purple,blue,blue,g104,Reno,2020,Germino BOP 01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,4,10,93_Reno,orange,orange,orange,g93,Reno,2020,Urza2,,,,WP,,,,,,,,,,,,,WP,,,,,,,,FG,,
Cheyenne,8,high,hi,white,5,10,104_Reno,purple,blue,blue,g104,Reno,2020,Germino BOP 01,,,,WP,,,,,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,8,high,hi,white,6,10,52_Reno,blue,purple,pink,g52,Reno,2020,Hufft1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,7,10,91_Reno,orange,orange,green,g91,Reno,2020,Symstad3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,8,10,47_Reno,blue,orange,orange,g47,Reno,2020,Fleishman_07,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,9,10,54_Reno,blue,purple,purple,g54,Reno,2020,JackieOtt1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,high,hi,white,10,10,11_Reno,green,blue,orange,g11,Reno,2020,Adler09,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,1,1,25_Reno,green,purple,green,g25,Reno,2020,Symstad6,,,,WP,,,,,,,,,,,,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,2,1,49_Reno,blue,purple,green,g49,Reno,2020,Getts3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,3,1,49_Reno,blue,purple,green,g49,Reno,2020,Getts3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,4,1,14_Reno,green,pink,pink,g14,Reno,2020,Adler13,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,5,1,98_Logan,orange,purple,purple,g98,Logan,2021,Chynoweth05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,6,1,93_Logan,orange,orange,pink,g93,Logan,2021,Urza2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,7,1,62_Reno,pink,blue,orange,g62,Reno,2020,Lee2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,8,1,73_Reno,pink,purple,blue,g73,Reno,2020,Pyke8,,,,,,,,,,,1SH,,,6SH,7SH,,,,,,,,,,FG,,
Cheyenne,8,low,lo,black,9,1,31_Reno,blue,green,blue,g31,Reno,2020,Urza1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,10,1,98_Reno,purple,green,green,g98,Reno,2020,Chynoweth05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,11,1,77_Reno,orange,green,green,g77,Reno,2020,Pyle010,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,12,1,2_Reno,green,green,blue,g2,Reno,2020,AAFC05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,13,1,13_Reno,green,pink,blue,g13,Reno,2020,Schupp01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,14,1,43_Reno,blue,pink,purple,g43,Reno,2020,Downs02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,15,1,97_Logan,orange,purple,pink,g97,Logan,2021,Chynoweth03,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,16,1,75_Reno,pink,purple,orange,g75,Reno,2020,Pyle001,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,17,1,72_Reno,pink,purple,green,g72,Reno,2020,Pyke3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,18,1,8_Reno,green,blue,blue,g8,Reno,2020,Blumenthal01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,19,1,63_Reno,pink,blue,purple,g63,Reno,2020,Lee3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,20,1,17_Reno,green,pink,purple,g17,Reno,2020,Adler17,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,1,2,56_Reno,pink,green,blue,g56,Reno,2020,JackieOtt5,,,,WP,,,,,,,,,,,3SH,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,2,2,39_Reno,blue,blue,purple,g39,Reno,2020,Copeland05,,,,,,,,,,,,,,,1SH,,,,,,,,,,FG,,
Cheyenne,8,low,lo,black,3,2,105_Reno,purple,blue,orange,g105,Reno,2020,Blumenthal10,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,4,2,58_Reno,pink,green,orange,g58,Reno,2020,JackieOtt7,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,5,2,34_Reno,blue,green,purple,g34,Reno,2020,Chambers06,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,6,2,28_Reno,green,purple,orange,g28,Reno,2020,Bradford01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,7,2,65_Reno,pink,pink,blue,g65,Reno,2020,Leger 1,,,,,,,,,,,1SH,,,5SH,,,,,,,,,,,FG,,
Cheyenne,8,low,lo,black,8,2,69_Reno,pink,orange,blue,g69,Reno,2020,Porensky17,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,9,2,86_Reno,orange,blue,orange,g86,Reno,2020,Schupp03,,,,WP,,,,,,,1SH,,,7SH,4SH,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,10,2,89_Reno,orange,pink,orange,g89,Reno,2020,Symstad1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,11,2,64_Reno,pink,pink,green,g64,Reno,2020,Lee4,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,12,2,79_Reno,orange,green,blue,g79,Reno,2020,Pyle015,,,,WP,,,,,,,,,,,1UT,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,13,2,33_Reno,blue,green,orange,g33,Reno,2020,Chambers05,,,,WP,,,,,,,,,,,1UT,,,,,,,,,WP,FG,,
Cheyenne,8,low,lo,black,14,2,29_Reno,green,purple,purple,g29,Reno,2020,Chambers01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,15,2,35_Reno,blue,blue,green,g35,Reno,2020,Chambers07,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,16,2,90_Reno,orange,pink,purple,g90,Reno,2020,Symstad2,,,,WP,,,,,,,,,,,,,,,,,,,,WP,IB,,
Cheyenne,8,low,lo,black,17,2,96_Reno,orange,purple,blue,g96,Reno,2020,Chynoweth02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,18,2,38_Logan,blue,blue,orange,g38,Logan,2021,Copeland01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,19,2,1_Reno,green,green,green,g1,Reno,2020,AAFC04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,20,2,62_Reno,pink,blue,orange,g62,Reno,2020,Lee2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,1,3,26_Reno,green,purple,blue,g26,Reno,2020,Chynoweth01,,,,WP,,,,,,,,,,,WP,,,,,,,,,,FG,,
Cheyenne,8,low,lo,black,2,3,71_Reno,pink,orange,purple,g71,Reno,2020,Porensky30,,,,WP,,,,,,,,,,,,,,,1SH,,,,,WP,FG,,
Cheyenne,8,low,lo,black,3,3,1_Reno,green,green,green,g1,Reno,2020,AAFC04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,4,3,44_Reno,blue,orange,green,g44,Reno,2020,Downs03,,,,WP,,,,,,,,,,,,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,5,3,104_Reno,purple,blue,blue,g104,Reno,2020,Germino BOP 01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,6,3,42_Logan,blue,pink,pink,g42,Logan,2021,Downs01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,7,3,55_Reno,pink,green,green,g55,Reno,2020,JackieOtt2,,,,WP,,,,,,,1SH,,,6SH,7SH,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,8,3,24_Reno,green,orange,purple,g24,Reno,2020,Blumenthal08,,,,WP,,,,,,,,,,,,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,9,3,54_Reno,blue,purple,purple,g54,Reno,2020,JackieOtt1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,10,3,7_Reno,green,blue,green,g7,Reno,2020,AAFC10,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,11,3,100_Reno,purple,green,pink,g100,Reno,2020,Chynoweth08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,12,3,103_Reno,purple,blue,green,g103,Reno,2020,Davies03,,,,WP,,,,,,,,,,6SH,1SH,,,,,,,,,WP,FG,,
Cheyenne,8,low,lo,black,13,3,32_Reno,blue,green,pink,g32,Reno,2020,Chambers04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,14,3,11_Reno,green,blue,orange,g11,Reno,2020,Adler09,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,15,3,18_Reno,green,orange,green,g18,Reno,2020,Adler18,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,16,3,39_Reno,blue,blue,purple,g39,Reno,2020,Copeland05,,,,WP,,,,,,,,,,,9SH,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,17,3,76_Reno,pink,purple,purple,g76,Reno,2020,Pyle009,,,,WP,,,,,,,,,,,,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,18,3,82_Reno,orange,green,orange,g82,Reno,2020,Pyle019,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,19,3,30_Reno,blue,green,green,g30,Reno,2020,Chambers02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,20,3,35_Reno,blue,blue,green,g35,Reno,2020,Chambers07,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,1,4,66_Reno,pink,pink,pink,g66,Reno,2020,Maron1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,2,4,88_Logan,orange,pink,blue,g88,Logan,2021,Schupp05,,,,WP,,,,,,,1SH,,,,1SH,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,3,4,49_Reno,blue,purple,green,g49,Reno,2020,Getts3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,4,4,91_Reno,orange,orange,green,g91,Reno,2020,Symstad3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,5,4,68_Reno,pink,orange,green,g68,Reno,2020,Porensky1,,,,WP,,,,,,,,,,,6SH,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,6,4,101_Reno,purple,green,orange,g101,Reno,2020,Shriver01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,7,4,95_Logan,orange,orange,purple,g95,Logan,2021,Wilcox02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,8,4,63_Reno,pink,blue,purple,g63,Reno,2020,Lee3,,,,WP,,,,2SH,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,8,low,lo,black,9,4,29_Reno,green,purple,purple,g29,Reno,2020,Chambers01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,10,4,81_Reno,orange,green,pink,g81,Reno,2020,Pyle017,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,11,4,43_Reno,blue,pink,purple,g43,Reno,2020,Downs02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,12,4,30_Reno,blue,green,green,g30,Reno,2020,Chambers02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,13,4,61_Reno,pink,blue,pink,g61,Reno,2020,Lee1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,14,4,39_Reno,blue,blue,purple,g39,Reno,2020,Copeland05,,,,WP,,,,,,,,,,3SH,2SH,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,15,4,74_Reno,pink,purple,pink,g74,Reno,2020,Pyke21,,,,WP,,,,,,,,,,6SH,4SH,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,16,4,84_Reno,orange,blue,blue,g84,Reno,2020,Reed03,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,17,4,19_Reno,green,orange,blue,g19,Reno,2020,Barnett01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,18,4,36_Reno,blue,blue,blue,g36,Reno,2020,Chambers08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,19,4,83_Reno,orange,green,purple,g83,Reno,2020,Reed01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,20,4,61_Reno,pink,blue,pink,g61,Reno,2020,Lee1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,1,5,45_Reno,blue,orange,blue,g45,Reno,2020,Fleishman_01,,,,WP,,,,,,,,,,,,,,,5SH,,,WP,,,FG,,
Cheyenne,8,low,lo,black,2,5,102_Reno,purple,green,purple,g102,Reno,2020,Shriver02,,,,,,,,,,,,,,,,,,,,,,,,,FG,,
Cheyenne,8,low,lo,black,3,5,87_Logan,orange,blue,purple,g87,Logan,2021,Schupp04,,,,WP,,,,,,,1SH,,,,5SH,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,4,5,104_Reno,purple,blue,blue,g104,Reno,2020,Germino BOP 01,,,,WP,,,,,,,3SH,,,,9SH,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,5,5,51_Reno,blue,purple,blue,g51,Reno,2020,Holdrege1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,6,5,12_Reno,green,blue,purple,g12,Reno,2020,Schupp02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,7,5,59_Reno,pink,green,purple,g59,Reno,2020,Lavin01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,8,5,9_Reno,green,blue,pink,g9,Reno,2020,Adler05,,,,WP,,,,,,,,,,2SH,2SH,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,9,5,92_Reno,orange,orange,blue,g92,Reno,2020,Symstad4,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,10,5,47_Reno,blue,orange,orange,g47,Reno,2020,Fleishman_07,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,11,5,46_Reno,blue,orange,pink,g46,Reno,2020,Fleishman_05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,12,5,53_Reno,blue,purple,orange,g53,Reno,2020,Hufft2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,13,5,6_Reno,green,green,purple,g6,Reno,2020,AAFC09,,,,WP,,,,,,,,,,1SH,,,,,1SH,,,,,WP,FG,,
Cheyenne,8,low,lo,black,14,5,5_Reno,green,green,orange,g5,Reno,2020,AAFC08,,,,WP,,,,,,,,,,,,,,,WP,,,,,,FG,,
Cheyenne,8,low,lo,black,15,5,37_Reno,blue,blue,pink,g37,Reno,2020,Chambers09,,,,WP,,,,,,,,,,,WP,,,,,,,,,,V3+,,
Cheyenne,8,low,lo,black,16,5,60_Reno,pink,blue,blue,g60,Reno,2020,Lavin02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,17,5,57_Reno,pink,green,pink,g57,Reno,2020,JackieOtt6,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,18,5,34_Reno,blue,green,purple,g34,Reno,2020,Chambers06,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,19,5,62_Reno,pink,blue,orange,g62,Reno,2020,Lee2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,black,20,5,52_Reno,blue,purple,pink,g52,Reno,2020,Hufft1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,1,1,42_Logan,blue,pink,pink,g42,Logan,2021,Downs01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,2,1,92_Reno,orange,orange,blue,g92,Reno,2020,Symstad4,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,3,1,26_Reno,green,purple,blue,g26,Reno,2020,Chynoweth01,,,,WP,,,,,,,,,,1SH,,,1SH,,,,,,,WP,FG,,
Cheyenne,8,low,lo,white,4,1,43_Reno,blue,pink,purple,g43,Reno,2020,Downs02,,,,WP,,,,,,,,,,,,,1UT,,,,,,,WP,FG,,
Cheyenne,8,low,lo,white,5,1,62_Reno,pink,blue,orange,g62,Reno,2020,Lee2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,6,1,77_Reno,orange,green,green,g77,Reno,2020,Pyle010,,,,,,,,,,,,,,,,,1UT,,,,,,,,FG,,
Cheyenne,8,low,lo,white,7,1,12_Reno,green,blue,purple,g12,Reno,2020,Schupp02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,8,1,43_Reno,blue,pink,purple,g43,Reno,2020,Downs02,,,,WP,,,,,,,,,,,,,1UT,,,,,,,WP,FG,,
Cheyenne,8,low,lo,white,9,1,103_Reno,purple,blue,green,g103,Reno,2020,Davies03,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,10,1,13_Reno,green,pink,blue,g13,Reno,2020,Schupp01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,11,1,76_Reno,pink,purple,purple,g76,Reno,2020,Pyle009,,,,,,,,,,,,,,,,,,,,,,,,,V3+,,
Cheyenne,8,low,lo,white,12,1,73_Reno,pink,purple,blue,g73,Reno,2020,Pyke8,,,,WP,,,,,,,,,,,,,1UT,,,,,,,WP,FG,,
Cheyenne,8,low,lo,white,13,1,62_Reno,pink,blue,orange,g62,Reno,2020,Lee2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,14,1,31_Reno,blue,green,blue,g31,Reno,2020,Urza1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,15,1,64_Reno,pink,pink,green,g64,Reno,2020,Lee4,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,16,1,39_Reno,blue,blue,purple,g39,Reno,2020,Copeland05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,17,1,62_Reno,pink,blue,orange,g62,Reno,2020,Lee2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,18,1,49_Reno,blue,purple,green,g49,Reno,2020,Getts3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,8,low,lo,white,19,1,29_Reno,green,purple,purple,g29,Reno,2020,Chambers01,,,,WP,,,,,,,,,,,,,1SH,,,,,,,WP,FG,,
