site,block,density_long,density,albedo,X,Y,genotype_batch,top,middle,bottom,genotype,growout_loc,growout_yr,source,harvest_stage,harvest_height,notes,status,5/9/22,5/18/22,5/26/22,6/3/22,6/7/22,6/13/22,6/17/22,6/21/22,6/23/22,6/24/22,6/27/22,6/28/22,6/29/22,6/30/22,7/7/22,7/11/22,7/14/22,7/18/22,7/22/22,7/27/22,check,,
Cheyenne,3,low,lo,white,5,4,38_Logan,blue,blue,orange,g38,Logan,2021,Copeland01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,6,4,2_Reno,green,green,blue,g2,Reno,2020,AAFC05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,7,4,97_Logan,orange,purple,pink,g97,Logan,2021,Chynoweth03,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,8,4,59_Reno,pink,green,purple,g59,Reno,2020,Lavin01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,9,4,52_Reno,blue,purple,pink,g52,Reno,2020,Hufft1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,10,4,37_Reno,blue,blue,pink,g37,Reno,2020,Chambers09,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,3,low,lo,white,11,4,42_Logan,blue,pink,pink,g42,Logan,2021,Downs01,,,,WP,,,,,,,,,,,,,,WP,,,,,,,V3+,,
Cheyenne,3,low,lo,white,12,4,82_Reno,orange,green,orange,g82,Reno,2020,Pyle019,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,13,4,74_Reno,pink,purple,pink,g74,Reno,2020,Pyke21,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,14,4,100_Reno,purple,green,pink,g100,Reno,2020,Chynoweth08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,15,4,60_Logan,pink,blue,green,g60,Logan,2021,Lavin02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,16,4,36_Reno,blue,blue,blue,g36,Reno,2020,Chambers08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,17,4,91_Reno,orange,orange,green,g91,Reno,2020,Symstad3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,18,4,101_Reno,purple,green,orange,g101,Reno,2020,Shriver01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,19,4,105_Logan,purple,blue,pink,g105,Logan,2021,Blumenthal10,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,20,4,89_Reno,orange,pink,orange,g89,Reno,2020,Symstad1,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,3,low,lo,white,1,5,53_Reno,blue,purple,orange,g53,Reno,2020,Hufft2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,2,5,90_Reno,orange,pink,purple,g90,Reno,2020,Symstad2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,3,5,65_Reno,pink,pink,blue,g65,Reno,2020,Leger 1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,4,5,13_Reno,green,pink,blue,g13,Reno,2020,Schupp01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,5,5,6_Reno,green,green,purple,g6,Reno,2020,AAFC09,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,6,5,95_Logan,orange,orange,purple,g95,Logan,2021,Wilcox02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,7,5,25_Reno,green,purple,green,g25,Reno,2020,Symstad6,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,8,5,46_Reno,blue,orange,pink,g46,Reno,2020,Fleishman_05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,9,5,86_Reno,orange,blue,orange,g86,Reno,2020,Schupp03,,,,,,,,,,,,,,,,,,,,,,,,,V3+,,
Cheyenne,3,low,lo,white,10,5,72_Reno,pink,purple,green,g72,Reno,2020,Pyke3,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,3,low,lo,white,11,5,36_Reno,blue,blue,blue,g36,Reno,2020,Chambers08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,12,5,18_Reno,green,orange,green,g18,Reno,2020,Adler18,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,13,5,55_Reno,pink,green,green,g55,Reno,2020,JackieOtt2,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,3,low,lo,white,14,5,37_Reno,blue,blue,pink,g37,Reno,2020,Chambers09,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,15,5,73_Reno,pink,purple,blue,g73,Reno,2020,Pyke8,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,16,5,45_Reno,blue,orange,blue,g45,Reno,2020,Fleishman_01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,17,5,84_Logan,orange,blue,green,g84,Logan,2021,Reed03,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,18,5,39_Reno,blue,blue,purple,g39,Reno,2020,Copeland05,,,,WP,,,,,,,,,,,,,,WP,,,,,WP,,IB,,
Cheyenne,3,low,lo,white,19,5,69_Reno,pink,orange,blue,g69,Reno,2020,Porensky17,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,3,low,lo,white,20,5,102_Reno,purple,green,purple,g102,Reno,2020,Shriver02,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,4,high,hi,black,1,1,53_Reno,blue,purple,orange,g53,Reno,2020,Hufft2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,2,1,59_Reno,pink,green,purple,g59,Reno,2020,Lavin01,,,,WP,,,,,,,,,,,,1SH,,1SH,WP,,,,,,FG,,
Cheyenne,4,high,hi,black,3,1,35_Reno,blue,blue,green,g35,Reno,2020,Chambers07,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,4,1,98_Reno,purple,green,green,g98,Reno,2020,Chynoweth05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,5,1,82_Reno,orange,green,orange,g82,Reno,2020,Pyle019,,,,WP,,,,,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,6,1,83_Reno,orange,green,purple,g83,Reno,2020,Reed01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,7,1,96_Reno,orange,purple,blue,g96,Reno,2020,Chynoweth02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,8,1,37_Reno,blue,blue,pink,g37,Reno,2020,Chambers09,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,9,1,79_Reno,orange,green,blue,g79,Reno,2020,Pyle015,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,10,1,36_Reno,blue,blue,blue,g36,Reno,2020,Chambers08,,,,WP,,,,,,,,,,,,,,,WP,,,,,,V3,,
Cheyenne,4,high,hi,black,1,2,82_Reno,orange,green,orange,g82,Reno,2020,Pyle019,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,2,2,11_Reno,green,blue,orange,g11,Reno,2020,Adler09,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,3,2,55_Reno,pink,green,green,g55,Reno,2020,JackieOtt2,,,,WP,,,,,,,,,,,,2SH,,WP,,,,,,,FG,,
Cheyenne,4,high,hi,black,4,2,32_Reno,blue,green,pink,g32,Reno,2020,Chambers04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,5,2,81_Reno,orange,green,pink,g81,Reno,2020,Pyle017,,,,WP,,,,,,,,,,,,,,1SH,,,WP,,,,IB,,
Cheyenne,4,high,hi,black,6,2,68_Reno,pink,orange,green,g68,Reno,2020,Porensky1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,7,2,101_Reno,purple,green,orange,g101,Reno,2020,Shriver01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,8,2,49_Reno,blue,purple,green,g49,Reno,2020,Getts3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,9,2,104_Reno,purple,blue,blue,g104,Reno,2020,Germino BOP 01,,,,WP,,,,,,,,,,1SH,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,10,2,86_Reno,orange,blue,orange,g86,Reno,2020,Schupp03,,,,WP,,,,,,,,,,1SH,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,1,3,34_Reno,blue,green,purple,g34,Reno,2020,Chambers06,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,2,3,58_Reno,pink,green,orange,g58,Reno,2020,JackieOtt7,,,,WP,,,,,,,,,,2SH,,1SH,,WP,,,,,,,FG,,
Cheyenne,4,high,hi,black,3,3,54_Reno,blue,purple,purple,g54,Reno,2020,JackieOtt1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,4,3,54_Reno,blue,purple,purple,g54,Reno,2020,JackieOtt1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,5,3,104_Reno,purple,blue,blue,g104,Reno,2020,Germino BOP 01,,,,WP,,,,,,,,,,1SH,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,6,3,53_Reno,blue,purple,orange,g53,Reno,2020,Hufft2,,,,WP,,,,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,7,3,2_Reno,green,green,blue,g2,Reno,2020,AAFC05,,,,,,,,,,,,,,,,1UT,,,,,,,,,IB,,
Cheyenne,4,high,hi,black,8,3,51_Reno,blue,purple,blue,g51,Reno,2020,Holdrege1,,,,WP,,,,,,,1SH,,,WP,,,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,9,3,97_Logan,orange,purple,pink,g97,Logan,2021,Chynoweth03,,,,WP,,,,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,10,3,57_Reno,pink,green,pink,g57,Reno,2020,JackieOtt6,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,1,4,33_Reno,blue,green,orange,g33,Reno,2020,Chambers05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,2,4,74_Reno,pink,purple,pink,g74,Reno,2020,Pyke21,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,3,4,33_Reno,blue,green,orange,g33,Reno,2020,Chambers05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,4,4,87_Logan,orange,blue,purple,g87,Logan,2021,Schupp04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,5,4,102_Reno,purple,green,purple,g102,Reno,2020,Shriver02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,6,4,88_Reno,orange,pink,pink,g88,Reno,2020,Schupp05,,,,WP,,,,,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,7,4,71_Reno,pink,orange,purple,g71,Reno,2020,Porensky30,,,,WP,,,,,,,,,,,,1SH,,,WP,,,,,,FG,,
Cheyenne,4,high,hi,black,8,4,91_Reno,orange,orange,green,g91,Reno,2020,Symstad3,,,,WP,,,,,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,9,4,95_Logan,orange,orange,purple,g95,Logan,2021,Wilcox02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,10,4,65_Reno,pink,pink,blue,g65,Reno,2020,Leger 1,,,,WP,,,,1SH,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,1,5,24_Reno,green,orange,purple,g24,Reno,2020,Blumenthal08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,2,5,30_Reno,blue,green,green,g30,Reno,2020,Chambers02,,,,WP,,,,1SH,,1SH,,,,,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,3,5,13_Reno,green,pink,blue,g13,Reno,2020,Schupp01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,4,5,38_Logan,blue,blue,orange,g38,Logan,2021,Copeland01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,5,5,45_Reno,blue,orange,blue,g45,Reno,2020,Fleishman_01,,,,WP,,,,,,,,,,1SH,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,6,5,64_Reno,pink,pink,green,g64,Reno,2020,Lee4,brown,90,,WP,,,WP,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,7,5,45_Reno,blue,orange,blue,g45,Reno,2020,Fleishman_01,,,,WP,,,,,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,8,5,61_Reno,pink,blue,pink,g61,Reno,2020,Lee1,,,,WP,,,,1SH,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,9,5,28_Reno,green,purple,orange,g28,Reno,2020,Bradford01,,,,WP,,,,,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,10,5,103_Reno,purple,blue,green,g103,Reno,2020,Davies03,,,,WP,,,,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,1,6,47_Reno,blue,orange,orange,g47,Reno,2020,Fleishman_07,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,2,6,25_Reno,green,purple,green,g25,Reno,2020,Symstad6,,,,WP,,,,,,,,,,,,WP,,,,,,,,,V3+,,
Cheyenne,4,high,hi,black,3,6,52_Reno,blue,purple,pink,g52,Reno,2020,Hufft1,,,,WP,,,,,,,,,,1SH,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,4,6,12_Reno,green,blue,purple,g12,Reno,2020,Schupp02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,5,6,62_Reno,pink,blue,orange,g62,Reno,2020,Lee2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,6,6,9_Reno,green,blue,pink,g9,Reno,2020,Adler05,,,,WP,,,,,,,,,,WP,,,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,7,6,29_Reno,green,purple,purple,g29,Reno,2020,Chambers01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,8,6,84_Reno,orange,blue,blue,g84,Reno,2020,Reed03,,,,WP,,,,,,,,,,1SH,,,,WP,,,,,,,FG,,
Cheyenne,4,high,hi,black,9,6,81_Reno,orange,green,pink,g81,Reno,2020,Pyle017,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,10,6,1_Reno,green,green,green,g1,Reno,2020,AAFC04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,1,7,72_Reno,pink,purple,green,g72,Reno,2020,Pyke3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,2,7,66_Reno,pink,pink,pink,g66,Reno,2020,Maron1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,3,7,18_Reno,green,orange,green,g18,Reno,2020,Adler18,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,4,7,63_Reno,pink,blue,purple,g63,Reno,2020,Lee3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,5,7,5_Reno,green,green,orange,g5,Reno,2020,AAFC08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,6,7,7_Reno,green,blue,green,g7,Reno,2020,AAFC10,,,,WP,,,,,,,,,,,,WP,,,,,,,,,V3+,,
Cheyenne,4,high,hi,black,7,7,69_Reno,pink,orange,blue,g69,Reno,2020,Porensky17,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,8,7,92_Reno,orange,orange,blue,g92,Reno,2020,Symstad4,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,9,7,100_Reno,purple,green,pink,g100,Reno,2020,Chynoweth08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,10,7,90_Reno,orange,pink,purple,g90,Reno,2020,Symstad2,,,,WP,,,,,,,,,,,,2SH,,2SH,WP,,,,,,FG,,
Cheyenne,4,high,hi,black,1,8,105_Reno,purple,blue,orange,g105,Reno,2020,Blumenthal10,,,,WP,,,,,,,,,,,,,,WP,,,,,,,IB,,
Cheyenne,4,high,hi,black,2,8,8_Reno,green,blue,blue,g8,Reno,2020,Blumenthal01,,,,WP,,,,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,3,8,31_Reno,blue,green,blue,g31,Reno,2020,Urza1,brown,91,,WP,,,WP,,,,,,,,,,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,4,8,39_Reno,blue,blue,purple,g39,Reno,2020,Copeland05,,,,WP,,,,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,5,8,28_Reno,green,purple,orange,g28,Reno,2020,Bradford01,,,,WP,,,,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,6,8,6_Reno,green,green,purple,g6,Reno,2020,AAFC09,,,,WP,,,,,,,,,,,,,,WP,,,,,,,FG,,
Cheyenne,4,high,hi,black,7,8,14_Reno,green,pink,pink,g14,Reno,2020,Adler13,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,8,8,71_Reno,pink,orange,purple,g71,Reno,2020,Porensky30,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,9,8,60_Reno,pink,blue,blue,g60,Reno,2020,Lavin02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,10,8,73_Reno,pink,purple,blue,g73,Reno,2020,Pyke8,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,1,9,17_Reno,green,pink,purple,g17,Reno,2020,Adler17,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,2,9,32_Reno,blue,green,pink,g32,Reno,2020,Chambers04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,3,9,76_Reno,pink,purple,purple,g76,Reno,2020,Pyle009,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,4,9,75_Reno,pink,purple,orange,g75,Reno,2020,Pyle001,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,5,9,19_Reno,green,orange,blue,g19,Reno,2020,Barnett01,,,,WP,,,,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,6,9,26_Reno,green,purple,blue,g26,Reno,2020,Chynoweth01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,7,9,56_Reno,pink,green,blue,g56,Reno,2020,JackieOtt5,,,,WP,,,,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,4,high,hi,black,8,9,93_Reno,orange,orange,orange,g93,Reno,2020,Urza2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,9,9,46_Reno,blue,orange,pink,g46,Reno,2020,Fleishman_05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,10,9,98_Logan,orange,purple,purple,g98,Logan,2021,Chynoweth05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,1,10,42_Logan,blue,pink,pink,g42,Logan,2021,Downs01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,2,10,45_Reno,blue,orange,blue,g45,Reno,2020,Fleishman_01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,3,10,57_Reno,pink,green,pink,g57,Reno,2020,JackieOtt6,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,4,10,89_Reno,orange,pink,orange,g89,Reno,2020,Symstad1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,5,10,44_Reno,blue,orange,green,g44,Reno,2020,Downs03,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,6,10,43_Reno,blue,pink,purple,g43,Reno,2020,Downs02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,7,10,95_Reno,orange,purple,green,g95,Reno,2020,Wilcox02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,8,10,38_Logan,blue,blue,orange,g38,Logan,2021,Copeland01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,9,10,77_Reno,orange,green,green,g77,Reno,2020,Pyle010,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,black,10,10,101_Reno,purple,green,orange,g101,Reno,2020,Shriver01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,1,1,37_Reno,blue,blue,pink,g37,Reno,2020,Chambers09,,,,WP,,,,,,,,,,,1UT,,,,WP,,,,,,FG,,
Cheyenne,4,high,hi,white,2,1,6_Reno,green,green,purple,g6,Reno,2020,AAFC09,,,,WP,,,,,,,,,,,,,,1SH,,,WP,,,,IB,,
Cheyenne,4,high,hi,white,3,1,7_Reno,green,blue,green,g7,Reno,2020,AAFC10,,,,WP,,,,,,,,,,,,,,WP,,,,,,,V2,,
Cheyenne,4,high,hi,white,4,1,55_Reno,pink,green,green,g55,Reno,2020,JackieOtt2,,,,WP,,,,,,,,,,,WP,,,,,,,,,,FG,,
Cheyenne,4,high,hi,white,5,1,81_Reno,orange,green,pink,g81,Reno,2020,Pyle017,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,6,1,69_Reno,pink,orange,blue,g69,Reno,2020,Porensky17,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,7,1,87_Logan,orange,blue,purple,g87,Logan,2021,Schupp04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,8,1,35_Reno,blue,blue,green,g35,Reno,2020,Chambers07,,,,WP,,,,,,,,,,,WP,,,,,,,,,,IB,,
Cheyenne,4,high,hi,white,9,1,91_Reno,orange,orange,green,g91,Reno,2020,Symstad3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,10,1,12_Reno,green,blue,purple,g12,Reno,2020,Schupp02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,1,2,42_Reno,blue,pink,orange,g42,Reno,2020,Downs01,,,,WP,,,,,,,,,,,WP,,,,,,,,,,FG,,
Cheyenne,4,high,hi,white,2,2,39_Reno,blue,blue,purple,g39,Reno,2020,Copeland05,,,,WP,,,,,,,,,,,WP,,,,,,,,,,IB,,
Cheyenne,4,high,hi,white,3,2,63_Reno,pink,blue,purple,g63,Reno,2020,Lee3,,,,WP,,,,,,,WP,,,,,,,,,,,,,,FG,,
Cheyenne,4,high,hi,white,4,2,51_Reno,blue,purple,blue,g51,Reno,2020,Holdrege1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,5,2,28_Reno,green,purple,orange,g28,Reno,2020,Bradford01,,,,WP,,,,,,,,,,,WP,,,,,,,,,,FG,,
Cheyenne,4,high,hi,white,6,2,57_Reno,pink,green,pink,g57,Reno,2020,JackieOtt6,,,,WP,,,,,,,,,,,,,,WP,,,,,,,FG,,
Cheyenne,4,high,hi,white,7,2,71_Reno,pink,orange,purple,g71,Reno,2020,Porensky30,,,,WP,,,,,,,,,,,,,,,WP,,,,,,V3+,,
Cheyenne,4,high,hi,white,8,2,33_Reno,blue,green,orange,g33,Reno,2020,Chambers05,,,,WP,,,,1SH,,,,,,,WP,,,,,,,,,,FG,,
Cheyenne,4,high,hi,white,9,2,95_Reno,orange,purple,green,g95,Reno,2020,Wilcox02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,10,2,26_Reno,green,purple,blue,g26,Reno,2020,Chynoweth01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,1,3,89_Reno,orange,pink,orange,g89,Reno,2020,Symstad1,,,,WP,,,,,,,,,,,WP,,,,,,,,,,V3+,,
Cheyenne,4,high,hi,white,2,3,53_Reno,blue,purple,orange,g53,Reno,2020,Hufft2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,3,3,98_Logan,orange,purple,purple,g98,Logan,2021,Chynoweth05,,,,WP,,,,,,,,,,,,,,WP,,,,,,,V3+,,
Cheyenne,4,high,hi,white,4,3,9_Reno,green,blue,pink,g9,Reno,2020,Adler05,,,,WP,,,,,,,,,,,WP,,,,,,,,,,FG,,
Cheyenne,4,high,hi,white,5,3,36_Reno,blue,blue,blue,g36,Reno,2020,Chambers08,,,,WP,,,,,,,,,,,WP,,,,,,,,,,FG,,
Cheyenne,4,high,hi,white,6,3,95_Logan,orange,orange,purple,g95,Logan,2021,Wilcox02,,,,WP,,,,,,,,,,,WP,,,,,,,,,,FG,,
Cheyenne,4,high,hi,white,7,3,17_Reno,green,pink,purple,g17,Reno,2020,Adler17,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,8,3,57_Reno,pink,green,pink,g57,Reno,2020,JackieOtt6,,,,WP,,,,,,,,,,,WP,,,,,,,,,,V2,,
Cheyenne,4,high,hi,white,9,3,82_Reno,orange,green,orange,g82,Reno,2020,Pyle019,,,,WP,,,,,,,,,,,WP,,,,,,,,,,FG,,
Cheyenne,4,high,hi,white,10,3,31_Reno,blue,green,blue,g31,Reno,2020,Urza1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,4,high,hi,white,1,4,81_Reno,orange,green,pink,g81,Reno,2020,Pyle017,,,,WP,,,,,,,,,,,,,,,WP,,,,,,V3+,,
Cheyenne,4,high,hi,white,2,4,49_Reno,blue,purple,green,g49,Reno,2020,Getts3,,,,WP,,,,,,,,,,,WP,,,,,,,,,,FG,,
Cheyenne,4,high,hi,white,3,4,5_Reno,green,green,orange,g5,Reno,2020,AAFC08,,,,WP,,,,,,,,,,,,,,WP,,,,,,,FG,,
Cheyenne,4,high,hi,white,4,4,2_Reno,green,green,blue,g2,Reno,2020,AAFC05,,,,WP,,,,,,,,,,,WP,,,,,,,,,,V1,,
