,CommG,Density,Albedo,plot,Site.code,bulkYear,combCond,combCondPlot,x,y,genotypeID
7613,Sheep,hi,white,4,JackieOtt2,NA,hi white Sheep,hi white Sheep 4,3,10,g55
7743,Sheep,lo,black,4,JackieOtt5,NA,lo black Sheep,lo black Sheep 4,10,2,g56
7753,Sheep,lo,white,4,JackieOtt5,NA,lo white Sheep,lo white Sheep 4,14,4,g56
7763,Sheep,hi,black,4,JackieOtt5,NA,hi black Sheep,hi black Sheep 4,7,3,g56
7773,Sheep,hi,white,4,JackieOtt5,NA,hi white Sheep,hi white Sheep 4,8,10,g56
7903,Sheep,lo,black,4,JackieOtt6,NA,lo black Sheep,lo black Sheep 4,13,2,g57
7913,Sheep,lo,white,4,JackieOtt6,NA,lo white Sheep,lo white Sheep 4,8,5,g57
7923,Sheep,hi,black,4,JackieOtt6,NA,hi black Sheep,hi black Sheep 4,5,9,g57
7933,Sheep,hi,white,4,JackieOtt6,NA,hi white Sheep,hi white Sheep 4,1,5,g57
8063,Sheep,lo,black,4,JackieOtt7,NA,lo black Sheep,lo black Sheep 4,13,3,g58
8073,Sheep,lo,white,4,JackieOtt7,NA,lo white Sheep,lo white Sheep 4,3,2,g58
8083,Sheep,hi,black,4,JackieOtt7,NA,hi black Sheep,hi black Sheep 4,2,10,g58
8093,Sheep,hi,white,4,JackieOtt7,NA,hi white Sheep,hi white Sheep 4,6,5,g58
8223,Sheep,lo,black,4,Lavin01,NA,lo black Sheep,lo black Sheep 4,11,3,g59
8233,Sheep,lo,white,4,Lavin01,NA,lo white Sheep,lo white Sheep 4,7,3,g59
8243,Sheep,hi,black,4,Lavin01,NA,hi black Sheep,hi black Sheep 4,4,10,g59
8253,Sheep,hi,white,4,Lavin01,NA,hi white Sheep,hi white Sheep 4,4,6,g59
8383,Sheep,lo,black,4,Lee 01,NA,lo black Sheep,lo black Sheep 4,4,5,g61
8393,Sheep,lo,white,4,Lee 01,NA,lo white Sheep,lo white Sheep 4,14,1,g61
8403,Sheep,hi,black,4,Lee 01,NA,hi black Sheep,hi black Sheep 4,5,7,g20
8413,Sheep,hi,white,4,Lee 01,NA,hi white Sheep,hi white Sheep 4,5,2,g61
8543,Sheep,lo,black,4,Lee 02,NA,lo black Sheep,lo black Sheep 4,11,4,g62
8553,Sheep,lo,white,4,Lee 02,NA,lo white Sheep,lo white Sheep 4,11,1,g62
8563,Sheep,hi,black,4,Lee 02,NA,hi black Sheep,hi black Sheep 4,1,5,g62
8573,Sheep,hi,white,4,Lee 02,NA,hi white Sheep,hi white Sheep 4,7,10,g62
8703,Sheep,lo,black,4,Lee 03,NA,lo black Sheep,lo black Sheep 4,5,1,g63
5220,LowBoise,lo,black,1,Chambers07,NA,lo black LowBoise,lo black LowBoise 1,12,4,g35
5221,LowBoise,lo,black,2,Chambers07,NA,lo black LowBoise,lo black LowBoise 2,14,4,g35
5222,LowBoise,lo,black,3,Chambers07,NA,lo black LowBoise,lo black LowBoise 3,1,5,g35
5223,LowBoise,lo,black,4,Chambers07,NA,lo black LowBoise,lo black LowBoise 4,14,2,g35
5224,LowBoise,lo,black,5,Chambers07,NA,lo black LowBoise,lo black LowBoise 5,15,4,g35
5225,LowBoise,lo,black,6,Chambers07,NA,lo black LowBoise,lo black LowBoise 6,17,3,g35
5226,LowBoise,lo,black,7,Chambers07,NA,lo black LowBoise,lo black LowBoise 7,1,2,g35
5227,LowBoise,lo,black,8,Chambers07,NA,lo black LowBoise,lo black LowBoise 8,7,4,g35
5228,LowBoise,lo,black,9,Chambers07,NA,lo black LowBoise,lo black LowBoise 9,10,5,g35
5229,LowBoise,lo,black,10,Chambers07,NA,lo black LowBoise,lo black LowBoise 10,17,1,g35
5230,LowBoise,lo,white,1,Chambers07,NA,lo white LowBoise,lo white LowBoise 1,13,3,g35
5231,LowBoise,lo,white,2,Chambers07,NA,lo white LowBoise,lo white LowBoise 2,2,4,g35
5232,LowBoise,lo,white,3,Chambers07,NA,lo white LowBoise,lo white LowBoise 3,2,2,g35
5233,LowBoise,lo,white,4,Chambers07,NA,lo white LowBoise,lo white LowBoise 4,17,5,g35
5234,LowBoise,lo,white,5,Chambers07,NA,lo white LowBoise,lo white LowBoise 5,15,4,g35
5235,LowBoise,lo,white,6,Chambers07,NA,lo white LowBoise,lo white LowBoise 6,14,2,g35
5236,LowBoise,lo,white,7,Chambers07,NA,lo white LowBoise,lo white LowBoise 7,5,2,g35
5237,LowBoise,lo,white,8,Chambers07,NA,lo white LowBoise,lo white LowBoise 8,13,3,g35
5238,LowBoise,lo,white,9,Chambers07,NA,lo white LowBoise,lo white LowBoise 9,10,4,g35
5239,LowBoise,lo,white,10,Chambers07,NA,lo white LowBoise,lo white LowBoise 10,3,5,g35
5240,LowBoise,hi,black,1,Chambers07,NA,hi black LowBoise,hi black LowBoise 1,1,6,g35
5241,LowBoise,hi,black,2,Chambers07,NA,hi black LowBoise,hi black LowBoise 2,9,10,g35
5242,LowBoise,hi,black,3,Chambers07,NA,hi black LowBoise,hi black LowBoise 3,6,5,g35
5243,LowBoise,hi,black,4,Chambers07,NA,hi black LowBoise,hi black LowBoise 4,2,7,g35
5244,LowBoise,hi,black,5,Chambers07,NA,hi black LowBoise,hi black LowBoise 5,2,2,g35
5245,LowBoise,hi,black,6,Chambers07,NA,hi black LowBoise,hi black LowBoise 6,7,1,g35
5246,LowBoise,hi,black,7,Chambers07,NA,hi black LowBoise,hi black LowBoise 7,5,8,g35
5247,LowBoise,hi,black,8,Chambers07,NA,hi black LowBoise,hi black LowBoise 8,2,1,g35
5248,LowBoise,hi,black,9,Chambers07,NA,hi black LowBoise,hi black LowBoise 9,5,2,g35
5249,LowBoise,hi,black,10,Chambers07,NA,hi black LowBoise,hi black LowBoise 10,4,5,g35
5250,LowBoise,hi,white,1,Chambers07,NA,hi white LowBoise,hi white LowBoise 1,1,5,g35
5251,LowBoise,hi,white,2,Chambers07,NA,hi white LowBoise,hi white LowBoise 2,2,5,g35
5252,LowBoise,hi,white,3,Chambers07,NA,hi white LowBoise,hi white LowBoise 3,8,9,g35
5253,LowBoise,hi,white,4,Chambers07,NA,hi white LowBoise,hi white LowBoise 4,4,4,g35
5254,LowBoise,hi,white,5,Chambers07,NA,hi white LowBoise,hi white LowBoise 5,4,4,g35
5255,LowBoise,hi,white,6,Chambers07,NA,hi white LowBoise,hi white LowBoise 6,9,7,g35
5256,LowBoise,hi,white,7,Chambers07,NA,hi white LowBoise,hi white LowBoise 7,3,2,g35
5257,LowBoise,hi,white,8,Chambers07,NA,hi white LowBoise,hi white LowBoise 8,2,6,g35
5258,LowBoise,hi,white,9,Chambers07,NA,hi white LowBoise,hi white LowBoise 9,8,7,g35
5259,LowBoise,hi,white,10,Chambers07,NA,hi white LowBoise,hi white LowBoise 10,1,5,g35
5260,HighBoise,lo,black,1,Chambers07,NA,lo black HighBoise,lo black HighBoise 1,8,3,g35
5261,HighBoise,lo,black,2,Chambers07,NA,lo black HighBoise,lo black HighBoise 2,16,3,g35
5262,HighBoise,lo,black,3,Chambers07,NA,lo black HighBoise,lo black HighBoise 3,14,5,g35
5263,HighBoise,lo,black,4,Chambers07,NA,lo black HighBoise,lo black HighBoise 4,8,4,g35
5264,HighBoise,lo,black,5,Chambers07,NA,lo black HighBoise,lo black HighBoise 5,15,2,g35
5265,HighBoise,lo,black,6,Chambers07,NA,lo black HighBoise,lo black HighBoise 6,11,1,g35
5266,HighBoise,lo,black,7,Chambers07,NA,lo black HighBoise,lo black HighBoise 7,7,4,g35
5267,HighBoise,lo,black,8,Chambers07,NA,lo black HighBoise,lo black HighBoise 8,14,1,g35
5268,HighBoise,lo,black,9,Chambers07,NA,lo black HighBoise,lo black HighBoise 9,17,3,g35
5269,HighBoise,lo,black,10,Chambers07,NA,lo black HighBoise,lo black HighBoise 10,1,4,g35
5270,HighBoise,lo,white,1,Chambers07,NA,lo white HighBoise,lo white HighBoise 1,15,2,g35
5271,HighBoise,lo,white,2,Chambers07,NA,lo white HighBoise,lo white HighBoise 2,6,3,g35
5272,HighBoise,lo,white,3,Chambers07,NA,lo white HighBoise,lo white HighBoise 3,10,1,g35
5273,HighBoise,lo,white,4,Chambers07,NA,lo white HighBoise,lo white HighBoise 4,2,3,g35
5274,HighBoise,lo,white,5,Chambers07,NA,lo white HighBoise,lo white HighBoise 5,4,1,g35
5275,HighBoise,lo,white,6,Chambers07,NA,lo white HighBoise,lo white HighBoise 6,4,5,g35
5276,HighBoise,lo,white,7,Chambers07,NA,lo white HighBoise,lo white HighBoise 7,1,1,g35
5277,HighBoise,lo,white,8,Chambers07,NA,lo white HighBoise,lo white HighBoise 8,8,4,g35
5278,HighBoise,lo,white,9,Chambers07,NA,lo white HighBoise,lo white HighBoise 9,3,2,g35
5279,HighBoise,lo,white,10,Chambers07,NA,lo white HighBoise,lo white HighBoise 10,4,5,g35
5280,HighBoise,hi,black,1,Chambers07,NA,hi black HighBoise,hi black HighBoise 1,4,10,g35
5281,HighBoise,hi,black,2,Chambers07,NA,hi black HighBoise,hi black HighBoise 2,7,5,g35
5282,HighBoise,hi,black,3,Chambers07,NA,hi black HighBoise,hi black HighBoise 3,6,8,g35
5283,HighBoise,hi,black,4,Chambers07,NA,hi black HighBoise,hi black HighBoise 4,3,8,g35
5284,HighBoise,hi,black,5,Chambers07,NA,hi black HighBoise,hi black HighBoise 5,6,6,g35
5285,HighBoise,hi,black,6,Chambers07,NA,hi black HighBoise,hi black HighBoise 6,8,4,g35
5286,HighBoise,hi,black,7,Chambers07,NA,hi black HighBoise,hi black HighBoise 7,6,6,g35
5287,HighBoise,hi,black,8,Chambers07,NA,hi black HighBoise,hi black HighBoise 8,9,4,g35
5288,HighBoise,hi,black,9,Chambers07,NA,hi black HighBoise,hi black HighBoise 9,2,6,g35
5289,HighBoise,hi,black,10,Chambers07,NA,hi black HighBoise,hi black HighBoise 10,5,8,g35
5290,HighBoise,hi,white,1,Chambers07,NA,hi white HighBoise,hi white HighBoise 1,3,8,g35
5291,HighBoise,hi,white,2,Chambers07,NA,hi white HighBoise,hi white HighBoise 2,8,7,g35
5292,HighBoise,hi,white,3,Chambers07,NA,hi white HighBoise,hi white HighBoise 3,6,4,g35
5293,HighBoise,hi,white,4,Chambers07,NA,hi white HighBoise,hi white HighBoise 4,2,6,g35
5294,HighBoise,hi,white,5,Chambers07,NA,hi white HighBoise,hi white HighBoise 5,1,1,g35
5295,HighBoise,hi,white,6,Chambers07,NA,hi white HighBoise,hi white HighBoise 6,9,2,g35
5296,HighBoise,hi,white,7,Chambers07,NA,hi white HighBoise,hi white HighBoise 7,2,5,g35
5297,HighBoise,hi,white,8,Chambers07,NA,hi white HighBoise,hi white HighBoise 8,9,3,g35
5298,HighBoise,hi,white,9,Chambers07,NA,hi white HighBoise,hi white HighBoise 9,5,4,g35
5299,HighBoise,hi,white,10,Chambers07,NA,hi white HighBoise,hi white HighBoise 10,8,1,g35
5300,Cheyenne,lo,black,1,Chambers07,NA,lo black Cheyenne,lo black Cheyenne 1,13,1,g35
5301,Cheyenne,lo,black,2,Chambers07,NA,lo black Cheyenne,lo black Cheyenne 2,5,5,g35
5302,Cheyenne,lo,black,3,Chambers07,NA,lo black Cheyenne,lo black Cheyenne 3,3,1,g35
5303,Cheyenne,lo,black,4,Chambers07,NA,lo black Cheyenne,lo black Cheyenne 4,1,2,g35
5304,Cheyenne,lo,black,5,Chambers07,NA,lo black Cheyenne,lo black Cheyenne 5,11,4,g35
5305,Cheyenne,lo,black,6,Chambers07,NA,lo black Cheyenne,lo black Cheyenne 6,9,3,g35
5306,Cheyenne,lo,black,7,Chambers07,NA,lo black Cheyenne,lo black Cheyenne 7,15,4,g35
5307,Cheyenne,lo,black,8,Chambers07,NA,lo black Cheyenne,lo black Cheyenne 8,1,3,g35
5308,Cheyenne,lo,black,9,Chambers07,NA,lo black Cheyenne,lo black Cheyenne 9,9,5,g35
5309,Cheyenne,lo,black,10,Chambers07,NA,lo black Cheyenne,lo black Cheyenne 10,10,3,g35
5310,Cheyenne,lo,white,1,Chambers07,NA,lo white Cheyenne,lo white Cheyenne 1,3,3,g35
5311,Cheyenne,lo,white,2,Chambers07,NA,lo white Cheyenne,lo white Cheyenne 2,3,3,g35
5312,Cheyenne,lo,white,3,Chambers07,NA,lo white Cheyenne,lo white Cheyenne 3,6,2,g35
5313,Cheyenne,lo,white,4,Chambers07,NA,lo white Cheyenne,lo white Cheyenne 4,1,3,g35
5314,Cheyenne,lo,white,5,Chambers07,NA,lo white Cheyenne,lo white Cheyenne 5,10,4,g35
5315,Cheyenne,lo,white,6,Chambers07,NA,lo white Cheyenne,lo white Cheyenne 6,7,2,g35
5316,Cheyenne,lo,white,7,Chambers07,NA,lo white Cheyenne,lo white Cheyenne 7,6,2,g35
5317,Cheyenne,lo,white,8,Chambers07,NA,lo white Cheyenne,lo white Cheyenne 8,3,4,g35
5318,Cheyenne,lo,white,9,Chambers07,NA,lo white Cheyenne,lo white Cheyenne 9,5,5,g35
5319,Cheyenne,lo,white,10,Chambers07,NA,lo white Cheyenne,lo white Cheyenne 10,12,2,g35
5320,Cheyenne,hi,black,1,Chambers07,NA,hi black Cheyenne,hi black Cheyenne 1,3,8,g35
5321,Cheyenne,hi,black,2,Chambers07,NA,hi black Cheyenne,hi black Cheyenne 2,4,2,g35
5322,Cheyenne,hi,black,3,Chambers07,NA,hi black Cheyenne,hi black Cheyenne 3,3,10,g35
5323,Cheyenne,hi,black,4,Chambers07,NA,hi black Cheyenne,hi black Cheyenne 4,3,1,g35
5324,Cheyenne,hi,black,5,Chambers07,NA,hi black Cheyenne,hi black Cheyenne 5,6,2,g35
5325,Cheyenne,hi,black,6,Chambers07,NA,hi black Cheyenne,hi black Cheyenne 6,7,1,g35
5326,Cheyenne,hi,black,7,Chambers07,NA,hi black Cheyenne,hi black Cheyenne 7,1,6,g35
5327,Cheyenne,hi,black,8,Chambers07,NA,hi black Cheyenne,hi black Cheyenne 8,1,5,g35
5328,Cheyenne,hi,black,9,Chambers07,NA,hi black Cheyenne,hi black Cheyenne 9,6,3,g35
5329,Cheyenne,hi,black,10,Chambers07,NA,hi black Cheyenne,hi black Cheyenne 10,6,5,g35
5330,Cheyenne,hi,white,1,Chambers07,NA,hi white Cheyenne,hi white Cheyenne 1,8,5,g35
5331,Cheyenne,hi,white,2,Chambers07,NA,hi white Cheyenne,hi white Cheyenne 2,4,9,g35
5332,Cheyenne,hi,white,3,Chambers07,NA,hi white Cheyenne,hi white Cheyenne 3,1,2,g35
5333,Cheyenne,hi,white,4,Chambers07,NA,hi white Cheyenne,hi white Cheyenne 4,8,5,g35
5334,Cheyenne,hi,white,5,Chambers07,NA,hi white Cheyenne,hi white Cheyenne 5,5,8,g35
5335,Cheyenne,hi,white,6,Chambers07,NA,hi white Cheyenne,hi white Cheyenne 6,1,1,g35
5336,Cheyenne,hi,white,7,Chambers07,NA,hi white Cheyenne,hi white Cheyenne 7,4,3,g35
5337,Cheyenne,hi,white,8,Chambers07,NA,hi white Cheyenne,hi white Cheyenne 8,3,4,g35
5338,Cheyenne,hi,white,9,Chambers07,NA,hi white Cheyenne,hi white Cheyenne 9,1,2,g35
5339,Cheyenne,hi,white,10,Chambers07,NA,hi white Cheyenne,hi white Cheyenne 10,3,8,g35
8713,Sheep,lo,white,4,Lee 03,NA,lo white Sheep,lo white Sheep 4,9,5,g63
8723,Sheep,hi,black,4,Lee 03,NA,hi black Sheep,hi black Sheep 4,8,6,g63
8733,Sheep,hi,white,4,Lee 03,NA,hi white Sheep,hi white Sheep 4,1,4,g63
8863,Sheep,lo,black,4,Lee 04,NA,lo black Sheep,lo black Sheep 4,12,1,g64
8873,Sheep,lo,white,4,Lee 04,NA,lo white Sheep,lo white Sheep 4,9,2,g64
8883,Sheep,hi,black,4,Lee 04,NA,hi black Sheep,hi black Sheep 4,8,1,g64
8893,Sheep,hi,white,4,Lee 04,NA,hi white Sheep,hi white Sheep 4,3,6,g64
9023,Sheep,lo,black,4,Leger 1,NA,lo black Sheep,lo black Sheep 4,15,4,g65
9033,Sheep,lo,white,4,Leger 1,NA,lo white Sheep,lo white Sheep 4,4,3,g65
9043,Sheep,hi,black,4,Leger 1,NA,hi black Sheep,hi black Sheep 4,1,9,g65
9053,Sheep,hi,white,4,Leger 1,NA,hi white Sheep,hi white Sheep 4,2,8,g65
9183,Sheep,lo,black,4,Porensky01,NA,lo black Sheep,lo black Sheep 4,2,3,g68
9193,Sheep,lo,white,4,Porensky01,NA,lo white Sheep,lo white Sheep 4,2,3,g68
9203,Sheep,hi,black,4,Porensky01,NA,hi black Sheep,hi black Sheep 4,7,2,g68
9213,Sheep,hi,white,4,Porensky01,NA,hi white Sheep,hi white Sheep 4,5,5,g68
9343,Sheep,lo,black,4,Porensky30,NA,lo black Sheep,lo black Sheep 4,8,2,g71
9353,Sheep,lo,white,4,Porensky30,NA,lo white Sheep,lo white Sheep 4,14,3,g71
9363,Sheep,hi,black,4,Porensky30,NA,hi black Sheep,hi black Sheep 4,3,5,g71
9373,Sheep,hi,white,4,Porensky30,NA,hi white Sheep,hi white Sheep 4,6,6,g71
9503,Sheep,lo,black,4,Pyke 03,NA,lo black Sheep,lo black Sheep 4,4,1,g72
9513,Sheep,lo,white,4,Pyke 03,NA,lo white Sheep,lo white Sheep 4,15,4,g72
9523,Sheep,hi,black,4,Pyke 03,NA,hi black Sheep,hi black Sheep 4,8,4,g72
9533,Sheep,hi,white,4,Pyke 03,NA,hi white Sheep,hi white Sheep 4,8,4,g72
9663,Sheep,lo,black,4,Pyke 08,NA,lo black Sheep,lo black Sheep 4,15,1,g73
9673,Sheep,lo,white,4,Pyke 08,NA,lo white Sheep,lo white Sheep 4,1,4,g73
9683,Sheep,hi,black,4,Pyke 08,NA,hi black Sheep,hi black Sheep 4,3,6,g73
9693,Sheep,hi,white,4,Pyke 08,NA,hi white Sheep,hi white Sheep 4,4,5,g73
9823,Sheep,lo,black,4,Pyke 21,NA,lo black Sheep,lo black Sheep 4,3,2,g74
9833,Sheep,lo,white,4,Pyke 21,NA,lo white Sheep,lo white Sheep 4,3,5,g74
9843,Sheep,hi,black,4,Pyke 21,NA,hi black Sheep,hi black Sheep 4,2,5,g74
9853,Sheep,hi,white,4,Pyke 21,NA,hi white Sheep,hi white Sheep 4,1,1,g74
9983,Sheep,lo,black,4,Pyle01,NA,lo black Sheep,lo black Sheep 4,8,4,g75
9993,Sheep,lo,white,4,Pyle01,NA,lo white Sheep,lo white Sheep 4,7,1,g75
10003,Sheep,hi,black,4,Pyle01,NA,hi black Sheep,hi black Sheep 4,8,5,g75
10013,Sheep,hi,white,4,Pyle01,NA,hi white Sheep,hi white Sheep 4,5,3,g75
10143,Sheep,lo,black,4,Pyle09,NA,lo black Sheep,lo black Sheep 4,13,5,g76
10153,Sheep,lo,white,4,Pyle09,NA,lo white Sheep,lo white Sheep 4,13,4,g76
10163,Sheep,hi,black,4,Pyle09,NA,hi black Sheep,hi black Sheep 4,7,1,g76
10173,Sheep,hi,white,4,Pyle09,NA,hi white Sheep,hi white Sheep 4,1,6,g76
10303,Sheep,lo,black,4,Pyle10,NA,lo black Sheep,lo black Sheep 4,3,1,g77
5380,LowBoise,lo,black,1,Chambers09,NA,lo black LowBoise,lo black LowBoise 1,5,2,g37
5381,LowBoise,lo,black,2,Chambers09,NA,lo black LowBoise,lo black LowBoise 2,15,4,g37
5382,LowBoise,lo,black,3,Chambers09,NA,lo black LowBoise,lo black LowBoise 3,13,1,g37
5383,LowBoise,lo,black,4,Chambers09,NA,lo black LowBoise,lo black LowBoise 4,15,2,g37
5384,LowBoise,lo,black,5,Chambers09,NA,lo black LowBoise,lo black LowBoise 5,4,4,g37
5385,LowBoise,lo,black,6,Chambers09,NA,lo black LowBoise,lo black LowBoise 6,10,4,g37
5386,LowBoise,lo,black,7,Chambers09,NA,lo black LowBoise,lo black LowBoise 7,6,5,g37
5387,LowBoise,lo,black,8,Chambers09,NA,lo black LowBoise,lo black LowBoise 8,14,1,g37
5388,LowBoise,lo,black,9,Chambers09,NA,lo black LowBoise,lo black LowBoise 9,11,5,g37
5389,LowBoise,lo,black,10,Chambers09,NA,lo black LowBoise,lo black LowBoise 10,1,5,g37
5390,LowBoise,lo,white,1,Chambers09,NA,lo white LowBoise,lo white LowBoise 1,18,1,g37
5391,LowBoise,lo,white,2,Chambers09,NA,lo white LowBoise,lo white LowBoise 2,6,5,g37
5392,LowBoise,lo,white,3,Chambers09,NA,lo white LowBoise,lo white LowBoise 3,10,4,g37
5393,LowBoise,lo,white,4,Chambers09,NA,lo white LowBoise,lo white LowBoise 4,12,3,g37
5394,LowBoise,lo,white,5,Chambers09,NA,lo white LowBoise,lo white LowBoise 5,9,5,g37
5395,LowBoise,lo,white,6,Chambers09,NA,lo white LowBoise,lo white LowBoise 6,1,2,g37
5396,LowBoise,lo,white,7,Chambers09,NA,lo white LowBoise,lo white LowBoise 7,6,3,g37
5397,LowBoise,lo,white,8,Chambers09,NA,lo white LowBoise,lo white LowBoise 8,15,1,g37
5398,LowBoise,lo,white,9,Chambers09,NA,lo white LowBoise,lo white LowBoise 9,3,1,g37
5399,LowBoise,lo,white,10,Chambers09,NA,lo white LowBoise,lo white LowBoise 10,18,5,g37
5400,LowBoise,hi,black,1,Chambers09,NA,hi black LowBoise,hi black LowBoise 1,3,2,g37
5401,LowBoise,hi,black,2,Chambers09,NA,hi black LowBoise,hi black LowBoise 2,8,7,g37
5402,LowBoise,hi,black,3,Chambers09,NA,hi black LowBoise,hi black LowBoise 3,9,7,g37
5403,LowBoise,hi,black,4,Chambers09,NA,hi black LowBoise,hi black LowBoise 4,8,6,g37
5404,LowBoise,hi,black,5,Chambers09,NA,hi black LowBoise,hi black LowBoise 5,5,9,g37
5405,LowBoise,hi,black,6,Chambers09,NA,hi black LowBoise,hi black LowBoise 6,5,2,g37
5406,LowBoise,hi,black,7,Chambers09,NA,hi black LowBoise,hi black LowBoise 7,9,10,g37
5407,LowBoise,hi,black,8,Chambers09,NA,hi black LowBoise,hi black LowBoise 8,6,3,g37
5408,LowBoise,hi,black,9,Chambers09,NA,hi black LowBoise,hi black LowBoise 9,1,2,g37
5409,LowBoise,hi,black,10,Chambers09,NA,hi black LowBoise,hi black LowBoise 10,3,6,g37
5410,LowBoise,hi,white,1,Chambers09,NA,hi white LowBoise,hi white LowBoise 1,7,4,g37
5411,LowBoise,hi,white,2,Chambers09,NA,hi white LowBoise,hi white LowBoise 2,5,8,g37
5412,LowBoise,hi,white,3,Chambers09,NA,hi white LowBoise,hi white LowBoise 3,8,2,g37
5413,LowBoise,hi,white,4,Chambers09,NA,hi white LowBoise,hi white LowBoise 4,3,5,g37
5414,LowBoise,hi,white,5,Chambers09,NA,hi white LowBoise,hi white LowBoise 5,1,4,g37
5415,LowBoise,hi,white,6,Chambers09,NA,hi white LowBoise,hi white LowBoise 6,8,10,g37
5416,LowBoise,hi,white,7,Chambers09,NA,hi white LowBoise,hi white LowBoise 7,5,2,g37
5417,LowBoise,hi,white,8,Chambers09,NA,hi white LowBoise,hi white LowBoise 8,2,7,g37
5418,LowBoise,hi,white,9,Chambers09,NA,hi white LowBoise,hi white LowBoise 9,2,1,g37
5419,LowBoise,hi,white,10,Chambers09,NA,hi white LowBoise,hi white LowBoise 10,5,2,g37
5420,HighBoise,lo,black,1,Chambers09,NA,lo black HighBoise,lo black HighBoise 1,2,4,g37
5421,HighBoise,lo,black,2,Chambers09,NA,lo black HighBoise,lo black HighBoise 2,11,4,g37
5422,HighBoise,lo,black,3,Chambers09,NA,lo black HighBoise,lo black HighBoise 3,10,4,g37
5423,HighBoise,lo,black,4,Chambers09,NA,lo black HighBoise,lo black HighBoise 4,2,4,g37
5424,HighBoise,lo,black,5,Chambers09,NA,lo black HighBoise,lo black HighBoise 5,16,3,g37
5425,HighBoise,lo,black,6,Chambers09,NA,lo black HighBoise,lo black HighBoise 6,16,4,g37
5426,HighBoise,lo,black,7,Chambers09,NA,lo black HighBoise,lo black HighBoise 7,14,3,g37
5427,HighBoise,lo,black,8,Chambers09,NA,lo black HighBoise,lo black HighBoise 8,6,2,g37
5428,HighBoise,lo,black,9,Chambers09,NA,lo black HighBoise,lo black HighBoise 9,9,1,g37
5429,HighBoise,lo,black,10,Chambers09,NA,lo black HighBoise,lo black HighBoise 10,11,4,g37
5430,HighBoise,lo,white,1,Chambers09,NA,lo white HighBoise,lo white HighBoise 1,3,3,g37
5431,HighBoise,lo,white,2,Chambers09,NA,lo white HighBoise,lo white HighBoise 2,7,4,g37
5432,HighBoise,lo,white,3,Chambers09,NA,lo white HighBoise,lo white HighBoise 3,18,4,g37
5433,HighBoise,lo,white,4,Chambers09,NA,lo white HighBoise,lo white HighBoise 4,11,3,g37
5434,HighBoise,lo,white,5,Chambers09,NA,lo white HighBoise,lo white HighBoise 5,17,3,g37
5435,HighBoise,lo,white,6,Chambers09,NA,lo white HighBoise,lo white HighBoise 6,13,1,g37
5436,HighBoise,lo,white,7,Chambers09,NA,lo white HighBoise,lo white HighBoise 7,5,2,g37
5437,HighBoise,lo,white,8,Chambers09,NA,lo white HighBoise,lo white HighBoise 8,17,2,g37
5438,HighBoise,lo,white,9,Chambers09,NA,lo white HighBoise,lo white HighBoise 9,3,4,g37
5439,HighBoise,lo,white,10,Chambers09,NA,lo white HighBoise,lo white HighBoise 10,4,4,g37
5440,HighBoise,hi,black,1,Chambers09,NA,hi black HighBoise,hi black HighBoise 1,1,8,g37
5441,HighBoise,hi,black,2,Chambers09,NA,hi black HighBoise,hi black HighBoise 2,2,6,g37
5442,HighBoise,hi,black,3,Chambers09,NA,hi black HighBoise,hi black HighBoise 3,7,10,g37
5443,HighBoise,hi,black,4,Chambers09,NA,hi black HighBoise,hi black HighBoise 4,9,4,g37
5444,HighBoise,hi,black,5,Chambers09,NA,hi black HighBoise,hi black HighBoise 5,5,6,g37
5445,HighBoise,hi,black,6,Chambers09,NA,hi black HighBoise,hi black HighBoise 6,3,6,g37
5446,HighBoise,hi,black,7,Chambers09,NA,hi black HighBoise,hi black HighBoise 7,3,6,g37
5447,HighBoise,hi,black,8,Chambers09,NA,hi black HighBoise,hi black HighBoise 8,6,3,g37
5448,HighBoise,hi,black,9,Chambers09,NA,hi black HighBoise,hi black HighBoise 9,7,10,g37
5449,HighBoise,hi,black,10,Chambers09,NA,hi black HighBoise,hi black HighBoise 10,5,3,g37
5450,HighBoise,hi,white,1,Chambers09,NA,hi white HighBoise,hi white HighBoise 1,4,2,g37
5451,HighBoise,hi,white,2,Chambers09,NA,hi white HighBoise,hi white HighBoise 2,4,1,g37
5452,HighBoise,hi,white,3,Chambers09,NA,hi white HighBoise,hi white HighBoise 3,1,4,g37
5453,HighBoise,hi,white,4,Chambers09,NA,hi white HighBoise,hi white HighBoise 4,3,7,g37
5454,HighBoise,hi,white,5,Chambers09,NA,hi white HighBoise,hi white HighBoise 5,6,7,g37
5455,HighBoise,hi,white,6,Chambers09,NA,hi white HighBoise,hi white HighBoise 6,4,2,g37
5456,HighBoise,hi,white,7,Chambers09,NA,hi white HighBoise,hi white HighBoise 7,3,1,g37
5457,HighBoise,hi,white,8,Chambers09,NA,hi white HighBoise,hi white HighBoise 8,3,2,g37
5458,HighBoise,hi,white,9,Chambers09,NA,hi white HighBoise,hi white HighBoise 9,3,9,g37
5459,HighBoise,hi,white,10,Chambers09,NA,hi white HighBoise,hi white HighBoise 10,2,1,g37
5460,Cheyenne,lo,black,1,Chambers09,NA,lo black Cheyenne,lo black Cheyenne 1,7,5,g37
5461,Cheyenne,lo,black,2,Chambers09,NA,lo black Cheyenne,lo black Cheyenne 2,4,3,g37
