,CommG,Density,Albedo,plot,Site.code,bulkYear,combCond,combCondPlot,x,y,genotypeID
4107,LowBoise,lo,black,8,Bradford01,NA,lo black LowBoise,lo black LowBoise 8,13,3,g28
4108,LowBoise,lo,black,9,Bradford01,NA,lo black LowBoise,lo black LowBoise 9,16,5,g28
4109,LowBoise,lo,black,10,Bradford01,NA,lo black LowBoise,lo black LowBoise 10,16,4,g28
4110,LowBoise,lo,white,1,Bradford01,NA,lo white LowBoise,lo white LowBoise 1,12,1,g28
4111,LowBoise,lo,white,2,Bradford01,NA,lo white LowBoise,lo white LowBoise 2,12,3,g28
4112,LowBoise,lo,white,3,Bradford01,NA,lo white LowBoise,lo white LowBoise 3,4,2,g28
4113,LowBoise,lo,white,4,Bradford01,NA,lo white LowBoise,lo white LowBoise 4,9,3,g28
4114,LowBoise,lo,white,5,Bradford01,NA,lo white LowBoise,lo white LowBoise 5,5,3,g28
4115,LowBoise,lo,white,6,Bradford01,NA,lo white LowBoise,lo white LowBoise 6,8,1,g28
4116,LowBoise,lo,white,7,Bradford01,NA,lo white LowBoise,lo white LowBoise 7,11,4,g28
4117,LowBoise,lo,white,8,Bradford01,NA,lo white LowBoise,lo white LowBoise 8,3,4,g28
4118,LowBoise,lo,white,9,Bradford01,NA,lo white LowBoise,lo white LowBoise 9,6,4,g28
4119,LowBoise,lo,white,10,Bradford01,NA,lo white LowBoise,lo white LowBoise 10,13,2,g28
4120,LowBoise,hi,black,1,Bradford01,NA,hi black LowBoise,hi black LowBoise 1,3,5,g28
4121,LowBoise,hi,black,2,Bradford01,NA,hi black LowBoise,hi black LowBoise 2,9,6,g28
4122,LowBoise,hi,black,3,Bradford01,NA,hi black LowBoise,hi black LowBoise 3,5,2,g28
4123,LowBoise,hi,black,4,Bradford01,NA,hi black LowBoise,hi black LowBoise 4,4,2,g28
4124,LowBoise,hi,black,5,Bradford01,NA,hi black LowBoise,hi black LowBoise 5,6,6,g28
4125,LowBoise,hi,black,6,Bradford01,NA,hi black LowBoise,hi black LowBoise 6,6,6,g28
4126,LowBoise,hi,black,7,Bradford01,NA,hi black LowBoise,hi black LowBoise 7,1,6,g28
4127,LowBoise,hi,black,8,Bradford01,NA,hi black LowBoise,hi black LowBoise 8,5,1,g28
4128,LowBoise,hi,black,9,Bradford01,NA,hi black LowBoise,hi black LowBoise 9,2,3,g28
4129,LowBoise,hi,black,10,Bradford01,NA,hi black LowBoise,hi black LowBoise 10,2,10,g28
4130,LowBoise,hi,white,1,Bradford01,NA,hi white LowBoise,hi white LowBoise 1,1,8,g28
4131,LowBoise,hi,white,2,Bradford01,NA,hi white LowBoise,hi white LowBoise 2,3,3,g28
4132,LowBoise,hi,white,3,Bradford01,NA,hi white LowBoise,hi white LowBoise 3,5,8,g28
4133,LowBoise,hi,white,4,Bradford01,NA,hi white LowBoise,hi white LowBoise 4,3,7,g28
4134,LowBoise,hi,white,5,Bradford01,NA,hi white LowBoise,hi white LowBoise 5,8,2,g28
4135,LowBoise,hi,white,6,Bradford01,NA,hi white LowBoise,hi white LowBoise 6,5,9,g28
4136,LowBoise,hi,white,7,Bradford01,NA,hi white LowBoise,hi white LowBoise 7,1,5,g28
4137,LowBoise,hi,white,8,Bradford01,NA,hi white LowBoise,hi white LowBoise 8,6,4,g28
4138,LowBoise,hi,white,9,Bradford01,NA,hi white LowBoise,hi white LowBoise 9,3,1,g28
4139,LowBoise,hi,white,10,Bradford01,NA,hi white LowBoise,hi white LowBoise 10,2,10,g28
4140,HighBoise,lo,black,1,Bradford01,NA,lo black HighBoise,lo black HighBoise 1,8,5,g28
4141,HighBoise,lo,black,2,Bradford01,NA,lo black HighBoise,lo black HighBoise 2,7,4,g28
4142,HighBoise,lo,black,3,Bradford01,NA,lo black HighBoise,lo black HighBoise 3,11,3,g28
4143,HighBoise,lo,black,4,Bradford01,NA,lo black HighBoise,lo black HighBoise 4,2,5,g28
4144,HighBoise,lo,black,5,Bradford01,NA,lo black HighBoise,lo black HighBoise 5,1,5,g28
4145,HighBoise,lo,black,6,Bradford01,NA,lo black HighBoise,lo black HighBoise 6,5,1,g28
4146,HighBoise,lo,black,7,Bradford01,NA,lo black HighBoise,lo black HighBoise 7,9,5,g28
4147,HighBoise,lo,black,8,Bradford01,NA,lo black HighBoise,lo black HighBoise 8,17,2,g28
4148,HighBoise,lo,black,9,Bradford01,NA,lo black HighBoise,lo black HighBoise 9,4,3,g28
4149,HighBoise,lo,black,10,Bradford01,NA,lo black HighBoise,lo black HighBoise 10,17,2,g28
4150,HighBoise,lo,white,1,Bradford01,NA,lo white HighBoise,lo white HighBoise 1,16,4,g28
4151,HighBoise,lo,white,2,Bradford01,NA,lo white HighBoise,lo white HighBoise 2,10,1,g28
4152,HighBoise,lo,white,3,Bradford01,NA,lo white HighBoise,lo white HighBoise 3,1,2,g28
4153,HighBoise,lo,white,4,Bradford01,NA,lo white HighBoise,lo white HighBoise 4,16,4,g28
4154,HighBoise,lo,white,5,Bradford01,NA,lo white HighBoise,lo white HighBoise 5,16,1,g28
4155,HighBoise,lo,white,6,Bradford01,NA,lo white HighBoise,lo white HighBoise 6,12,4,g28
4156,HighBoise,lo,white,7,Bradford01,NA,lo white HighBoise,lo white HighBoise 7,1,5,g28
4157,HighBoise,lo,white,8,Bradford01,NA,lo white HighBoise,lo white HighBoise 8,7,4,g28
4158,HighBoise,lo,white,9,Bradford01,NA,lo white HighBoise,lo white HighBoise 9,16,1,g28
4159,HighBoise,lo,white,10,Bradford01,NA,lo white HighBoise,lo white HighBoise 10,11,3,g28
4160,HighBoise,hi,black,1,Bradford01,NA,hi black HighBoise,hi black HighBoise 1,9,3,g28
4161,HighBoise,hi,black,2,Bradford01,NA,hi black HighBoise,hi black HighBoise 2,8,1,g28
4162,HighBoise,hi,black,3,Bradford01,NA,hi black HighBoise,hi black HighBoise 3,3,7,g28
4163,HighBoise,hi,black,4,Bradford01,NA,hi black HighBoise,hi black HighBoise 4,6,5,g28
4164,HighBoise,hi,black,5,Bradford01,NA,hi black HighBoise,hi black HighBoise 5,3,7,g28
4165,HighBoise,hi,black,6,Bradford01,NA,hi black HighBoise,hi black HighBoise 6,7,10,g28
4166,HighBoise,hi,black,7,Bradford01,NA,hi black HighBoise,hi black HighBoise 7,4,1,g28
4167,HighBoise,hi,black,8,Bradford01,NA,hi black HighBoise,hi black HighBoise 8,9,7,g28
4168,HighBoise,hi,black,9,Bradford01,NA,hi black HighBoise,hi black HighBoise 9,8,6,g28
4169,HighBoise,hi,black,10,Bradford01,NA,hi black HighBoise,hi black HighBoise 10,3,10,g28
4170,HighBoise,hi,white,1,Bradford01,NA,hi white HighBoise,hi white HighBoise 1,9,3,g28
4171,HighBoise,hi,white,2,Bradford01,NA,hi white HighBoise,hi white HighBoise 2,1,1,g28
4172,HighBoise,hi,white,3,Bradford01,NA,hi white HighBoise,hi white HighBoise 3,2,2,g28
4173,HighBoise,hi,white,4,Bradford01,NA,hi white HighBoise,hi white HighBoise 4,7,4,g28
4174,HighBoise,hi,white,5,Bradford01,NA,hi white HighBoise,hi white HighBoise 5,3,7,g28
4175,HighBoise,hi,white,6,Bradford01,NA,hi white HighBoise,hi white HighBoise 6,8,3,g28
4176,HighBoise,hi,white,7,Bradford01,NA,hi white HighBoise,hi white HighBoise 7,1,1,g28
4177,HighBoise,hi,white,8,Bradford01,NA,hi white HighBoise,hi white HighBoise 8,7,5,g28
4178,HighBoise,hi,white,9,Bradford01,NA,hi white HighBoise,hi white HighBoise 9,4,7,g28
4179,HighBoise,hi,white,10,Bradford01,NA,hi white HighBoise,hi white HighBoise 10,6,3,g28
4180,Cheyenne,lo,black,1,Bradford01,NA,lo black Cheyenne,lo black Cheyenne 1,9,5,g28
4181,Cheyenne,lo,black,2,Bradford01,NA,lo black Cheyenne,lo black Cheyenne 2,11,2,g28
4182,Cheyenne,lo,black,3,Bradford01,NA,lo black Cheyenne,lo black Cheyenne 3,11,5,g28
4183,Cheyenne,lo,black,4,Bradford01,NA,lo black Cheyenne,lo black Cheyenne 4,2,1,g28
4184,Cheyenne,lo,black,5,Bradford01,NA,lo black Cheyenne,lo black Cheyenne 5,7,1,g28
4185,Cheyenne,lo,black,6,Bradford01,NA,lo black Cheyenne,lo black Cheyenne 6,16,2,g28
4186,Cheyenne,lo,black,7,Bradford01,NA,lo black Cheyenne,lo black Cheyenne 7,1,1,g28
4187,Cheyenne,lo,black,8,Bradford01,NA,lo black Cheyenne,lo black Cheyenne 8,8,1,g28
4188,Cheyenne,lo,black,9,Bradford01,NA,lo black Cheyenne,lo black Cheyenne 9,3,1,g28
4189,Cheyenne,lo,black,10,Bradford01,NA,lo black Cheyenne,lo black Cheyenne 10,15,5,g28
4190,Cheyenne,lo,white,1,Bradford01,NA,lo white Cheyenne,lo white Cheyenne 1,11,4,g28
4191,Cheyenne,lo,white,2,Bradford01,NA,lo white Cheyenne,lo white Cheyenne 2,5,3,g28
4192,Cheyenne,lo,white,3,Bradford01,NA,lo white Cheyenne,lo white Cheyenne 3,3,2,g28
4193,Cheyenne,lo,white,4,Bradford01,NA,lo white Cheyenne,lo white Cheyenne 4,11,5,g28
4194,Cheyenne,lo,white,5,Bradford01,NA,lo white Cheyenne,lo white Cheyenne 5,4,5,g28
4195,Cheyenne,lo,white,6,Bradford01,NA,lo white Cheyenne,lo white Cheyenne 6,15,5,g28
4196,Cheyenne,lo,white,7,Bradford01,NA,lo white Cheyenne,lo white Cheyenne 7,15,5,g28
4197,Cheyenne,lo,white,8,Bradford01,NA,lo white Cheyenne,lo white Cheyenne 8,1,1,g28
4198,Cheyenne,lo,white,9,Bradford01,NA,lo white Cheyenne,lo white Cheyenne 9,8,5,g28
4199,Cheyenne,lo,white,10,Bradford01,NA,lo white Cheyenne,lo white Cheyenne 10,12,5,g28
4200,Cheyenne,hi,black,1,Bradford01,NA,hi black Cheyenne,hi black Cheyenne 1,1,5,g28
4201,Cheyenne,hi,black,2,Bradford01,NA,hi black Cheyenne,hi black Cheyenne 2,6,10,g28
4202,Cheyenne,hi,black,3,Bradford01,NA,hi black Cheyenne,hi black Cheyenne 3,6,8,g28
4203,Cheyenne,hi,black,4,Bradford01,NA,hi black Cheyenne,hi black Cheyenne 4,3,3,g28
4204,Cheyenne,hi,black,5,Bradford01,NA,hi black Cheyenne,hi black Cheyenne 5,4,2,g28
4205,Cheyenne,hi,black,6,Bradford01,NA,hi black Cheyenne,hi black Cheyenne 6,2,4,g28
4206,Cheyenne,hi,black,7,Bradford01,NA,hi black Cheyenne,hi black Cheyenne 7,1,1,g28
4207,Cheyenne,hi,black,8,Bradford01,NA,hi black Cheyenne,hi black Cheyenne 8,8,1,g28
4208,Cheyenne,hi,black,9,Bradford01,NA,hi black Cheyenne,hi black Cheyenne 9,1,6,g28
4209,Cheyenne,hi,black,10,Bradford01,NA,hi black Cheyenne,hi black Cheyenne 10,5,1,g28
4210,Cheyenne,hi,white,1,Bradford01,NA,hi white Cheyenne,hi white Cheyenne 1,8,10,g28
4211,Cheyenne,hi,white,2,Bradford01,NA,hi white Cheyenne,hi white Cheyenne 2,6,4,g28
4212,Cheyenne,hi,white,3,Bradford01,NA,hi white Cheyenne,hi white Cheyenne 3,7,9,g28
4213,Cheyenne,hi,white,4,Bradford01,NA,hi white Cheyenne,hi white Cheyenne 4,1,8,g28
4214,Cheyenne,hi,white,5,Bradford01,NA,hi white Cheyenne,hi white Cheyenne 5,2,7,g28
4215,Cheyenne,hi,white,6,Bradford01,NA,hi white Cheyenne,hi white Cheyenne 6,2,8,g28
4216,Cheyenne,hi,white,7,Bradford01,NA,hi white Cheyenne,hi white Cheyenne 7,2,3,g28
4217,Cheyenne,hi,white,8,Bradford01,NA,hi white Cheyenne,hi white Cheyenne 8,1,7,g28
4218,Cheyenne,hi,white,9,Bradford01,NA,hi white Cheyenne,hi white Cheyenne 9,1,10,g28
4219,Cheyenne,hi,white,10,Bradford01,NA,hi white Cheyenne,hi white Cheyenne 10,1,5,g28
10472,Sheep,lo,white,3,Pyle15,NA,lo white Sheep,lo white Sheep 3,16,5,g79
10482,Sheep,hi,black,3,Pyle15,NA,hi black Sheep,hi black Sheep 3,8,5,g79
10492,Sheep,hi,white,3,Pyle15,NA,hi white Sheep,hi white Sheep 3,7,6,g79
10622,Sheep,lo,black,3,Pyle17,NA,lo black Sheep,lo black Sheep 3,7,2,g81
10632,Sheep,lo,white,3,Pyle17,NA,lo white Sheep,lo white Sheep 3,2,2,g81
10642,Sheep,hi,black,3,Pyle17,NA,hi black Sheep,hi black Sheep 3,3,7,g81
10652,Sheep,hi,white,3,Pyle17,NA,hi white Sheep,hi white Sheep 3,7,10,g81
10782,Sheep,lo,black,3,Pyle19,NA,lo black Sheep,lo black Sheep 3,14,1,g82
10792,Sheep,lo,white,3,Pyle19,NA,lo white Sheep,lo white Sheep 3,15,4,g82
10802,Sheep,hi,black,3,Pyle19,NA,hi black Sheep,hi black Sheep 3,8,6,g82
10812,Sheep,hi,white,3,Pyle19,NA,hi white Sheep,hi white Sheep 3,2,4,g82
10942,Sheep,lo,black,3,Reed01,NA,lo black Sheep,lo black Sheep 3,13,3,g83
10952,Sheep,lo,white,3,Reed01,NA,lo white Sheep,lo white Sheep 3,6,5,g83
10962,Sheep,hi,black,3,Reed01,NA,hi black Sheep,hi black Sheep 3,8,10,g83
10972,Sheep,hi,white,3,Reed01,NA,hi white Sheep,hi white Sheep 3,3,5,g83
11102,Sheep,lo,black,3,Reed03,2020,lo black Sheep,lo black Sheep 3,5,5,g84
11112,Sheep,lo,white,3,Reed03,2020,lo white Sheep,lo white Sheep 3,6,3,g84
11122,Sheep,hi,black,3,Reed03,2021,hi black Sheep,hi black Sheep 3,5,3,g84
11132,Sheep,hi,white,3,Reed03,2021,hi white Sheep,hi white Sheep 3,8,10,g84
11262,Sheep,lo,black,3,Schupp04,2020,lo black Sheep,lo black Sheep 3,2,5,g87
11272,Sheep,lo,white,3,Schupp04,2021,lo white Sheep,lo white Sheep 3,16,2,g87
11282,Sheep,hi,black,3,Schupp04,2021,hi black Sheep,hi black Sheep 3,5,10,g87
11292,Sheep,hi,white,3,Schupp04,2021,hi white Sheep,hi white Sheep 3,4,4,g87
11422,Sheep,lo,black,3,Schupp05,2021,lo black Sheep,lo black Sheep 3,8,3,g88
11432,Sheep,lo,white,3,Schupp05,2021,lo white Sheep,lo white Sheep 3,15,3,g88
11442,Sheep,hi,black,3,Schupp05,2020,hi black Sheep,hi black Sheep 3,6,2,g88
11452,Sheep,hi,white,3,Schupp05,2020,hi white Sheep,hi white Sheep 3,7,4,g88
11582,Sheep,lo,black,3,Symstad1,NA,lo black Sheep,lo black Sheep 3,8,2,g89
11592,Sheep,lo,white,3,Symstad1,NA,lo white Sheep,lo white Sheep 3,15,2,g89
11602,Sheep,hi,black,3,Symstad1,NA,hi black Sheep,hi black Sheep 3,7,7,g89
11612,Sheep,hi,white,3,Symstad1,NA,hi white Sheep,hi white Sheep 3,4,3,g89
11742,Sheep,lo,black,3,Symstad2,NA,lo black Sheep,lo black Sheep 3,12,1,g90
11752,Sheep,lo,white,3,Symstad2,NA,lo white Sheep,lo white Sheep 3,8,4,g90
11762,Sheep,hi,black,3,Symstad2,NA,hi black Sheep,hi black Sheep 3,4,3,g90
11772,Sheep,hi,white,3,Symstad2,NA,hi white Sheep,hi white Sheep 3,1,6,g90
11902,Sheep,lo,black,3,Symstad3,NA,lo black Sheep,lo black Sheep 3,10,5,g91
11912,Sheep,lo,white,3,Symstad3,NA,lo white Sheep,lo white Sheep 3,1,5,g91
11922,Sheep,hi,black,3,Symstad3,NA,hi black Sheep,hi black Sheep 3,5,7,g91
11932,Sheep,hi,white,3,Symstad3,NA,hi white Sheep,hi white Sheep 3,8,7,g91
12062,Sheep,lo,black,3,Symstad4,NA,lo black Sheep,lo black Sheep 3,9,2,g92
4260,LowBoise,lo,black,1,Chambers01,NA,lo black LowBoise,lo black LowBoise 1,1,5,g29
4261,LowBoise,lo,black,2,Chambers01,NA,lo black LowBoise,lo black LowBoise 2,3,1,g29
4262,LowBoise,lo,black,3,Chambers01,NA,lo black LowBoise,lo black LowBoise 3,5,2,g29
4263,LowBoise,lo,black,4,Chambers01,NA,lo black LowBoise,lo black LowBoise 4,12,4,g29
4264,LowBoise,lo,black,5,Chambers01,NA,lo black LowBoise,lo black LowBoise 5,13,3,g29
4265,LowBoise,lo,black,6,Chambers01,NA,lo black LowBoise,lo black LowBoise 6,18,3,g29
4266,LowBoise,lo,black,7,Chambers01,NA,lo black LowBoise,lo black LowBoise 7,13,2,g29
4267,LowBoise,lo,black,8,Chambers01,NA,lo black LowBoise,lo black LowBoise 8,11,3,g29
4268,LowBoise,lo,black,9,Chambers01,NA,lo black LowBoise,lo black LowBoise 9,18,3,g29
4269,LowBoise,lo,black,10,Chambers01,NA,lo black LowBoise,lo black LowBoise 10,5,1,g29
4270,LowBoise,lo,white,1,Chambers01,NA,lo white LowBoise,lo white LowBoise 1,14,4,g29
4271,LowBoise,lo,white,2,Chambers01,NA,lo white LowBoise,lo white LowBoise 2,9,2,g29
4272,LowBoise,lo,white,3,Chambers01,NA,lo white LowBoise,lo white LowBoise 3,18,3,g29
4273,LowBoise,lo,white,4,Chambers01,NA,lo white LowBoise,lo white LowBoise 4,12,1,g29
4274,LowBoise,lo,white,5,Chambers01,NA,lo white LowBoise,lo white LowBoise 5,18,2,g29
4275,LowBoise,lo,white,6,Chambers01,NA,lo white LowBoise,lo white LowBoise 6,13,3,g29
4276,LowBoise,lo,white,7,Chambers01,NA,lo white LowBoise,lo white LowBoise 7,15,4,g29
4277,LowBoise,lo,white,8,Chambers01,NA,lo white LowBoise,lo white LowBoise 8,12,4,g29
4278,LowBoise,lo,white,9,Chambers01,NA,lo white LowBoise,lo white LowBoise 9,10,2,g29
4279,LowBoise,lo,white,10,Chambers01,NA,lo white LowBoise,lo white LowBoise 10,4,4,g29
4280,LowBoise,hi,black,1,Chambers01,NA,hi black LowBoise,hi black LowBoise 1,8,10,g29
4281,LowBoise,hi,black,2,Chambers01,NA,hi black LowBoise,hi black LowBoise 2,4,2,g29
4282,LowBoise,hi,black,3,Chambers01,NA,hi black LowBoise,hi black LowBoise 3,7,9,g29
4283,LowBoise,hi,black,4,Chambers01,NA,hi black LowBoise,hi black LowBoise 4,5,4,g29
4284,LowBoise,hi,black,5,Chambers01,NA,hi black LowBoise,hi black LowBoise 5,7,4,g29
4285,LowBoise,hi,black,6,Chambers01,NA,hi black LowBoise,hi black LowBoise 6,5,5,g29
4286,LowBoise,hi,black,7,Chambers01,NA,hi black LowBoise,hi black LowBoise 7,8,3,g29
4287,LowBoise,hi,black,8,Chambers01,NA,hi black LowBoise,hi black LowBoise 8,2,3,g29
4288,LowBoise,hi,black,9,Chambers01,NA,hi black LowBoise,hi black LowBoise 9,8,6,g29
4289,LowBoise,hi,black,10,Chambers01,NA,hi black LowBoise,hi black LowBoise 10,4,9,g29
4290,LowBoise,hi,white,1,Chambers01,NA,hi white LowBoise,hi white LowBoise 1,4,8,g29
4291,LowBoise,hi,white,2,Chambers01,NA,hi white LowBoise,hi white LowBoise 2,2,2,g29
4292,LowBoise,hi,white,3,Chambers01,NA,hi white LowBoise,hi white LowBoise 3,3,7,g29
4293,LowBoise,hi,white,4,Chambers01,NA,hi white LowBoise,hi white LowBoise 4,4,5,g29
4294,LowBoise,hi,white,5,Chambers01,NA,hi white LowBoise,hi white LowBoise 5,7,5,g29
4295,LowBoise,hi,white,6,Chambers01,NA,hi white LowBoise,hi white LowBoise 6,9,9,g29
4296,LowBoise,hi,white,7,Chambers01,NA,hi white LowBoise,hi white LowBoise 7,5,5,g29
4297,LowBoise,hi,white,8,Chambers01,NA,hi white LowBoise,hi white LowBoise 8,8,9,g29
4298,LowBoise,hi,white,9,Chambers01,NA,hi white LowBoise,hi white LowBoise 9,2,3,g29
4299,LowBoise,hi,white,10,Chambers01,NA,hi white LowBoise,hi white LowBoise 10,8,9,g29
4300,HighBoise,lo,black,1,Chambers01,NA,lo black HighBoise,lo black HighBoise 1,11,5,g29
4301,HighBoise,lo,black,2,Chambers01,NA,lo black HighBoise,lo black HighBoise 2,15,3,g29
4302,HighBoise,lo,black,3,Chambers01,NA,lo black HighBoise,lo black HighBoise 3,5,1,g29
4303,HighBoise,lo,black,4,Chambers01,NA,lo black HighBoise,lo black HighBoise 4,15,1,g29
4304,HighBoise,lo,black,5,Chambers01,NA,lo black HighBoise,lo black HighBoise 5,8,3,g29
4305,HighBoise,lo,black,6,Chambers01,NA,lo black HighBoise,lo black HighBoise 6,8,2,g29
4306,HighBoise,lo,black,7,Chambers01,NA,lo black HighBoise,lo black HighBoise 7,12,1,g29
4307,HighBoise,lo,black,8,Chambers01,NA,lo black HighBoise,lo black HighBoise 8,14,2,g29
4308,HighBoise,lo,black,9,Chambers01,NA,lo black HighBoise,lo black HighBoise 9,8,2,g29
4309,HighBoise,lo,black,10,Chambers01,NA,lo black HighBoise,lo black HighBoise 10,3,2,g29
4310,HighBoise,lo,white,1,Chambers01,NA,lo white HighBoise,lo white HighBoise 1,1,1,g29
4311,HighBoise,lo,white,2,Chambers01,NA,lo white HighBoise,lo white HighBoise 2,17,2,g29
4312,HighBoise,lo,white,3,Chambers01,NA,lo white HighBoise,lo white HighBoise 3,13,4,g29
4313,HighBoise,lo,white,4,Chambers01,NA,lo white HighBoise,lo white HighBoise 4,14,2,g29
4314,HighBoise,lo,white,5,Chambers01,NA,lo white HighBoise,lo white HighBoise 5,7,1,g29
4315,HighBoise,lo,white,6,Chambers01,NA,lo white HighBoise,lo white HighBoise 6,15,1,g29
4316,HighBoise,lo,white,7,Chambers01,NA,lo white HighBoise,lo white HighBoise 7,6,2,g29
4317,HighBoise,lo,white,8,Chambers01,NA,lo white HighBoise,lo white HighBoise 8,2,4,g29
4318,HighBoise,lo,white,9,Chambers01,NA,lo white HighBoise,lo white HighBoise 9,1,4,g29
4319,HighBoise,lo,white,10,Chambers01,NA,lo white HighBoise,lo white HighBoise 10,11,1,g29
4320,HighBoise,hi,black,1,Chambers01,NA,hi black HighBoise,hi black HighBoise 1,2,7,g29
4321,HighBoise,hi,black,2,Chambers01,NA,hi black HighBoise,hi black HighBoise 2,6,10,g29
4322,HighBoise,hi,black,3,Chambers01,NA,hi black HighBoise,hi black HighBoise 3,7,1,g29
4323,HighBoise,hi,black,4,Chambers01,NA,hi black HighBoise,hi black HighBoise 4,2,4,g29
4324,HighBoise,hi,black,5,Chambers01,NA,hi black HighBoise,hi black HighBoise 5,9,6,g29
4325,HighBoise,hi,black,6,Chambers01,NA,hi black HighBoise,hi black HighBoise 6,5,4,g29
4326,HighBoise,hi,black,7,Chambers01,NA,hi black HighBoise,hi black HighBoise 7,3,2,g29
4327,HighBoise,hi,black,8,Chambers01,NA,hi black HighBoise,hi black HighBoise 8,2,4,g29
4328,HighBoise,hi,black,9,Chambers01,NA,hi black HighBoise,hi black HighBoise 9,6,9,g29
4329,HighBoise,hi,black,10,Chambers01,NA,hi black HighBoise,hi black HighBoise 10,7,8,g29
4330,HighBoise,hi,white,1,Chambers01,NA,hi white HighBoise,hi white HighBoise 1,1,2,g29
4331,HighBoise,hi,white,2,Chambers01,NA,hi white HighBoise,hi white HighBoise 2,2,7,g29
4332,HighBoise,hi,white,3,Chambers01,NA,hi white HighBoise,hi white HighBoise 3,2,9,g29
4333,HighBoise,hi,white,4,Chambers01,NA,hi white HighBoise,hi white HighBoise 4,6,9,g29
4334,HighBoise,hi,white,5,Chambers01,NA,hi white HighBoise,hi white HighBoise 5,2,2,g29
4335,HighBoise,hi,white,6,Chambers01,NA,hi white HighBoise,hi white HighBoise 6,7,7,g29
4336,HighBoise,hi,white,7,Chambers01,NA,hi white HighBoise,hi white HighBoise 7,4,8,g29
4337,HighBoise,hi,white,8,Chambers01,NA,hi white HighBoise,hi white HighBoise 8,4,8,g29
4338,HighBoise,hi,white,9,Chambers01,NA,hi white HighBoise,hi white HighBoise 9,3,4,g29
4339,HighBoise,hi,white,10,Chambers01,NA,hi white HighBoise,hi white HighBoise 10,4,9,g29
4340,Cheyenne,lo,black,1,Chambers01,NA,lo black Cheyenne,lo black Cheyenne 1,13,4,g29
4341,Cheyenne,lo,black,2,Chambers01,NA,lo black Cheyenne,lo black Cheyenne 2,14,1,g29
4342,Cheyenne,lo,black,3,Chambers01,NA,lo black Cheyenne,lo black Cheyenne 3,6,3,g29
4343,Cheyenne,lo,black,4,Chambers01,NA,lo black Cheyenne,lo black Cheyenne 4,7,1,g29
4344,Cheyenne,lo,black,5,Chambers01,NA,lo black Cheyenne,lo black Cheyenne 5,16,1,g29
4345,Cheyenne,lo,black,6,Chambers01,NA,lo black Cheyenne,lo black Cheyenne 6,16,5,g29
4346,Cheyenne,lo,black,7,Chambers01,NA,lo black Cheyenne,lo black Cheyenne 7,2,1,g29
4347,Cheyenne,lo,black,8,Chambers01,NA,lo black Cheyenne,lo black Cheyenne 8,14,1,g29
4348,Cheyenne,lo,black,9,Chambers01,NA,lo black Cheyenne,lo black Cheyenne 9,2,3,g29
4349,Cheyenne,lo,black,10,Chambers01,NA,lo black Cheyenne,lo black Cheyenne 10,8,1,g29
4350,Cheyenne,lo,white,1,Chambers01,NA,lo white Cheyenne,lo white Cheyenne 1,10,3,g29
4351,Cheyenne,lo,white,2,Chambers01,NA,lo white Cheyenne,lo white Cheyenne 2,15,3,g29
4352,Cheyenne,lo,white,3,Chambers01,NA,lo white Cheyenne,lo white Cheyenne 3,16,2,g29
4353,Cheyenne,lo,white,4,Chambers01,NA,lo white Cheyenne,lo white Cheyenne 4,13,3,g29
4354,Cheyenne,lo,white,5,Chambers01,NA,lo white Cheyenne,lo white Cheyenne 5,13,5,g29
4355,Cheyenne,lo,white,6,Chambers01,NA,lo white Cheyenne,lo white Cheyenne 6,9,2,g29
4356,Cheyenne,lo,white,7,Chambers01,NA,lo white Cheyenne,lo white Cheyenne 7,12,2,g29
4357,Cheyenne,lo,white,8,Chambers01,NA,lo white Cheyenne,lo white Cheyenne 8,12,3,g29
4358,Cheyenne,lo,white,9,Chambers01,NA,lo white Cheyenne,lo white Cheyenne 9,15,1,g29
4359,Cheyenne,lo,white,10,Chambers01,NA,lo white Cheyenne,lo white Cheyenne 10,12,4,g29
4360,Cheyenne,hi,black,1,Chambers01,NA,hi black Cheyenne,hi black Cheyenne 1,5,2,g29
4361,Cheyenne,hi,black,2,Chambers01,NA,hi black Cheyenne,hi black Cheyenne 2,3,4,g29
4362,Cheyenne,hi,black,3,Chambers01,NA,hi black Cheyenne,hi black Cheyenne 3,4,1,g29
4363,Cheyenne,hi,black,4,Chambers01,NA,hi black Cheyenne,hi black Cheyenne 4,5,2,g29
4364,Cheyenne,hi,black,5,Chambers01,NA,hi black Cheyenne,hi black Cheyenne 5,4,7,g29
4365,Cheyenne,hi,black,6,Chambers01,NA,hi black Cheyenne,hi black Cheyenne 6,4,6,g29
4366,Cheyenne,hi,black,7,Chambers01,NA,hi black Cheyenne,hi black Cheyenne 7,6,8,g29
4367,Cheyenne,hi,black,8,Chambers01,NA,hi black Cheyenne,hi black Cheyenne 8,2,1,g29
4368,Cheyenne,hi,black,9,Chambers01,NA,hi black Cheyenne,hi black Cheyenne 9,3,8,g29
4369,Cheyenne,hi,black,10,Chambers01,NA,hi black Cheyenne,hi black Cheyenne 10,6,3,g29
4370,Cheyenne,hi,white,1,Chambers01,NA,hi white Cheyenne,hi white Cheyenne 1,3,8,g29
4371,Cheyenne,hi,white,2,Chambers01,NA,hi white Cheyenne,hi white Cheyenne 2,2,5,g29
4372,Cheyenne,hi,white,3,Chambers01,NA,hi white Cheyenne,hi white Cheyenne 3,3,10,g29
