Site,Date,Color,Density,Plot,X-pos,Y-pos,Pheno-Stage,Collector (initials),Comment
Wildcat,5/31/23,Black,Low,4.4,18,2,Brown,NR,
Wildcat,5/31/23,Black,Low,4.4,18,3,Purple,NR,
Wildcat,5/31/23,Black,Low,4.4,18,4,Brown,NR,
Wildcat,5/31/23,Black,Low,4.4,18,5,Brown,NR,
Wildcat,6/1/23,White,Low,4.5,10,2,Purple,NR,"envelope states ""4.5 white low"", but this subplot doesn't exist. Also, the phenological stage is uncertain"
Wildcat,6/1/23,White,High,5.1,1,1,Green,NR,
Wildcat,6/1/23,White,High,5.1,1,2,Purple,NR,
Wildcat,6/1/23,White,High,5.1,1,5,Brown,NR,
Wildcat,6/1/23,White,High,5.1,1,6,Purple,NR,
Wildcat,6/1/23,White,High,5.1,1,9,Purple,NR,
Wildcat,6/1/23,White,High,5.1,2,3,Brown,NR,
Wildcat,6/1/23,White,High,5.1,2,4,Purple,NR,
Wildcat,6/1/23,White,High,5.1,2,5,Brown,NR,
Wildcat,6/1/23,White,High,5.1,2,6,Brown,NR,
Wildcat,6/1/23,White,High,5.1,2,7,Purple,NR,
Wildcat,6/1/23,White,High,5.1,2,10,Brown,NR,
Wildcat,6/1/23,White,High,5.1,3,1,Purple,NR,
Wildcat,6/1/23,White,High,5.1,3,2,Brown,NR,
Wildcat,6/1/23,White,High,5.1,3,4,Brown,NR,
Wildcat,6/1/23,White,High,5.1,3,6,Purple,NR,
Wildcat,6/1/23,White,High,5.1,4,1,Brown,NR,
Wildcat,6/1/23,White,High,5.1,4,2,Brown,NR,
Wildcat,6/1/23,White,High,5.1,4,4,Brown,NR,
Wildcat,6/1/23,White,High,5.1,4,5,Brown,NR,
Wildcat,6/1/23,White,High,5.1,4,8,Brown,NR,
Wildcat,6/1/23,White,High,5.1,4,9,Purple,NR,
Wildcat,6/1/23,White,High,5.1,4,10,Brown,NR,
Wildcat,6/1/23,White,High,5.1,5,1,Brown,NR,
Wildcat,6/1/23,White,High,5.1,5,2,Purple,NR,
Wildcat,6/1/23,White,High,5.1,5,3,Brown,NR,
Wildcat,6/1/23,White,High,5.1,5,6,Green,NR,
Wildcat,6/1/23,White,High,5.1,6,6,Brown,NR,
Wildcat,6/1/23,White,High,5.1,6,7,Brown,NR,
Wildcat,6/1/23,White,High,5.1,6,8,Brown,NR,
Wildcat,6/1/23,White,High,5.1,6,10,Brown,NR,
Wildcat,6/1/23,White,High,5.1,7,2,Green,NR,
Wildcat,6/1/23,White,High,5.1,7,3,Brown,NR,
Wildcat,6/1/23,White,High,5.1,7,6,Purple,NR,
Wildcat,6/1/23,White,High,5.1,7,7,Purple,NR,
Wildcat,6/1/23,White,High,5.1,7,9,Green,NR,
Wildcat,6/1/23,White,High,5.1,7,10,Purple,NR,
Wildcat,5/4/23,White,High,5.1,8,8,LSG,NR,
Wildcat,5/4/23,White,High,5.1,8,8,LSG,NR,
Wildcat,6/1/23,White,High,5.1,8,9,Brown,NR,
Wildcat,6/1/23,White,High,5.1,8,10,Purple,NR,
Wildcat,6/1/23,White,High,5.1,9,1,Brown,NR,
Wildcat,6/1/23,White,High,5.1,9,3,Brown,NR,
Wildcat,6/1/23,White,High,5.1,9,4,Brown,NR,*head smut*
Wildcat,6/1/23,White,High,5.1,9,5,Brown,NR,*head smut*
Wildcat,6/1/23,White,High,5.1,9,6,OT1,NR,
Wildcat,6/1/23,White,High,5.1,9,7,Purple,NR,
Wildcat,6/1/23,White,High,5.1,9,9,Purple,NR,
Wildcat,6/1/23,White,High,5.1,9,10,Purple,NR,
Wildcat,6/1/23,White,High,5.1,X,2,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,1,1,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,1,2,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,2,1,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,2,2,Brown,NR,uncertain of pheonological stage
Wildcat,6/1/23,Black,Low,5.2,2,4,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,2,5,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,3,2,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,3,2,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,3,4,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,3,5,Brown,NR,uncertain of phenological stage
Wildcat,6/1/23,Black,Low,5.2,4,1,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,4,2,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,4,3,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,4,4,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,4,5,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,5,2,Green,NR,uncertain of phenological stage and herbivory
Wildcat,6/1/23,Black,Low,5.2,5,4,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,5,5,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,6,1,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,6,2,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,6,4,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,6,5,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,7,1,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,7,3,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,7,4,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,7,4,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,8,2,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,8,3,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,8,4,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,8,5,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,9,2,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,9,4,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,9,5,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,10,1,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,10,2,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,10,3,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,10,4,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,11,1,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,11,2,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,11,3,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,11,4,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,11,5,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,12,1,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,12,2,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,12,3,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,12,4,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,12,5,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,13,1,Green,NR,herbivory noted
Wildcat,6/1/23,Black,Low,5.2,13,3,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,13,4,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,13,5,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,14,1,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,14,2,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,14,3,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,14,4,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,15,1,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,15,2,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,15,3,Brown,NR,"""seed loss"""
Wildcat,6/1/23,Black,Low,5.2,15,4,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,16,2,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,16,4,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,16,5,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,17,2,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,17,3,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,17,4,Green,NR,
Wildcat,6/1/23,Black,Low,5.2,17,5,Purple,NR,
Wildcat,6/1/23,Black,Low,5.2,18,2,Brown,NR,
Wildcat,6/1/23,Black,Low,5.2,18,3,Purple,NR,
Wildcat,6/1/23,Black,High,5.3,1,1,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,1,3,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,1,4,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,1,5,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,1,6,Brown,NR,*head smut*
Wildcat,6/1/23,Black,High,5.3,1,7,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,1,10,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,2,4,Purple,NR,
Wildcat,6/1/23,Black,High,5.3,2,5,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,2,7,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,2,9,NR,NR,
Wildcat,6/1/23,Black,High,5.3,2,10,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,3,1,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,3,3,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,3,4,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,3,5,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,3,6,Brown,NR,
Wildcat,5/16/23,Black,High,5.3,3,7,NR,ADD,
Wildcat,6/1/23,Black,High,5.3,3,8,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,3,9,Brown,NR,*head smut*
Wildcat,6/1/23,Black,High,5.3,3,9,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,4,3,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,4,4,Purple,NR,
Wildcat,6/1/23,Black,High,5.3,4,5,OT1,NR,
Wildcat,6/1/23,Black,High,5.3,4,6,Brown,NR,
Wildcat,5/16/23,Black,High,5.3,4,7,NR,ADD,
Wildcat,5/16/23,Black,High,5.3,4,7,NR,ADD,
Wildcat,NR,Black,High,5.3,4,8,NR,EB,
Wildcat,NR,Black,High,5.3,4,8,NR,EB,
Wildcat,6/1/23,Black,High,5.3,4,9,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,4,10,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,5,4,Purple,NR,
Wildcat,6/1/23,Black,High,5.3,5,5,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,5,6,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,5,7,Brown,NR,*head smut*
Wildcat,6/1/23,Black,High,5.3,5,8,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,5,9,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,6,2,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,6,3,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,6,4,Brown,NR,
Wildcat,NR,Black,High,5.3,6,5,NR,EB,
Wildcat,NR,Black,High,5.3,6,5,NR,EB,
Wildcat,6/1/23,Black,High,5.3,6,6,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,6,7,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,6,8,Brown,NR,*head smut*
Wildcat,6/1/23,Black,High,5.3,6,9,Brown,NR,
Wildcat,5/16/23,Black,High,5.3,7,3,NR,ADD,
Wildcat,6/1/23,Black,High,5.3,7,4,Purple,NR,
Wildcat,6/1/23,Black,High,5.3,7,5,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,7,7,Brown,NR,*head smut*
Wildcat,6/1/23,Black,High,5.3,7,8,Brown,NR,
Wildcat,5/16/23,Black,High,5.3,8,1,NR,ADD,
Wildcat,6/1/23,Black,High,5.3,8,1,OT1,NR,
Wildcat,5/16/23,Black,High,5.3,8,1,OT1,NR,
Wildcat,6/1/23,Black,High,5.3,8,3,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,8,4,Purple,NR,
Wildcat,6/1/23,Black,High,5.3,8,5,Purple,NR,
Wildcat,6/1/23,Black,High,5.3,8,6,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,8,8,Brown,NR,*head smut*
Wildcat,6/1/23,Black,High,5.3,9,2,Purple,NR,
Wildcat,6/1/23,Black,High,5.3,9,4,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,9,4,Purple,NR,
Wildcat,6/1/23,Black,High,5.3,9,7,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,9,8,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,9,9,Brown,NR,
Wildcat,6/1/23,Black,High,5.3,9,10,Brown,NR,
Wildcat,6/1/23,White,Low,5.4,1,1,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,1,2,Brown,NR,
Wildcat,6/1/23,White,Low,5.4,1,3,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,2,1,Brown,NR,
Wildcat,6/1/23,White,Low,5.4,2,2,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,2,4,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,2,5,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,3,1,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,3,4,Green,NR,
Wildcat,6/1/23,White,Low,5.4,3,5,Brown,NR,
Wildcat,6/1/23,White,Low,5.4,4,1,Brown,NR,
Wildcat,6/1/23,White,Low,5.4,4,2,Green,NR,"uncertain of phenological stage, two plants noted on envelope"
Wildcat,6/1/23,White,Low,5.4,4,3,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,4,4,Purple,NR,
Wildcat,5/16/23,White,Low,5.4,5,1,NR,NR,
Wildcat,5/16/23,White,Low,5.4,5,1,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,5,1,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,5,3,Green,NR,
Wildcat,6/1/23,White,Low,5.4,5,5,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,6,2,Green,NR,
Wildcat,6/1/23,White,Low,5.4,6,3,Green,NR,
Wildcat,6/1/23,White,Low,5.4,6,4,Green,NR,
Wildcat,6/1/23,White,Low,5.4,6,5,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,7,3,Brown,NR,
Wildcat,6/1/23,White,Low,5.4,8,4,Green,NR,
Wildcat,6/1/23,White,Low,5.4,8,5,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,9,4,Green,NR,
Wildcat,6/1/23,White,Low,5.4,9,5,Green,NR,
Wildcat,6/1/23,White,Low,5.4,10,1,Green,NR,
Wildcat,6/1/23,White,Low,5.4,10,5,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,11,2,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,11,3,Green,NR,
Wildcat,6/1/23,White,Low,5.4,11,4,Green,NR,
Wildcat,6/1/23,White,Low,5.4,12,1,Purple,NR,
Wildcat,6/1/23,Black,Low,5.4,12,2,Green,NR,
Wildcat,6/1/23,White,Low,5.4,12,3,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,12,5,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,13,1,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,13,2,Green,NR,
Wildcat,6/1/23,White,Low,5.4,13,3,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,13,4,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,13,5,Green,NR,
Wildcat,6/1/23,White,Low,5.4,14,1,Brown,NR,
Wildcat,6/1/23,White,Low,5.4,14,5,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,15,1,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,15,2,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,15,4,Green,NR,
Wildcat,6/1/23,White,Low,5.4,15,5,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,16,1,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,16,2,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,16,3,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,16,4,Green,NR,
Wildcat,6/1/23,White,Low,5.4,17,1,Purple,NR,"Duplicates 5.4_17,1"
Wildcat,6/1/23,White,Low,5.4,17,1,Brown,NR,"Duplicates 5.4_17,1"
Wildcat,6/1/23,White,Low,5.4,17,2,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,17,3,Green,NR,uncertain of phenological stage
Wildcat,6/1/23,White,Low,5.4,17,4,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,17,5,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,18,1,Brown,NR,
Wildcat,6/1/23,White,Low,5.4,18,2,Purple,NR,
Wildcat,6/1/23,White,Low,5.4,18,4,Brown,NR,uncertain of pheonological stage
Wildcat,6/1/23,White,Low,5.4,18,5,Green,NR,
Wildcat,6/1/23,White,Low,5.4,18,9,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,1,1,Purple,NR,
Wildcat,5/30/23,Black,High,6.1,1,2,Green,NR,
Wildcat,5/30/23,Black,High,6.1,1,3,Purple,NR,
Wildcat,5/30/23,Black,High,6.1,1,5,Green,NR,
Wildcat,5/30/23,Black,High,6.1,2,1,Green,NR,
Wildcat,5/30/23,Black,High,6.1,2,2,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,2,4,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,2,5,Purple,NR,
Wildcat,5/16/23,Black,High,6.1,2,8,Brown,FC,
Wildcat,5/30/23,Black,High,6.1,3,2,Green,NR,
Wildcat,5/30/23,Black,High,6.1,3,3,Green,NR,
Wildcat,5/30/23,Black,High,6.1,3,4,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,3,5,Purple,NR,
Wildcat,5/30/23,Black,High,6.1,4,1,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,4,2,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,4,3,NR,NR,
Wildcat,5/16/23,Black,High,6.1,4,6,Purple,FC,
Wildcat,NR,Black,High,6.1,4,9,NR,NR,
Wildcat,NR,Black,High,6.1,5,1,Brown,NR,
Wildcat,NR,Black,High,6.1,5,2,NR,NR,
Wildcat,5/30/23,Black,High,6.1,5,4,Green,NR,
Wildcat,NR,Black,High,6.1,5,5,Green,NR,
Wildcat,5/30/23,Black,High,6.1,5,5,Green,NR,
Wildcat,NR,Black,High,6.1,5,6,Brown,NR,
Wildcat,5/16/23,Black,High,6.1,5,7,Purple,FC,
Wildcat,NR,Black,High,6.1,5,7,Brown,NR,
Wildcat,NR,Black,High,6.1,5,8,Brown,NR,
Wildcat,NR,Black,High,6.1,5,9,Brown,NR,
Wildcat,NR,Black,High,6.1,6,1,Brown,NR,
Wildcat,NR,Black,High,6.1,6,2,Purple,NR,
Wildcat,5/30/23,Black,High,6.1,6,2,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,6,3,Purple,NR,
Wildcat,5/30/23,Black,High,6.1,6,3,NR,NR,
Wildcat,NR,Black,High,6.1,6,4,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,6,4,Brown,NR,
Wildcat,5/16/23,Black,High,6.1,6,4,Purple,FC,
Wildcat,5/30/23,Black,High,6.1,6,5,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,6,5,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,6,6,Green,NR,
Wildcat,NR,Black,High,6.1,6,7,Brown,NR,
Wildcat,NR,Black,High,6.1,6,8,Brown,NR,
Wildcat,NR,Black,High,6.1,6,9,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,7,2,Green,NR,
Wildcat,NR,Black,High,6.1,7,3,NR,NR,
Wildcat,5/30/23,Black,High,6.1,7,3,NR,NR,
Wildcat,NR,Black,High,6.1,7,4,Brown,NR,
Wildcat,NR,Black,High,6.1,7,5,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,7,5,Brown,NR,
Wildcat,5/16/23,Black,High,6.1,7,5,Purple,FC,
Wildcat,NR,Black,High,6.1,7,6,Purple,NR,
Wildcat,NR,Black,High,6.1,7,7,NR,NR,
Wildcat,5/30/23,Black,High,6.1,8,1,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,8,1,Green,NR,
Wildcat,5/16/23,Black,High,6.1,8,2,Brown,FC,
Wildcat,5/30/23,Black,High,6.1,8,3,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,8,4,Brown,NR,
Wildcat,NR,Black,High,6.1,8,5,Brown,NR,
Wildcat,NR,Black,High,6.1,8,6,Purple,NR,
Wildcat,5/16/23,Black,High,6.1,8,8,Purple,FC,
Wildcat,NR,Black,High,6.1,8,8,Brown,NR,
Wildcat,5/16/23,Black,High,6.1,8,8,NR,FC,
Wildcat,5/16/23,Black,High,6.1,8,9,Purple,FC,
Wildcat,5/30/23,Black,High,6.1,9,1,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,9,2,Purple,NR,
Wildcat,5/30/23,Black,High,6.1,9,3,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,9,3,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,9,4,Purple,NR,
Wildcat,5/30/23,Black,High,6.1,9,4,Brown,NR,
Wildcat,5/30/23,Black,High,6.1,9,6,Purple,NR,
Wildcat,5/30/23,Black,High,6.1,9,7,Purple,NR,
Wildcat,5/30/23,Black,High,6.1,9,8,Purple,NR,
Wildcat,5/16/23,Black,High,6.1,9,8,Purple,FC,
Wildcat,5/30/23,Black,High,6.1,9,9,Purple,NR,
Wildcat,5/31/23,White,High,6.2,1,3,Purple,NR,
Wildcat,5/31/23,White,High,6.2,1,8,Purple,NR,
Wildcat,5/31/23,White,High,6.2,2,5,Brown,NR,
Wildcat,5/31/23,White,High,6.2,2,8,Purple,NR,
Wildcat,5/31/23,White,High,6.2,3,3,Purple,NR,
Wildcat,5/31/23,White,High,6.2,3,5,Green,NR,
Wildcat,5/31/23,White,High,6.2,3,5,Purple,NR,
Wildcat,5/31/23,White,High,6.2,4,5,Green,NR,
Wildcat,5/31/23,White,High,6.2,4,7,Purple,NR,
Wildcat,5/31/23,White,High,6.2,4,8,Brown,NR,
Wildcat,5/31/23,White,High,6.2,4,8,Brown,NR,
Wildcat,5/31/23,White,High,6.2,4,9,Brown,NR,
Wildcat,5/31/23,White,High,6.2,5,4,Brown,NR,
Wildcat,5/31/23,White,High,6.2,5,6,Purple,NR,
Wildcat,5/31/23,White,High,6.2,5,10,Purple,NR,
Wildcat,5/31/23,White,High,6.2,6,5,Green,NR,
Wildcat,5/31/23,White,High,6.2,6,10,Green,NR,
Wildcat,5/31/23,White,High,6.2,8,6,Brown,NR,
Wildcat,5/31/23,White,High,6.2,8,7,Purple,NR,
Wildcat,5/31/23,White,High,6.2,8,8,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,1,2,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,1,3,Brown,NR,
Wildcat,5/31/23,White,Low,6.3,1,4,Brown,NR,
Wildcat,5/31/23,White,Low,6.3,1,4,Brown,NR,
Wildcat,5/31/23,White,Low,6.3,1,5,Green,NR,
Wildcat,5/31/23,White,Low,6.3,1,5,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,1,7,Green,NR,
Wildcat,5/31/23,White,Low,6.3,1,8,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,1,9,Brown,NR,
Wildcat,5/31/23,White,Low,6.3,1,10,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,1,12,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,1,14,NR,NR,
Wildcat,5/31/23,White,Low,6.3,1,15,Brown,NR,
Wildcat,5/31/23,White,Low,6.3,1,16,NR,NR,
Wildcat,5/31/23,White,Low,6.3,1,18,NR,NR,
Wildcat,5/31/23,White,Low,6.3,2,3,NR,NR,
Wildcat,5/31/23,White,Low,6.3,2,4,NR,NR,
Wildcat,5/31/23,White,Low,6.3,2,6,Green,NR,
Wildcat,5/31/23,White,Low,6.3,2,6,NR,NR,
Wildcat,5/31/23,White,Low,6.3,2,7,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,2,8,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,2,8,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,2,11,Brown,NR,
Wildcat,5/31/23,White,Low,6.3,2,12,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,2,13,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,2,14,Brown,NR,
Wildcat,5/31/23,White,Low,6.3,2,15,Green,NR,
Wildcat,5/31/23,White,Low,6.3,2,17,Brown,NR,
Wildcat,5/31/23,White,Low,6.3,3,1,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,3,3,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,3,4,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,3,5,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,3,6,Green,NR,
Wildcat,5/31/23,White,Low,6.3,3,8,Brown,NR,
Wildcat,5/31/23,White,Low,6.3,3,9,Green,NR,
Wildcat,5/31/23,White,Low,6.3,4,4,Green,NR,
Wildcat,5/31/23,White,Low,6.3,5,4,Green,NR,
Wildcat,5/31/23,White,Low,6.3,7,4,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,7,5,Green,NR,
Wildcat,5/31/23,White,Low,6.3,8,4,Green,NR,
Wildcat,5/31/23,White,Low,6.3,9,5,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,10,5,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,11,3,Green,NR,
Wildcat,5/31/23,White,Low,6.3,11,4,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,11,5,Green,NR,
Wildcat,5/31/23,White,Low,6.3,12,3,Green,NR,
Wildcat,5/31/23,White,Low,6.3,12,4,Green,NR,
Wildcat,5/31/23,White,Low,6.3,12,5,Green,NR,
Wildcat,5/31/23,White,Low,6.3,13,3,Green,NR,
Wildcat,5/31/23,White,Low,6.3,13,4,Green,NR,
Wildcat,5/31/23,White,Low,6.3,14,3,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,14,5,Green,NR,
Wildcat,5/31/23,White,Low,6.3,15,4,Green,NR,
Wildcat,5/31/23,White,Low,6.3,15,5,Green,NR,
Wildcat,5/31/23,White,Low,6.3,16,3,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,16,4,Green,NR,
Wildcat,5/31/23,White,Low,6.3,17,3,Green,NR,
Wildcat,5/31/23,White,Low,6.3,17,4,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,17,5,Green,NR,
Wildcat,5/31/23,White,Low,6.3,18,4,Brown,NR,
Wildcat,5/31/23,White,Low,6.3,18,5,Purple,NR,
Wildcat,5/31/23,White,Low,6.3,NR,NR,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,1,1,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,1,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,1,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,2,1,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,2,1,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,2,3,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,2,3,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,2,4,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,2,5,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,3,1,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,3,2,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,3,3,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,3,4,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,3,5,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,3,11,Brown,NR,
