Site,Date,Color,Density,Plot,X-pos,Y-pos,Pheno-Stage,Collector (initials),Comment
Wildcat,5/31/23,Black,Low,6.4,4,1,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,4,2,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,4,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,4,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,4,4,NR,NR,
Wildcat,5/31/23,Black,Low,6.4,4,5,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,5,1,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,5,2,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,5,3,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,5,3,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,5,4,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,5,5,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,5,5,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,6,1,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,6,2,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,6,4,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,6,5,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,7,1,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,7,2,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,7,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,7,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,7,4,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,7,5,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,8,1,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,8,2,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,8,3,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,8,3,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,8,4,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,8,5,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,9,1,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,9,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,9,4,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,9,5,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,10,1,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,10,2,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,10,4,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,10,5,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,11,1,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,11,2,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,11,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,11,4,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,11,5,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,12,1,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,12,2,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,12,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,12,4,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,13,1,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,13,2,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,13,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,13,5,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,14,1,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,14,2,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,14,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,14,4,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,14,5,Green,NR,
Wildcat,5/31/23,Black,Low,6.4,15,1,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,15,2,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,15,3,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,15,4,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,15,5,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,16,1,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,16,2,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,16,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,16,4,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,16,5,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,17,1,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,17,2,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,17,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,17,3,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,17,5,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,18,1,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,18,2,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,18,3,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,18,3,Brown,NR,
Wildcat,5/31/23,Black,Low,6.4,18,4,Purple,NR,
Wildcat,5/31/23,Black,Low,6.4,18,5,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,1,1,Purple,NR,
Wildcat,6/1/23,Black,High,7.1,1,7,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,1,10,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,2,2,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,2,4,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,2,5,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,2,6,Brown,NR,
Wildcat,5/4/23,Black,High,7.1,2,7,Brown,NR,
Wildcat,5/4/23,Black,High,7.1,2,7,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,2,8,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,2,9,Brown,NR,
Wildcat,5/16/23,Black,High,7.1,2,10,NR,EB,
Wildcat,5/16/23,Black,High,7.1,2,10,NR,EB,
Wildcat,6/1/23,Black,High,7.1,3,4,Brown,NR,
Wildcat,5/16/23,Black,High,7.1,3,7,NR,NR,
Wildcat,5/16/23,Black,High,7.1,3,7,NR,NR,
Wildcat,5/16/23,Black,High,7.1,3,8,NR,EB,
Wildcat,5/16/23,Black,High,7.1,3,8,NR,EB,
Wildcat,6/1/23,Black,High,7.1,3,9,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,4,3,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,4,4,Brown,NR,
Wildcat,5/16/23,Black,High,7.1,4,5,NR,EB,
Wildcat,6/1/23,Black,High,7.1,4,5,Brown,NR,
Wildcat,5/16/23,Black,High,7.1,4,5,NR,EB,
Wildcat,6/1/23,Black,High,7.1,4,7,Purple,NR,
Wildcat,6/1/23,Black,High,7.1,4,8,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,5,2,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,5,3,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,5,3,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,5,5,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,5,8,Purple,NR,
Wildcat,6/1/23,Black,High,7.1,5,9,Green,NR,
Wildcat,6/1/23,Black,High,7.1,5,9,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,6,1,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,6,2,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,6,3,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,6,4,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,6,8,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,6,10,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,7,1,Purple,NR,
Wildcat,6/1/23,Black,High,7.1,7,3,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,7,6,Purple,NR,
Wildcat,6/1/23,Black,High,7.1,7,6,Purple,NR,
Wildcat,6/1/23,Black,High,7.1,7,7,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,7,8,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,7,9,Purple,NR,
Wildcat,6/1/23,Black,High,7.1,7,10,Brown,NR,*head smut*
Wildcat,6/1/23,Black,High,7.1,8,3,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,8,5,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,8,6,NR,NR,
Wildcat,6/1/23,Black,High,7.1,8,7,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,8,10,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,9,3,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,9,5,Brown,NR,
Wildcat,6/1/23,Black,High,7.1,9,7,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,1,2,Green,NR,herbivory noted
Wildcat,6/1/23,Black,Low,7.2,1,2,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,1,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,1,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,1,5,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,2,1,Brown,NR,uncertain of phenological stage
Wildcat,6/1/23,Black,Low,7.2,2,1,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,2,2,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,2,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,2,4,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,2,5,Purple,NR,uncertain of phenological stage
Wildcat,6/1/23,Black,Low,7.2,3,1,Brown,NR,uncertain of phenological stage
Wildcat,6/1/23,Black,Low,7.2,3,1,Purple,NR,uncertain of phenological stage
Wildcat,6/1/23,Black,Low,7.2,3,2,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,3,4,Green,NR,
Wildcat,6/1/23,Black,Low,7.2,3,5,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,3,7,Green,NR,
Wildcat,6/1/23,Black,Low,7.2,4,2,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,4,5,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,5,2,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,5,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,5,4,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,5,5,Green,NR,
Wildcat,6/1/23,Black,Low,7.2,6,2,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,6,3,Green,NR,
Wildcat,6/1/23,Black,Low,7.2,6,4,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,7,2,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,7,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,8,1,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,8,2,Green,NR,
Wildcat,6/1/23,Black,Low,7.2,8,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,8,3,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,8,4,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,8,5,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,9,1,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,9,4,NR,NR,
Wildcat,6/1/23,Black,Low,7.2,9,5,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,10,1,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,10,2,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,10,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,10,5,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,11,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,11,3,Green,NR,
Wildcat,6/1/23,Black,Low,7.2,11,5,Purple,NR,"""minor seed loss"""
Wildcat,6/1/23,Black,Low,7.2,12,2,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,12,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,12,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,12,4,Brown,NR,"""seed drop"""
Wildcat,6/1/23,Black,Low,7.2,13,1,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,13,3,Purple,NR,"envelope says 7.3 black low, 7.3 is white high"
Wildcat,6/1/23,Black,Low,7.2,13,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,13,4,Brown,NR,"""mild seed loss"""
Wildcat,6/1/23,Black,Low,7.2,13,5,Purple,NR,
Wildcat,6/1/23,White,Low,7.2,14,1,Green,NR,
Wildcat,6/1/23,White,Low,7.2,14,2,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,14,3,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,14,4,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,15,1,Brown,NR,
Wildcat,5/16/23,Black,Low,7.2,15,2,Brown,FC,
Wildcat,5/16/23,Black,Low,7.2,15,2,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,15,3,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,15,4,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,15,5,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,16,3,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,16,4,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,16,5,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,17,1,Green,NR,
Wildcat,6/1/23,Black,Low,7.2,17,2,Green,NR,
Wildcat,6/1/23,Black,Low,7.2,17,3,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,17,5,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,17,5,Purple,NR,
Wildcat,6/1/23,White,Low,7.2,18,1,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,18,2,Purple,NR,
Wildcat,6/1/23,White,Low,7.2,18,3,Brown,NR,
Wildcat,6/1/23,Black,Low,7.2,18,4,Purple,NR,
Wildcat,6/1/23,Black,Low,7.2,18,5,Purple,NR,
Wildcat,6/1/23,White,High,7.3,1,1,Brown,NR,
Wildcat,6/1/23,White,High,7.3,1,2,Purple,NR,
Wildcat,6/1/23,White,High,7.3,1,3,Purple,NR,"""dead"""
Wildcat,6/1/23,White,High,7.3,1,6,Purple,NR,
Wildcat,6/1/23,White,High,7.3,1,9,Brown,NR,
Wildcat,6/1/23,White,High,7.3,1,10,Brown,NR,
Wildcat,6/1/23,White,High,7.3,2,1,Brown,NR,
Wildcat,6/1/23,White,High,7.3,2,2,Brown,NR,
Wildcat,6/1/23,White,High,7.3,2,4,Green,NR,
Wildcat,6/1/23,White,High,7.3,2,6,Brown,NR,
Wildcat,6/1/23,White,High,7.3,2,9,Purple,NR,
Wildcat,6/1/23,White,High,7.3,2,10,Brown,NR,
Wildcat,6/1/23,White,High,7.3,3,1,Purple,NR,
Wildcat,6/1/23,White,High,7.3,3,2,Purple,NR,
Wildcat,6/1/23,White,High,7.3,3,4,Brown,NR,
Wildcat,6/1/23,White,High,7.3,3,9,Brown,NR,
Wildcat,6/1/23,White,High,7.3,3,10,Brown,NR,
Wildcat,6/1/23,White,High,7.3,4,1,Brown,NR,
Wildcat,6/1/23,White,High,7.3,4,2,Brown,NR,
Wildcat,6/1/23,White,High,7.3,4,4,Brown,NR,
Wildcat,6/1/23,White,High,7.3,4,5,Purple,NR,
Wildcat,6/1/23,White,High,7.3,4,6,Brown,NR,
Wildcat,6/1/23,White,High,7.3,4,8,Brown,NR,
Wildcat,6/1/23,White,High,7.3,4,10,Green,NR,
Wildcat,6/1/23,White,High,7.3,5,1,Brown,NR,
Wildcat,6/1/23,White,High,7.3,5,2,Purple,NR,*head smut*
Wildcat,6/1/23,White,High,7.3,5,3,Purple,NR,
Wildcat,6/1/23,White,High,7.3,5,4,Brown,NR,
Wildcat,6/1/23,White,High,7.3,5,6,Brown,NR,
Wildcat,6/1/23,White,High,7.3,5,10,Brown,NR,
Wildcat,6/1/23,White,High,7.3,6,1,Green,NR,
Wildcat,6/1/23,White,High,7.3,6,8,Purple,NR,
Wildcat,6/1/23,White,High,7.3,7,1,Brown,NR,
Wildcat,6/1/23,White,High,7.3,7,8,Brown,NR,
Wildcat,6/1/23,White,High,7.3,7,10,Brown,NR,
Wildcat,6/1/23,White,High,7.3,8,1,Brown,NR,
Wildcat,6/1/23,White,High,7.3,8,2,Purple,NR,
Wildcat,6/1/23,White,High,7.3,8,5,Brown,NR,
Wildcat,6/1/23,White,High,7.3,8,7,Purple,NR,
Wildcat,6/1/23,White,High,7.3,8,8,Green,NR,
Wildcat,6/1/23,White,High,7.3,9,3,Brown,NR,*head smut*
Wildcat,6/1/23,White,High,7.3,9,5,Brown,NR,*head smut*
Wildcat,6/1/23,White,Low,7.4,3,1,Green,NR,
Wildcat,6/1/23,White,Low,7.4,3,2,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,3,3,Green,NR,
Wildcat,6/1/23,White,Low,7.4,3,3,Green,NR,
Wildcat,6/1/23,White,Low,7.4,3,5,Green,NR,
Wildcat,6/1/23,White,Low,7.4,4,2,Green,NR,
Wildcat,6/1/23,White,Low,7.4,4,4,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,4,5,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,5,1,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,5,3,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,5,4,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,6,1,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,6,3,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,6,5,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,6,5,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,7,1,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,7,2,Green,NR,
Wildcat,6/1/23,White,Low,7.4,7,3,Green,NR,
Wildcat,6/1/23,White,Low,7.4,8,1,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,8,1,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,8,2,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,8,3,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,8,4,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,8,5,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,9,1,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,9,3,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,9,4,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,9,5,Green,NR,
Wildcat,6/1/23,White,Low,7.4,10,1,Green,NR,
Wildcat,6/1/23,White,Low,7.4,10,2,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,10,2,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,10,3,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,10,4,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,10,5,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,11,2,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,11,3,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,11,4,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,11,5,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,12,2,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,12,3,Purple,NR,uncertain of phenological stage
Wildcat,6/1/23,White,Low,7.4,12,4,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,12,5,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,12,5,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,13,1,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,13,1,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,13,3,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,13,5,Green,NR,herbivory noted
Wildcat,6/1/23,White,Low,7.4,14,1,Green,NR,
Wildcat,6/1/23,White,Low,7.4,14,1,Green,NR,
Wildcat,6/1/23,White,Low,7.4,14,2,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,14,2,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,14,3,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,14,4,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,15,1,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,15,2,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,15,3,Purple,NR,uncertain of phenological stage
Wildcat,6/1/23,White,Low,7.4,15,3,Purple,NR,uncertain of phenological stage
Wildcat,6/1/23,White,Low,7.4,15,4,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,15,5,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,16,1,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,16,3,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,16,4,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,16,5,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,17,1,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,17,2,NR,NR,
Wildcat,6/1/23,White,Low,7.4,18,2,Brown,NR,
Wildcat,6/1/23,White,Low,7.4,18,3,Green,NR,
Wildcat,6/1/23,White,Low,7.4,18,4,Purple,NR,
Wildcat,6/1/23,White,Low,7.4,18,5,Brown,NR,
Wildcat,6/1/23,White,High,8.1,1,2,Brown,NR,
Wildcat,6/1/23,White,High,8.1,2,4,Purple,NR,
Wildcat,6/1/23,White,High,8.1,2,6,Purple,NR,
Wildcat,6/1/23,White,High,8.1,2,7,Brown,NR,
Wildcat,6/1/23,White,High,8.1,2,8,Brown,NR,*head smut*
Wildcat,6/1/23,White,High,8.1,2,9,Purple,NR,
Wildcat,6/1/23,White,High,8.1,3,2,Brown,NR,
Wildcat,6/1/23,White,High,8.1,3,3,Brown,NR,
Wildcat,6/1/23,White,High,8.1,3,6,Brown,NR,
Wildcat,6/1/23,White,High,8.1,3,7,Purple,NR,
Wildcat,6/1/23,White,High,8.1,3,10,Brown,NR,*head smut*
Wildcat,6/1/23,White,High,8.1,4,4,Brown,NR,
Wildcat,6/1/23,White,High,8.1,4,6,Purple,NR,
Wildcat,6/1/23,White,High,8.1,4,7,Purple,NR,
Wildcat,5/4/23,White,High,8.1,5,2,LSG,NR,
Wildcat,5/4/23,White,High,8.1,5,2,LSG,NR,
Wildcat,6/1/23,White,High,8.1,5,4,Green,NR,
Wildcat,6/1/23,White,High,8.1,5,5,Purple,NR,
Wildcat,6/1/23,White,High,8.1,5,6,Purple,NR,
Wildcat,6/1/23,White,High,8.1,5,7,Brown,NR,
Wildcat,6/1/23,White,High,8.1,5,10,Green,NR,
Wildcat,6/1/23,White,High,8.1,6,1,Purple,NR,
Wildcat,6/1/23,White,High,8.1,6,2,Brown,NR,
Wildcat,6/1/23,White,High,8.1,6,9,Purple,NR,
Wildcat,6/1/23,White,High,8.1,6,10,Brown,NR,*head smut*
Wildcat,6/1/23,White,High,8.1,7,2,Brown,NR,
Wildcat,6/1/23,White,High,8.1,7,5,Purple,NR,
Wildcat,6/1/23,White,High,8.1,7,7,Purple,NR,
Wildcat,6/1/23,White,High,8.1,7,9,Purple,NR,
Wildcat,6/1/23,White,High,8.1,7,10,Brown,NR,
Wildcat,6/1/23,White,High,8.1,8,4,Brown,NR,
Wildcat,6/1/23,White,High,8.1,8,7,Purple,NR,
Wildcat,6/1/23,White,High,8.1,8,8,Brown,NR,*head smut*
Wildcat,6/1/23,White,High,8.1,8,9,Brown,NR,
Wildcat,6/1/23,White,High,8.1,8,10,Purple,NR,
Wildcat,6/1/23,White,High,8.1,9,1,Purple,NR,"*Envelope has 7.3 & 8.1 on it, probably 8.1 with First law of geography*"
Wildcat,6/1/23,White,High,8.1,9,10,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,1,1,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,1,2,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,1,5,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,1,6,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,1,6,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,1,7,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,1,7,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,1,8,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,1,8,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,1,10,NR,NR,
Wildcat,6/1/23,Black,High,8.2,1,10,NR,NR,
Wildcat,6/1/23,Black,High,8.2,2,1,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,2,2,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,2,3,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,2,6,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,2,6,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,2,8,Brown,NR,*head smut*
Wildcat,6/1/23,Black,High,8.2,2,8,Brown,NR,*head smut*
Wildcat,6/1/23,Black,High,8.2,3,1,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,3,2,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,3,3,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,3,4,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,3,7,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,3,7,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,3,8,Green,NR,
Wildcat,6/1/23,Black,High,8.2,3,8,Green,NR,
Wildcat,6/1/23,Black,High,8.2,3,9,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,3,9,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,4,7,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,4,7,Purple,NR,
Wildcat,3/4/23,Black,High,8.2,4,8,NR,SS,
Wildcat,3/4/23,Black,High,8.2,4,8,NR,SS,
Wildcat,6/1/23,Black,High,8.2,4,9,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,4,9,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,4,10,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,4,10,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,5,1,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,5,3,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,5,6,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,5,7,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,5,10,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,5,10,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,6,2,Green,NR,
Wildcat,6/1/23,Black,High,8.2,6,4,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,6,5,Purple,NR,
Wildcat,5/16/23,Black,High,8.2,6,6,NR,SS,
Wildcat,6/1/23,Black,High,8.2,7,3,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,7,4,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,7,4,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,7,5,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,7,6,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,7,6,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,7,6,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,7,7,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,7,7,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,7,7,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,7,8,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,7,8,Brown,NR,
Wildcat,6/1/23,Black,High,8.2,8,1,Purple,NR,
Wildcat,6/1/23,Black,High,8.2,8,3,Purple,NR,
