Site,Date,Last harvest date,# of harvests,Block,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,harvest,tillers,biomass_whole,inflor_mass,notes
SheepStation,7/10/2023,,,,12,low,black,7,1,35,2020,Chambers07,43.94,-116.19,Y,FG_FP_BS,Y,17,2.72,3.30,
SheepStation,,,,,12,low,black,7,2,81,2020,Pyle17,44.36,-118.93,N,NA,NA,,,,
SheepStation,,,,,12,low,black,7,3,64,2020,Lee 04,35.4564,-115.52,N,NA,NA,,,,
SheepStation,,,,,12,low,black,7,4,98,2020,Chynoweth05,40.480805,-109.438229,N,NA,NA,,,,
SheepStation,7/17/2023,,,,12,low,black,7,5,100,2020,Chynoweth08,40.640878,-109.48689,Y,BS_FG_FP,N,5,0.42,0.61,
SheepStation,,,,,12,low,black,8,1,59,2020,Lavin01,44.68,-109.07,N,NA,NA,,,,
SheepStation,7/10/2023,,,,12,low,black,8,2,89,2020,Symstad1,44.59,-104.71,Y,FG_FP,Y,15,3.9,3.75,
SheepStation,,,,,12,low,black,8,3,88,2021,Schupp05,39.11,-112.74,N,NA,NA,,,,
SheepStation,,,,,12,low,black,8,4,31,2020,Urza01,40.35,-119.34,N,NA,NA,,,,
SheepStation,,,,,12,low,black,8,5,97,2020,Chynoweth03,39.83576,-109.61202,N,NA,NA,,,,
SheepStation,7/17/2023,,,,12,low,black,9,1,71,2020,Porensky30,40.63,-105.27,Y,BS_FG,N,8,1.4,0.95,
SheepStation,,,,,12,low,black,9,2,92,2020,Symstad4,43.71,-102.58,N,NA,NA,,,,
SheepStation,,,,,12,low,black,9,3,150,2021,Mancillas01,,,N,NA,NA,,,,
SheepStation,7/10/2023,,,,12,low,black,9,4,19,2020,Barnett01,43.48,-110.74,Y,FG_FP,Y,5,0.4,0.68,
SheepStation,7/10/2023,,,,12,low,black,9,5,96,2020,Chynoweth02,40.29092,-109.68361,Y,FG_FP_BS,Y,8,1.04,1.04,
SheepStation,,,,,12,low,black,10,1,38,2021,Copeland01,43.7,-117.33,N,NA,NA,,,,
SheepStation,7/17/2023,,,,12,low,black,10,2,55,2020,JackieOtt2,43.71,-102.32,Y,FG,N,3,0.4,0.38,
SheepStation,7/10/2023,,,,12,low,black,10,3,73,2020,Pyke 08,46.74830998,-119.361636,Y,FG_FP_BS,Y,15,2.09,2.88,
SheepStation,,,,,12,low,black,10,4,25,2020,Symstad6,41.83,-103.71,N,NA,NA,,,,
SheepStation,,,,,12,low,black,10,5,91,2020,Symstad3,43.62,-103.47,N,NA,NA,,,,
SheepStation,,,,,12,low,black,11,1,30,2020,Chambers02,39.95,-118.76,N,NA,NA,,,,
SheepStation,,,,,12,low,black,11,2,9,2020,Adler05,40.79,-111.87,N,NA,NA,,,,
SheepStation,,,,,12,low,black,11,3,27,2020,JackieOtt6,43.84,-101.94,Y,V3+,N,,,,not cheatgrass
SheepStation,,,,,12,low,black,11,4,53,2020,Hufft02,39.547444,-105.102111,N,V1,NA,,,,
SheepStation,,,,,12,low,black,11,5,33,2020,Chambers05,41.54,-117.75,N,V1,NA,,,,
SheepStation,,,,,12,low,black,12,1,90,2020,Symstad2,43.87,-103.46,N,NA,NA,,,,
SheepStation,,,,,12,low,black,12,2,42,2020,Downs 01,46.38145,-119.430272,N,NA,NA,,,,
SheepStation,,,,,12,low,black,12,3,65,2020,Leger 1,39.49,-119.84,N,NA,NA,,,,
SheepStation,7/17/2023,,,,12,low,black,12,4,6,2020,AAFC09,49.62,-119.8,Y,BS_FG,N,5,0.79,0.23,
SheepStation,7/10/2023,,,,12,low,black,12,5,69,2020,Porensky17,43.34,-105.13,Y,FG_FP,Y,8,0.71,0.92,
SheepStation,,,,,12,low,black,13,1,56,2020,JackieOtt5,43.78,-102.61,N,NA,NA,,,,
SheepStation,,,,,12,low,black,13,2,1,2020,AAFC04,50.08,-120.65,Y,V3+,N,,,,not cheatgrass
SheepStation,,,,,12,low,black,13,3,83,2020,Reed01,38.52,-109.47,Y,,Y,,,,
SheepStation,,,,,12,low,black,13,4,43,2020,Downs 02,46.25045,-119.53334,N,NA,NA,,,,
SheepStation,,,,,12,low,black,13,5,11,2020,Adler09,43.31,-112.27,N,NA,NA,,,,
SheepStation,,,,,12,low,black,14,1,82,2020,Pyle19,44.57,-119.65,N,V0,NA,,,,
SheepStation,,,,,12,low,black,14,2,54,2020,JackieOtt1,43.65,-102.97,N,NA,NA,,,,
SheepStation,,,,,12,low,black,14,3,18,2022,Adler18,40.86,-114.22,N,NA,NA,,,,
SheepStation,,,,,12,low,black,14,4,8,2020,Blumenthal01,41.18,-104.9,N,NA,NA,,,,
SheepStation,,,,,12,low,black,14,5,102,2020,Shriver02,48,-114.04,N,NA,NA,,,,
SheepStation,,,,,12,low,black,15,1,47,2020,Fleishman_07,39.17,-117.44,N,NA,NA,,,,
SheepStation,7/10/2023,,,,12,low,black,15,2,77,2020,Pyle10,43.19,-120,Y,FG_FP_BS,Y,18,2.85,2.33,
SheepStation,,,,,12,low,black,15,3,61,2020,Lee 01,36.82340833,-116.0163889,N,NA,NA,,,,
SheepStation,,,,,12,low,black,15,4,46,2020,Fleishman_05,39.12,-117.27,N,NA,NA,,,,
SheepStation,,,,,12,low,black,15,5,58,2020,JackieOtt7,43.82,-101.94,N,V0,NA,,,,
SheepStation,,,,,12,low,black,16,1,51,2020,Holdrege1,41.61,-111.57,N,NA,NA,,,,
SheepStation,,,,,12,low,black,16,2,29,2020,Chambers01,39.55,-119.58,N,NA,NA,,,,
SheepStation,,,,,12,low,black,16,3,39,2020,Copeland05,42.27,-118.71,N,NA,NA,,,,
SheepStation,,,,,12,low,black,16,4,45,2020,Fleishman_01,38.47,-119.49,N,NA,NA,,,,
SheepStation,,,,,12,low,black,16,5,7,2020,AAFC10,49.71,-120.05,N,NA,NA,,,,
SheepStation,,,,,13,low,white,1,1,38,2021,Copeland01,43.7,-117.33,N,NA,NA,,,,
SheepStation,,,,,13,low,white,1,2,34,2020,Chambers06,41.54,-117.78,N,NA,NA,,,,
SheepStation,,,,,13,low,white,1,3,101,2020,Shriver01,34.06,-116.22,N,NA,NA,,,,
SheepStation,,,,,13,low,white,1,4,73,2020,Pyke 08,46.74830998,-119.361636,N,NA,NA,,,,
SheepStation,7/17/2023,,,,13,low,white,1,5,45,2020,Fleishman_01,38.47,-119.49,Y,FG_FP,N,6,0.64,1.83,
SheepStation,,,,,13,low,white,2,1,31,2020,Urza01,40.35,-119.34,N,NA,NA,,,,
SheepStation,7/10/2023,,,,13,low,white,2,2,93,2020,Urza02,40.84,-119.56,Y,FG_FP_BS,Y,8,1.45,2.72,
SheepStation,7/10/2023,,,,13,low,white,2,3,68,2020,Porensky01,43.24,-105.18,Y,FG_FP,Y,3,0.22,0.45,
SheepStation,7/10/2023,,,,13,low,white,2,4,12,2020,Schupp02,40.2,-112.46,Y,FG_FP_BS,Y,7,0.82,1,
SheepStation,,,,,13,low,white,2,5,86,2020,Schupp03,38.6,-113.79,N,NA,NA,,,,
SheepStation,7/10/2023,,,,13,low,white,3,1,8,2020,Blumenthal01,41.18,-104.9,Y,FG_FP,Y,2,0.053,0.18,
SheepStation,7/10/2023,,,,13,low,white,3,2,58,2020,JackieOtt7,43.82,-101.94,Y,FG_FP,Y,3,0.51,0.94,
SheepStation,6/26/2023,,,,13,low,white,3,3,84,2020,Reed03,38.75,-109.79,Y,FG,Y,6,0.16,0.28,SMUT
SheepStation,,,,,13,low,white,3,4,81,2020,Pyle17,44.36,-118.93,N,NA,NA,,,,
SheepStation,,,,,13,low,white,3,5,74,2020,Pyke 21,47.61803776,-119.6830115,N,NA,NA,,,,
SheepStation,7/10/2023,,,,13,low,white,4,1,69,2020,Porensky17,43.34,-105.13,Y,FG_FP,Y,3,0.36,0.85,
SheepStation,7/14/2023,,,,13,low,white,4,2,83,2020,Reed01,38.52,-109.47,Y,FG_FP,Y,5,0.31,0.65,
SheepStation,,,,,13,low,white,4,3,65,2020,Leger 1,39.49,-119.84,N,NA,NA,,,,
SheepStation,7/10/2023,,,,13,low,white,4,4,36,2020,Chambers08,42.24,-114.57,Y,FG_FP_BS,Y,8,1.05,1.7,
SheepStation,7/10/2023,,,,13,low,white,4,5,39,2020,Copeland05,42.27,-118.71,Y,FG_FP,Y,5,0.14,0.22,
SheepStation,,,,,13,low,white,5,1,47,2020,Fleishman_07,39.17,-117.44,N,NA,NA,,,,
SheepStation,7/4/2023,,,,13,low,white,5,2,103,2020,Davies03,42.68,-118.68,Y,FG_BS,Y,10,0.274,0.515,smut
SheepStation,,,,,13,low,white,5,3,66,2020,Maron1,46.68,-114.03,N,NA,NA,,,,
SheepStation,,,,,13,low,white,5,4,79,2020,Pyle15,43.8,-119,N,NA,NA,,,,
SheepStation,7/4/2023,,,,13,low,white,5,5,30,2020,Chambers02,39.95,-118.76,Y,FG_FP,Y,4,0.144,0.44,
SheepStation,7/10/2023,,,,13,low,white,6,1,24,2020,Blumenthal08,40.64,-104.56,Y,FG_FP,Y,4,0.478,0.891,
SheepStation,7/10/2023,,,,13,low,white,6,2,35,2020,Chambers07,43.94,-116.19,Y,FG_FP_BS,Y,8,0.979,1.613,
SheepStation,7/4/2023,,,,13,low,white,6,3,33,2020,Chambers05,41.54,-117.75,Y,FG_FP,Y,4,0.274,0.912,
SheepStation,7/17/2023,,,,13,low,white,6,4,7,2020,AAFC10,49.71,-120.05,Y,FG_FP,N,5,0.996,1.806,
SheepStation,,,,,13,low,white,6,5,9,2020,Adler05,40.79,-111.87,N,NA,NA,,,,
SheepStation,7/4/2023,,,,13,low,white,7,1,75,2020,Pyle01,42.35,-118.65,Y,FG_FP,Y,4,0.142,0.263,smut
SheepStation,7/4/2023,,,,13,low,white,7,2,46,2020,Fleishman_05,39.12,-117.27,Y,FG,Y,6,0.241,0.223,partial smut
SheepStation,,,,,13,low,white,7,3,59,2020,Lavin01,44.68,-109.07,N,V1,NA,,,,
SheepStation,7/10/2023,,,,13,low,white,7,4,51,2020,Holdrege1,41.61,-111.57,Y,FG_FP,Y,9,0.83,1.54,
SheepStation,,,,,13,low,white,7,5,38,2021,Copeland01,43.7,-117.33,N,NA,NA,,,,
SheepStation,,,,,13,low,white,8,1,87,2020,Schupp04,38.52,-113.55,N,NA,NA,,,,
SheepStation,7/10/2023,,,,13,low,white,8,2,104,2020,Germino BOP 01,43.4720833,-116.2338306,Y,FG_FP,Y,3,0.34,0.85,
SheepStation,7/4/2023,,,,13,low,white,8,3,84,2020,Reed03,38.75,-109.79,Y,FG_FP,Y,12,1.17,2.11,
SheepStation,6/26/2023,,,,13,low,white,8,4,54,2020,JackieOtt1,43.65,-102.97,Y,FG,Y,8,0.81,0.75,SMUT
SheepStation,7/10/2023,,,,13,low,white,8,5,57,2020,JackieOtt6,43.84,-101.94,Y,FG_FP,Y,4,0.25,0.68,
SheepStation,,,,,13,low,white,9,1,53,2020,Hufft02,39.547444,-105.102111,N,NA,NA,,,,
SheepStation,6/14/2023,,,,13,low,white,9,2,64,2020,Lee 04,35.4564,-115.52,Y,FB_BS,Y,2,0.07,0.06,
SheepStation,7/4/2023,,,,13,low,white,9,3,49,2020,Getts3,40.43,-120.67,Y,FG_FP,Y,7,1.04,1.29,
SheepStation,,,,,13,low,white,9,4,52,2020,Hufft01,38.6701,-108.3286,N,NA,NA,,,,
SheepStation,7/4/2023,,,,13,low,white,9,5,63,2020,Lee 03,36.5247,-115.8987,Y,FG_FP,Y,5,0.339,1.229,
SheepStation,7/10/2023,,,,13,low,white,10,1,6,2020,AAFC09,49.62,-119.8,Y,FG_FP,Y,3,0.277,0.614,
SheepStation,7/10/2023,,,,13,low,white,10,2,95,2021,Wilcox02,41.31,-105.66,Y,FG_FP_BS,Y,6,0.841,1.328,
SheepStation,7/10/2023,,,,13,low,white,10,3,96,2020,Chynoweth02,40.29092,-109.68361,Y,FG_FP,Y,3,0.788,1.093,
SheepStation,,,,,13,low,white,10,4,77,2020,Pyle10,43.19,-120,N,NA,NA,,,,
SheepStation,,,,,13,low,white,10,5,42,2021,Downs 01,46.38145,-119.430272,N,NA,NA,,,,
SheepStation,,,,,13,low,white,11,1,62,2020,Lee 02,35.3984,-115.7845,N,NA,NA,,,,
SheepStation,7/17/2023,,,,13,low,white,11,2,25,2020,Symstad6,41.83,-103.71,Y,FG_FP,N,4,1.21,2.518,
SheepStation,7/10/2023,,,,13,low,white,11,3,28,2020,Bradford01,35.23,-111.62,Y,FG_FP,Y,11,2.73,3.95,
SheepStation,7/10/2023,,,,13,low,white,11,4,100,2020,Chynoweth08,40.640878,-109.48689,Y,FG_FP,Y,7,0.68,1.02,
SheepStation,,,,,13,low,white,11,5,43,2020,Downs 02,46.25045,-119.53334,N,NA,NA,,,,
SheepStation,7/4/2023,,,,13,low,white,12,1,29,2020,Chambers01,39.55,-119.58,Y,FG_FP,Y,3,0.32,0.89,
SheepStation,,,,,13,low,white,12,2,18,2020,Adler18,40.86,-114.22,N,NA,NA,,,,
SheepStation,7/10/2023,,,,13,low,white,12,3,55,2020,JackieOtt2,43.71,-102.32,Y,FG_FP_BS,Y,6,1.45,2.41,
SheepStation,7/4/2023,,,,13,low,white,12,4,102,2020,Shriver02,48,-114.04,Y,FG_FP,Y,8,1.37,1.5,
SheepStation,7/17/2023,,,,13,low,white,12,5,37,2020,Chambers09,40.66,-116.73,Y,FP,N,1,0.015,0.045,
SheepStation,7/17/2023,,,,13,low,white,13,1,2,2020,AAFC05,50.09,-120.45,Y,FG_FP,N,5,0.94,1.27,
SheepStation,7/10/2023,,,,13,low,white,13,2,98,2020,Chynoweth05,40.480805,-109.438229,Y,FG_FP,Y,4,0.581,1.035,
SheepStation,7/4/2023,,,,13,low,white,13,3,82,2020,Pyle19,44.57,-119.65,Y,FG_FP,Y,6,0.758,1.362,
SheepStation,7/10/2023,,,,13,low,white,13,4,76,2020,Pyle09,43.42,-119.62,Y,FG_FP,Y,7,0.709,1.291,
SheepStation,7/4/2023,,,,13,low,white,13,5,32,2020,Chambers04,41.31,-117.63,Y,FG_FP,Y,6,0.279,0.753,
SheepStation,7/4/2023,,,,13,low,white,14,1,61,2020,Lee 01,36.82340833,-116.0163889,Y,FG_FP,Y,5,0.157,0.445,
SheepStation,7/10/2023,,,,13,low,white,14,2,11,2020,Adler09,43.31,-112.27,Y,FG_FP,Y,6,0.42,0.6,partial smut
SheepStation,,,,,13,low,white,14,3,71,2020,Porensky30,40.63,-105.27,N,NA,NA,,,,
SheepStation,7/10/2023,,,,13,low,white,14,4,56,2020,JackieOtt5,43.78,-102.61,Y,FG_FP,Y,4,0.22,0.3,
SheepStation,,,,,13,low,white,14,5,97,2021,Chynoweth03,39.83576,-109.61202,N,NA,NA,,,,
SheepStation,7/17/2023,,,,13,low,white,15,1,90,2020,Symstad2,43.87,-103.46,Y,FG_FP,N,3,0.15,0.31,
SheepStation,,,,,13,low,white,15,2,92,2020,Symstad4,43.71,-102.58,N,NA,NA,,,,
SheepStation,7/10/2023,,,,13,low,white,15,3,150,2022,Mancillas01,,,Y,FG_FP,Y,2,0.08,0.2,
SheepStation,,,,,13,low,white,15,4,72,2020,Pyke 03,44.60456358,-120.1924183,N,NA,NA,,,,
SheepStation,7/4/2023,,,,13,low,white,15,5,19,2020,Barnett01,43.48,-110.74,Y,FG ,Y,6,0.32,0.45,PARTIAL SMUT
SheepStation,7/4/2023,,,,13,low,white,16,1,88,2020,Schupp05,39.11,-112.74,Y,FG_FP,Y,3,0.05,0.12,
SheepStation,7/17/2023,,,,13,low,white,16,2,91,2020,Symstad3,43.62,-103.47,Y,FG_FP,N,3,0.223,0.575,
SheepStation,,,,,13,low,white,16,3,88,2021,Schupp05,39.11,-112.74,N,NA,NA,,,,
SheepStation,7/17/2023,,,,13,low,white,16,4,44,2020,Downs 03,45.9663,-120.3671,Y,FG,N,5,0.243,0.418,
SheepStation,7/17/2023,,,,13,low,white,16,5,1,2020,AAFC04,50.08,-120.65,Y,FG_FP,N,3,0.1,0.25,
SheepStation,,,,,14,high,white,1,1,74,2020,Pyke 21,47.61803776,-119.6830115,N,NA,NA,,,,
SheepStation,,,,,14,high,white,1,2,38,2021,Copeland01,43.7,-117.33,N,NA,NA,,,,
SheepStation,,,,,14,high,white,1,3,17,2020,Symstad4,41.44,-110.11,N,NA,NA,,,,
SheepStation,,,,,14,high,white,1,4,63,2020,Lee 03,36.5247,-115.8987,N,NA,NA,,,,
SheepStation,,,,,14,high,white,1,5,57,2020,JackieOtt6,43.84,-101.94,N,NA,NA,,,,
SheepStation,,,,,14,high,white,1,6,76,2020,Pyle09,43.42,-119.62,N,NA,NA,,,,
SheepStation,6/26/2023,,,,14,high,white,1,7,33,2020,Chambers05,41.54,-117.75,Y,FP,Y,1,0.012,0.028,
SheepStation,,,,,14,high,white,1,8,5,2020,AAFC08,49.57,-120.55,N,NA,NA,,,,
SheepStation,7/4/2023,,,,14,high,white,1,9,98,2020,Chynoweth05,40.480805,-109.438229,Y,FP,Y,1,0.008,0.013,
SheepStation,7/4/2023,,,,14,high,white,1,10,47,2020,Fleishman_07,39.17,-117.44,Y,FP,Y,1,0.025,0.06,
SheepStation,,,,,14,high,white,2,1,6,2020,AAFC09,49.62,-119.8,N,NA,NA,,,,
SheepStation,,,,,14,high,white,2,2,49,2020,Getts3,40.43,-120.67,N,NA,NA,,,,
SheepStation,,,,,14,high,white,2,3,38,2021,Copeland01,43.7,-117.33,N,NA,NA,,,,
SheepStation,,,,,14,high,white,2,4,19,2020,Barnett01,43.48,-110.74,N,NA,NA,,,,
SheepStation,,,,,14,high,white,2,5,88,2020,Schupp05,39.11,-112.74,N,NA,NA,,,,
SheepStation,,,,,14,high,white,2,6,150,2022,Mancillas01,,,N,NA,NA,,,,
SheepStation,,,,,14,high,white,2,7,2,2020,AAFC05,50.09,-120.45,N,NA,NA,,,,
SheepStation,7/4/2023,,,,14,high,white,2,8,65,2020,Leger 1,39.49,-119.84,Y,FP,Y,1,0.009,0.015,
SheepStation,,,,,14,high,white,2,9,105,2021,Maron1,40.92,-102.52,N,NA,NA,,,,
SheepStation,,,,,14,high,white,2,10,93,2021,Urza02,40.84,-119.56,N,V3,NA,,,,plant died
SheepStation,,,,,14,high,white,3,1,11,2020,Adler09,43.31,-112.27,N,NA,NA,,,,
SheepStation,,,,,14,high,white,3,2,102,2020,Shriver02,48,-114.04,N,NA,NA,,,,
SheepStation,,,,,14,high,white,3,3,43,2020,Downs 02,46.25045,-119.53334,N,NA,NA,,,,
SheepStation,7/4/2023,,,,14,high,white,3,4,43,2020,Downs 02,46.25045,-119.53334,Y,FP,Y,1,0.029,0.075,
SheepStation,,,,,14,high,white,3,5,52,2020,Hufft01,38.6701,-108.3286,N,NA,NA,,,,
SheepStation,,,,,14,high,white,3,6,64,2020,Lee 04,35.4564,-115.52,N,NA,NA,,,,
SheepStation,7/10/2023,,,,14,high,white,3,7,90,2020,Symstad2,43.87,-103.46,Y,FP,Y,3,0.115,0.175,partial smut
SheepStation,,,,,14,high,white,3,8,86,2021,Schupp03,38.6,-113.79,N,NA,NA,,,,
SheepStation,,,,,14,high,white,3,9,42,2020,Downs 01,46.38145,-119.430272,N,NA,NA,,,,
SheepStation,7/4/2023,,,,14,high,white,3,10,55,2020,JackieOtt2,43.71,-102.32,Y,FP,Y,1,0.06,0.11,
SheepStation,,,,,14,high,white,4,1,29,2020,Chambers01,39.55,-119.58,N,NA,NA,,,,
SheepStation,,,,,14,high,white,4,2,37,2020,Chambers09,40.66,-116.73,N,NA,NA,,,,
SheepStation,7/4/2023,,,,14,high,white,4,3,25,2020,Symstad6,41.83,-103.71,Y,FP,Y,1,0.027,0.06,
SheepStation,,,,,14,high,white,4,4,31,2020,Urza01,40.35,-119.34,N,NA,NA,,,,
SheepStation,7/4/2023,,,,14,high,white,4,5,73,2020,Pyke 08,46.74830998,-119.361636,Y,FP,Y,1,0.036,0.07,
SheepStation,,,,,14,high,white,4,6,59,2020,Lavin01,44.68,-109.07,N,NA,NA,,,,
SheepStation,6/26/2023,,,,14,high,white,4,7,34,2020,Chambers06,41.54,-117.78,Y,FB ,Y,1,0.009,0.014,
SheepStation,,,,,14,high,white,4,8,54,2020,JackieOtt1,43.65,-102.97,N,NA,NA,,,,
SheepStation,,,,,14,high,white,4,9,97,2020,Chynoweth03,39.83576,-109.61202,N,NA,NA,,,,
SheepStation,,,,,14,high,white,4,10,53,2020,Hufft02,39.547444,-105.102111,N,NA,NA,,,,
SheepStation,,,,,14,high,white,5,1,32,2020,Chambers04,41.31,-117.63,N,NA,NA,,,,
SheepStation,,,,,14,high,white,5,2,61,2020,Lee 01,36.82340833,-116.0163889,N,NA,NA,,,,
SheepStation,,,,,14,high,white,5,3,75,2020,Pyle01,42.35,-118.65,N,NA,NA,,,,
SheepStation,7/4/2023,,,,14,high,white,5,4,57,2020,JackieOtt6,43.84,-101.94,Y,FP,Y,1,0.025,0.051,
SheepStation,7/10/2023,,,,14,high,white,5,5,68,2020,Porensky01,43.24,-105.18,Y,FB,Y,0,0.006,0,"no infloresence, only leafy material"
SheepStation,7/10/2023,,,,14,high,white,5,6,44,2020,Downs 03,45.9663,-120.3671,Y,FP,Y,1,0.05,0.18,
SheepStation,7/10/2023,,,,14,high,white,5,7,35,2020,Chambers07,43.94,-116.19,Y,FP,Y,2,0.13,0.31,partial smut
SheepStation,,,,,14,high,white,5,8,81,2020,Pyle17,44.36,-118.93,N,NA,NA,,,,
SheepStation,,,,,14,high,white,5,9,7,2020,AAFC10,49.71,-120.05,N,NA,NA,,,,
SheepStation,7/4/2023,,,,14,high,white,5,10,12,2020,Schupp02,40.2,-112.46,Y,FP,Y,1,0.041,0.08,
SheepStation,7/4/2023,,,,14,high,white,6,1,18,2020,Adler18,40.86,-114.22,Y,FP,Y,1,0.002,0.006,
SheepStation,,,,,14,high,white,6,2,36,2020,Chambers08,42.24,-114.57,N,NA,NA,,,,
SheepStation,7/4/2023,,,,14,high,white,6,3,77,2020,Pyle10,43.19,-120,Y,FP,Y,1,0.07,0.13,
SheepStation,,,,,14,high,white,6,4,83,2020,Reed01,38.52,-109.47,N,NA,NA,,,,
SheepStation,,,,,14,high,white,6,5,58,2020,JackieOtt7,43.82,-101.94,N,NA,NA,,,,
SheepStation,,,,,14,high,white,6,6,71,2020,Porensky30,40.63,-105.27,N,NA,NA,,,,
SheepStation,7/4/2023,,,,14,high,white,6,7,51,2020,Holdrege1,41.61,-111.57,Y,FP,Y,1,0.041,0.07,
SheepStation,,,,,14,high,white,6,8,87,2021,Schupp04,38.52,-113.55,N,NA,NA,,,,
SheepStation,6/26/2023,,,,14,high,white,6,9,8,2020,Blumenthal01,41.18,-104.9,Y,FG,Y,1,0.016,0.01,SMUT
SheepStation,6/14/2023,,,,14,high,white,6,10,30,2020,Chambers02,39.95,-118.76,Y,FG,Y,2,0.015,0.015,smut
SheepStation,6/14/2023,,,,14,high,white,7,1,101,2020,Shriver01,34.06,-116.22,Y,FG,Y,1,0.026,0.033,SMUT
SheepStation,,,,,14,high,white,7,2,82,2020,Pyle19,44.57,-119.65,N,NA,NA,,,,
SheepStation,6/19/2023,,,,14,high,white,7,3,100,2020,Chynoweth08,40.640878,-109.48689,Y,FG,Y,1,0.01,0.008,smut
SheepStation,,,,,14,high,white,7,4,24,2020,Blumenthal08,40.64,-104.56,N,NA,NA,,,,
SheepStation,,,,,14,high,white,7,5,28,2020,Bradford01,35.23,-111.62,N,NA,NA,,,,
SheepStation,,,,,14,high,white,7,6,46,2020,Fleishman_05,39.12,-117.27,N,NA,NA,,,,
SheepStation,,,,,14,high,white,7,7,93,2021,Urza02,40.84,-119.56,N,NA,NA,,,,
SheepStation,,,,,14,high,white,7,8,39,2020,Copeland05,42.27,-118.71,N,NA,NA,,,,
SheepStation,,,,,14,high,white,7,9,1,2020,AAFC04,50.08,-120.65,N,NA,NA,,,,
SheepStation,,,,,14,high,white,7,10,62,2020,Lee 02,35.3984,-115.7845,N,NA,NA,,,,
SheepStation,7/10/2023,,,,14,high,white,8,1,95,2021,Wilcox02,41.31,-105.66,Y,FP,Y,1,0.004,0.011,
SheepStation,7/4/2023,,,,14,high,white,8,2,14,2020,Adler13,41.44,-111.08,Y,FG_FP,Y,2,0.04,0.13,
SheepStation,7/10/2023,,,,14,high,white,8,3,79,2020,Pyle15,43.8,-119,Y,FG_FP,Y,2,0.15,0.27,
SheepStation,,,,,14,high,white,8,4,72,2020,Pyke 03,44.60456358,-120.1924183,N,NA,NA,,,,
SheepStation,,,,,14,high,white,8,5,104,2020,Germino BOP 01,43.4720833,-116.2338306,N,NA,NA,,,,
SheepStation,,,,,14,high,white,8,6,60,2020,Fleishman_01,45.67,-111.03,N,NA,NA,,,,
SheepStation,,,,,14,high,white,8,7,84,2020,Reed03,38.75,-109.79,N,NA,NA,,,,
SheepStation,,,,,14,high,white,8,8,96,2020,Chynoweth02,40.29092,-109.68361,N,NA,NA,,,,
SheepStation,,,,,14,high,white,8,9,91,2020,Symstad3,43.62,-103.47,N,NA,NA,,,,
SheepStation,,,,,14,high,white,8,10,56,2020,JackieOtt5,43.78,-102.61,N,NA,NA,,,,
SheepStation,7/4/2023,,,,15,high,black,1,1,92,2020,Symstad4,43.71,-102.58,Y,FP,Y,1,0.19,0.037,
SheepStation,,,,,15,high,black,1,2,69,2020,Porensky17,43.34,-105.13,N,NA,NA,,,,
SheepStation,,,,,15,high,black,1,3,7,2020,AAFC10,49.71,-120.05,N,NA,NA,,,,
SheepStation,,,,,15,high,black,1,4,37,2020,Chambers09,40.66,-116.73,N,NA,NA,,,,
SheepStation,,,,,15,high,black,1,5,62,2020,Lee 02,35.3984,-115.7845,N,V2,NA,,,,plant died
SheepStation,,,,,15,high,black,1,6,43,2020,Downs 02,46.25045,-119.53334,N,NA,NA,,,,
SheepStation,,,,,15,high,black,1,7,83,2020,Reed01,38.52,-109.47,N,NA,NA,,,,
SheepStation,,,,,15,high,black,1,8,82,2020,Pyle19,44.57,-119.65,N,NA,NA,,,,
SheepStation,,,,,15,high,black,1,9,65,2020,Leger 1,39.49,-119.84,N,NA,NA,,,,
SheepStation,,,,,15,high,black,1,10,96,2020,Chynoweth02,40.29092,-109.68361,N,NA,NA,,,,
SheepStation,,,,,15,high,black,2,1,66,2020,Maron1,46.68,-114.03,N,NA,NA,,,,
SheepStation,7/4/2023,,,,15,high,black,2,2,91,2020,Symstad3,43.62,-103.47,Y,FG,Y,6,0.19,0.32,smut
SheepStation,,,,,15,high,black,2,3,38,2021,Copeland01,43.7,-117.33,N,NA,NA,,,,
SheepStation,,,,,15,high,black,2,4,55,2020,JackieOtt2,43.71,-102.32,N,NA,NA,,,,
SheepStation,7/4/2023,,,,15,high,black,2,5,74,2020,Pyke 21,47.61803776,-119.6830115,Y,FP,Y,2,0.12,0.23,
SheepStation,,,,,15,high,black,2,6,36,2020,Chambers08,42.24,-114.57,N,NA,NA,,,,
SheepStation,,,,,15,high,black,2,7,26,2020,Chynoweth01,39.76604,-109.5635,N,NA,NA,,,,
SheepStation,,,,,15,high,black,2,8,11,2020,Adler09,43.31,-112.27,N,NA,NA,,,,
SheepStation,,,,,15,high,black,2,9,2,2020,AAFC05,50.09,-120.45,N,NA,NA,,,,
SheepStation,,,,,15,high,black,2,10,58,2020,JackieOtt7,43.82,-101.94,N,NA,NA,,,,
SheepStation,,,,,15,high,black,3,1,45,2020,Fleishman_01,38.47,-119.49,N,NA,NA,,,,
SheepStation,,,,,15,high,black,3,2,150,2021,Mancillas01,,,N,NA,NA,,,,
SheepStation,,,,,15,high,black,3,3,52,2020,Hufft01,38.6701,-108.3286,N,NA,NA,,,,
SheepStation,7/4/2023,,,,15,high,black,3,4,33,2020,Chambers05,41.54,-117.75,Y,FG_FP,Y,3,0.24,0.64,
