site,block,density_long,density,albedo,source,growout_yr,growout_loc,,,X,Y,genotype,genotype_batch
Cheyenne,8,low,lo,black,Symstad4,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,9,5,g92,92_Reno
Cheyenne,8,low,lo,black,Fleishman_07,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,10,5,g47,47_Reno
Cheyenne,8,low,lo,black,Fleishman_05,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,11,5,g46,46_Reno
Cheyenne,8,low,lo,black,Hufft2,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,12,5,g53,53_Reno
Cheyenne,8,low,lo,black,AAFC09,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,13,5,g6,6_Reno
Cheyenne,8,low,lo,black,AAFC08,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,14,5,g5,5_Reno
Cheyenne,8,low,lo,black,Chambers09,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,15,5,g37,37_Reno
Cheyenne,8,low,lo,black,Lavin02,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,16,5,g60,60_Reno
Cheyenne,8,low,lo,black,JackieOtt6,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,17,5,g57,57_Reno
Cheyenne,8,low,lo,black,Chambers06,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,18,5,g34,34_Reno
Cheyenne,8,low,lo,black,Lee2,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,19,5,g62,62_Reno
Cheyenne,8,low,lo,black,Hufft1,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,20,5,g52,52_Reno
Cheyenne,8,low,lo,white,Downs01,2021,Logan,lo white Cheyenne,lo white Cheyenne 8,1,1,g42,42_Logan
Cheyenne,8,low,lo,white,Symstad4,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,2,1,g92,92_Reno
Cheyenne,8,low,lo,white,Chynoweth01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,3,1,g26,26_Reno
Cheyenne,8,low,lo,white,Downs02,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,4,1,g43,43_Reno
Cheyenne,8,low,lo,white,Lee2,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,5,1,g62,62_Reno
Cheyenne,8,low,lo,white,Pyle010,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,6,1,g77,77_Reno
Cheyenne,8,low,lo,white,Schupp02,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,7,1,g12,12_Reno
Cheyenne,8,low,lo,white,Downs02,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,8,1,g43,43_Reno
Cheyenne,8,low,lo,white,Davies03,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,9,1,g103,103_Reno
Cheyenne,8,low,lo,white,Schupp01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,10,1,g13,13_Reno
Cheyenne,8,low,lo,white,Pyle009,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,11,1,g76,76_Reno
Cheyenne,8,low,lo,white,Pyke8,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,12,1,g73,73_Reno
Cheyenne,8,low,lo,white,Lee2,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,13,1,g62,62_Reno
Cheyenne,8,low,lo,white,Urza1,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,14,1,g31,31_Reno
Cheyenne,8,low,lo,white,Lee4,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,15,1,g64,64_Reno
Cheyenne,8,low,lo,white,Copeland05,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,16,1,g39,39_Reno
Cheyenne,8,low,lo,white,Lee2,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,17,1,g62,62_Reno
Cheyenne,8,low,lo,white,Getts3,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,18,1,g49,49_Reno
Cheyenne,8,low,lo,white,Chambers01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,19,1,g29,29_Reno
Cheyenne,8,low,lo,white,Wilcox02,2021,Logan,lo white Cheyenne,lo white Cheyenne 8,20,1,g95,95_Logan
Cheyenne,8,low,lo,white,Schupp04,2021,Logan,lo white Cheyenne,lo white Cheyenne 8,1,2,g87,87_Logan
Cheyenne,8,low,lo,white,Adler18,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,2,2,g18,18_Reno
Cheyenne,8,low,lo,white,Chambers06,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,3,2,g34,34_Reno
Cheyenne,8,low,lo,white,Pyle015,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,4,2,g79,79_Reno
Cheyenne,8,low,lo,white,Chynoweth05,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,5,2,g98,98_Reno
Cheyenne,8,low,lo,white,Schupp05,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,6,2,g88,88_Reno
Cheyenne,8,low,lo,white,Lee3,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,7,2,g63,63_Reno
Cheyenne,8,low,lo,white,Chambers04,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,8,2,g32,32_Reno
Cheyenne,8,low,lo,white,JackieOtt2,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,9,2,g55,55_Reno
Cheyenne,8,low,lo,white,Getts3,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,10,2,g49,49_Reno
Cheyenne,8,low,lo,white,Lee1,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,11,2,g61,61_Reno
Cheyenne,8,low,lo,white,Adler13,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,12,2,g14,14_Reno
Cheyenne,8,low,lo,white,Chambers02,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,13,2,g30,30_Reno
Cheyenne,8,low,lo,white,Pyle019,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,14,2,g82,82_Reno
Cheyenne,8,low,lo,white,Blumenthal01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,15,2,g8,8_Reno
Cheyenne,8,low,lo,white,Symstad1,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,16,2,g89,89_Reno
Cheyenne,8,low,lo,white,Pyke21,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,17,2,g74,74_Reno
Cheyenne,8,low,lo,white,Downs03,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,18,2,g44,44_Reno
Cheyenne,8,low,lo,white,Adler17,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,19,2,g17,17_Reno
Cheyenne,8,low,lo,white,Chambers08,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,20,2,g36,36_Reno
Cheyenne,8,low,lo,white,Reed01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,1,3,g83,83_Reno
Cheyenne,8,low,lo,white,Schupp03,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,2,3,g86,86_Reno
Cheyenne,8,low,lo,white,Chambers01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,3,3,g29,29_Reno
Cheyenne,8,low,lo,white,Fleishman_01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,4,3,g45,45_Reno
Cheyenne,8,low,lo,white,Getts3,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,5,3,g49,49_Reno
Cheyenne,8,low,lo,white,Symstad3,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,6,3,g91,91_Reno
Cheyenne,8,low,lo,white,Fleishman_05,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,7,3,g46,46_Reno
Cheyenne,8,low,lo,white,Chynoweth08,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,8,3,g100,100_Reno
Cheyenne,8,low,lo,white,JackieOtt1,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,9,3,g54,54_Reno
Cheyenne,8,low,lo,white,Blumenthal08,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,10,3,g24,24_Reno
Cheyenne,8,low,lo,white,Lavin01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,11,3,g59,59_Reno
Cheyenne,8,low,lo,white,Germino BOP 01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,12,3,g104,104_Reno
Cheyenne,8,low,lo,white,Urza2,2021,Logan,lo white Cheyenne,lo white Cheyenne 8,13,3,g93,93_Logan
Cheyenne,8,low,lo,white,Lee3,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,14,3,g63,63_Reno
Cheyenne,8,low,lo,white,Pyle001,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,15,3,g75,75_Reno
Cheyenne,8,low,lo,white,AAFC08,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,16,3,g5,5_Reno
Cheyenne,8,low,lo,white,AAFC09,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,17,3,g6,6_Reno
Cheyenne,8,low,lo,white,Hufft2,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,18,3,g53,53_Reno
Cheyenne,8,low,lo,white,Lee1,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,19,3,g61,61_Reno
Cheyenne,8,low,lo,white,Pyke3,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,20,3,g72,72_Reno
Cheyenne,8,low,lo,white,Chynoweth02,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,1,4,g96,96_Reno
Cheyenne,8,low,lo,white,Porensky30,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,2,4,g71,71_Reno
Cheyenne,8,low,lo,white,Chambers06,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,3,4,g34,34_Reno
Cheyenne,8,low,lo,white,Lavin02,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,4,4,g60,60_Reno
Cheyenne,8,low,lo,white,Porensky1,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,5,4,g68,68_Reno
Cheyenne,8,low,lo,white,Germino BOP 01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,6,4,g104,104_Reno
Cheyenne,8,low,lo,white,AAFC04,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,7,4,g1,1_Reno
Cheyenne,8,low,lo,white,AAFC10,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,8,4,g7,7_Reno
Cheyenne,8,low,lo,white,Symstad6,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,9,4,g25,25_Reno
Cheyenne,8,low,lo,white,Chambers07,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,10,4,g35,35_Reno
Cheyenne,8,low,lo,white,Reed03,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,11,4,g84,84_Reno
Cheyenne,8,low,lo,white,Chambers09,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,12,4,g37,37_Reno
Cheyenne,8,low,lo,white,JackieOtt7,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,13,4,g58,58_Reno
Cheyenne,8,low,lo,white,Porensky17,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,14,4,g69,69_Reno
Cheyenne,8,low,lo,white,Pyle017,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,15,4,g81,81_Reno
Cheyenne,8,low,lo,white,Adler09,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,16,4,g11,11_Reno
Cheyenne,8,low,lo,white,Chynoweth05,2021,Logan,lo white Cheyenne,lo white Cheyenne 8,17,4,g98,98_Logan
Cheyenne,8,low,lo,white,Leger 1,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,18,4,g65,65_Reno
Cheyenne,8,low,lo,white,JackieOtt5,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,19,4,g56,56_Reno
Cheyenne,8,low,lo,white,Symstad2,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,20,4,g90,90_Reno
Cheyenne,8,low,lo,white,Fleishman_07,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,1,5,g47,47_Reno
Cheyenne,8,low,lo,white,Adler05,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,2,5,g9,9_Reno
Cheyenne,8,low,lo,white,Holdrege1,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,3,5,g51,51_Reno
Cheyenne,8,low,lo,white,Shriver02,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,4,5,g102,102_Reno
Cheyenne,8,low,lo,white,Hufft1,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,5,5,g52,52_Reno
Cheyenne,8,low,lo,white,Bradford01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,6,5,g28,28_Reno
Cheyenne,8,low,lo,white,Chambers05,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,7,5,g33,33_Reno
Cheyenne,8,low,lo,white,AAFC04,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,8,5,g1,1_Reno
Cheyenne,8,low,lo,white,Copeland05,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,9,5,g39,39_Reno
Cheyenne,8,low,lo,white,Maron1,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,10,5,g66,66_Reno
Cheyenne,8,low,lo,white,Blumenthal10,2021,Logan,lo white Cheyenne,lo white Cheyenne 8,11,5,g105,105_Logan
Cheyenne,8,low,lo,white,Chynoweth03,2021,Logan,lo white Cheyenne,lo white Cheyenne 8,12,5,g97,97_Logan
Cheyenne,8,low,lo,white,Copeland01,2021,Logan,lo white Cheyenne,lo white Cheyenne 8,13,5,g38,38_Logan
Cheyenne,8,low,lo,white,Chambers07,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,14,5,g35,35_Reno
Cheyenne,8,low,lo,white,Shriver01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,15,5,g101,101_Reno
Cheyenne,8,low,lo,white,Chambers02,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,16,5,g30,30_Reno
Cheyenne,8,low,lo,white,Copeland05,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,17,5,g39,39_Reno
Cheyenne,8,low,lo,white,AAFC05,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,18,5,g2,2_Reno
Cheyenne,8,low,lo,white,Barnett01,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,19,5,g19,19_Reno
Cheyenne,8,low,lo,white,JackieOtt6,2020,Reno,lo white Cheyenne,lo white Cheyenne 8,20,5,g57,57_Reno
Cheyenne,9,high,hi,black,Adler18,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,1,1,g18,18_Reno
Cheyenne,9,high,hi,black,JackieOtt7,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,2,1,g58,58_Reno
Cheyenne,9,high,hi,black,Pyle010,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,3,1,g77,77_Reno
Cheyenne,9,high,hi,black,Symstad6,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,4,1,g25,25_Reno
Cheyenne,9,high,hi,black,Copeland01,2021,Logan,hi black Cheyenne,hi black Cheyenne 9,5,1,g38,38_Logan
Cheyenne,9,high,hi,black,Blumenthal08,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,6,1,g24,24_Reno
Cheyenne,9,high,hi,black,Adler05,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,7,1,g9,9_Reno
Cheyenne,9,high,hi,black,Adler05,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,8,1,g9,9_Reno
Cheyenne,9,high,hi,black,Lee3,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,9,1,g63,63_Reno
Cheyenne,9,high,hi,black,Barnett01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,10,1,g19,19_Reno
Cheyenne,9,high,hi,black,Chambers07,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,1,2,g35,35_Reno
Cheyenne,9,high,hi,black,Shriver02,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,2,2,g102,102_Reno
Cheyenne,9,high,hi,black,Copeland05,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,3,2,g39,39_Reno
Cheyenne,9,high,hi,black,Adler09,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,4,2,g11,11_Reno
Cheyenne,9,high,hi,black,Reed03,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,5,2,g84,84_Reno
Cheyenne,9,high,hi,black,Fleishman_07,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,6,2,g47,47_Reno
Cheyenne,9,high,hi,black,Germino BOP 01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,7,2,g104,104_Reno
Cheyenne,9,high,hi,black,Pyle010,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,8,2,g77,77_Reno
Cheyenne,9,high,hi,black,Holdrege1,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,9,2,g51,51_Reno
Cheyenne,9,high,hi,black,Lavin01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,10,2,g59,59_Reno
Cheyenne,9,high,hi,black,Downs01,2021,Logan,hi black Cheyenne,hi black Cheyenne 9,1,3,g42,42_Logan
Cheyenne,9,high,hi,black,Adler17,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,2,3,g17,17_Reno
Cheyenne,9,high,hi,black,Chambers09,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,3,3,g37,37_Reno
Cheyenne,9,high,hi,black,Fleishman_07,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,4,3,g47,47_Reno
Cheyenne,9,high,hi,black,Symstad2,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,5,3,g90,90_Reno
Cheyenne,9,high,hi,black,AAFC05,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,6,3,g2,2_Reno
Cheyenne,9,high,hi,black,Pyle017,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,7,3,g81,81_Reno
Cheyenne,9,high,hi,black,Pyle001,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,8,3,g75,75_Reno
Cheyenne,9,high,hi,black,Downs03,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,9,3,g44,44_Reno
Cheyenne,9,high,hi,black,Schupp02,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,10,3,g12,12_Reno
Cheyenne,9,high,hi,black,Reed01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,1,4,g83,83_Reno
Cheyenne,9,high,hi,black,Porensky30,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,2,4,g71,71_Reno
Cheyenne,9,high,hi,black,Chambers06,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,3,4,g34,34_Reno
Cheyenne,9,high,hi,black,Blumenthal10,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,4,4,g105,105_Reno
Cheyenne,9,high,hi,black,Pyle019,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,5,4,g82,82_Reno
Cheyenne,9,high,hi,black,Schupp05,2021,Logan,hi black Cheyenne,hi black Cheyenne 9,6,4,g88,88_Logan
Cheyenne,9,high,hi,black,Leger 1,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,7,4,g65,65_Reno
Cheyenne,9,high,hi,black,JackieOtt6,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,8,4,g57,57_Reno
Cheyenne,9,high,hi,black,AAFC04,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,9,4,g1,1_Reno
Cheyenne,9,high,hi,black,Adler13,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,10,4,g14,14_Reno
Cheyenne,9,high,hi,black,Chynoweth02,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,1,5,g96,96_Reno
Cheyenne,9,high,hi,black,Schupp04,2021,Logan,hi black Cheyenne,hi black Cheyenne 9,2,5,g87,87_Logan
Cheyenne,9,high,hi,black,Schupp03,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,3,5,g86,86_Reno
Cheyenne,9,high,hi,black,Chambers04,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,4,5,g32,32_Reno
Cheyenne,9,high,hi,black,AAFC09,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,5,5,g6,6_Reno
Cheyenne,9,high,hi,black,Wilcox02,2021,Logan,hi black Cheyenne,hi black Cheyenne 9,6,5,g95,95_Logan
Cheyenne,9,high,hi,black,Pyke3,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,7,5,g72,72_Reno
Cheyenne,9,high,hi,black,Lee1,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,8,5,g61,61_Reno
Cheyenne,9,high,hi,black,Schupp04,2021,Logan,hi black Cheyenne,hi black Cheyenne 9,9,5,g87,87_Logan
Cheyenne,9,high,hi,black,Fleishman_01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,10,5,g45,45_Reno
Cheyenne,9,high,hi,black,Shriver01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,1,6,g101,101_Reno
Cheyenne,9,high,hi,black,Symstad6,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,2,6,g25,25_Reno
Cheyenne,9,high,hi,black,Chambers02,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,3,6,g30,30_Reno
Cheyenne,9,high,hi,black,Porensky17,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,4,6,g69,69_Reno
Cheyenne,9,high,hi,black,Lavin01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,5,6,g59,59_Reno
Cheyenne,9,high,hi,black,Chynoweth01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,6,6,g26,26_Reno
Cheyenne,9,high,hi,black,Pyle015,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,7,6,g79,79_Reno
Cheyenne,9,high,hi,black,JackieOtt5,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,8,6,g56,56_Reno
Cheyenne,9,high,hi,black,Chynoweth05,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,9,6,g98,98_Reno
Cheyenne,9,high,hi,black,AAFC10,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,10,6,g7,7_Reno
Cheyenne,9,high,hi,black,Pyle009,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,1,7,g76,76_Reno
Cheyenne,9,high,hi,black,Lavin02,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,2,7,g60,60_Reno
Cheyenne,9,high,hi,black,Maron1,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,3,7,g66,66_Reno
Cheyenne,9,high,hi,black,Hufft1,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,4,7,g52,52_Reno
Cheyenne,9,high,hi,black,Reed01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,5,7,g83,83_Reno
Cheyenne,9,high,hi,black,JackieOtt7,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,6,7,g58,58_Reno
Cheyenne,9,high,hi,black,AAFC05,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,7,7,g2,2_Reno
Cheyenne,9,high,hi,black,Schupp05,2021,Logan,hi black Cheyenne,hi black Cheyenne 9,8,7,g88,88_Logan
Cheyenne,9,high,hi,black,Symstad3,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,9,7,g91,91_Reno
Cheyenne,9,high,hi,black,Getts3,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,10,7,g49,49_Reno
Cheyenne,9,high,hi,black,Lee4,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,1,8,g64,64_Reno
Cheyenne,9,high,hi,black,Chambers01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,2,8,g29,29_Reno
Cheyenne,9,high,hi,black,Symstad1,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,3,8,g89,89_Reno
Cheyenne,9,high,hi,black,Schupp02,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,4,8,g12,12_Reno
Cheyenne,9,high,hi,black,Urza1,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,5,8,g31,31_Reno
Cheyenne,9,high,hi,black,Blumenthal01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,6,8,g8,8_Reno
Cheyenne,9,high,hi,black,JackieOtt2,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,7,8,g55,55_Reno
Cheyenne,9,high,hi,black,Chambers08,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,8,8,g36,36_Reno
Cheyenne,9,high,hi,black,Pyle001,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,9,8,g75,75_Reno
Cheyenne,9,high,hi,black,Bradford01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,10,8,g28,28_Reno
Cheyenne,9,high,hi,black,Porensky1,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,1,9,g68,68_Reno
Cheyenne,9,high,hi,black,Symstad4,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,2,9,g92,92_Reno
Cheyenne,9,high,hi,black,Chambers05,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,3,9,g33,33_Reno
Cheyenne,9,high,hi,black,Pyke8,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,4,9,g73,73_Reno
Cheyenne,9,high,hi,black,Hufft2,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,5,9,g53,53_Reno
Cheyenne,9,high,hi,black,Chynoweth08,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,6,9,g100,100_Reno
Cheyenne,9,high,hi,black,Downs02,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,7,9,g43,43_Reno
Cheyenne,9,high,hi,black,Chynoweth03,2021,Logan,hi black Cheyenne,hi black Cheyenne 9,8,9,g97,97_Logan
Cheyenne,9,high,hi,black,Bradford01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,9,9,g28,28_Reno
Cheyenne,9,high,hi,black,Davies03,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,10,9,g103,103_Reno
Cheyenne,9,high,hi,black,Urza2,2021,Logan,hi black Cheyenne,hi black Cheyenne 9,1,10,g93,93_Logan
Cheyenne,9,high,hi,black,Schupp01,2021,Logan,hi black Cheyenne,hi black Cheyenne 9,2,10,g13,13_Logan
Cheyenne,9,high,hi,black,JackieOtt1,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,3,10,g54,54_Reno
Cheyenne,9,high,hi,black,Blumenthal01,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,4,10,g8,8_Reno
Cheyenne,9,high,hi,black,Lee2,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,5,10,g62,62_Reno
Cheyenne,9,high,hi,black,JackieOtt7,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,6,10,g58,58_Reno
Cheyenne,9,high,hi,black,Fleishman_05,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,7,10,g46,46_Reno
Cheyenne,9,high,hi,black,Blumenthal08,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,8,10,g24,24_Reno
Cheyenne,9,high,hi,black,Pyke21,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,9,10,g74,74_Reno
Cheyenne,9,high,hi,black,AAFC08,2020,Reno,hi black Cheyenne,hi black Cheyenne 9,10,10,g5,5_Reno
Cheyenne,9,high,hi,white,Fleishman_07,2020,Reno,hi white Cheyenne,hi white Cheyenne 9,1,1,g47,47_Reno
Cheyenne,9,high,hi,white,Lee1,2020,Reno,hi white Cheyenne,hi white Cheyenne 9,2,1,g61,61_Reno
Cheyenne,9,high,hi,white,Blumenthal10,2020,Reno,hi white Cheyenne,hi white Cheyenne 9,3,1,g105,105_Reno
Cheyenne,9,high,hi,white,AAFC05,2020,Reno,hi white Cheyenne,hi white Cheyenne 9,4,1,g2,2_Reno
Cheyenne,9,high,hi,white,Urza1,2020,Reno,hi white Cheyenne,hi white Cheyenne 9,5,1,g31,31_Reno
