Site,Date,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,herbivory,frost_heave,tillers,harvested,notes
SheepStation,5/2/2022,8,high,white,9,6,93,2021,Uzra2,40.84,-119.56,N,NA,NA,NA,N,N,,,
SheepStation,5/2/2022,8,high,white,9,7,77,2020,Pyle010,43.19,-120,Y,V2,4.2,42,N,N,,,
SheepStation,5/2/2022,8,high,white,9,8,61,2020,Lee1,36.82340833,-116.0163889,Y,V3+,4.3,43,N,N,,,
SheepStation,5/2/2022,8,high,white,9,9,101,2020,Shriver01,34.06,-116.22,Y,V3,5.5,55,N,N,,,
SheepStation,5/2/2022,8,high,white,9,10,68,2020,Porensky1,43.24,-105.18,N,NA,NA,NA,N,N,,,
SheepStation,5/2/2022,8,high,white,10,1,89,2020,Symstad1,44.59,-104.71,Y,V2,4.3,43,N,N,,,
SheepStation,5/2/2022,8,high,white,10,2,9,2020,Adler05,40.79,-111.87,Y,V1,2.5,25,N,N,,,
SheepStation,5/2/2022,8,high,white,10,3,30,2020,Chambers02,39.95,-118.76,Y,V0,0.8,8,Y,N,,,
SheepStation,5/2/2022,8,high,white,10,4,2,2020,AAFC05,50.09,-120.45,Y,V1,1.3,13,N,N,,,
SheepStation,5/2/2022,8,high,white,10,5,13,2021,Schupp01,39.85,-112.15,Y,V2,2.1,21,Y,N,,,
SheepStation,5/2/2022,8,high,white,10,6,6,2020,AAFC09,49.62,-119.8,Y,V2,4.1,41,N,N,,,
SheepStation,5/2/2022,8,high,white,10,7,76,2020,Pyle009,43.42,-119.62,Y,V3,4.6,46,N,N,,,
SheepStation,5/2/2022,8,high,white,10,8,98,2021,Chynoweth05,40.480805,-109.438229,Y,V1,2.9,29,N,N,,,
SheepStation,5/2/2022,8,high,white,10,9,59,2020,Lavin01,44.68,-109.07,Y,V3+,4.6,46,N,N,,,
SheepStation,5/2/2022,8,high,white,10,10,38,2021,Copeland01,43.7,-117.33,Y,V2,2.7,27,N,N,,,
SheepStation,5/3/2022,9,high,white,1,1,18,2020,Adler18,40.86,-114.22,Y,V2,3.1,31,N,N,,,
SheepStation,5/3/2022,9,high,white,1,2,7,2020,AAFC10,49.71,-120.05,Y,V3+,4.1,41,N,N,,,
SheepStation,5/3/2022,9,high,white,1,3,66,2020,Maron1,46.68,-114.03,Y,V3+,4.2,42,Y,N,,,
SheepStation,5/3/2022,9,high,white,1,4,46,2020,Fleishman_05,39.12,-117.27,Y,V3,3.1,31,N,N,,,
SheepStation,5/3/2022,9,high,white,1,5,8,2020,Blumenthal01,41.18,-104.9,Y,V2,3.7,37,N,N,,,
SheepStation,5/3/2022,9,high,white,1,6,11,2020,Adler09,43.31,-112.27,Y,V3,2.6,26,Y,N,,,
SheepStation,5/3/2022,9,high,white,1,7,43,2020,Downs02,46.25045,-119.53334,Y,V2,4,40,Y,N,,,
SheepStation,5/3/2022,9,high,white,1,8,74,2020,Pyke21,47.61803776,-119.6830115,Y,V1,2.2,22,N,N,,,
SheepStation,5/3/2022,9,high,white,1,9,14,2020,Adler13,41.44,-111.08,Y,V3,4,40,N,N,,,
SheepStation,5/3/2022,9,high,white,1,10,35,2020,Chambers07,43.94,-116.19,Y,V3,2.7,27,N,N,,,
SheepStation,5/3/2022,9,high,white,2,1,30,2020,Chambers02,39.95,-118.76,Y,V3+,6.5,65,N,N,,,
SheepStation,5/3/2022,9,high,white,2,2,72,2020,Pyke3,44.60456358,-120.1924183,Y,V3+,4.2,42,N,N,,,
SheepStation,5/3/2022,9,high,white,2,3,61,2020,Lee1,36.82340833,-116.0163889,Y,V3+,4.9,49,N,N,,,
SheepStation,5/3/2022,9,high,white,2,4,82,2020,Pyle019,44.57,-119.65,Y,V1,3.5,35,Y,N,,,
SheepStation,5/3/2022,9,high,white,2,5,59,2020,Lavin01,44.68,-109.07,Y,V3,4.8,48,Y,N,,,
SheepStation,5/3/2022,9,high,white,2,6,68,2020,Porensky1,43.24,-105.18,Y,V3,4,40,N,N,,,
SheepStation,5/3/2022,9,high,white,2,7,6,2020,AAFC09,49.62,-119.8,Y,V3,3.5,35,N,N,,,
SheepStation,5/3/2022,9,high,white,2,8,39,2020,Copeland05,42.27,-118.71,Y,V3,3.2,32,N,N,,,
SheepStation,5/3/2022,9,high,white,2,9,101,2020,Shriver01,34.06,-116.22,Y,V3+,5.7,57,N,N,,,
SheepStation,5/3/2022,9,high,white,2,10,91,2020,Symstad3,43.62,-103.47,Y,V3,3.3,33,N,N,,,
SheepStation,5/3/2022,9,high,white,3,1,5,2020,AAFC08,49.57,-120.55,Y,V3,4.7,47,N,N,,,
SheepStation,5/3/2022,9,high,white,3,2,44,2020,Downs03,45.9663,-120.3671,Y,V3+,3.7,37,Y,N,,,
SheepStation,5/3/2022,9,high,white,3,3,9,2020,Adler05,40.79,-111.87,Y,V3,4,40,N,N,,,
SheepStation,5/3/2022,9,high,white,3,4,103,2020,Davies03,42.68,-118.68,Y,V3+,3.5,35,N,N,,,
SheepStation,5/3/2022,9,high,white,3,5,75,2020,Pyle001,42.35,-118.65,Y,V3,3.7,37,N,N,,,
SheepStation,5/3/2022,9,high,white,3,6,65,2020,Leger1,39.49,-119.84,Y,V3+,4.2,42,N,N,,,
SheepStation,5/3/2022,9,high,white,3,7,37,2020,Chambers09,40.66,-116.73,Y,V2,3.2,32,N,N,,,
SheepStation,5/3/2022,9,high,white,3,8,62,2020,Lee2,35.3984,-115.7845,Y,V3,4.7,47,N,N,,,
SheepStation,5/3/2022,9,high,white,3,9,39,2020,Copeland05,42.27,-118.71,Y,V2,4.3,43,Y,N,,,
SheepStation,5/3/2022,9,high,white,3,10,55,2020,JackieOtt2,43.71,-102.32,Y,V3,3.8,38,N,N,,,
SheepStation,5/3/2022,9,high,white,4,1,73,2020,Pyke8,46.74830998,-119.361636,Y,V3+,3.7,37,N,Y,,,
SheepStation,5/3/2022,9,high,white,4,2,38,2021,Copeland01,43.7,-117.33,Y,V2,3.5,35,N,N,,,
SheepStation,5/3/2022,9,high,white,4,3,1,2020,AAFC04,50.08,-120.65,Y,V3+,4.2,42,N,N,,,
SheepStation,5/3/2022,9,high,white,4,4,18,2020,Adler18,40.86,-114.22,Y,V3,4.4,44,N,N,,,
SheepStation,5/3/2022,9,high,white,4,5,92,2020,Symstad4,43.71,-102.58,Y,V3,4,40,Y,N,,,
SheepStation,5/3/2022,9,high,white,4,6,90,2020,Symstad2,43.87,-103.46,Y,V3,4.1,41,N,N,,,
SheepStation,5/3/2022,9,high,white,4,7,47,2020,Fleishman_07,39.17,-117.44,Y,V3,3.4,34,N,N,,,
SheepStation,5/3/2022,9,high,white,4,8,29,2020,Chambers01,39.55,-119.58,Y,V3+,5,50,N,N,,,
SheepStation,5/3/2022,9,high,white,4,9,17,2020,Adler17,41.44,-110.11,Y,V3,3.6,36,N,N,,,
SheepStation,5/3/2022,9,high,white,4,10,58,2020,JackieOtt7,43.82,-101.94,Y,V3+,3.2,32,N,N,,,
SheepStation,5/3/2022,9,high,white,5,1,102,2020,Shriver02,48,-114.04,Y,V3+,3.5,35,N,N,,,
SheepStation,5/3/2022,9,high,white,5,2,13,2020,Schupp01,39.85,-112.15,Y,V3,4.2,42,N,N,,,
SheepStation,5/3/2022,9,high,white,5,3,26,2020,Chynoweth01,39.76604,-109.5635,Y,V3+,3.8,38,Y,N,,,
SheepStation,5/3/2022,9,high,white,5,4,24,2020,Blumenthal08,40.64,-104.56,Y,V3+,3.7,37,N,N,,,
SheepStation,5/3/2022,9,high,white,5,5,81,2020,Pyle017,44.36,-118.93,Y,V3,3.1,31,N,N,,,
SheepStation,5/3/2022,9,high,white,5,6,12,2020,Schupp02,40.2,-112.46,Y,V3+,3.7,37,Y,N,,,
SheepStation,5/3/2022,9,high,white,5,7,102,2020,Shriver02,48,-114.04,Y,V3,3.9,39,N,N,,,
SheepStation,5/3/2022,9,high,white,5,8,97,2021,Chynoweth03,39.83576,-109.61202,Y,V3,3.6,36,N,N,,,
SheepStation,5/3/2022,9,high,white,5,9,42,2021,Downs01,46.38145,-119.430272,Y,V3,3.7,37,Y,N,,,
SheepStation,5/3/2022,9,high,white,5,10,77,2020,Pyle010,43.19,-120,Y,V3+,4.9,49,N,N,,,
SheepStation,5/3/2022,9,high,white,6,1,71,2020,Porensky30,40.63,-105.27,Y,V3+,4.1,41,N,N,,,
SheepStation,5/3/2022,9,high,white,6,2,31,2020,Uzra1,40.35,-119.34,Y,V3,3.2,32,N,N,,,
SheepStation,5/3/2022,9,high,white,6,3,86,2020,Schupp03,38.6,-113.79,Y,V2,2,20,N,N,,,
SheepStation,5/3/2022,9,high,white,6,4,49,2020,Getts3,40.43,-120.67,Y,V2,3.1,31,Y,N,,,
SheepStation,5/3/2022,9,high,white,6,5,88,2021,Schupp05,39.11,-112.74,Y,V3,3.6,36,N,N,,,
SheepStation,5/3/2022,9,high,white,6,6,33,2020,Chambers05,41.54,-117.75,Y,V3+,5,50,N,N,,,
SheepStation,5/3/2022,9,high,white,6,7,39,2020,Copeland05,42.27,-118.71,Y,V3,3.2,32,N,N,,,
SheepStation,5/3/2022,9,high,white,6,8,18,2020,Adler18,40.86,-114.22,Y,V3,4.2,42,N,N,,,
SheepStation,5/3/2022,9,high,white,6,9,51,2020,Holdrege1,41.61,-111.57,Y,V3,4.6,46,N,N,,,
SheepStation,5/3/2022,9,high,white,6,10,87,2021,Schupp04,38.52,-113.55,Y,V3,5.3,53,N,N,,,
SheepStation,5/3/2022,9,high,white,7,1,56,2020,JackieOtt5,43.78,-102.61,Y,V3+,4.5,45,N,N,,,
SheepStation,5/3/2022,9,high,white,7,2,17,2020,Adler17,41.44,-110.11,Y,V2,4.8,48,N,N,,,
SheepStation,5/3/2022,9,high,white,7,3,57,2020,JackieOtt6,43.84,-101.94,Y,V3,4.3,43,N,N,,,
SheepStation,5/3/2022,9,high,white,7,4,100,2020,Chynoweth08,40.640878,-109.48689,Y,V2,2,20,N,N,,,
SheepStation,5/3/2022,9,high,white,7,5,79,2020,Pyle015,43.8,-119,Y,V3,2.6,26,N,N,,,
SheepStation,5/3/2022,9,high,white,7,6,84,2020,Reed03,38.75,-109.79,Y,V3,4,40,N,N,,,
SheepStation,5/3/2022,9,high,white,7,7,52,2020,Hufft1,38.6701,-108.3286,Y,V3,3.5,35,N,N,,,
SheepStation,5/3/2022,9,high,white,7,8,93,2021,Uzra2,40.84,-119.56,Y,V2,2.3,23,N,N,,,
SheepStation,5/3/2022,9,high,white,7,9,64,2020,Lee4,35.4564,-115.52,Y,V1,3.3,33,N,N,,,
SheepStation,5/3/2022,9,high,white,7,10,25,2020,Symstad6,41.83,-103.71,Y,V3,5.3,53,N,N,,,
SheepStation,5/3/2022,9,high,white,8,1,56,2020,JackieOtt5,43.78,-102.61,Y,V3,5.4,54,Y,N,,,
SheepStation,5/3/2022,9,high,white,8,2,14,2020,Adler13,41.44,-111.08,Y,V2,2,20,N,N,,,
SheepStation,5/3/2022,9,high,white,8,3,43,2020,Downs02,46.25045,-119.53334,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,9,high,white,8,4,28,2020,Bradford01,35.23,-111.62,Y,V3,3.8,38,Y,N,,,
SheepStation,5/3/2022,9,high,white,8,5,19,2020,Barnett01,43.48,-110.74,Y,V3+,4.6,46,N,N,,,
SheepStation,5/3/2022,9,high,white,8,6,76,2020,Pyle009,43.42,-119.62,Y,V3,2.7,27,N,N,,,
SheepStation,5/3/2022,9,high,white,8,7,69,2020,Porensky17,43.34,-105.13,Y,V3,4.7,47,N,N,,,
SheepStation,5/3/2022,9,high,white,8,8,34,2020,Chambers06,41.54,-117.78,Y,V3,5.1,51,N,N,,,
SheepStation,5/3/2022,9,high,white,8,9,32,2020,Chambers04,41.31,-117.63,Y,V3+,5.5,55,N,N,,,
SheepStation,5/3/2022,9,high,white,8,10,38,2021,Copeland01,43.7,-117.33,Y,V2,0.7,7,N,N,,,
SheepStation,5/3/2022,9,high,white,9,1,63,2020,Lee3,36.5247,-115.8987,Y,V3,3.8,38,Y,N,,,
SheepStation,5/3/2022,9,high,white,9,2,53,2020,Hufft2,39.547444,-105.102111,Y,V1,3.3,33,N,N,,,
SheepStation,5/3/2022,9,high,white,9,3,83,2020,Reed01,38.52,-109.47,Y,V1,4,40,N,N,,,
SheepStation,5/3/2022,9,high,white,9,4,55,2020,JackieOtt2,43.71,-102.32,Y,V3,4.4,44,N,N,,,
SheepStation,5/3/2022,9,high,white,9,5,98,2021,Chynoweth05,40.480805,-109.438229,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,9,high,white,9,6,36,2020,Chambers08,42.24,-114.57,Y,V3,4.3,43,Y,N,,,
SheepStation,5/3/2022,9,high,white,9,7,33,2020,Chambers05,41.54,-117.75,Y,V3,4.4,44,N,N,,,
SheepStation,5/3/2022,9,high,white,9,8,90,2020,Symstad2,43.87,-103.46,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,9,high,white,9,9,8,2020,Blumenthal01,41.18,-104.9,Y,V3,4.2,42,N,N,,,
SheepStation,5/3/2022,9,high,white,9,10,95,2021,Wilcox02,41.31,-105.66,Y,V3,3.7,37,N,N,,,
SheepStation,5/3/2022,9,high,white,10,1,96,2020,Chynoweth02,40.29092,-109.68361,Y,V3+,3.5,35,Y,N,,,
SheepStation,5/3/2022,9,high,white,10,2,32,2020,Chambers04,41.31,-117.63,Y,V3,4.3,43,N,N,,,
SheepStation,5/3/2022,9,high,white,10,3,31,2020,Uzra1,40.35,-119.34,Y,V1,2.3,23,N,N,,,
SheepStation,5/3/2022,9,high,white,10,4,104,2020,Germino_BOP_01,43.4720833,-116.2338306,Y,V3,3.3,33,N,N,,,
SheepStation,5/3/2022,9,high,white,10,5,45,2020,Fleishman_01,38.47,-119.49,Y,V3,4.4,44,Y,N,,,
SheepStation,5/3/2022,9,high,white,10,6,105,2020,Blumenthal10,40.92,-102.52,Y,V3,3.6,36,N,N,,,
SheepStation,5/3/2022,9,high,white,10,7,60,2020,Lavin02,45.67,-111.03,Y,V3,2.6,26,N,N,,,
SheepStation,5/3/2022,9,high,white,10,8,2,2020,AAFC05,50.09,-120.45,Y,V3,2.7,27,N,N,,,
SheepStation,5/3/2022,9,high,white,10,9,54,2020,JackieOtt1,43.65,-102.97,Y,V3,3,30,N,N,,,
SheepStation,5/3/2022,9,high,white,10,10,89,2020,Symstad1,44.59,-104.71,Y,V3,3.7,37,N,N,,,
SheepStation,5/3/2022,10,low,white,1,1,14,2020,Adler13,41.44,-111.08,Y,V1,2.5,25,N,Y,,,
SheepStation,5/3/2022,10,low,white,1,2,104,2020,Germino_BOP_01,43.4720833,-116.2338306,Y,V3,5.4,54,N,Y,,,
SheepStation,5/3/2022,10,low,white,1,3,68,2020,Porensky1,43.24,-105.18,Y,V3,1.7,17,Y,N,,,
SheepStation,5/3/2022,10,low,white,1,4,71,2020,Porensky30,40.63,-105.27,Y,V2,2.2,22,N,N,,,
SheepStation,5/3/2022,10,low,white,1,5,51,2020,Holdrege1,41.61,-111.57,Y,V2,4,40,Y,N,,,
SheepStation,5/3/2022,10,low,white,2,1,46,2020,Fleishman_05,39.12,-117.27,Y,V2,4.3,43,Y,N,,,
SheepStation,5/3/2022,10,low,white,2,2,38,2021,Copeland01,43.7,-117.33,Y,V2,3.3,33,Y,N,,,
SheepStation,5/3/2022,10,low,white,2,3,17,2020,Adler17,41.44,-110.11,Y,V2,4.2,42,Y,N,,,
SheepStation,5/3/2022,10,low,white,2,4,47,2020,Fleishman_07,39.17,-117.44,Y,V2,3.2,32,Y,N,,,
SheepStation,5/3/2022,10,low,white,2,5,42,2021,Downs01,46.38145,-119.430272,Y,V3,4.4,44,Y,N,,,
SheepStation,5/3/2022,10,low,white,3,1,29,2020,Chambers01,39.55,-119.58,Y,V2,3.2,32,Y,Y,,,
SheepStation,5/3/2022,10,low,white,3,2,63,2020,Lee3,36.5247,-115.8987,Y,V2,3.7,37,Y,N,,,
SheepStation,5/3/2022,10,low,white,3,3,34,2020,Chambers06,41.54,-117.78,Y,V1,2.8,28,Y,N,,,
SheepStation,5/3/2022,10,low,white,3,4,90,2020,Symstad2,43.87,-103.46,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,3,5,6,2020,AAFC09,49.62,-119.8,N,NA,NA,NA,N,N,,,FROST HEAVE AROUND TOOTHPICK
SheepStation,5/3/2022,10,low,white,4,1,76,2020,Pyle009,43.42,-119.62,Y,V3+,5.5,55,N,N,,,
SheepStation,5/3/2022,10,low,white,4,2,60,2020,Lavin02,45.67,-111.03,Y,V2,3.2,32,N,Y,,,
SheepStation,5/3/2022,10,low,white,4,3,75,2020,Pyle001,42.35,-118.65,Y,V3+,5.2,52,N,Y,,,
SheepStation,5/3/2022,10,low,white,4,4,55,2020,JackieOtt2,43.71,-102.32,Y,V2,2.4,24,N,Y,,,
SheepStation,5/3/2022,10,low,white,4,5,39,2020,Copeland05,42.27,-118.71,Y,V3+,3.5,35,Y,Y,,,
SheepStation,5/3/2022,10,low,white,5,1,32,2020,Chambers04,41.31,-117.63,Y,V3+,2.6,26,Y,Y,,,
SheepStation,5/3/2022,10,low,white,5,2,83,2020,Reed01,38.52,-109.47,Y,V2,3.7,37,N,N,,,
SheepStation,5/3/2022,10,low,white,5,3,93,2021,Uzra2,40.84,-119.56,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,5,4,8,2020,Blumenthal01,41.18,-104.9,Y,V0,1.3,13,N,N,,,
SheepStation,5/3/2022,10,low,white,5,5,14,2020,Adler13,41.44,-111.08,Y,V2,4.2,42,Y,N,,,
SheepStation,5/3/2022,10,low,white,6,1,81,2020,Pyle017,44.36,-118.93,Y,V1,3,30,Y,Y,,,
SheepStation,5/3/2022,10,low,white,6,2,18,2020,Adler18,40.86,-114.22,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,6,3,33,2020,Chambers05,41.54,-117.75,Y,V2,3,30,Y,N,,,
SheepStation,5/3/2022,10,low,white,6,4,66,2020,Maron1,46.68,-114.03,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,6,5,103,2020,Davies03,42.68,-118.68,N,V0,NA,NA,N,N,,,FROST HEAVE AROUND TOOTHPICK
SheepStation,5/3/2022,10,low,white,7,1,90,2020,Symstad2,43.87,-103.46,N,NA,NA,NA,N,Y,,,
SheepStation,5/3/2022,10,low,white,7,2,79,2020,Pyle015,43.8,-119,Y,V1,2.8,28,N,N,,,
SheepStation,5/3/2022,10,low,white,7,3,18,2020,Adler18,40.86,-114.22,Y,V2,3.7,37,N,N,,,
SheepStation,5/3/2022,10,low,white,7,4,39,2020,Copeland05,42.27,-118.71,N,V1,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,7,5,102,2020,Shriver02,48,-114.04,Y,V2,5.1,51,Y,Y,,,
SheepStation,5/3/2022,10,low,white,8,1,43,2020,Downs02,46.25045,-119.53334,Y,V2,0.7,7,Y,Y,,,
SheepStation,5/3/2022,10,low,white,8,2,57,2020,JackieOtt6,43.84,-101.94,Y,V2,1.9,19,N,N,,,
SheepStation,5/3/2022,10,low,white,8,3,72,2020,Pyke3,44.60456358,-120.1924183,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,8,4,100,2020,Chynoweth08,40.640878,-109.48689,Y,V1,1.3,13,N,N,,,FROST HEAVE AROUND TOOTHPICK
SheepStation,5/3/2022,10,low,white,8,5,53,2020,Hufft2,39.547444,-105.102111,Y,V2,2.2,22,Y,Y,,,
SheepStation,5/3/2022,10,low,white,9,1,31,2020,Uzra1,40.35,-119.34,Y,V2,1.3,13,Y,Y,,,
SheepStation,5/3/2022,10,low,white,9,2,82,2020,Pyle019,44.57,-119.65,Y,V2,3.1,31,N,N,,,
SheepStation,5/3/2022,10,low,white,9,3,92,2020,Symstad4,43.71,-102.58,Y,V2,3.5,35,N,N,,,
SheepStation,5/3/2022,10,low,white,9,4,30,2020,Chambers02,39.95,-118.76,N,NA,NA,NA,N,Y,,,
SheepStation,5/3/2022,10,low,white,9,5,35,2020,Chambers07,43.94,-116.19,Y,V2,3.2,32,Y,Y,,,
SheepStation,5/3/2022,10,low,white,10,1,101,2020,Shriver01,34.06,-116.22,Y,V3+,4.4,44,Y,Y,,,
SheepStation,5/3/2022,10,low,white,10,2,56,2020,JackieOtt5,43.78,-102.61,N,V0,NA,NA,N,Y,,,
SheepStation,5/3/2022,10,low,white,10,3,89,2020,Symstad1,44.59,-104.71,Y,V2,2.6,26,N,Y,,,
SheepStation,5/3/2022,10,low,white,10,4,87,2021,Schupp04,38.52,-113.55,Y,V2,1.7,17,Y,Y,,,
SheepStation,5/3/2022,10,low,white,10,5,105,2021,Blumenthal10,40.92,-102.52,Y,V0,0.3,3,N,Y,,,
SheepStation,5/3/2022,10,low,white,11,1,91,2020,Symstad3,43.62,-103.47,Y,V1,3,30,N,N,,,
SheepStation,5/3/2022,10,low,white,11,2,65,2020,Leger1,39.49,-119.84,Y,V3,3.5,35,Y,N,,,
SheepStation,5/3/2022,10,low,white,11,3,88,2021,Schupp05,39.11,-112.74,Y,V1,3.2,32,N,Y,,,
SheepStation,5/3/2022,10,low,white,11,4,2,2020,AAFC05,50.09,-120.45,N,NA,NA,NA,N,Y,,,
SheepStation,5/3/2022,10,low,white,11,5,1,2020,AAFC04,50.08,-120.65,Y,V2,3.2,32,N,N,,,
SheepStation,5/3/2022,10,low,white,12,1,9,2020,Adler05,40.79,-111.87,Y,V2,1.7,17,Y,N,,,
SheepStation,5/3/2022,10,low,white,12,2,28,2020,Bradford01,35.23,-111.62,Y,V2,4.4,44,N,N,,,
SheepStation,5/3/2022,10,low,white,12,3,97,2020,Chynoweth03,39.83576,-109.61202,Y,V1,3.4,34,Y,Y,,,
SheepStation,5/3/2022,10,low,white,12,4,31,2020,Uzra1,40.35,-119.34,Y,V3+,4.1,41,N,N,,,
SheepStation,5/3/2022,10,low,white,12,5,33,2020,Chambers05,41.54,-117.75,Y,V3,5.5,55,N,N,,,
SheepStation,5/3/2022,10,low,white,13,1,32,2020,Chambers04,41.31,-117.63,Y,V3,1.9,19,Y,N,,,
SheepStation,5/3/2022,10,low,white,13,2,44,2020,Downs03,45.9663,-120.3671,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,13,3,74,2020,Pyke21,47.61803776,-119.6830115,Y,V2,2.4,24,Y,Y,,,
SheepStation,5/3/2022,10,low,white,13,4,12,2020,Schupp02,40.2,-112.46,Y,V2,4.2,42,Y,N,,,
SheepStation,5/3/2022,10,low,white,13,5,64,2020,Lee4,35.4564,-115.52,Y,V3+,5.4,54,Y,N,,,
SheepStation,5/3/2022,10,low,white,14,1,37,2020,Chambers09,40.66,-116.73,Y,V3+,2.9,29,Y,Y,,,
SheepStation,5/3/2022,10,low,white,14,2,49,2020,Getts3,40.43,-120.67,Y,V2,2.6,26,Y,N,,,
SheepStation,5/3/2022,10,low,white,14,3,24,2020,Blumenthal08,40.64,-104.56,Y,V2,4.8,48,Y,N,,,
SheepStation,5/3/2022,10,low,white,14,4,95,2021,Wilcox02,41.31,-105.66,Y,V0,1.7,17,N,N,,,
SheepStation,5/3/2022,10,low,white,14,5,8,2020,Blumenthal01,41.18,-104.9,Y,V2,2.2,22,Y,N,,,
SheepStation,5/3/2022,10,low,white,15,1,61,2020,Lee1,36.82340833,-116.0163889,N,NA,NA,NA,N,Y,,,
SheepStation,5/3/2022,10,low,white,15,2,7,2020,AAFC10,49.71,-120.05,Y,V3,1,10,N,N,,,
SheepStation,5/3/2022,10,low,white,15,3,38,2021,Copeland01,43.7,-117.33,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,15,4,69,2020,Porensky17,43.34,-105.13,Y,V3,4.6,46,Y,N,,,
SheepStation,5/3/2022,10,low,white,15,5,59,2020,Lavin01,44.68,-109.07,Y,V2,3,30,Y,N,,,
SheepStation,5/3/2022,10,low,white,16,1,62,2020,Lee2,35.3984,-115.7845,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,16,2,11,2020,Adler09,43.31,-112.27,Y,V2,1.9,19,N,N,,,
SheepStation,5/3/2022,10,low,white,16,3,19,2020,Barnett01,43.48,-110.74,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,16,4,96,2020,Chynoweth02,40.29092,-109.68361,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,16,5,25,2020,Symstad6,41.83,-103.71,N,NA,NA,NA,N,N,,,
SheepStation,5/3/2022,10,low,white,17,1,5,2020,AAFC08,49.57,-120.55,Y,V0,2.2,22,N,Y,,,
SheepStation,5/3/2022,10,low,white,17,2,98,2021,Chynoweth05,40.480805,-109.438229,N,NA,NA,NA,N,Y,,,
SheepStation,5/3/2022,10,low,white,17,3,58,2020,JackieOtt7,43.82,-101.94,Y,V2,3.2,32,N,N,,,
SheepStation,5/3/2022,10,low,white,17,4,52,2020,Hufft1,38.6701,-108.3286,Y,V1,4,40,Y,N,,,
SheepStation,5/3/2022,10,low,white,17,5,17,2020,Adler17,41.44,-110.11,Y,V2,3.9,39,Y,N,,,
SheepStation,5/3/2022,10,low,white,18,1,43,2020,Downs02,46.25045,-119.53334,Y,V2,2.9,29,N,Y,,,
SheepStation,5/3/2022,10,low,white,18,2,84,2021,Reed03,38.75,-109.79,Y,V2,1.7,17,N,Y,,,
SheepStation,5/3/2022,10,low,white,18,3,26,2020,Chynoweth01,39.76604,-109.5635,Y,V3,0.7,7,Y,N,,,
SheepStation,5/3/2022,10,low,white,18,4,36,2020,Chambers08,42.24,-114.57,Y,V3,4.9,49,N,N,,,
SheepStation,5/3/2022,10,low,white,18,5,39,2020,Copeland05,42.27,-118.71,Y,V3,4.2,42,N,N,,,
SheepStation,5/3/2022,10,low,white,19,1,56,2020,JackieOtt5,43.78,-102.61,Y,V1,3,30,N,Y,,,
SheepStation,5/3/2022,10,low,white,19,2,45,2020,Fleishman_01,38.47,-119.49,Y,V1,1.5,15,N,N,,,
SheepStation,5/3/2022,10,low,white,19,3,86,2020,Schupp03,38.6,-113.79,N,NA,NA,NA,N,Y,,,
SheepStation,5/3/2022,10,low,white,19,4,13,2020,Schupp01,39.85,-112.15,Y,V2,3.1,31,Y,N,,,
SheepStation,5/3/2022,10,low,white,19,5,102,2020,Shriver02,48,-114.04,Y,V3+,4.8,48,N,N,,,
SheepStation,5/3/2022,10,low,white,20,1,54,2020,JackieOtt1,43.65,-102.97,Y,V1,2.2,22,N,Y,,,
SheepStation,5/3/2022,10,low,white,20,2,18,2020,Adler18,40.86,-114.22,Y,V2,2.6,26,Y,Y,,,
SheepStation,5/3/2022,10,low,white,20,3,55,2020,JackieOtt2,43.71,-102.32,Y,V2,1.4,14,Y,Y,,,
SheepStation,5/3/2022,10,low,white,20,4,77,2020,Pyle010,43.19,-120,Y,V2,3.4,34,N,Y,,,
SheepStation,5/3/2022,10,low,white,20,5,73,2020,Pyke8,46.74830998,-119.361636,N,NA,NA,NA,N,N,,,TOP TOOTHPICK BROKE OFF
SheepStation,5/3/2022,11,high,black,1,1,84,2021,Reed03,38.75,-109.79,Y,V3+,6.1,61,N,N,,,
SheepStation,5/3/2022,11,high,black,1,2,46,2020,Fleishman_05,39.12,-117.27,Y,V3+,5.3,53,N,N,,,
SheepStation,5/3/2022,11,high,black,1,3,13,2020,Schupp01,39.85,-112.15,Y,V3+,3.9,39,N,N,,,
SheepStation,5/3/2022,11,high,black,1,4,104,2020,Germino_BOP_01,43.4720833,-116.2338306,Y,V3+,4.9,49,N,N,,,
SheepStation,5/3/2022,11,high,black,1,5,102,2020,Shriver02,48,-114.04,Y,V3+,4.2,42,N,N,,,
