,,,Column,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,,,,,,,,,,,,,
,,,,,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,,,,,,,,,,,,,
Date,Albedo,Density,Block,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,,,,,,,,,,,,,
4/24/23,white,high,1,1,V2,E,V2,D,V2,E,V2,E,V2,D,V0,E,VX,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,1,2,V2,E,V2,E,V3,D,V2,D,V1,E,V2,D,V2,D,V0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,1,3,V2,D,V2,D,V2,E,VX,,V2,E,V2,E,V0,E,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,1,4,V2,E,V0,E,V1,E,V1,E,V2,E,V2,E,V1,E,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,1,5,V2,D,V1,E,V2,D,V2,E,V2,E,V3,E,V3,E,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,1,6,VX,D,V2,D,V2,E,V2,E,V0,E,VX,,V2,E,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,1,7,V1,E,V2,E,VX,,V0,E,V2,E,V0,E,V2,E,V3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,1,8,VX,D,V2,E,V3,E,V3,E,V3+,E,V1,E,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,1,9,VX,D,V2,D,V2,E,V3+,E,V3+,E,V3,E,V3,E,V3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,1,10,V2,D,V2,D,V2,E,V2,D,V2,E,V2,E,V2,E,V3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,low,1,1,V2,D,V2,D,V2,D,VX,D,VX,FH,V2,E,VX,,V3,E,V2,D,V2,D,V2,D,VX,"D, FH",V2,D,V2,D,VX,D,V2,D,,,,,,,,,,,,,
4/24/23,black,low,1,2,V3,E,V2,D,VX,D,V2,D,V3+,E,V3+,D,V2,D,V3+,E,VX,,V3+,E,V2,D,V2,D,V2,D,V2,"D, FH",V2,D,V3+,E,,,,,,,,,,,,,
4/24/23,black,low,1,3,VX,,V2,E,V3,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,VX,D,VX,D,,,,,,,,,,,,,
4/24/23,black,low,1,4,VX,,V2,D,V2,D,VX,D,V2,D,VX,D,V2,D,V2,E,V2,D,VX,D,V3,D,VX,D,V3,D,V1,E,V3,E,V3+,E,,,,,,,,,,,,,
4/24/23,black,low,1,5,V2,D,V2,D,VX,D,V2,D,VX,D,VX,D,V2,D,VX,D,VX,D,V3+,E,VX,D,V2,D,V3+,E,V3,D,V2,E,V2,D,,,,,,,,,,,,,
4/24/23,black,high,1,1,VX,D,V2,D,V2,E,V0,E,VX,,VX,D,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,1,2,V2,D,VX,D,VX,D,V2,D,VX,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,1,3,V2,D,VX,D,V1,E,V2,D,V2,D,V2,D,V3+,E,V1,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,1,4,V2,D,V2,D,V3,E,VX,D,V2,D,V2,E,V2,D,V0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,1,5,V2,D,V2,D,V2,D,V2,E,V2,D,V0,E,V2,D,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,1,6,V0,E,V2,D,VX,D,VX,,VX,D,V3,E,VX,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,1,7,V2,D,V3,E,V2,D,VX,,V2,D,V2,D,V3,E,VX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,1,8,V2,D,V3,E,VX,,VX,D,V2,D,V1,E,VX,D,V3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,1,9,VX,,V2,D,V2,D,V2,D,V2,E,V2,D,V2,D,V0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,1,10,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,V2,D,V3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,low,1,1,VX,,VX,,V2,D,VX,D,VX,D,VX,D,V2,D,VX,D,VX,,V2,E,VX,D,VX,"D, FH",VX,D,VX,D,VX,D,VX,D,,,,,,,,,,,,,
4/24/23,white,low,1,2,VX,,VX,D,V2,D,VX,,VX,,V2,E,VX,D,VX,D,VX,,VX,D,VX,D,V2,E,VX,D,V2,D,V2,E,V2,E,,,,,,,,,,,,,
4/24/23,white,low,1,3,V2,D,VX,D,V1,E,VX,D,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,VX,D,VX,D,VX,D,VX,D,V2,"E, FH",V2,"D, FH",,,,,,,,,,,,,
4/24/23,white,low,1,4,V2,D,VX,D,V2,D,VX,D,V2,E,VX,,V2,D,V2,D,V2,E,V2,E,V2,D,VX,D,V2,D,V2,D,V2,D,V2,E,,,,,,,,,,,,,
4/24/23,white,low,1,5,V2,D,V2,D,V2,D,V2,E,V3+,D,V3+,D,V2,D,VX,D,V2,D,VX,D,V2,D,V2,D,V2,E,V2,E,V2,D,V2,D,,,,,,,,,,,,,
4/24/23,black,high,2,1,VX,D,V2,D,V2,D,V2,D,V2,D,V2,E,V2,D,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,2,2,V2,D,V2,D,V2,D,V2,E,V3+,E,V3,D,V3+,E,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,2,3,V2,D,V2,D,V2,D,V2,D,V2,D,V1,E,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,2,4,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,2,5,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,VX,,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,2,6,V2,D,V3+,E,VX,,V2,D,V1,E,V2,D,VX,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,2,7,V2,D,VX,,VX,D,V2,D,V3,D,V1,E,V2,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,2,8,V2,D,VX,,VX,D,V2,D,V2,D,VX,D,V2,D,VX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,2,9,V2,D,V2,D,V2,D,V2,D,V2,E,V2,E,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,2,10,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,VX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,low,2,1,V2,D,VX,D,VX,D,VX,,V3,E,V2,D,V2,D,V2,D,V2,E,VX,,V2,D,VX,,V3+,E,V2,D,VX,,V2,E,,,,,,,,,,,,,
4/24/23,white,low,2,2,V2,D,V1,E,V3,E,V3+,E,V2,D,VX,D,V2,D,V2,E,V3+,E,VX,D,V3+,E,V3,D,V3+,E,V3,D,V3,"D, FH",V2,D,,,,,,,,,,,,,
4/24/23,white,low,2,3,VX,,V2,D,V2,D,V2,D,V2,D,V2,E,VX,,V3+,E,V2,D,V2,D,V2,D,V2,E,VX,D,V2,E,V2,D,V2,D,,,,,,,,,,,,,
4/24/23,white,low,2,4,V3+,E,V2,D,V2,D,V2,D,V2,D,V3,D,V3,D,V1,E,V3,D,VX,,VX,,VX,D,V3,D,V3+,D,V3+,D,V1,"E, FH",,,,,,,,,,,,,
4/24/23,white,low,2,5,V3,E,V2,D,V2,D,V2,D,V2,D,VX,,VX,,VX,,V1,E,VX,FH,VX,,VX,,V2,D,V2,D,V3,E,VX,D,,,,,,,,,,,,,
4/24/23,white,high,2,1,VX,D,VX,D,VX,D,VX,D,V2,D,V2,D,V2,D,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,2,2,VX,D,VX,D,V2,D,V2,D,VX,D,V3,E,V3+,D,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,2,3,VX,D,V2,D,VX,D,V2,D,V2,E,V0,E,V2,E,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,2,4,V2,D,V2,D,VX,D,VX,D,V2,D,VX,D,V2,E,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,2,5,V2,D,V2,D,V2,D,VX,D,VX,D,V2,D,V2,D,V0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,2,6,VX,D,VX,D,V3,E,V1,E,V2,D,V0,E,V2,D,V0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,2,7,V2,E,V2,D,V1,E,VX,D,VX,D,V2,E,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,2,8,V2,D,V1,E,V2,E,V2,D,V0,E,V1,E,V2,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,2,9,V2,D,V2,D,V0,E,V2,D,VX,D,V2,E,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,2,10,V0,E,V0,E,V1,E,V2,D,V2,E,V2,D,VX,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,low,2,1,VX,D,V3,E,V3+,E,VX,D,V2,D,VX,D,VX,,VX,D,V2,D,VX,D,VX,D,V2,D,VX,D,VX,D,V3+,E,VX,D,,,,,,,,,,,,,
4/24/23,black,low,2,2,VX,D,V2,D,V3,E,V3,D,V2,D,VX,D,V2,D,VX,D,V3,D,V3,E,VX,D,VX,D,VX,D,VX,D,VX,D,V2,D,,,,,,,,,,,,,
4/24/23,black,low,2,3,V2,D,V2,D,VX,D,VX,D,VX,,V2,D,V2,D,V2,D,V2,D,V2,D,VX,,V3,D,V3+,D,VX,D,V3+,E,VX,D,,,,,,,,,,,,,
4/24/23,black,low,2,4,VX,D,V2,D,V2,D,V2,D,V3,D,V2,E,VX,D,V2,D,VX,D,V2,D,VX,D,V2,D,V2,D,V2,D,V2,D,V0,E,,,,,,,,,,,,,
4/24/23,black,low,2,5,V2,D,V3+,E,VX,D,V2,D,V2,D,VX,,V2,D,VX,D,V2,D,VX,D,VX,,V2,"D, FH",VX,D,V2,D,VX,"D, FH",VX,D,,,,,,,,,,,,,
4/24/23,white,low,3,1,VX,,V2,D,V2,D,V2,E,VX,D,V2,D,V2,D,V3,D,VX,,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V3,E,,,,,,,,,,,,,
4/24/23,white,low,3,2,V2,D,V2,D,V2,D,V2,D,V2,D,V3,D,V3,E,V2,D,V2,D,V3,D,V2,E,V2,D,V2,E,V3+,E,VX,D,V2,D,,,,,,,,,,,,,
4/24/23,white,low,3,3,V2,D,V2,D,V2,D,V2,D,V0,E,V2,D,V3+,E,V3,E,V2,D,V3,E,VX,D,V2,D,V2,D,V2,D,V2,E,V2,D,,,,,,,,,,,,,
4/24/23,white,low,3,4,V3,E,V2,D,V2,D,V2,D,V3,E,V2,E,V2,D,V3,E,V2,D,V2,D,V2,D,V2,D,V2,E,VX,FH,V2,D,V2,D,,,,,,,,,,,,,
4/24/23,white,low,3,5,V2,D,VX,,V2,D,V2,D,V2,D,V2,E,V2,D,V2,E,V2,D,V2,E,V2,D,VX,,V3+,E,V2,E,V3,E,V2,D,,,,,,,,,,,,,
4/24/23,black,low,3,1,V2,D,VX,D,VX,D,V2,D,V2,D,V2,D,VX,D,V2,D,V2,D,VX,D,V2,D,V2,D,VX,D,V3,D,V2,D,VX,,,,,,,,,,,,,,
4/24/23,black,low,3,2,VX,D,VX,D,V3,E,VX,D,V2,D,VX,D,V2,D,V2,D,VX,D,V2,D,V2,D,V3+,E,V2,D,V2,D,V2,D,VX,D,,,,,,,,,,,,,
4/24/23,black,low,3,3,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,V3,D,V2,D,VX,D,V3+,E,V3,E,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,
4/24/23,black,low,3,4,V2, D,V2,D,VX,D,V3+,E,VX,D,V2,D,V2,D,V2,D,V2,D,V2,D,V3,D,V2,E,V3,D,V3,D,V3,D,V2,"D, FH",,,,,,,,,,,,,
4/24/23,black,low,3,5,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V3,D,V3,D,V3,D,,,,,,,,,,,,,
4/24/23,white,high,3,1,V2,D,V0,E,VX,D,V2,D,VX,,V2,D,VX,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,3,2,V2,D,V2,D,V2,D,VX,,V2,D,V2,D,VX,,VX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,3,3,VX,D,VX,,V0,E,V2,D,VX,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,3,4,V2,D,V2,D,VX,D,V2,D,V2,D,VX,D,VX,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,3,5,V0,E,VX,D,V2,D,V2,D,V2,D,V2,D,V1,E,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,3,6,V2,D,VX,D,V2,D,V0,E,V2,D,V2,E,V0,E,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,3,7,V2,D,V2,D,V2,D,V2,D,V2,E,VX,,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,3,8,VX,D,VX,D,V2,D,V2,D,V0,E,VX,D,V0,E,V0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,3,9,V0,E,VX,D,V2,D,VX,D,V2,D,V2,E,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,white,high,3,10,V0,E,V2,D,V2,D,VX,D,V0,E,V2,E,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,3,1,V2,D,VX,D,V2,D,VX,D,V2,D,V2,D,V2,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,3,2,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,3,3, V2,D,V2,D,V2,D,VX,D,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,3,4,VX,D,V2,D,V2,D,V2,D,V2,D,V2,D,V1,E,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,3,5,VX,D,VX,,V2,E,V2,D,VX,,V2,D,VX,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,3,6,V2,D,VX,D,V2,D,VX,D,VX,,VX,,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,3,7,V2,D,V2,D,V2,D,VX,D,VX,D,V2,D,V2,E,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,3,8,V2,D,V2,E,VX,D,VX,D,V2,D,V2,D,VX,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,3,9,V2,D,V1,E,VX,,V2,D,VX,D,V2,D,V2,E,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,3,10,V2,D,V2,D,V2,D,VX,D,V2,E,V2,D,V2,E,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,4,1,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,V2,D,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,4,2,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,VX,,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,4,3,VX,,V2,D,V2,D,VX,D,VX,D,V0,E,V2,D,V3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,4,4,V2,D,V2,D,VX,D,VX,D,V2,D,V2,D,V2,D,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,4,5,V2,D,V1,E,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,4,6,V2,D,V2,D,V2,D,V2,D,V2,E,V2,D,V3+,E,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,4,7,V2,D,V3,E,V3+,E,VX,,V2,D,V3,E,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,4,8,V2,D,V3+,E,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,4,9,V2,D,VX,D,V2,D,V2,E,V3+,E,V3,D,V3,E,VX,"D, FH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,high,4,10,V2,D,V2,D,V2,D,V2,D,V3,E,V3+,E,V3,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/23,black,low,4,1,V2,D,V2,D,VX,D,V2,D,V2,D,V2,D,VX,D,V3+,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,,,,,,,,,,,,,
4/24/23,black,low,4,2,VX,D,V2,D,V2,D,VX,"D, FH",V2,D,V3,D,V3,D,V3,D,VX,,V3,D,V2,D,V2,D,VX,D,VX,,V3,D,V2,D,,,,,,,,,,,,,
4/24/23,black,low,4,3,VX,,VX,,V1,E,VX,D,V2,D,V2,D,V2,"D, FH",VX,D,V3,D,V3,D,V3,D,V3+,E,VX,D,V2,D,V3,D,VX,D,,,,,,,,,,,,,
4/24/23,black,low,4,4,VX,D,VX,FH,V2,D,V2,D,VX,D,V3+,D,V3,E,V3,D,V2,D,V2,D,V3+,E,V2,D,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,
4/24/23,black,low,4,5,V2,D,V2,D,VX,,VX,"D, FH",VX,,VX,,VX,,VX,,VX,,VX,D,VX,,V3,D,V2,"D, FH",VX,FH,V3,D,V2,D,,,,,,,,,,,,,
4/24/23,white,low,4,1,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,V2,D,VX,D,V2,D,VX,D,V3,D,V3,D,V2,E,VX,D,VX,D,V2,D,,,,,,,,,,,,,
4/24/23,white,low,4,2,V3,E,V2,D,V3,D,V3+,E,V2,D,V2,D,V2,"D, FH",V2,D,V2,D,V2,D,V3+,D,V2,E,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,
4/24/23,white,low,4,3,V2,D,V2,D,V2,D,V2,D,V2,D,V3+,E,V2,D,V2,E,V2,D,V2,D,V2,D,V2,D,V3,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,
