Site,Date,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,herbivory,frost_heave,notes
SheepStation,5/24/2023,6,low,black,9,4,91,2020,Symstad3,43.62,-103.47,Y,V3+,,,,,
SheepStation,5/24/2023,6,low,black,9,5,5,2020,AAFC08,49.57,-120.55,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,10,1,26,2020,Chynoweth01,39.76604,-109.5635,N,V1,,,,,
SheepStation,5/24/2023,6,low,black,10,2,52,2020,Hufft01,38.6701,-108.3286,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,10,3,65,2020,Leger 1,39.49,-119.84,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,10,4,103,2020,Davies03,42.68,-118.68,N,V1,,,,,
SheepStation,5/24/2023,6,low,black,10,5,35,2020,Chambers07,43.94,-116.19,Y,V3+,,,,,
SheepStation,5/24/2023,6,low,black,11,1,9,2020,Adler05,40.79,-111.87,Y,V3+,,,,,
SheepStation,5/24/2023,6,low,black,11,2,53,2020,Hufft02,39.547444,-105.102111,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,11,3,71,2020,Porensky30,40.63,-105.27,Y,V3+,,,,,
SheepStation,5/24/2023,6,low,black,11,4,88,2021,Schupp05,39.11,-112.74,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,11,5,59,2020,Lavin01,44.68,-109.07,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,12,1,47,2020,Fleishman_07,39.17,-117.44,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,12,2,64,2020,Lee 04,35.4564,-115.52,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,12,3,54,2020,JackieOtt1,43.65,-102.97,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,12,4,14,2020,Adler13,41.44,-111.08,Y,V3+,,,,,
SheepStation,5/24/2023,6,low,black,12,5,62,2020,Lee 02,35.3984,-115.7845,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,13,1,77,2020,Pyle10,43.19,-120,N,V2,,,,,
SheepStation,5/24/2023,6,low,black,13,2,18,2020,Adler18,40.86,-114.22,N,V1,,,,,
SheepStation,5/24/2023,6,low,black,13,3,57,2020,JackieOtt6,43.84,-101.94,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,13,4,51,2020,Holdrege1,41.61,-111.57,Y,V3+,,,,,
SheepStation,5/24/2023,6,low,black,13,5,29,2020,Chambers01,39.55,-119.58,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,14,1,34,2020,Chambers06,41.54,-117.78,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,14,2,31,2020,Urza01,40.35,-119.34,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,14,3,87,2020,Schupp04,38.52,-113.55,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,14,4,24,2020,Blumenthal08,40.64,-104.56,Y,V3+,,,Y,,
SheepStation,5/24/2023,6,low,black,14,5,96,2020,Chynoweth02,40.29092,-109.68361,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,15,1,102,2020,Shriver02,48,-114.04,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,15,2,93,2021,Urza02,40.84,-119.56,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,15,3,7,2020,AAFC10,49.71,-120.05,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,15,4,100,2020,Chynoweth08,40.640878,-109.48689,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,15,5,84,2020,Reed03,38.75,-109.79,Y,V3+,,,,,
SheepStation,5/24/2023,6,low,black,16,1,11,2020,Adler09,43.31,-112.27,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,16,2,104,2020,Germino BOP 01,43.4720833,-116.2338306,Y,V3+,,,,,
SheepStation,5/24/2023,6,low,black,16,3,63,2020,Lee 03,36.5247,-115.8987,N,NA,,,,,
SheepStation,5/24/2023,6,low,black,16,4,42,2020,Downs 01,46.38145,-119.430272,Y,BS,,,,,
SheepStation,5/24/2023,6,low,black,16,5,79,2020,Pyle15,43.8,-119,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,1,1,33,2020,Chambers05,41.54,-117.75,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,1,2,104,2020,Germino BOP 01,43.4720833,-116.2338306,N,V2,,,,,
SheepStation,5/24/2023,7,high,black,1,3,29,2020,Chambers01,39.55,-119.58,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,1,4,24,2020,Blumenthal08,40.64,-104.56,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,1,5,45,2020,Fleishman_01,38.47,-119.49,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,1,6,102,2020,Shriver02,48,-114.04,Y,BS,,,,,
SheepStation,5/24/2023,7,high,black,1,7,81,2020,Pyle17,44.36,-118.93,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,1,8,59,2020,Lavin01,44.68,-109.07,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,1,9,72,2020,Pyke 03,44.60456358,-120.1924183,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,1,10,52,2020,Hufft01,38.6701,-108.3286,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,2,1,37,2020,Chambers09,40.66,-116.73,Y,V3+,,,,,
SheepStation,5/24/2023,7,high,black,2,2,58,2020,JackieOtt7,43.82,-101.94,Y,V3+,,,,,
SheepStation,5/24/2023,7,high,black,2,3,43,2020,Downs 02,46.25045,-119.53334,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,2,4,74,2020,Pyke 21,47.61803776,-119.6830115,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,2,5,57,2020,JackieOtt6,43.84,-101.94,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,2,6,79,2020,Pyle15,43.8,-119,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,2,7,1,2020,AAFC04,50.08,-120.65,Y,V3+,,,,,
SheepStation,5/24/2023,7,high,black,2,8,65,2020,Leger 1,39.49,-119.84,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,2,9,38,2021,Copeland01,43.7,-117.33,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,2,10,8,2020,Blumenthal01,41.18,-104.9,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,3,1,90,2020,Symstad2,43.87,-103.46,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,3,2,7,2020,AAFC10,49.71,-120.05,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,3,3,44,2020,Downs 03,45.9663,-120.3671,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,3,4,69,2020,Porensky17,43.34,-105.13,Y,V3+,,,,,
SheepStation,5/24/2023,7,high,black,3,5,18,2020,Adler18,40.86,-114.22,N,V1,,,,,
SheepStation,5/24/2023,7,high,black,3,6,75,2020,Pyle01,42.35,-118.65,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,3,7,84,2020,Reed03,38.75,-109.79,Y,BS,,,,,
SheepStation,5/24/2023,7,high,black,3,8,98,2021,Chynoweth05,40.480805,-109.438229,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,3,9,71,2020,Porensky30,40.63,-105.27,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,3,10,51,2020,Holdrege1,41.61,-111.57,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,4,1,93,2020,Urza02,40.84,-119.56,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,4,2,11,2020,Adler09,43.31,-112.27,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,4,3,91,2020,Symstad3,43.62,-103.47,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,4,4,63,2020,Lee 03,36.5247,-115.8987,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,4,5,88,2021,Schupp05,39.11,-112.74,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,4,6,39,2020,Copeland05,42.27,-118.71,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,4,7,28,2020,Bradford01,35.23,-111.62,Y,V3+,,,,,
SheepStation,5/24/2023,7,high,black,4,8,86,2020,Schupp03,38.6,-113.79,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,4,9,62,2020,Lee 02,35.3984,-115.7845,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,4,10,49,2020,Getts3,40.43,-120.67,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,5,1,66,2020,Maron1,46.68,-114.03,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,5,2,34,2020,Chambers06,41.54,-117.78,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,5,3,12,2020,Schupp02,40.2,-112.46,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,5,4,76,2020,Pyle09,43.42,-119.62,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,5,5,73,2020,Pyke 08,46.74830998,-119.361636,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,5,6,30,2020,Chambers02,39.95,-118.76,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,5,7,35,2020,Chambers07,43.94,-116.19,Y,V3+,,,,,
SheepStation,5/24/2023,7,high,black,5,8,97,2021,Chynoweth03,39.83576,-109.61202,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,5,9,150,2022,Mancillas01,,,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,5,10,79,2020,Pyle15,43.8,-119,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,6,1,64,2020,Lee 04,35.4564,-115.52,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,6,2,25,2020,Symstad6,41.83,-103.71,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,6,3,2,2020,AAFC05,50.09,-120.45,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,6,4,19,2020,Barnett01,43.48,-110.74,Y,V3+,,,,,
SheepStation,5/24/2023,7,high,black,6,5,92,2020,Symstad4,43.71,-102.58,Y,V3+,,,,,
SheepStation,5/24/2023,7,high,black,6,6,42,2021,Downs 01,46.38145,-119.430272,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,6,7,82,2020,Pyle19,44.57,-119.65,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,6,8,95,2020,Wilcox02,41.31,-105.66,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,6,9,68,2020,Porensky01,43.24,-105.18,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,6,10,9,2020,Adler05,40.79,-111.87,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,7,1,101,2020,Shriver01,34.06,-116.22,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,7,2,89,2020,Symstad1,44.59,-104.71,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,7,3,100,2020,Chynoweth08,40.640878,-109.48689,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,7,4,31,2020,Urza01,40.35,-119.34,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,7,5,55,2020,JackieOtt2,43.71,-102.32,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,7,6,77,2020,Pyle10,43.19,-120,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,7,7,83,2020,Reed01,38.52,-109.47,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,7,8,56,2020,JackieOtt5,43.78,-102.61,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,7,9,87,2020,Schupp04,38.52,-113.55,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,7,10,74,2020,Pyke 21,47.61803776,-119.6830115,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,8,1,36,2020,Chambers08,42.24,-114.57,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,8,2,44,2020,Downs 03,45.9663,-120.3671,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,8,3,96,2020,Chynoweth02,40.29092,-109.68361,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,8,4,47,2020,Fleishman_07,39.17,-117.44,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,8,5,32,2020,Chambers04,41.31,-117.63,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,8,6,46,2020,Fleishman_05,39.12,-117.27,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,8,7,63,2020,Lee 03,36.5247,-115.8987,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,8,8,8,2020,Blumenthal01,41.18,-104.9,N,NA,,,,,
SheepStation,5/24/2023,7,high,black,8,9,44,2020,Downs 03,45.9663,-120.3671,Y,V3+,,,Y,,
SheepStation,5/24/2023,7,high,black,8,10,61,2020,Lee 01,36.82340833,-116.0163889,Y,BS,,,,,
SheepStation,5/24/2023,8,high,white,1,1,77,2020,Pyle10,43.19,-120,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,1,2,30,2020,Chambers02,39.95,-118.76,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,1,3,8,2020,Blumenthal01,41.18,-104.9,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,1,4,96,2020,Chynoweth02,40.29092,-109.68361,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,1,5,84,2021,Reed03,38.75,-109.79,Y,V2,,,,COULD BE WEED,
SheepStation,5/24/2023,8,high,white,1,6,46,2020,Fleishman_05,39.12,-117.27,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,1,7,33,2020,Chambers05,41.54,-117.75,Y,BS,,,,,
SheepStation,5/24/2023,8,high,white,1,8,102,2020,Shriver02,48,-114.04,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,1,9,18,2020,Adler18,40.86,-114.22,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,1,10,45,2020,Fleishman_01,38.47,-119.49,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,2,1,42,2020,Downs 01,46.38145,-119.430272,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,2,2,91,2020,Symstad3,43.62,-103.47,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,2,3,53,2020,Hufft02,39.547444,-105.102111,Y,V2,,,,,
SheepStation,5/24/2023,8,high,white,2,4,47,2020,Fleishman_07,39.17,-117.44,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,2,5,93,2021,Urza02,40.84,-119.56,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,2,6,12,2020,Schupp02,40.2,-112.46,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,2,7,92,2020,Symstad4,43.71,-102.58,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,2,8,65,2020,Leger 1,39.49,-119.84,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,2,9,28,2020,Bradford01,35.23,-111.62,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,2,10,44,2020,Downs 03,45.9663,-120.3671,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,3,1,35,2020,Chambers07,43.94,-116.19,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,3,2,82,2020,Pyle19,44.57,-119.65,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,3,3,34,2020,Chambers06,41.54,-117.78,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,3,4,73,2020,Pyke 08,46.74830998,-119.361636,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,3,5,57,2020,JackieOtt6,43.84,-101.94,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,3,6,62,2020,Lee 02,35.3984,-115.7845,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,3,7,64,2020,Lee 04,35.4564,-115.52,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,3,8,76,2020,Pyle09,43.42,-119.62,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,3,9,69,2020,Porensky17,43.34,-105.13,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,3,10,39,2020,Copeland05,42.27,-118.71,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,4,1,83,2020,Reed01,38.52,-109.47,Y,BS,,,,,
SheepStation,5/24/2023,8,high,white,4,2,98,2021,Chynoweth05,40.480805,-109.438229,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,4,3,56,2020,JackieOtt5,43.78,-102.61,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,4,4,38,2021,Copeland01,43.7,-117.33,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,4,5,104,2020,Germino BOP 01,43.4720833,-116.2338306,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,4,6,91,2020,Symstad3,43.62,-103.47,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,4,7,75,2020,Pyle01,42.35,-118.65,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,4,8,74,2020,Pyke 21,47.61803776,-119.6830115,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,4,9,1,2020,AAFC04,50.08,-120.65,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,4,10,63,2020,Lee 03,36.5247,-115.8987,Y,BS,,,,,
SheepStation,5/24/2023,8,high,white,5,1,29,2020,Chambers01,39.55,-119.58,Y,BS,,,,,
SheepStation,5/24/2023,8,high,white,5,2,55,2020,JackieOtt2,43.71,-102.32,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,5,3,52,2020,Hufft01,38.6701,-108.3286,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,5,4,71,2020,Porensky30,40.63,-105.27,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,5,5,25,2020,Symstad6,41.83,-103.71,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,5,6,19,2020,Barnett01,43.48,-110.74,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,5,7,95,2021,Wilcox02,41.31,-105.66,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,5,8,37,2020,Chambers09,40.66,-116.73,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,5,9,49,2020,Getts3,40.43,-120.67,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,5,10,2,2020,AAFC05,50.09,-120.45,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,6,1,32,2020,Chambers04,41.31,-117.63,Y,BS,,,,,
SheepStation,5/24/2023,8,high,white,6,2,31,2020,Urza01,40.35,-119.34,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,6,3,61,2020,Lee 01,36.82340833,-116.0163889,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,6,4,100,2020,Chynoweth08,40.640878,-109.48689,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,6,5,81,2020,Pyle17,44.36,-118.93,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,6,6,66,2020,Maron1,46.68,-114.03,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,6,7,5,2020,AAFC08,49.57,-120.55,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,6,8,11,2020,Adler09,43.31,-112.27,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,6,9,61,2020,Lee 01,36.82340833,-116.0163889,Y,V3+,,,,,DYING
SheepStation,5/24/2023,8,high,white,6,10,88,2021,Schupp05,39.11,-112.74,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,7,1,51,2020,Holdrege1,41.61,-111.57,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,7,2,36,2020,Chambers08,42.24,-114.57,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,7,3,97,2020,Chynoweth03,39.83576,-109.61202,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,7,4,150,2021,Mancillas01,,,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,7,5,79,2020,Pyle15,43.8,-119,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,7,6,26,2020,Chynoweth01,39.76604,-109.5635,Y,V3,,,,,HALF DEAD
SheepStation,5/24/2023,8,high,white,7,7,7,2020,AAFC10,49.71,-120.05,Y,V2,,,,,
SheepStation,5/24/2023,8,high,white,7,8,58,2020,JackieOtt7,43.82,-101.94,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,7,9,59,2020,Lavin01,44.68,-109.07,Y,V3,,,,,
SheepStation,5/24/2023,8,high,white,7,10,68,2020,Porensky01,43.24,-105.18,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,8,1,6,2020,AAFC09,49.62,-119.8,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,8,2,75,2020,Pyle01,42.35,-118.65,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,8,3,1,2020,AAFC04,50.08,-120.65,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,8,4,43,2020,Downs 02,46.25045,-119.53334,Y,BS,,,,,
SheepStation,5/24/2023,8,high,white,8,5,72,2020,Pyke 03,44.60456358,-120.1924183,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,8,6,90,2020,Symstad2,43.87,-103.46,Y,V3+,,,,,
SheepStation,5/24/2023,8,high,white,8,7,87,2021,Schupp04,38.52,-113.55,N,NA,,,,,
SheepStation,5/24/2023,8,high,white,8,8,32,2020,Chambers04,41.31,-117.63,Y,BS,,,,,
SheepStation,5/24/2023,8,high,white,8,9,101,2020,Shriver01,34.06,-116.22,Y,BS,,,,,
SheepStation,5/24/2023,8,high,white,8,10,24,2020,Blumenthal08,40.64,-104.56,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,1,1,95,2020,Wilcox02,41.31,-105.66,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,1,2,32,2020,Chambers04,41.31,-117.63,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,1,3,57,2020,JackieOtt6,43.84,-101.94,Y,V2,,,,,
SheepStation,5/24/2023,9,high,white,1,4,35,2020,Chambers07,43.94,-116.19,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,1,5,63,2020,Lee 03,36.5247,-115.8987,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,1,6,90,2020,Symstad2,43.87,-103.46,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,1,7,104,2020,Germino BOP 01,43.4720833,-116.2338306,Y,V3,,,,,
SheepStation,5/24/2023,9,high,white,1,8,74,2020,Pyke 21,47.61803776,-119.6830115,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,1,9,45,2020,Fleishman_01,38.47,-119.49,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,1,10,18,2022,Adler18,40.86,-114.22,Y,V2,,,,,
SheepStation,5/24/2023,9,high,white,2,1,30,2020,Chambers02,39.95,-118.76,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,2,2,31,2020,Urza01,40.35,-119.34,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,2,3,72,2020,Pyke 03,44.60456358,-120.1924183,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,2,4,82,2020,Pyle19,44.57,-119.65,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,2,5,86,2021,Schupp03,38.6,-113.79,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,2,6,51,2020,Holdrege1,41.61,-111.57,Y,V3,,,,,ACCIDENTLY PULLED A LEAF
SheepStation,5/24/2023,9,high,white,2,7,92,2020,Symstad4,43.71,-102.58,Y,V2,,,,,
SheepStation,5/24/2023,9,high,white,2,8,43,2020,Downs 02,46.25045,-119.53334,Y,BS,,,,,
SheepStation,5/24/2023,9,high,white,2,9,73,2020,Pyke 08,46.74830998,-119.361636,Y,V3,,,,,
SheepStation,5/24/2023,9,high,white,2,10,102,2020,Shriver02,48,-114.04,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,3,1,98,2020,Chynoweth05,40.480805,-109.438229,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,3,2,97,2020,Chynoweth03,39.83576,-109.61202,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,3,3,8,2020,Blumenthal01,41.18,-104.9,Y,V3,,,,,
SheepStation,5/24/2023,9,high,white,3,4,64,2020,Lee 04,35.4564,-115.52,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,3,5,83,2020,Reed01,38.52,-109.47,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,3,6,5,2020,AAFC08,49.57,-120.55,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,3,7,37,2020,Chambers09,40.66,-116.73,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,3,8,52,2020,Hufft01,38.6701,-108.3286,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,3,9,77,2020,Pyle10,43.19,-120,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,3,10,30,2020,Chambers02,39.95,-118.76,Y,BS,,,,,
SheepStation,5/24/2023,9,high,white,4,1,46,2020,Fleishman_05,39.12,-117.27,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,4,2,25,2020,Symstad6,41.83,-103.71,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,4,3,89,2020,Symstad1,44.59,-104.71,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,4,4,87,2021,Schupp04,38.52,-113.55,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,4,5,103,2020,Davies03,42.68,-118.68,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,4,6,62,2020,Lee 02,35.3984,-115.7845,Y,V3,,,,,COULD BE WEED
SheepStation,5/24/2023,9,high,white,4,7,53,2020,Hufft02,39.547444,-105.102111,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,4,8,38,2021,Copeland01,43.7,-117.33,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,4,9,93,2020,Urza02,40.84,-119.56,Y,BS,,,,,
SheepStation,5/24/2023,9,high,white,4,10,44,2020,Downs 03,45.9663,-120.3671,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,5,1,71,2020,Porensky30,40.63,-105.27,Y,V3,,,,,
SheepStation,5/24/2023,9,high,white,5,2,91,2020,Symstad3,43.62,-103.47,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,5,3,7,2020,AAFC10,49.71,-120.05,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,5,4,12,2020,Schupp02,40.2,-112.46,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,5,5,28,2020,Bradford01,35.23,-111.62,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,5,6,101,2020,Shriver01,34.06,-116.22,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,5,7,33,2020,Chambers05,41.54,-117.75,Y,BS,,,,,
SheepStation,5/24/2023,9,high,white,5,8,2,2020,AAFC05,50.09,-120.45,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,5,9,58,2020,JackieOtt7,43.82,-101.94,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,5,10,96,2020,Chynoweth02,40.29092,-109.68361,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,6,1,104,2020,Germino BOP 01,43.4720833,-116.2338306,Y,V3,,,,,
SheepStation,5/24/2023,9,high,white,6,2,68,2020,Porensky01,43.24,-105.18,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,6,3,59,2020,Lavin01,44.68,-109.07,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,6,4,39,2020,Copeland05,42.27,-118.71,Y,V3+,,,,,
SheepStation,5/24/2023,9,high,white,6,5,69,2020,Porensky17,43.34,-105.13,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,6,6,61,2020,Lee 01,36.82340833,-116.0163889,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,6,7,49,2020,Getts3,40.43,-120.67,N,NA,,,,,
SheepStation,5/24/2023,9,high,white,6,8,34,2020,Chambers06,41.54,-117.78,Y,BS,,,,,
