plantID,site,year,density,albedo,block,plot,x,y,genotype,emergence,first_flower,v_phen,last_phen_status,note_standard_phen,live_harvest,v_harvest,tillers,veg_mass,inflor_mass,seed_count_total,note_standard_harvest
Boise2022_6309,WI,2022,lo,black,6,4,2,4,30,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6311,WI,2022,lo,black,6,4,3,1,75,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_6312,WI,2022,lo,black,6,4,3,2,43,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6313,WI,2022,lo,black,6,4,3,3,75,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6317,WI,2022,lo,black,6,4,4,2,38,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6318,WI,2022,lo,black,6,4,4,3,150,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6320,WI,2022,lo,black,6,4,4,5,5,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6321,WI,2022,lo,black,6,4,5,1,67,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6322,WI,2022,lo,black,6,4,5,2,49,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6328,WI,2022,lo,black,6,4,6,3,70,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6334,WI,2022,lo,black,6,4,7,4,1,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6339,WI,2022,lo,black,6,4,8,4,20,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6344,WI,2022,lo,black,6,4,9,4,52,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6345,WI,2022,lo,black,6,4,9,5,6,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6401,WI,2022,hi,black,7,1,1,1,46,Y,NA,V0,N,resurrection_frost_heave,N,NA,0,0,0,0,NA
Boise2022_6410,WI,2022,hi,black,7,1,1,10,47,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6404,WI,2022,hi,black,7,1,1,4,61,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6405,WI,2022,hi,black,7,1,1,5,56,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_6406,WI,2022,hi,black,7,1,1,6,6,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6492,WI,2022,hi,black,7,1,10,2,86,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_6493,WI,2022,hi,black,7,1,10,3,60,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6494,WI,2022,hi,black,7,1,10,4,98,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6496,WI,2022,hi,black,7,1,10,6,95,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_6499,WI,2022,hi,black,7,1,10,9,84,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6411,WI,2022,hi,black,7,1,2,1,25,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6412,WI,2022,hi,black,7,1,2,2,14,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6415,WI,2022,hi,black,7,1,2,5,72,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6421,WI,2022,hi,black,7,1,3,1,100,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6430,WI,2022,hi,black,7,1,3,10,69,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6440,WI,2022,hi,black,7,1,4,10,90,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6432,WI,2022,hi,black,7,1,4,2,51,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6434,WI,2022,hi,black,7,1,4,4,18,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6445,WI,2022,hi,black,7,1,5,5,91,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6449,WI,2022,hi,black,7,1,5,9,68,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6459,WI,2022,hi,black,7,1,6,9,37,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6461,WI,2022,hi,black,7,1,7,1,54,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6466,WI,2022,hi,black,7,1,7,6,24,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6480,WI,2022,hi,black,7,1,8,10,52,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6479,WI,2022,hi,black,7,1,8,9,48,Y,NA,V0,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6482,WI,2022,hi,black,7,1,9,2,1,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6488,WI,2022,hi,black,7,1,9,8,12,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6489,WI,2022,hi,black,7,1,9,9,9,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6501,WI,2022,lo,black,7,2,1,1,102,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6502,WI,2022,lo,black,7,2,1,2,59,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6503,WI,2022,lo,black,7,2,1,3,21,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6504,WI,2022,lo,black,7,2,1,4,72,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6547,WI,2022,lo,black,7,2,10,2,86,Y,NA,V2,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6550,WI,2022,lo,black,7,2,10,5,24,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6555,WI,2022,lo,black,7,2,11,5,82,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_6556,WI,2022,lo,black,7,2,12,1,2,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6558,WI,2022,lo,black,7,2,12,3,45,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6562,WI,2022,lo,black,7,2,13,2,95,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6563,WI,2022,lo,black,7,2,13,3,83,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6566,WI,2022,lo,black,7,2,14,1,37,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6570,WI,2022,lo,black,7,2,14,5,1,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6580,WI,2022,lo,black,7,2,16,5,150,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6584,WI,2022,lo,black,7,2,17,4,71,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6585,WI,2022,lo,black,7,2,17,5,67,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6588,WI,2022,lo,black,7,2,18,3,104,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6591,WI,2022,lo,black,7,2,19,1,44,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6592,WI,2022,lo,black,7,2,19,2,79,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6593,WI,2022,lo,black,7,2,19,3,31,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6595,WI,2022,lo,black,7,2,19,5,88,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6506,WI,2022,lo,black,7,2,2,1,27,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6510,WI,2022,lo,black,7,2,2,5,60,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6597,WI,2022,lo,black,7,2,20,2,40,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6511,WI,2022,lo,black,7,2,3,1,76,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6512,WI,2022,lo,black,7,2,3,2,19,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6513,WI,2022,lo,black,7,2,3,3,16,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6516,WI,2022,lo,black,7,2,4,1,47,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6517,WI,2022,lo,black,7,2,4,2,32,Y,NA,V0,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6520,WI,2022,lo,black,7,2,4,5,99,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6521,WI,2022,lo,black,7,2,5,1,38,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6523,WI,2022,lo,black,7,2,5,3,105,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6525,WI,2022,lo,black,7,2,5,5,63,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6526,WI,2022,lo,black,7,2,6,1,70,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6527,WI,2022,lo,black,7,2,6,2,48,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6530,WI,2022,lo,black,7,2,6,5,92,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6531,WI,2022,lo,black,7,2,7,1,64,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6532,WI,2022,lo,black,7,2,7,2,98,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6533,WI,2022,lo,black,7,2,7,3,51,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6537,WI,2022,lo,black,7,2,8,2,46,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6540,WI,2022,lo,black,7,2,8,5,32,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6545,WI,2022,lo,black,7,2,9,5,11,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6610,WI,2022,hi,white,7,3,1,10,31,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_6604,WI,2022,hi,white,7,3,1,4,75,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6693,WI,2022,hi,white,7,3,10,3,9,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6695,WI,2022,hi,white,7,3,10,5,49,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6616,WI,2022,hi,white,7,3,2,6,38,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6627,WI,2022,hi,white,7,3,3,7,81,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6633,WI,2022,hi,white,7,3,4,3,25,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6660,WI,2022,hi,white,7,3,6,10,59,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6652,WI,2022,hi,white,7,3,6,2,69,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6655,WI,2022,hi,white,7,3,6,5,84,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6661,WI,2022,hi,white,7,3,7,1,67,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6662,WI,2022,hi,white,7,3,7,2,93,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6663,WI,2022,hi,white,7,3,7,3,97,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6671,WI,2022,hi,white,7,3,8,1,86,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6680,WI,2022,hi,white,7,3,8,10,33,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6672,WI,2022,hi,white,7,3,8,2,45,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6677,WI,2022,hi,white,7,3,8,7,6,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6701,WI,2022,lo,white,7,4,1,1,6,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_6747,WI,2022,lo,white,7,4,10,2,88,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6748,WI,2022,lo,white,7,4,10,3,35,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6752,WI,2022,lo,white,7,4,11,2,21,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6763,WI,2022,lo,white,7,4,13,3,74,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6766,WI,2022,lo,white,7,4,14,1,95,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6767,WI,2022,lo,white,7,4,14,2,53,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6768,WI,2022,lo,white,7,4,14,3,8,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6771,WI,2022,lo,white,7,4,15,1,51,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6772,WI,2022,lo,white,7,4,15,2,83,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6773,WI,2022,lo,white,7,4,15,3,81,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6775,WI,2022,lo,white,7,4,15,5,98,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6776,WI,2022,lo,white,7,4,16,1,86,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6777,WI,2022,lo,white,7,4,16,2,3,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6778,WI,2022,lo,white,7,4,16,3,13,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6781,WI,2022,lo,white,7,4,17,1,68,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6786,WI,2022,lo,white,7,4,18,1,105,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6789,WI,2022,lo,white,7,4,18,4,79,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_6792,WI,2022,lo,white,7,4,19,2,69,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6706,WI,2022,lo,white,7,4,2,1,75,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6707,WI,2022,lo,white,7,4,2,2,27,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6710,WI,2022,lo,white,7,4,2,5,97,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6797,WI,2022,lo,white,7,4,20,2,44,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6798,WI,2022,lo,white,7,4,20,3,99,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6713,WI,2022,lo,white,7,4,3,3,1,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6717,WI,2022,lo,white,7,4,4,2,67,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6718,WI,2022,lo,white,7,4,4,3,9,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6719,WI,2022,lo,white,7,4,4,4,93,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6727,WI,2022,lo,white,7,4,6,2,38,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6732,WI,2022,lo,white,7,4,7,2,33,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6733,WI,2022,lo,white,7,4,7,3,70,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6738,WI,2022,lo,white,7,4,8,3,17,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6742,WI,2022,lo,white,7,4,9,2,82,Y,NA,V1,N,resurrection_frost_heave,N,NA,0,0,0,0,NA
Boise2022_6743,WI,2022,lo,white,7,4,9,3,92,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6745,WI,2022,lo,white,7,4,9,5,61,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6801,WI,2022,hi,white,8,1,1,1,74,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6810,WI,2022,hi,white,8,1,1,10,92,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6806,WI,2022,hi,white,8,1,1,6,71,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6809,WI,2022,hi,white,8,1,1,9,81,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6891,WI,2022,hi,white,8,1,10,1,83,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_6892,WI,2022,hi,white,8,1,10,2,28,Y,NA,V0,N,resurrection,N,NA,0,0,0,0,NA
Boise2022_6897,WI,2022,hi,white,8,1,10,7,56,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6812,WI,2022,hi,white,8,1,2,2,105,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6813,WI,2022,hi,white,8,1,2,3,84,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6818,WI,2022,hi,white,8,1,2,8,67,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6819,WI,2022,hi,white,8,1,2,9,87,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6830,WI,2022,hi,white,8,1,3,10,68,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6822,WI,2022,hi,white,8,1,3,2,59,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6834,WI,2022,hi,white,8,1,4,4,12,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6836,WI,2022,hi,white,8,1,4,6,25,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6842,WI,2022,hi,white,8,1,5,2,64,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6851,WI,2022,hi,white,8,1,6,1,69,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6870,WI,2022,hi,white,8,1,7,10,47,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6864,WI,2022,hi,white,8,1,7,4,97,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6865,WI,2022,hi,white,8,1,7,5,63,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6868,WI,2022,hi,white,8,1,7,8,103,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6904,WI,2022,hi,black,8,2,1,4,83,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6908,WI,2022,hi,black,8,2,1,8,100,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7000,WI,2022,hi,black,8,2,10,10,89,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6999,WI,2022,hi,black,8,2,10,9,61,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6913,WI,2022,hi,black,8,2,2,3,101,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_6919,WI,2022,hi,black,8,2,2,9,6,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6930,WI,2022,hi,black,8,2,3,10,58,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6936,WI,2022,hi,black,8,2,4,6,93,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6939,WI,2022,hi,black,8,2,4,9,40,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6950,WI,2022,hi,black,8,2,5,10,69,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6943,WI,2022,hi,black,8,2,5,3,82,Y,NA,V1,N,resurrection_frost_heave,N,NA,0,0,0,0,NA
Boise2022_6953,WI,2022,hi,black,8,2,6,3,76,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6954,WI,2022,hi,black,8,2,6,4,47,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6955,WI,2022,hi,black,8,2,6,5,90,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6956,WI,2022,hi,black,8,2,6,6,56,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6970,WI,2022,hi,black,8,2,7,10,72,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6962,WI,2022,hi,black,8,2,7,2,86,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_6968,WI,2022,hi,black,8,2,7,8,92,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_6969,WI,2022,hi,black,8,2,7,9,89,Y,NA,V0,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_7001,WI,2022,lo,black,8,3,1,1,6,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_7002,WI,2022,lo,black,8,3,1,2,97,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7003,WI,2022,lo,black,8,3,1,3,103,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7048,WI,2022,lo,black,8,3,10,3,57,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7049,WI,2022,lo,black,8,3,10,4,2,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7050,WI,2022,lo,black,8,3,10,5,20,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7054,WI,2022,lo,black,8,3,11,4,91,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_7055,WI,2022,lo,black,8,3,11,5,51,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_7058,WI,2022,lo,black,8,3,12,3,81,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7072,WI,2022,lo,black,8,3,15,2,1,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7073,WI,2022,lo,black,8,3,15,3,26,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7079,WI,2022,lo,black,8,3,16,4,150,Y,NA,V3+,N,NA,N,NA,0,0,0,0,NA
Boise2022_7092,WI,2022,lo,black,8,3,19,2,47,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_7095,WI,2022,lo,black,8,3,19,5,63,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7008,WI,2022,lo,black,8,3,2,3,54,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7009,WI,2022,lo,black,8,3,2,4,35,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_7096,WI,2022,lo,black,8,3,20,1,66,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7098,WI,2022,lo,black,8,3,20,3,76,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7011,WI,2022,lo,black,8,3,3,1,75,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7012,WI,2022,lo,black,8,3,3,2,45,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_7014,WI,2022,lo,black,8,3,3,4,25,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_7015,WI,2022,lo,black,8,3,3,5,83,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7017,WI,2022,lo,black,8,3,4,2,7,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7018,WI,2022,lo,black,8,3,4,3,42,Y,NA,V2,N,NA,N,NA,0,0,0,0,NA
Boise2022_7020,WI,2022,lo,black,8,3,4,5,29,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7023,WI,2022,lo,black,8,3,5,3,101,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7027,WI,2022,lo,black,8,3,6,2,86,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7030,WI,2022,lo,black,8,3,6,5,28,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7032,WI,2022,lo,black,8,3,7,2,105,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7033,WI,2022,lo,black,8,3,7,3,31,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_7035,WI,2022,lo,black,8,3,7,5,71,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7038,WI,2022,lo,black,8,3,8,3,27,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7040,WI,2022,lo,black,8,3,8,5,77,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7043,WI,2022,lo,black,8,3,9,3,65,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_7044,WI,2022,lo,black,8,3,9,4,38,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7045,WI,2022,lo,black,8,3,9,5,59,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7104,WI,2022,lo,white,8,4,1,4,55,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7146,WI,2022,lo,white,8,4,10,1,31,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7147,WI,2022,lo,white,8,4,10,2,19,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_7148,WI,2022,lo,white,8,4,10,3,97,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7151,WI,2022,lo,white,8,4,11,1,53,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7152,WI,2022,lo,white,8,4,11,2,92,Y,NA,V0,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_7156,WI,2022,lo,white,8,4,12,1,27,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_7162,WI,2022,lo,white,8,4,13,2,79,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7165,WI,2022,lo,white,8,4,13,5,13,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7170,WI,2022,lo,white,8,4,14,5,150,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7171,WI,2022,lo,white,8,4,15,1,28,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_7177,WI,2022,lo,white,8,4,16,2,52,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7178,WI,2022,lo,white,8,4,16,3,98,Y,NA,V0,N,frost_heave,N,NA,0,0,0,0,NA
Boise2022_7179,WI,2022,lo,white,8,4,16,4,14,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_7180,WI,2022,lo,white,8,4,16,5,38,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7181,WI,2022,lo,white,8,4,17,1,66,N,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7182,WI,2022,lo,white,8,4,17,2,5,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA
Boise2022_7183,WI,2022,lo,white,8,4,17,3,99,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA
Boise2022_7186,WI,2022,lo,white,8,4,18,1,64,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA
