"plantID","site","year","block","plot","x","y","genotype","growout"
"SS2023_771","SS",2023,3,2,10,4,62,2020
"SS2023_772","SS",2023,3,2,10,5,26,2020
"SS2023_773","SS",2023,3,2,11,1,101,2020
"SS2023_774","SS",2023,3,2,11,2,72,2020
"SS2023_775","SS",2023,3,2,11,5,8,2020
"SS2023_776","SS",2023,3,2,12,1,68,2020
"SS2023_777","SS",2023,3,2,12,2,35,2020
"SS2023_778","SS",2023,3,2,12,3,18,2022
"SS2023_779","SS",2023,3,2,12,4,1,2020
"SS2023_780","SS",2023,3,2,12,5,33,2020
"SS2023_781","SS",2023,3,2,13,1,46,2020
"SS2023_782","SS",2023,3,2,13,2,103,2020
"SS2023_783","SS",2023,3,2,13,3,24,2020
"SS2023_784","SS",2023,3,2,13,4,73,2020
"SS2023_785","SS",2023,3,2,13,5,57,2020
"SS2023_786","SS",2023,3,2,14,1,38,2021
"SS2023_787","SS",2023,3,2,14,2,95,2021
"SS2023_788","SS",2023,3,2,14,3,150,2022
"SS2023_789","SS",2023,3,2,14,4,55,2020
"SS2023_790","SS",2023,3,2,14,5,65,2020
"SS2023_791","SS",2023,3,2,15,1,28,2020
"SS2023_792","SS",2023,3,2,15,2,89,2020
"SS2023_793","SS",2023,3,2,15,3,88,2021
"SS2023_794","SS",2023,3,2,15,4,82,2020
"SS2023_795","SS",2023,3,2,15,5,37,2020
"SS2023_796","SS",2023,3,2,16,1,42,2020
"SS2023_797","SS",2023,3,2,16,2,87,2021
"SS2023_798","SS",2023,3,2,16,3,43,2020
"SS2023_799","SS",2023,3,2,16,4,102,2020
"SS2023_800","SS",2023,3,2,16,5,79,2020
"SS2023_801","SS",2023,3,3,6,4,72,2020
"SS2023_802","SS",2023,3,3,6,2,88,2020
"SS2023_803","SS",2023,3,3,6,3,5,2020
"SS2023_804","SS",2023,3,3,1,1,102,2020
"SS2023_805","SS",2023,3,3,6,5,37,2020
"SS2023_806","SS",2023,3,3,1,4,59,2020
"SS2023_807","SS",2023,3,3,1,5,77,2020
"SS2023_808","SS",2023,3,3,1,6,150,2022
"SS2023_809","SS",2023,3,3,1,7,54,2020
"SS2023_810","SS",2023,3,3,1,8,44,2020
"SS2023_811","SS",2023,3,3,1,9,66,2020
"SS2023_812","SS",2023,3,3,1,10,26,2020
"SS2023_813","SS",2023,3,3,1,2,8,2020
"SS2023_814","SS",2023,3,3,1,3,14,2020
"SS2023_815","SS",2023,3,3,2,4,58,2020
"SS2023_816","SS",2023,3,3,2,5,65,2020
"SS2023_817","SS",2023,3,3,2,1,62,2020
"SS2023_818","SS",2023,3,3,2,2,84,2020
"SS2023_819","SS",2023,3,3,2,3,49,2020
"SS2023_820","SS",2023,3,3,4,10,24,2020
"SS2023_821","SS",2023,3,3,5,1,75,2020
"SS2023_822","SS",2023,3,3,5,2,34,2020
"SS2023_823","SS",2023,3,3,5,3,84,2021
"SS2023_824","SS",2023,3,3,5,4,98,2020
"SS2023_825","SS",2023,3,3,5,5,18,2020
"SS2023_826","SS",2023,3,3,5,6,74,2020
"SS2023_827","SS",2023,3,3,5,7,91,2020
"SS2023_828","SS",2023,3,3,5,8,45,2020
"SS2023_829","SS",2023,3,3,5,9,32,2020
"SS2023_830","SS",2023,3,3,5,10,87,2021
"SS2023_831","SS",2023,3,3,6,1,39,2020
"SS2023_832","SS",2023,3,3,2,6,12,2020
"SS2023_833","SS",2023,3,3,2,7,42,2021
"SS2023_834","SS",2023,3,3,2,8,5,2020
"SS2023_835","SS",2023,3,3,2,9,72,2020
"SS2023_836","SS",2023,3,3,2,10,93,2020
"SS2023_837","SS",2023,3,3,3,1,7,2020
"SS2023_838","SS",2023,3,3,3,2,43,2020
"SS2023_839","SS",2023,3,3,3,3,95,2021
"SS2023_840","SS",2023,3,3,3,4,9,2020
"SS2023_841","SS",2023,3,3,3,5,6,2020
"SS2023_842","SS",2023,3,3,3,6,30,2020
"SS2023_843","SS",2023,3,3,3,7,81,2020
"SS2023_844","SS",2023,3,3,3,8,73,2020
"SS2023_845","SS",2023,3,3,3,9,55,2020
"SS2023_846","SS",2023,3,3,3,10,56,2020
"SS2023_847","SS",2023,3,3,4,1,31,2020
"SS2023_848","SS",2023,3,3,4,2,33,2020
"SS2023_849","SS",2023,3,3,4,3,90,2020
"SS2023_850","SS",2023,3,3,4,4,2,2020
"SS2023_851","SS",2023,3,3,4,5,29,2020
"SS2023_852","SS",2023,3,3,4,6,68,2020
"SS2023_853","SS",2023,3,3,4,7,46,2020
"SS2023_854","SS",2023,3,3,4,8,100,2020
"SS2023_855","SS",2023,3,3,4,9,76,2020
"SS2023_856","SS",2023,3,3,6,6,57,2020
"SS2023_857","SS",2023,3,3,6,7,1,2020
"SS2023_858","SS",2023,3,3,6,8,92,2020
"SS2023_859","SS",2023,3,3,6,9,28,2020
"SS2023_860","SS",2023,3,3,6,10,63,2020
"SS2023_861","SS",2023,3,3,7,1,101,2020
"SS2023_862","SS",2023,3,3,7,2,47,2020
"SS2023_863","SS",2023,3,3,7,3,25,2020
"SS2023_864","SS",2023,3,3,7,4,71,2020
"SS2023_865","SS",2023,3,3,7,5,38,2021
"SS2023_866","SS",2023,3,3,7,6,11,2020
"SS2023_867","SS",2023,3,3,7,7,89,2020
"SS2023_868","SS",2023,3,3,7,8,61,2020
"SS2023_869","SS",2023,3,3,7,9,103,2020
"SS2023_870","SS",2023,3,3,7,10,64,2020
"SS2023_871","SS",2023,3,3,8,1,51,2020
"SS2023_872","SS",2023,3,3,8,2,97,2021
"SS2023_873","SS",2023,3,3,8,3,52,2020
"SS2023_874","SS",2023,3,3,8,4,96,2020
"SS2023_875","SS",2023,3,3,8,5,79,2020
"SS2023_876","SS",2023,3,3,8,6,82,2020
"SS2023_877","SS",2023,3,3,8,7,104,2020
"SS2023_878","SS",2023,3,3,8,8,43,2020
"SS2023_879","SS",2023,3,3,8,9,35,2020
"SS2023_880","SS",2023,3,3,8,10,83,2020
"SS2023_881","SS",2023,3,4,2,2,34,2020
"SS2023_882","SS",2023,3,4,1,4,28,2020
"SS2023_883","SS",2023,3,4,1,5,104,2020
"SS2023_884","SS",2023,3,4,2,1,95,2021
"SS2023_885","SS",2023,3,4,1,1,63,2020
"SS2023_886","SS",2023,3,4,2,3,96,2020
"SS2023_887","SS",2023,3,4,2,4,62,2020
"SS2023_888","SS",2023,3,4,11,2,9,2020
"SS2023_889","SS",2023,3,4,1,2,101,2020
"SS2023_890","SS",2023,3,4,1,3,72,2020
"SS2023_891","SS",2023,3,4,11,1,30,2020
"SS2023_892","SS",2023,3,4,12,1,90,2020
"SS2023_893","SS",2023,3,4,11,3,27,2020
"SS2023_894","SS",2023,3,4,11,4,53,2020
"SS2023_895","SS",2023,3,4,11,5,33,2020
"SS2023_896","SS",2023,3,4,8,5,97,2020
"SS2023_897","SS",2023,3,4,2,5,87,2020
"SS2023_898","SS",2023,3,4,3,1,37,2020
"SS2023_899","SS",2023,3,4,3,2,74,2020
"SS2023_900","SS",2023,3,4,9,1,71,2020
"SS2023_901","SS",2023,3,4,9,2,92,2020
"SS2023_902","SS",2023,3,4,9,3,150,2021
"SS2023_903","SS",2023,3,4,9,4,19,2020
"SS2023_904","SS",2023,3,4,9,5,96,2020
"SS2023_905","SS",2023,3,4,10,1,38,2021
"SS2023_906","SS",2023,3,4,10,2,55,2020
"SS2023_907","SS",2023,3,4,10,3,73,2020
"SS2023_908","SS",2023,3,4,10,4,25,2020
"SS2023_909","SS",2023,3,4,10,5,91,2020
"SS2023_910","SS",2023,3,4,8,3,88,2021
"SS2023_911","SS",2023,3,4,8,4,31,2020
"SS2023_912","SS",2023,3,4,3,3,2,2020
"SS2023_913","SS",2023,3,4,3,4,105,2020
"SS2023_914","SS",2023,3,4,3,5,93,2020
"SS2023_915","SS",2023,3,4,4,1,76,2020
"SS2023_916","SS",2023,3,4,4,2,57,2020
"SS2023_917","SS",2023,3,4,4,3,24,2020
"SS2023_918","SS",2023,3,4,4,4,101,2020
"SS2023_919","SS",2023,3,4,4,5,75,2020
"SS2023_920","SS",2023,3,4,5,1,49,2020
"SS2023_921","SS",2023,3,4,5,2,68,2020
"SS2023_922","SS",2023,3,4,5,3,52,2020
"SS2023_923","SS",2023,3,4,5,4,32,2020
"SS2023_924","SS",2023,3,4,5,5,84,2020
"SS2023_925","SS",2023,3,4,6,1,86,2020
"SS2023_926","SS",2023,3,4,6,2,12,2020
"SS2023_927","SS",2023,3,4,6,3,79,2020
"SS2023_928","SS",2023,3,4,6,4,93,2021
"SS2023_929","SS",2023,3,4,6,5,44,2020
"SS2023_930","SS",2023,3,4,7,1,35,2020
"SS2023_931","SS",2023,3,4,7,2,81,2020
"SS2023_932","SS",2023,3,4,7,3,64,2020
"SS2023_933","SS",2023,3,4,7,4,98,2020
"SS2023_934","SS",2023,3,4,7,5,100,2020
"SS2023_935","SS",2023,3,4,8,1,59,2020
"SS2023_936","SS",2023,3,4,8,2,89,2020
"SS2023_937","SS",2023,3,4,12,2,42,2020
"SS2023_938","SS",2023,3,4,12,3,65,2020
"SS2023_939","SS",2023,3,4,12,4,6,2020
"SS2023_940","SS",2023,3,4,12,5,69,2020
"SS2023_941","SS",2023,3,4,13,1,56,2020
"SS2023_942","SS",2023,3,4,13,2,1,2020
"SS2023_943","SS",2023,3,4,13,3,83,2020
"SS2023_944","SS",2023,3,4,13,4,43,2020
"SS2023_945","SS",2023,3,4,13,5,11,2020
"SS2023_946","SS",2023,3,4,14,1,82,2020
"SS2023_947","SS",2023,3,4,14,2,54,2020
"SS2023_948","SS",2023,3,4,14,3,18,2022
"SS2023_949","SS",2023,3,4,14,4,8,2020
"SS2023_950","SS",2023,3,4,14,5,102,2020
"SS2023_951","SS",2023,3,4,15,1,47,2020
"SS2023_952","SS",2023,3,4,15,2,77,2020
"SS2023_953","SS",2023,3,4,15,3,61,2020
"SS2023_954","SS",2023,3,4,15,4,46,2020
"SS2023_955","SS",2023,3,4,15,5,58,2020
"SS2023_956","SS",2023,3,4,16,1,51,2020
"SS2023_957","SS",2023,3,4,16,2,29,2020
"SS2023_958","SS",2023,3,4,16,3,39,2020
"SS2023_959","SS",2023,3,4,16,4,45,2020
"SS2023_960","SS",2023,3,4,16,5,7,2020
"SS2023_961","SS",2023,4,1,10,5,42,2021
"SS2023_962","SS",2023,4,1,11,1,62,2020
"SS2023_963","SS",2023,4,1,11,2,25,2020
"SS2023_964","SS",2023,4,1,1,1,38,2021
"SS2023_965","SS",2023,4,1,11,4,100,2020
"SS2023_966","SS",2023,4,1,11,5,43,2020
"SS2023_967","SS",2023,4,1,12,1,29,2020
"SS2023_968","SS",2023,4,1,11,3,28,2020
"SS2023_969","SS",2023,4,1,8,5,57,2020
"SS2023_970","SS",2023,4,1,1,2,34,2020
"SS2023_971","SS",2023,4,1,1,3,101,2020
"SS2023_972","SS",2023,4,1,12,2,18,2020
"SS2023_973","SS",2023,4,1,1,5,45,2020
"SS2023_974","SS",2023,4,1,2,1,31,2020
"SS2023_975","SS",2023,4,1,2,2,93,2020
"SS2023_976","SS",2023,4,1,1,4,73,2020
"SS2023_977","SS",2023,4,1,2,4,12,2020
"SS2023_978","SS",2023,4,1,2,5,86,2020
"SS2023_979","SS",2023,4,1,3,1,8,2020
"SS2023_980","SS",2023,4,1,2,3,68,2020
"SS2023_981","SS",2023,4,1,8,3,84,2020
"SS2023_982","SS",2023,4,1,8,4,54,2020
"SS2023_983","SS",2023,4,1,9,1,53,2020
"SS2023_984","SS",2023,4,1,9,2,64,2020
"SS2023_985","SS",2023,4,1,9,3,49,2020
"SS2023_986","SS",2023,4,1,9,4,52,2020
"SS2023_987","SS",2023,4,1,9,5,63,2020
"SS2023_988","SS",2023,4,1,10,1,6,2020
"SS2023_989","SS",2023,4,1,10,2,95,2021
"SS2023_990","SS",2023,4,1,10,3,96,2020
"SS2023_991","SS",2023,4,1,10,4,77,2020
"SS2023_992","SS",2023,4,1,3,2,58,2020
"SS2023_993","SS",2023,4,1,3,3,84,2020
"SS2023_994","SS",2023,4,1,3,4,81,2020
"SS2023_995","SS",2023,4,1,3,5,74,2020
"SS2023_996","SS",2023,4,1,4,1,69,2020
"SS2023_997","SS",2023,4,1,4,2,83,2020
"SS2023_998","SS",2023,4,1,4,3,65,2020
"SS2023_999","SS",2023,4,1,4,4,36,2020
"SS2023_1000","SS",2023,4,1,4,5,39,2020
"SS2023_1001","SS",2023,4,1,5,1,47,2020
"SS2023_1002","SS",2023,4,1,5,2,103,2020
"SS2023_1003","SS",2023,4,1,5,3,66,2020
"SS2023_1004","SS",2023,4,1,5,4,79,2020
"SS2023_1005","SS",2023,4,1,5,5,30,2020
"SS2023_1006","SS",2023,4,1,6,1,24,2020
"SS2023_1007","SS",2023,4,1,6,2,35,2020
"SS2023_1008","SS",2023,4,1,6,3,33,2020
"SS2023_1009","SS",2023,4,1,6,4,7,2020
"SS2023_1010","SS",2023,4,1,6,5,9,2020
"SS2023_1011","SS",2023,4,1,7,1,75,2020
"SS2023_1012","SS",2023,4,1,7,2,46,2020
"SS2023_1013","SS",2023,4,1,7,3,59,2020
"SS2023_1014","SS",2023,4,1,7,4,51,2020
"SS2023_1015","SS",2023,4,1,7,5,38,2021
"SS2023_1016","SS",2023,4,1,8,1,87,2020
"SS2023_1017","SS",2023,4,1,8,2,104,2020
"SS2023_1018","SS",2023,4,1,12,3,55,2020
"SS2023_1019","SS",2023,4,1,12,4,102,2020
"SS2023_1020","SS",2023,4,1,12,5,37,2020
"SS2023_1021","SS",2023,4,1,13,1,2,2020
"SS2023_1022","SS",2023,4,1,13,2,98,2020
"SS2023_1023","SS",2023,4,1,13,3,82,2020
"SS2023_1024","SS",2023,4,1,13,4,76,2020
"SS2023_1025","SS",2023,4,1,13,5,32,2020
"SS2023_1026","SS",2023,4,1,14,1,61,2020
"SS2023_1027","SS",2023,4,1,14,2,11,2020
"SS2023_1028","SS",2023,4,1,14,3,71,2020
"SS2023_1029","SS",2023,4,1,14,4,56,2020
"SS2023_1030","SS",2023,4,1,14,5,97,2021
"SS2023_1031","SS",2023,4,1,15,1,90,2020
"SS2023_1032","SS",2023,4,1,15,2,92,2020
"SS2023_1033","SS",2023,4,1,15,3,150,2022
"SS2023_1034","SS",2023,4,1,15,4,72,2020
"SS2023_1035","SS",2023,4,1,15,5,19,2020
"SS2023_1036","SS",2023,4,1,16,1,88,2020
"SS2023_1037","SS",2023,4,1,16,2,91,2020
"SS2023_1038","SS",2023,4,1,16,3,88,2021
"SS2023_1039","SS",2023,4,1,16,4,44,2020
"SS2023_1040","SS",2023,4,1,16,5,1,2020
"SS2023_1041","SS",2023,4,2,1,1,74,2020
"SS2023_1042","SS",2023,4,2,1,2,38,2021
"SS2023_1043","SS",2023,4,2,5,1,32,2020
"SS2023_1044","SS",2023,4,2,4,8,54,2020
"SS2023_1045","SS",2023,4,2,4,10,53,2020
"SS2023_1046","SS",2023,4,2,1,6,76,2020
"SS2023_1047","SS",2023,4,2,1,3,17,2020
"SS2023_1048","SS",2023,4,2,1,4,63,2020
"SS2023_1049","SS",2023,4,2,1,5,57,2020
"SS2023_1050","SS",2023,4,2,1,10,47,2020
"SS2023_1051","SS",2023,4,2,1,7,33,2020
"SS2023_1052","SS",2023,4,2,1,8,5,2020
"SS2023_1053","SS",2023,4,2,1,9,98,2020
"SS2023_1054","SS",2023,4,2,4,9,97,2020
"SS2023_1055","SS",2023,4,2,5,2,61,2020
"SS2023_1056","SS",2023,4,2,2,2,49,2020
"SS2023_1057","SS",2023,4,2,5,4,57,2020
"SS2023_1058","SS",2023,4,2,5,5,68,2020
"SS2023_1059","SS",2023,4,2,5,6,44,2020
"SS2023_1060","SS",2023,4,2,5,3,75,2020
"SS2023_1061","SS",2023,4,2,5,8,81,2020
"SS2023_1062","SS",2023,4,2,5,9,7,2020
"SS2023_1063","SS",2023,4,2,5,10,12,2020
"SS2023_1064","SS",2023,4,2,5,7,35,2020
"SS2023_1065","SS",2023,4,2,2,1,6,2020
"SS2023_1066","SS",2023,4,2,6,1,18,2020
"SS2023_1067","SS",2023,4,2,6,2,36,2020
"SS2023_1068","SS",2023,4,2,4,5,73,2020
"SS2023_1069","SS",2023,4,2,4,6,59,2020
"SS2023_1070","SS",2023,4,2,4,7,34,2020
"SS2023_1071","SS",2023,4,2,2,3,38,2021
"SS2023_1072","SS",2023,4,2,2,4,19,2020
"SS2023_1073","SS",2023,4,2,2,5,88,2020
"SS2023_1074","SS",2023,4,2,2,6,150,2022
"SS2023_1075","SS",2023,4,2,2,7,2,2020
"SS2023_1076","SS",2023,4,2,2,8,65,2020
"SS2023_1077","SS",2023,4,2,2,9,105,2021
"SS2023_1078","SS",2023,4,2,2,10,93,2021
"SS2023_1079","SS",2023,4,2,3,1,11,2020
"SS2023_1080","SS",2023,4,2,3,2,102,2020
"SS2023_1081","SS",2023,4,2,3,3,43,2020
"SS2023_1082","SS",2023,4,2,3,4,43,2020
"SS2023_1083","SS",2023,4,2,3,5,52,2020
"SS2023_1084","SS",2023,4,2,3,6,64,2020
"SS2023_1085","SS",2023,4,2,3,7,90,2020
"SS2023_1086","SS",2023,4,2,3,8,86,2021
"SS2023_1087","SS",2023,4,2,3,9,42,2020
"SS2023_1088","SS",2023,4,2,3,10,55,2020
"SS2023_1089","SS",2023,4,2,4,1,29,2020
"SS2023_1090","SS",2023,4,2,4,2,37,2020
"SS2023_1091","SS",2023,4,2,4,3,25,2020
"SS2023_1092","SS",2023,4,2,4,4,31,2020
"SS2023_1093","SS",2023,4,2,6,3,77,2020
"SS2023_1094","SS",2023,4,2,6,4,83,2020
"SS2023_1095","SS",2023,4,2,6,5,58,2020
"SS2023_1096","SS",2023,4,2,6,6,71,2020
"SS2023_1097","SS",2023,4,2,6,7,51,2020
"SS2023_1098","SS",2023,4,2,6,8,87,2021
"SS2023_1099","SS",2023,4,2,6,9,8,2020
"SS2023_1100","SS",2023,4,2,6,10,30,2020
"SS2023_1101","SS",2023,4,2,7,1,101,2020
"SS2023_1102","SS",2023,4,2,7,2,82,2020
"SS2023_1103","SS",2023,4,2,7,3,100,2020
"SS2023_1104","SS",2023,4,2,7,4,24,2020
"SS2023_1105","SS",2023,4,2,7,5,28,2020
"SS2023_1106","SS",2023,4,2,7,6,46,2020
"SS2023_1107","SS",2023,4,2,7,7,93,2021
"SS2023_1108","SS",2023,4,2,7,8,39,2020
"SS2023_1109","SS",2023,4,2,7,9,1,2020
"SS2023_1110","SS",2023,4,2,7,10,62,2020
"SS2023_1111","SS",2023,4,2,8,1,95,2021
"SS2023_1112","SS",2023,4,2,8,2,14,2020
"SS2023_1113","SS",2023,4,2,8,3,79,2020
"SS2023_1114","SS",2023,4,2,8,4,72,2020
"SS2023_1115","SS",2023,4,2,8,5,104,2020
"SS2023_1116","SS",2023,4,2,8,6,60,2020
"SS2023_1117","SS",2023,4,2,8,7,84,2020
"SS2023_1118","SS",2023,4,2,8,8,96,2020
"SS2023_1119","SS",2023,4,2,8,9,91,2020
"SS2023_1120","SS",2023,4,2,8,10,56,2020
"SS2023_1121","SS",2023,4,3,2,1,66,2020
"SS2023_1122","SS",2023,4,3,1,10,96,2020
"SS2023_1123","SS",2023,4,3,2,9,2,2020
"SS2023_1124","SS",2023,4,3,1,8,82,2020
"SS2023_1125","SS",2023,4,3,4,8,46,2020
"SS2023_1126","SS",2023,4,3,1,9,65,2020
"SS2023_1127","SS",2023,4,3,5,10,31,2020
"SS2023_1128","SS",2023,4,3,2,2,91,2020
"SS2023_1129","SS",2023,4,3,2,3,38,2021
"SS2023_1130","SS",2023,4,3,2,4,55,2020
"SS2023_1131","SS",2023,4,3,2,5,74,2020
"SS2023_1132","SS",2023,4,3,2,6,36,2020
"SS2023_1133","SS",2023,4,3,2,7,26,2020
"SS2023_1134","SS",2023,4,3,2,8,11,2020
"SS2023_1135","SS",2023,4,3,6,8,103,2020
"SS2023_1136","SS",2023,4,3,6,9,28,2020
"SS2023_1137","SS",2023,4,3,6,10,102,2020
"SS2023_1138","SS",2023,4,3,6,1,104,2020
"SS2023_1139","SS",2023,4,3,4,9,34,2020
"SS2023_1140","SS",2023,4,3,4,10,59,2020
"SS2023_1141","SS",2023,4,3,6,2,87,2021
"SS2023_1142","SS",2023,4,3,6,3,9,2020
"SS2023_1143","SS",2023,4,3,6,4,89,2020
"SS2023_1144","SS",2023,4,3,6,5,86,2021
"SS2023_1145","SS",2023,4,3,6,6,49,2020
"SS2023_1146","SS",2023,4,3,6,7,90,2020
"SS2023_1147","SS",2023,4,3,5,8,97,2021
"SS2023_1148","SS",2023,4,3,5,9,57,2020
"SS2023_1149","SS",2023,4,3,1,5,62,2020
"SS2023_1150","SS",2023,4,3,1,6,43,2020
"SS2023_1151","SS",2023,4,3,1,7,83,2020
"SS2023_1152","SS",2023,4,3,5,1,84,2020
"SS2023_1153","SS",2023,4,3,5,2,44,2020
"SS2023_1154","SS",2023,4,3,5,3,6,2020
"SS2023_1155","SS",2023,4,3,5,4,98,2020
"SS2023_1156","SS",2023,4,3,5,5,1,2020
"SS2023_1157","SS",2023,4,3,5,6,19,2020
"SS2023_1158","SS",2023,4,3,5,7,20,2020
"SS2023_1159","SS",2023,4,3,1,1,92,2020
"SS2023_1160","SS",2023,4,3,1,2,69,2020
"SS2023_1161","SS",2023,4,3,1,3,7,2020
"SS2023_1162","SS",2023,4,3,1,4,37,2020
"SS2023_1163","SS",2023,4,3,7,1,76,2020
"SS2023_1164","SS",2023,4,3,7,2,68,2020
"SS2023_1165","SS",2023,4,3,7,3,56,2020
"SS2023_1166","SS",2023,4,3,7,4,14,2020
"SS2023_1167","SS",2023,4,3,7,5,35,2020
"SS2023_1168","SS",2023,4,3,7,6,8,2020
"SS2023_1169","SS",2023,4,3,7,7,81,2020
"SS2023_1170","SS",2023,4,3,7,8,95,2020
"SS2023_1171","SS",2023,4,3,7,9,100,2020
"SS2023_1172","SS",2023,4,3,7,10,93,2020
"SS2023_1173","SS",2023,4,3,8,1,64,2020
"SS2023_1174","SS",2023,4,3,8,2,53,2020
"SS2023_1175","SS",2023,4,3,8,3,18,2022
"SS2023_1176","SS",2023,4,3,8,4,72,2020
"SS2023_1177","SS",2023,4,3,8,5,75,2020
"SS2023_1178","SS",2023,4,3,8,6,63,2020
"SS2023_1179","SS",2023,4,3,8,7,39,2020
"SS2023_1180","SS",2023,4,3,8,8,101,2020
"SS2023_1181","SS",2023,4,3,8,9,32,2020
"SS2023_1182","SS",2023,4,3,8,10,51,2020
"SS2023_1183","SS",2023,4,3,4,2,25,2020
"SS2023_1184","SS",2023,4,3,4,3,47,2020
"SS2023_1185","SS",2023,4,3,4,4,79,2020
"SS2023_1186","SS",2023,4,3,4,5,88,2021
"SS2023_1187","SS",2023,4,3,4,6,30,2020
"SS2023_1188","SS",2023,4,3,4,7,77,2020
"SS2023_1189","SS",2023,4,3,2,10,58,2020
"SS2023_1190","SS",2023,4,3,3,1,45,2020
"SS2023_1191","SS",2023,4,3,3,2,150,2021
"SS2023_1192","SS",2023,4,3,3,3,52,2020
"SS2023_1193","SS",2023,4,3,3,4,33,2020
"SS2023_1194","SS",2023,4,3,3,5,71,2020
"SS2023_1195","SS",2023,4,3,3,6,73,2020
"SS2023_1196","SS",2023,4,3,3,7,12,2020
"SS2023_1197","SS",2023,4,3,3,8,54,2020
"SS2023_1198","SS",2023,4,3,3,9,29,2020
"SS2023_1199","SS",2023,4,3,3,10,42,2021
"SS2023_1200","SS",2023,4,3,4,1,24,2020
"SS2023_1201","SS",2023,4,4,2,4,101,2020
"SS2023_1202","SS",2023,4,4,2,5,46,2020
"SS2023_1203","SS",2023,4,4,2,3,68,2020
"SS2023_1204","SS",2023,4,4,4,2,51,2020
"SS2023_1205","SS",2023,4,4,4,4,83,2020
"SS2023_1206","SS",2023,4,4,4,5,61,2020
"SS2023_1207","SS",2023,4,4,5,1,63,2020
"SS2023_1208","SS",2023,4,4,1,5,45,2020
"SS2023_1209","SS",2023,4,4,2,1,81,2020
"SS2023_1210","SS",2023,4,4,3,1,77,2020
"SS2023_1211","SS",2023,4,4,3,2,74,2020
"SS2023_1212","SS",2023,4,4,3,3,45,2020
"SS2023_1213","SS",2023,4,4,3,4,100,2020
"SS2023_1214","SS",2023,4,4,3,5,25,2020
"SS2023_1215","SS",2023,4,4,4,1,72,2020
"SS2023_1216","SS",2023,4,4,4,3,55,2020
"SS2023_1217","SS",2023,4,4,12,3,92,2020
"SS2023_1218","SS",2023,4,4,12,4,24,2020
"SS2023_1219","SS",2023,4,4,12,5,37,2020
"SS2023_1220","SS",2023,4,4,13,1,31,2020
"SS2023_1221","SS",2023,4,4,13,2,57,2020
"SS2023_1222","SS",2023,4,4,2,2,96,2020
"SS2023_1223","SS",2023,4,4,12,2,5,2020
"SS2023_1224","SS",2023,4,4,1,1,32,2020
"SS2023_1225","SS",2023,4,4,1,2,98,2020
"SS2023_1226","SS",2023,4,4,1,3,6,2020
"SS2023_1227","SS",2023,4,4,1,4,46,2020
"SS2023_1228","SS",2023,4,4,8,3,47,2020
"SS2023_1229","SS",2023,4,4,8,4,75,2020
"SS2023_1230","SS",2023,4,4,11,1,38,2021
"SS2023_1231","SS",2023,4,4,11,2,52,2020
"SS2023_1232","SS",2023,4,4,11,3,59,2020
"SS2023_1233","SS",2023,4,4,11,4,62,2020
"SS2023_1234","SS",2023,4,4,11,5,9,2020
"SS2023_1235","SS",2023,4,4,12,1,64,2020
"SS2023_1236","SS",2023,4,4,10,1,29,2020
"SS2023_1237","SS",2023,4,4,10,2,56,2020
"SS2023_1238","SS",2023,4,4,10,3,66,2020
"SS2023_1239","SS",2023,4,4,10,4,42,2021
"SS2023_1240","SS",2023,4,4,10,5,88,2020
"SS2023_1241","SS",2023,4,4,8,5,82,2020
"SS2023_1242","SS",2023,4,4,9,1,49,2020
"SS2023_1243","SS",2023,4,4,9,2,43,2020
"SS2023_1244","SS",2023,4,4,9,3,97,2020
"SS2023_1245","SS",2023,4,4,9,4,103,2020
"SS2023_1246","SS",2023,4,4,9,5,95,2021
"SS2023_1247","SS",2023,4,4,5,2,19,2020
"SS2023_1248","SS",2023,4,4,5,3,30,2020
"SS2023_1249","SS",2023,4,4,5,4,44,2020
"SS2023_1250","SS",2023,4,4,5,5,93,2020
"SS2023_1251","SS",2023,4,4,6,1,150,2021
"SS2023_1252","SS",2023,4,4,6,2,2,2020
"SS2023_1253","SS",2023,4,4,6,3,33,2020
"SS2023_1254","SS",2023,4,4,6,4,39,2020
"SS2023_1255","SS",2023,4,4,6,5,91,2020
"SS2023_1256","SS",2023,4,4,7,1,54,2020
"SS2023_1257","SS",2023,4,4,7,2,79,2020
"SS2023_1258","SS",2023,4,4,7,3,90,2020
"SS2023_1259","SS",2023,4,4,7,4,54,2020
"SS2023_1260","SS",2023,4,4,7,5,84,2020
"SS2023_1261","SS",2023,4,4,8,1,34,2020
"SS2023_1262","SS",2023,4,4,8,2,71,2020
"SS2023_1263","SS",2023,4,4,13,3,58,2020
"SS2023_1264","SS",2023,4,4,13,4,28,2020
"SS2023_1265","SS",2023,4,4,13,5,76,2020
"SS2023_1266","SS",2023,4,4,14,1,39,2020
"SS2023_1267","SS",2023,4,4,14,2,87,2021
"SS2023_1268","SS",2023,4,4,14,3,104,2020
"SS2023_1269","SS",2023,4,4,14,4,8,2020
"SS2023_1270","SS",2023,4,4,14,5,7,2020
"SS2023_1271","SS",2023,4,4,15,1,73,2020
"SS2023_1272","SS",2023,4,4,15,2,35,2020
"SS2023_1273","SS",2023,4,4,15,3,11,2020
"SS2023_1274","SS",2023,4,4,15,4,65,2020
"SS2023_1275","SS",2023,4,4,15,5,53,2020
"SS2023_1276","SS",2023,4,4,16,1,18,2020
"SS2023_1277","SS",2023,4,4,16,2,102,2020
