block,plot,x,y,genotype,growout,harvest_date,density,albedo,live_harvest,v_harvest,harvest,tillers,biomass_whole,inflor_mass,note_standard_harvest,plantID,site,year,first_flower,live,v,herbivory,frost_heave,note_standard
4,2,6,7,51,2020,2023-07-04,high,white,Y,FP,Y,1,0.041,0.07,NA,SS2023_1097,SS,2023,185,Y,FP,NA,NA,NA
4,2,6,9,8,2020,2023-06-26,high,white,Y,FG,Y,1,0.016,0.01,smut,SS2023_1099,SS,2023,177,Y,FG,NA,NA,NA
4,2,7,3,100,2020,2023-06-19,high,white,Y,FG,Y,1,0.01,0.008,smut,SS2023_1103,SS,2023,170,Y,FG,NA,NA,NA
4,2,8,1,95,2021,2023-07-10,high,white,Y,FP,Y,1,0.004,0.011,NA,SS2023_1111,SS,2023,191,Y,FP,NA,NA,NA
4,2,8,3,79,2020,2023-07-10,high,white,Y,FP,Y,2,0.15,0.27,NA,SS2023_1113,SS,2023,191,Y,FP,NA,NA,NA
4,3,4,8,46,2020,2023-07-10,high,black,Y,FP,Y,1,0.09,0.17,NA,SS2023_1125,SS,2023,191,Y,FP,NA,NA,NA
4,3,5,3,6,2020,2023-07-10,high,black,Y,FP,Y,5,0.85,1.11,NA,SS2023_1154,SS,2023,191,Y,FP,NA,NA,NA
4,3,1,1,92,2020,2023-07-04,high,black,Y,FP,Y,1,0.19,0.037,NA,SS2023_1159,SS,2023,185,Y,FP,NA,NA,NA
4,3,8,5,75,2020,2023-07-10,high,black,Y,FP,Y,1,0.05,0.13,NA,SS2023_1177,SS,2023,191,Y,FP,NA,NA,NA
4,3,8,10,51,2020,2023-07-04,high,black,Y,FP,Y,1,0.012,0.022,NA,SS2023_1182,SS,2023,185,Y,FP,NA,NA,NA
4,4,12,4,24,2020,2023-07-10,low,black,Y,FP,Y,9,0.87,1.27,NA,SS2023_1218,SS,2023,191,Y,FP,NA,NA,NA
4,4,10,2,56,2020,2023-07-10,low,black,Y,FP,Y,9,1.38,1.5,NA,SS2023_1237,SS,2023,191,Y,FP,NA,NA,NA
4,4,14,5,7,2020,2023-07-17,low,black,Y,FP,N,5,0.31,0.51,NA,SS2023_1270,SS,2023,198,Y,FP,NA,NA,NA
4,4,16,1,18,2020,2023-07-17,low,black,Y,FP,N,5,0.34,0.77,NA,SS2023_1276,SS,2023,198,Y,FP,NA,NA,NA
4,4,16,3,1,2020,2023-07-17,low,black,Y,FP,N,11,3.05,4.99,NA,SS2023_1278,SS,2023,198,Y,FP,NA,NA,NA
4,4,16,4,7,2020,2023-07-17,low,black,Y,FP,N,21,4.61,6.72,NA,SS2023_1279,SS,2023,198,Y,FP,NA,NA,NA
1,1,2,3,55,2020,2023-06-26,high,black,Y,FG,Y,4,0.07,0.06,smut,SS2023_13,SS,2023,177,Y,FG,NA,NA,NA
5,1,6,8,95,2020,2023-07-10,high,black,Y,FP,Y,1,0.012,0.034,NA,SS2023_1306,SS,2023,191,Y,FP,NA,NA,NA
5,1,4,2,46,2020,2023-07-10,high,black,Y,FP,Y,3,0.16,0.27,NA,SS2023_1318,SS,2023,191,Y,FP,NA,NA,NA
5,1,7,9,14,2020,2023-07-10,high,black,Y,FP,Y,1,0.029,0.1,NA,SS2023_1342,SS,2023,191,Y,FP,NA,NA,NA
5,2,4,3,8,2020,2023-07-17,low,black,Y,FP,N,13,1.89,2.16,NA,SS2023_1367,SS,2023,198,Y,FP,NA,NA,NA
5,2,2,2,55,2020,2023-07-17,low,black,Y,FP,N,7,0.88,1.29,NA,SS2023_1369,SS,2023,198,Y,FP,Y,NA,NA
5,2,4,1,76,2020,2023-07-17,low,black,Y,FP,N,14,2.36,3.52,smut,SS2023_1379,SS,2023,198,Y,FP,NA,NA,NA
5,2,5,2,74,2020,2023-07-17,low,black,Y,FP,N,3,0.15,0.21,NA,SS2023_1382,SS,2023,198,Y,FP,NA,NA,NA
5,2,14,3,46,2020,2023-07-10,low,black,Y,FP,Y,13,2.08,2.57,NA,SS2023_1401,SS,2023,191,Y,FP,NA,NA,NA
5,2,14,4,44,2020,2023-07-17,low,black,Y,FP,N,17,2.26,4.38,NA,SS2023_1402,SS,2023,198,Y,FP,NA,NA,NA
5,2,14,5,25,2020,2023-07-10,low,black,Y,FP,Y,3,0.18,0.27,NA,SS2023_1403,SS,2023,191,Y,FP,NA,NA,NA
5,2,15,5,88,2020,2023-07-17,low,black,Y,FP,N,2,0.07,0.2,NA,SS2023_1408,SS,2023,198,Y,FP,NA,NA,NA
5,2,16,5,100,2020,2023-07-10,low,black,Y,FP,Y,9,1.61,1.9,NA,SS2023_1413,SS,2023,191,Y,FP,NA,NA,NA
5,2,8,4,90,2020,2023-07-10,low,black,Y,FP,Y,19,4.44,4.53,NA,SS2023_1424,SS,2023,191,Y,FP,NA,NA,NA
5,2,9,3,91,2020,2023-07-17,low,black,Y,FP,N,15,2.49,3.87,NA,SS2023_1428,SS,2023,198,Y,FP,NA,NA,NA
5,2,6,3,96,2020,2023-07-17,low,black,Y,FP,N,5,0.84,1.61,NA,SS2023_1440,SS,2023,198,Y,FP,NA,NA,NA
5,3,6,3,79,2020,2023-07-10,high,white,Y,FP,Y,1,0.031,0.07,NA,SS2023_1441,SS,2023,191,Y,FP,NA,NA,NA
5,3,1,2,25,2020,2023-07-04,high,white,Y,FP,Y,1,0.054,0.093,NA,SS2023_1448,SS,2023,185,Y,FP,NA,NA,NA
5,3,2,4,1,2020,2023-07-10,high,white,Y,FP,Y,1,0.043,0.1,NA,SS2023_1452,SS,2023,191,Y,FP,NA,NA,NA
5,3,7,1,91,2020,2023-07-04,high,white,Y,FG,Y,1,0.036,0.053,smut,SS2023_1457,SS,2023,185,Y,FG,NA,NA,NA
5,3,1,6,102,2020,2023-07-10,high,white,Y,FB,Y,1,0.003,0.008,NA,SS2023_1460,SS,2023,191,Y,FB,NA,NA,NA
5,3,2,9,6,2020,2023-07-10,high,white,Y,FP,Y,1,0.026,0.05,NA,SS2023_1470,SS,2023,191,Y,FP,NA,NA,NA
5,3,3,7,105,2020,2023-07-10,high,white,Y,FP,Y,1,0.002,0.003,NA,SS2023_1478,SS,2023,191,Y,FP,NA,NA,NA
5,3,4,2,71,2020,2023-07-10,high,white,Y,FP,Y,1,0.012,0.031,NA,SS2023_1483,SS,2023,191,Y,FP,NA,NA,NA
5,3,6,2,44,2020,2023-07-10,high,white,Y,FP,Y,2,0.11,0.16,NA,SS2023_1503,SS,2023,191,Y,FP,NA,NA,NA
5,4,4,3,49,2020,2023-07-10,low,white,Y,FP,Y,5,0.53,1.19,NA,SS2023_1533,SS,2023,191,Y,FP,NA,NA,NA
5,4,4,2,81,2020,2023-07-10,low,white,Y,FP,Y,25,3.44,4.01,smut,SS2023_1536,SS,2023,191,Y,FP,NA,NA,NA
5,4,3,3,90,2020,2023-07-10,low,white,Y,FP,Y,12,1.45,2.16,NA,SS2023_1550,SS,2023,191,Y,FP,NA,NA,NA
5,4,4,4,55,2020,2023-07-10,low,white,Y,FP,Y,6,0.51,1.03,NA,SS2023_1552,SS,2023,191,Y,FP,NA,NA,NA
1,2,8,6,44,2020,2023-07-10,high,white,Y,FP,Y,7,0.84,1.61,NA,SS2023_156,SS,2023,191,Y,FP,NA,NA,NA
5,4,9,3,11,2020,2023-07-10,low,white,Y,FP,Y,11,0.77,1.42,NA,SS2023_1562,SS,2023,191,Y,FP,NA,NA,NA
5,4,9,5,46,2020,2023-07-10,low,white,Y,FP,Y,4,0.36,0.6,NA,SS2023_1564,SS,2023,191,Y,FP,NA,NA,NA
5,4,11,2,7,2020,2023-07-10,low,white,Y,FP,Y,16,3.35,4.39,NA,SS2023_1571,SS,2023,191,Y,FP,NA,NA,NA
5,4,6,1,8,2020,2023-06-26,low,white,Y,FG,Y,1,0.027,0.036,smut,SS2023_1573,SS,2023,177,Y,FG,NA,NA,NA
5,4,7,3,77,2020,2023-07-17,low,white,Y,FP,N,4,0.59,1.38,NA,SS2023_1580,SS,2023,198,Y,FP,NA,NA,NA
6,1,1,5,71,2020,2023-07-17,low,white,Y,FP,N,4,0.339,0.842,NA,SS2023_1608,SS,2023,198,Y,FP,NA,NA,NA
6,1,11,3,5,2020,2023-07-17,low,white,Y,FP,N,9,2.89,4.74,NA,SS2023_1609,SS,2023,198,Y,FP,NA,NA,NA
6,1,13,3,91,2020,2023-07-10,low,white,Y,FP,Y,12,3.32,3.98,NA,SS2023_1615,SS,2023,191,Y,FP,NA,NA,NA
6,1,12,3,81,2020,2023-07-17,low,white,Y,FB,N,13,1.93,2.69,smut,SS2023_1629,SS,2023,198,Y,FB,NA,NA,NA
6,1,12,4,54,2020,2023-07-17,low,white,Y,FP,N,4,0.38,0.62,NA,SS2023_1630,SS,2023,198,Y,FP,Y,NA,NA
6,1,12,5,77,2020,2023-07-17,low,white,Y,FP,N,3,0.73,1.33,NA,SS2023_1631,SS,2023,198,Y,FP,NA,NA,NA
6,1,4,4,105,2020,2023-07-10,low,white,Y,FP,Y,7,1.13,1.8,NA,SS2023_1634,SS,2023,191,Y,FP,NA,NA,NA
6,1,4,5,45,2020,2023-07-10,low,white,Y,FP,Y,5,0.61,0.99,NA,SS2023_1635,SS,2023,191,Y,FP,NA,NA,NA
6,1,8,5,90,2020,2023-07-10,low,white,Y,FP,Y,4,1.041,1.371,NA,SS2023_1637,SS,2023,191,Y,FP,NA,NA,NA
6,1,9,2,79,2020,2023-07-17,low,white,Y,FP,N,3,0.951,1.86,NA,SS2023_1639,SS,2023,198,Y,FP,NA,NA,NA
6,1,10,3,52,2020,2023-07-17,low,white,Y,FP,Y,1,0.18,0.38,NA,SS2023_1645,SS,2023,198,Y,FP,NA,NA,NA
6,1,10,4,1,2020,2023-07-17,low,white,Y,FP,N,8,1.8,3.84,NA,SS2023_1646,SS,2023,198,Y,FP,NA,NA,NA
6,1,8,1,58,2020,2023-07-10,low,white,Y,FP,Y,11,1.98,3.38,NA,SS2023_1650,SS,2023,191,Y,FP,NA,NA,NA
6,1,7,2,76,2020,2023-07-17,low,white,Y,FP,N,1,0.21,0.45,NA,SS2023_1664,SS,2023,198,Y,FP,NA,NA,NA
6,1,7,4,7,2020,2023-07-17,low,white,Y,FP,N,11,3.05,5.39,NA,SS2023_1666,SS,2023,198,Y,FP,NA,NA,NA
6,1,14,5,2,2020,2023-07-10,low,white,Y,FG,Y,12,0.63,0.7,smut,SS2023_1670,SS,2023,191,Y,FG,NA,NA,NA
6,1,15,2,12,2020,2023-07-17,low,white,Y,FP,N,1,0.09,0.21,NA,SS2023_1672,SS,2023,198,Y,FP,NA,NA,NA
6,2,13,5,45,2020,2023-06-14,low,black,Y,FG,Y,2,0.229,0.069,NA,SS2023_1682,SS,2023,165,Y,FG,NA,NA,NA
6,2,13,4,104,2020,2023-07-10,low,black,Y,FP,Y,5,0.396,0.758,NA,SS2023_1685,SS,2023,191,Y,FP,NA,NA,NA
6,2,1,1,47,2020,2023-07-10,low,black,Y,FP,Y,15,1.26,2.32,NA,SS2023_1690,SS,2023,191,Y,FP,NA,NA,NA
6,2,1,2,25,2020,2023-07-04,low,black,Y,FG,Y,1,0.15,0.3,smut,SS2023_1691,SS,2023,185,Y,FG,NA,NA,NA
6,2,3,3,58,2020,2023-07-04,low,black,Y,FG,Y,6,0.82,0.89,smut,SS2023_1698,SS,2023,185,Y,FG,NA,NA,NA
6,2,8,5,5,2020,2024-07-10,low,black,Y,FP,Y,13,4,4.65,NA,SS2023_1712,SS,2023,192,Y,FP,NA,NA,NA
6,2,11,2,68,2020,2023-07-17,low,black,Y,FP,N,7,0.923,2.27,NA,SS2023_1724,SS,2023,198,Y,FP,NA,NA,NA
6,2,14,4,79,2020,2023-07-17,low,black,Y,FB,N,28,1.6,2.68,smut,SS2023_1727,SS,2023,198,Y,FB,NA,NA,NA
6,2,5,2,92,2020,2023-07-04,low,black,Y,FG,Y,13,2.09,1.25,smut,SS2023_1736,SS,2023,185,Y,FG,NA,NA,NA
1,3,2,2,28,2020,2023-07-10,low,black,Y,FP,Y,14,1.33,1.27,NA,SS2023_174,SS,2023,191,Y,FP,NA,NA,NA
6,2,6,1,35,2020,2023-07-17,low,black,Y,FB,N,14,1.34,2.81,NA,SS2023_1740,SS,2023,198,Y,FB,NA,NA,NA
6,2,15,3,57,2020,2023-07-10,low,black,Y,FP,Y,7,1.13,1.27,NA,SS2023_1753,SS,2023,191,Y,FP,NA,NA,NA
1,3,4,2,98,2020,2023-07-10,low,black,Y,FP,Y,19,1.85,2.37,NA,SS2023_184,SS,2023,191,Y,FP,NA,NA,NA
6,4,3,3,81,2020,2023-07-10,high,black,Y,FP,Y,4,0.85,0.91,NA,SS2023_1852,SS,2023,191,Y,FP,NA,NA,NA
6,4,2,2,56,2020,2023-07-10,high,black,Y,FP,Y,1,0.001,0.002,NA,SS2023_1855,SS,2023,191,Y,FP,NA,NA,NA
6,4,5,2,91,2020,2023-07-10,high,black,Y,FG,Y,1,0.019,0.026,NA,SS2023_1884,SS,2023,191,Y,FG,NA,NA,NA
6,4,4,3,71,2020,2023-07-10,high,black,Y,FP,Y,5,0.33,0.45,smut,SS2023_1916,SS,2023,191,Y,FP,NA,NA,NA
6,4,4,5,7,2020,2023-07-04,high,black,Y,FG,Y,5,0.31,0.27,smut,SS2023_1918,SS,2023,185,Y,FG,NA,NA,NA
1,3,6,3,96,2020,2023-07-10,low,black,Y,FP,Y,22,3.77,3.75,NA,SS2023_195,SS,2023,191,Y,FP,NA,NA,NA
1,3,7,2,56,2020,2023-07-10,low,black,Y,FP,Y,10,1.42,1.73,NA,SS2023_199,SS,2023,191,Y,FP,NA,NA,NA
7,2,6,1,69,2020,2023-07-10,low,white,Y,FP,Y,1,0.038,0.12,NA,SS2023_2017,SS,2023,191,Y,FP,NA,NA,NA
7,2,4,1,51,2020,2023-07-04,low,white,Y,FP,Y,3,0.058,0.111,NA,SS2023_2018,SS,2023,185,Y,FP,NA,NA,NA
1,3,7,5,8,2020,2023-07-10,low,black,Y,FP,Y,17,3.88,4.23,NA,SS2023_202,SS,2023,191,Y,FP,Y,NA,NA
7,2,1,2,38,2021,2023-07-10,low,white,Y,FP,Y,1,0.01,0.05,NA,SS2023_2025,SS,2023,191,Y,FP,NA,NA,NA
7,2,1,3,79,2020,2023-07-17,low,white,Y,FG,N,1,0.038,0.05,NA,SS2023_2026,SS,2023,198,Y,FG,NA,NA,NA
7,2,1,4,66,2020,2023-07-17,low,white,Y,FP,N,3,0.21,0.54,NA,SS2023_2027,SS,2023,198,Y,FP,NA,NA,NA
7,2,6,3,35,2020,2023-07-10,low,white,Y,FP,Y,3,0.25,0.49,NA,SS2023_2028,SS,2023,191,Y,FP,NA,NA,NA
7,2,11,5,37,2020,2023-07-04,low,white,Y,FP,Y,1,0.033,0.11,NA,SS2023_2030,SS,2023,185,Y,FP,NA,NA,NA
7,2,12,1,96,2020,2023-07-04,low,white,Y,FP,Y,1,0.06,0.12,NA,SS2023_2031,SS,2023,185,Y,FP,NA,NA,NA
7,2,12,2,18,2020,2023-07-10,low,white,Y,FP,Y,3,0.09,0.18,NA,SS2023_2032,SS,2023,191,Y,FP,NA,NA,NA
7,2,13,3,91,2020,2023-07-17,low,white,Y,FP,N,1,0.049,0.1,NA,SS2023_2046,SS,2023,198,Y,FP,NA,NA,NA
7,2,9,2,90,2020,2023-07-10,low,white,Y,FP,Y,2,0.15,0.296,NA,SS2023_2061,SS,2023,191,Y,FP,NA,NA,NA
1,3,10,2,77,2020,2023-07-10,low,black,Y,FP,Y,11,1.96,2.05,NA,SS2023_207,SS,2023,191,Y,FP,NA,NA,NA
7,3,2,7,103,2020,2023-07-10,high,black,Y,FP,Y,1,0.007,0.003,smut,SS2023_2092,SS,2023,191,Y,FP,NA,NA,NA
7,3,4,6,91,2020,2023-07-10,high,black,Y,FP,Y,1,0.023,0.05,NA,SS2023_2116,SS,2023,191,Y,FP,NA,NA,NA
7,3,4,7,2,2020,2023-07-10,high,black,Y,FG,Y,5,0.73,0.735,NA,SS2023_2117,SS,2023,191,Y,FG,NA,NA,NA
7,4,4,4,45,2020,2023-07-10,low,black,Y,FP,Y,22,3.49,4.94,NA,SS2023_2177,SS,2023,191,Y,FP,NA,NA,NA
7,4,4,5,39,2020,2023-07-10,low,black,Y,FP,Y,7,0.71,0.85,NA,SS2023_2178,SS,2023,191,Y,FP,NA,NA,NA
7,4,7,1,7,2020,2023-07-17,low,black,Y,FB,N,25,2.65,3.68,smut,SS2023_2191,SS,2023,198,Y,FB,NA,NA,NA
1,3,12,5,11,2020,2023-07-17,low,black,Y,FP,N,7,0.68,1.22,NA,SS2023_220,SS,2023,198,Y,FP,NA,NA,NA
7,4,9,4,52,2020,2023-07-04,low,black,Y,FG,Y,8,1.32,2.45,smut,SS2023_2204,SS,2023,185,Y,FG,NA,NA,NA
7,4,13,1,1,2020,2023-07-17,low,black,Y,FP,N,12,1.51,3.31,NA,SS2023_2221,SS,2023,198,Y,FP,NA,NA,NA
7,4,14,5,79,2020,2023-07-17,low,black,Y,FP,N,5,0.31,0.53,NA,SS2023_2230,SS,2023,198,Y,FP,NA,NA,NA
7,4,16,1,71,2020,2023-07-17,low,black,Y,FP,N,11,1.6,2.91,NA,SS2023_2236,SS,2023,198,Y,FP,NA,NA,NA
8,1,7,2,90,2020,2023-06-26,high,white,Y,FG,Y,1,0.032,0.017,smut,SS2023_2245,SS,2023,177,Y,FG,NA,NA,NA
8,1,6,4,1,2020,2023-07-10,high,white,Y,FP,Y,1,0.012,0.034,NA,SS2023_2251,SS,2023,191,Y,FP,NA,NA,NA
8,1,2,6,59,2020,2023-07-10,high,white,Y,FP,Y,1,0.024,0.054,NA,SS2023_2260,SS,2023,191,Y,FP,NA,NA,NA
8,1,1,2,65,2020,2023-07-04,high,white,Y,FP,Y,1,0.0075,0.018,NA,SS2023_2273,SS,2023,185,Y,FP,NA,NA,NA
8,1,1,8,71,2020,2023-07-10,high,white,Y,FP,Y,1,0.028,0.075,NA,SS2023_2278,SS,2023,191,Y,FP,NA,NA,NA
8,1,3,7,89,2020,2023-07-10,high,white,Y,FP,Y,1,0.027,0.053,NA,SS2023_2284,SS,2023,191,Y,FP,NA,NA,NA
1,3,14,4,105,2020,2023-07-17,low,black,Y,FP,N,6,0.89,1.2,NA,SS2023_229,SS,2023,198,Y,FP,NA,NA,NA
8,1,3,10,2,2020,2023-07-10,high,white,Y,FP,Y,1,0.011,0.024,NA,SS2023_2294,SS,2023,191,Y,FP,NA,NA,NA
8,1,5,8,79,2020,2023-07-10,high,white,Y,FP,Y,1,0.008,0.011,NA,SS2023_2304,SS,2023,191,Y,FP,NA,NA,NA
8,1,5,9,6,2020,2023-07-10,high,white,Y,FP,Y,1,0.114,0.201,NA,SS2023_2305,SS,2023,191,Y,FP,NA,NA,NA
1,3,15,1,84,2020,2023-07-17,low,black,Y,FP,N,2,0.044,0.11,NA,SS2023_231,SS,2023,198,Y,FP,NA,NA,NA
8,1,8,5,44,2020,2023-07-10,high,white,Y,FP,Y,1,0.029,0.088,NA,SS2023_2315,SS,2023,191,Y,FP,NA,NA,NA
8,2,2,7,75,2020,2023-07-10,high,black,Y,FP,Y,1,0.043,0.09,NA,SS2023_2324,SS,2023,191,Y,FP,NA,NA,NA
8,2,1,6,72,2020,2023-07-04,high,black,Y,FP,Y,1,0.012,0.017,NA,SS2023_2335,SS,2023,185,Y,FP,NA,NA,NA
8,2,3,6,35,2020,2023-07-10,high,black,Y,FP,Y,3,0.19,0.28,NA,SS2023_2342,SS,2023,191,Y,FP,NA,NA,NA
8,2,7,4,1,2020,2023-07-10,high,black,Y,FG,Y,1,0.08,0.08,NA,SS2023_2346,SS,2023,191,Y,FG,NA,NA,NA
8,2,6,2,100,2020,2023-07-10,high,black,Y,FP,Y,1,0.13,0.21,NA,SS2023_2347,SS,2023,191,Y,FP,NA,NA,NA
8,2,2,9,39,2020,2023-07-04,high,black,Y,FP,Y,2,0.08,0.09,NA,SS2023_2348,SS,2023,185,Y,FP,NA,NA,NA
8,2,3,3,24,2020,2023-07-04,high,black,Y,FP,Y,1,0.011,0.018,NA,SS2023_2352,SS,2023,185,Y,FP,NA,NA,NA
8,2,3,4,76,2020,2023-07-10,high,black,Y,FP,Y,1,0.06,0.12,NA,SS2023_2353,SS,2023,191,Y,FP,NA,NA,NA
8,2,6,10,51,2020,2023-07-04,high,black,Y,FP,Y,1,0.008,0.015,NA,SS2023_2355,SS,2023,185,Y,FP,NA,NA,NA
8,2,8,4,29,2020,2023-06-26,high,black,Y,FG,Y,1,0.004,0.003,smut,SS2023_2356,SS,2023,177,Y,FG,NA,NA,NA
1,3,16,1,103,2020,2023-07-17,low,black,Y,FP,N,1,0.09,0.21,NA,SS2023_236,SS,2023,198,Y,FP,NA,NA,NA
8,2,8,2,2,2020,2023-07-10,high,black,Y,FG,Y,3,0.42,0.23,NA,SS2023_2364,SS,2023,191,Y,FG,NA,NA,NA
8,2,3,8,44,2020,2023-07-10,high,black,Y,FP,Y,2,0.1,0.19,NA,SS2023_2373,SS,2023,191,Y,FP,NA,NA,NA
8,2,3,9,7,2020,2023-07-10,high,black,Y,FP,Y,1,0.04,0.06,NA,SS2023_2374,SS,2023,191,Y,FP,NA,NA,NA
8,2,5,10,71,2020,2023-07-10,high,black,Y,FP,Y,1,0.14,0.28,NA,SS2023_2380,SS,2023,191,Y,FP,NA,NA,NA
8,2,4,2,92,2020,2023-07-10,high,black,Y,FP,Y,3,0.16,0.24,NA,SS2023_2392,SS,2023,191,Y,FP,NA,NA,NA
8,2,8,6,79,2020,2023-07-10,high,black,Y,FG,Y,3,0.27,0.36,NA,SS2023_2396,SS,2023,191,Y,FG,NA,NA,NA
8,3,13,2,79,2020,2023-07-17,low,black,Y,FP,N,15,5.03,8.88,NA,SS2023_2404,SS,2023,198,Y,FP,NA,NA,NA
8,3,12,3,83,2020,2023-07-04,low,black,Y,FG,Y,20,2.89,1.94,smut,SS2023_2422,SS,2023,185,Y,FG,NA,NA,NA
1,4,1,1,44,2020,2023-07-17,low,white,Y,FB,N,9,0.8,1.93,NA,SS2023_243,SS,2023,198,Y,FB,NA,NA,NA
8,3,15,1,100,2020,2023-07-10,low,black,Y,FP,Y,7,1.73,2.7,NA,SS2023_2435,SS,2023,191,Y,FP,NA,NA,NA
8,3,15,2,76,2020,2023-07-04,low,black,Y,FG,Y,12,1.35,1.47,smut,SS2023_2436,SS,2023,185,Y,FG,NA,NA,NA
8,3,9,2,35,2020,2023-07-10,low,black,Y,FP,Y,18,3.49,3.89,NA,SS2023_2444,SS,2023,191,Y,FP,NA,NA,NA
8,3,2,1,12,2020,2023-07-17,low,black,Y,FP,N,5,0.47,0.5,NA,SS2023_2447,SS,2023,198,Y,FP,NA,NA,NA
1,4,8,2,58,2020,2023-07-10,low,white,Y,FP,Y,7,0.92,1.65,NA,SS2023_245,SS,2023,191,Y,FP,NA,NA,NA
8,3,10,5,84,2020,2023-07-10,low,black,Y,FP,Y,4,0.61,1.14,NA,SS2023_2452,SS,2023,191,Y,FP,NA,NA,NA
8,3,9,4,90,2020,2023-07-17,low,black,Y,FP,N,11,2.05,4.14,NA,SS2023_2455,SS,2023,198,Y,FP,NA,NA,NA
8,3,6,3,36,2020,2023-07-10,low,black,Y,FG,Y,28,5.44,3,smut,SS2023_2470,SS,2023,191,Y,FG,NA,NA,NA
8,3,7,5,5,2020,2023-07-10,low,black,Y,FP,Y,11,2.44,2.42,NA,SS2023_2477,SS,2023,191,Y,FP,NA,NA,NA
1,4,1,3,73,2020,2023-07-04,low,white,Y,FG,Y,5,0.28,0.33,smut,SS2023_248,SS,2023,185,Y,FG,NA,NA,NA
8,3,16,5,81,2020,2023-07-10,low,black,Y,FP,Y,16,4.02,3.58,smut,SS2023_2480,SS,2023,191,Y,FP,NA,NA,NA
8,4,13,2,38,2021,2023-07-10,low,white,Y,FP,Y,2,0.18,0.43,NA,SS2023_2484,SS,2023,191,Y,FP,Y,NA,NA
8,4,8,4,2,2020,2023-07-17,low,white,Y,FP,N,8,1.61,1.87,NA,SS2023_2491,SS,2023,198,Y,FP,NA,NA,NA
8,4,15,1,71,2020,2023-07-17,low,white,Y,FP,N,2,0.16,0.35,NA,SS2023_2506,SS,2023,198,Y,FP,NA,NA,NA
8,4,12,5,7,2020,2023-07-10,low,white,Y,FP,Y,5,1.05,1.43,NA,SS2023_2508,SS,2023,191,Y,FP,NA,NA,NA
8,4,15,2,96,2020,2023-07-04,low,white,Y,FP,Y,4,0.27,0.44,NA,SS2023_2515,SS,2023,185,Y,FP,NA,NA,NA
8,4,1,3,8,2020,2023-06-19,low,white,Y,FG,Y,3,0.16,0.145,smut,SS2023_2523,SS,2023,170,Y,FG,NA,NA,NA
8,4,10,2,90,2020,2023-07-17,low,white,Y,FP,N,3,0.71,1.39,NA,SS2023_2525,SS,2023,198,Y,FP,NA,NA,NA
8,4,5,4,51,2020,2023-07-10,low,white,Y,FP,Y,2,0.15,0.29,NA,SS2023_2538,SS,2023,191,Y,FP,Y,NA,NA
8,4,6,4,76,2020,2023-07-17,low,white,Y,FP,N,3,0.41,0.82,NA,SS2023_2543,SS,2023,198,Y,FP,NA,NA,NA
8,4,4,4,6,2020,2023-07-17,low,white,Y,FP,N,4,0.92,1.97,NA,SS2023_2546,SS,2023,198,Y,FP,NA,NA,NA
1,4,2,1,1,2020,2023-07-17,low,white,Y,FP,N,5,0.75,1.55,NA,SS2023_255,SS,2023,198,Y,FP,NA,NA,NA
8,4,16,4,89,2020,2023-07-10,low,white,Y,FP,Y,2,0.066,0.19,NA,SS2023_2553,SS,2023,191,Y,FP,NA,NA,NA
8,4,16,5,56,2020,2023-07-10,low,white,Y,FP,Y,3,0.3,0.38,NA,SS2023_2554,SS,2023,191,Y,FP,NA,NA,NA
8,4,6,5,1,2020,2023-07-10,low,white,Y,FP,Y,5,0.9,1.49,NA,SS2023_2560,SS,2023,191,Y,FP,NA,NA,NA
1,4,2,3,52,2020,2023-07-10,low,white,Y,FP,Y,3,0.72,1.25,NA,SS2023_257,SS,2023,191,Y,FP,NA,NA,NA
1,4,3,2,79,2020,2023-07-17,low,white,Y,FG,N,3,0.48,0.64,NA,SS2023_261,SS,2023,198,Y,FG,NA,NA,NA
9,1,6,2,68,2020,2023-07-10,high,white,Y,FP,Y,1,0.014,0.07,NA,SS2023_2623,SS,2023,191,Y,FP,NA,NA,NA
9,1,1,8,79,2020,2023-07-10,high,white,Y,FG,Y,2,0.09,0.17,NA,SS2023_2634,SS,2023,191,Y,FG,NA,NA,NA
9,1,1,1,24,2020,2023-07-10,high,white,Y,FG,Y,1,0.005,0.008,NA,SS2023_2636,SS,2023,191,Y,FG,NA,NA,NA
9,2,1,10,89,2020,2023-07-10,high,black,Y,FP,Y,1,0.11,0.22,NA,SS2023_2642,SS,2023,191,Y,FP,NA,NA,NA
9,2,2,10,1,2020,2023-07-10,high,black,Y,FP,Y,2,0.26,0.45,NA,SS2023_2652,SS,2023,191,Y,FP,NA,NA,NA
1,4,4,2,39,2020,2023-07-10,low,white,Y,FP,Y,9,0.35,0.75,smut,SS2023_266,SS,2023,191,Y,FP,NA,NA,NA
9,2,6,9,71,2020,2023-07-10,high,black,Y,FP,Y,1,0.091,0.19,NA,SS2023_2678,SS,2023,191,Y,FP,NA,NA,NA
9,2,5,5,7,2020,2023-07-04,high,black,N,FP,NA,4,0.94,1.26,NA,SS2023_2713,SS,2023,185,N,FP,NA,NA,NA
9,2,5,10,54,2020,2023-07-10,high,black,Y,FP,Y,2,0.08,0.15,NA,SS2023_2718,SS,2023,191,Y,FP,NA,NA,NA
1,4,5,3,93,2021,2023-07-17,low,white,Y,FP,N,4,0.18,0.48,NA,SS2023_272,SS,2023,198,Y,FP,NA,NA,NA
