site_code,longitude,latitude,genotype,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19
Reed01,-109.47,38.52,83,13.550000000000011,13.200000000000001,0.32899999618530273,967.9000000000001,34.35000000000002,-5.749999999999943,40.1,-5.749999999999943,1.0500000000000114,26.150000000000034,1.0500000000000114,293.2,37.4,15.8,24.6,98.60000000000001,56.7,74,56.7
Reed03,-109.79,38.75,84,13.750000000000057,13.4,0.3309999942779541,977.7,34.650000000000034,-5.649999999999977,40.300000000000004,-5.649999999999977,24.05000000000001,26.55000000000001,1.2500000000000568,205.70000000000002,29.5,8.8,30.200000000000003,74.10000000000001,39.7,44.800000000000004,42.7
Rinella01,-105.49,46.19,85,7.750000000000057,12.3,0.30000000000000004,1028.2,30.650000000000034,-10.549999999999955,41.2,-10.549999999999955,-5.349999999999966,21.250000000000057,-5.349999999999966,346.6,63.5,8.5,63.7,168.4,28.3,131.20000000000002,28.3
Schupp03,-113.79,38.6,86,11.650000000000034,12,0.3119999885559082,950.5,32.05000000000001,-6.249999999999943,38.300000000000004,-6.249999999999943,0.7500000000000568,24.250000000000057,-0.3499999999999659,220.60000000000002,25.5,13.5,20.3,69.3,42.6,53.800000000000004,46.400000000000006
Schupp04,-113.55,38.52,87,9.450000000000045,11.9,0.3119999885559082,948.4000000000001,29.950000000000045,-8.049999999999955,38,-8.049999999999955,-1.349999999999966,22.05000000000001,-2.4499999999999886,313.90000000000003,40,17.8,25.6,103.7,57.5,86.5,59.800000000000004
Schupp05,-112.74,39.11,88,13.050000000000011,12.8,0.3230000019073487,977.9000000000001,34.450000000000045,-5.249999999999943,39.7,-5.249999999999943,26.05000000000001,26.05000000000001,0.7500000000000568,238.60000000000002,29.8,10.700000000000001,28.400000000000002,77,37.300000000000004,37.300000000000004,54.300000000000004
Symstad1,-104.71,44.59,89,7.350000000000023,11.9,0.3119999885559082,941.9000000000001,29.150000000000034,-8.949999999999989,38.1,-8.949999999999989,-4.449999999999989,19.850000000000023,-4.449999999999989,477.8,78.2,14.9,53.800000000000004,213.5,48.5,174.5,48.5
Symstad2,-103.46,43.87,90,6.150000000000034,11.3,0.32999999523162843,839.3000000000001,25.950000000000045,-8.149999999999977,34.1,-8.149999999999977,-4.0499999999999545,17.55000000000001,-4.0499999999999545,530.5,104.9,8.8,66.60000000000001,259.8,35.300000000000004,211.4,35.300000000000004
Symstad3,-103.47,43.62,91,7.050000000000011,12,0.33399999141693115,877.3000000000001,27.650000000000034,-8.349999999999966,36,-8.349999999999966,-3.849999999999966,18.750000000000057,-3.849999999999966,533.5,100.4,9.8,65.60000000000001,262.2,38.1,218.20000000000002,38.1
Symstad4,-102.58,43.71,92,8.650000000000034,12.600000000000001,0.3210000038146973,985.3000000000001,30.950000000000045,-8.449999999999989,39.400000000000006,-8.449999999999989,-3.6499999999999773,21.650000000000034,-3.6499999999999773,432.5,79.4,9.600000000000001,61,198.5,31.900000000000002,158.4,31.900000000000002
Urza2,-119.56,40.84,93,11.050000000000011,11.3,0.30499999523162846,908.7,31.450000000000045,-5.649999999999977,37.1,-5.649999999999977,22.650000000000034,23.05000000000001,-0.24999999999994316,200.70000000000002,25.6,5.2,42.2,75,18.5,28.400000000000002,69.10000000000001
Urza3,-120.2,41.6,94,8.850000000000023,11.600000000000001,0.3240000009536743,846.8000000000001,29.05000000000001,-6.749999999999943,35.800000000000004,-6.749999999999943,19.850000000000023,19.950000000000045,-1.4499999999999886,477,72.4,6.800000000000001,51.5,192.20000000000002,30.700000000000003,43.900000000000006,174.4
Wilcox02,-105.66,41.31,95,5.150000000000034,13.200000000000001,0.35599999427795415,859.3000000000001,26.250000000000057,-10.949999999999989,37.2,-10.949999999999989,-5.349999999999966,16.750000000000057,-5.349999999999966,324.6,50.300000000000004,9.600000000000001,48.400000000000006,134.3,34,117.5,34
Chynoweth02,-109.68361,40.29092,96,10.450000000000045,13.8,0.3230000019073487,1032.6000000000001,33.05000000000001,-9.649999999999977,42.7,-9.649999999999977,-3.0499999999999545,23.750000000000057,-3.0499999999999545,231.8,34.9,13.4,31.1,81.10000000000001,44.5,49.800000000000004,44.5
Chynoweth03,-109.61202,39.83576,97,11.750000000000057,12.8,0.3150000095367432,998.1,33.05000000000001,-7.5499999999999545,40.6,-7.5499999999999545,-1.1499999999999773,24.750000000000057,-1.1499999999999773,237.10000000000002,29.700000000000003,11.100000000000001,33.5,87.4,36.7,69.9,36.7
Chynoweth05,-109.438229,40.480805,98,9.450000000000045,13.200000000000001,0.3119999885559082,1030.2,31.850000000000023,-10.449999999999989,42.300000000000004,-10.449999999999989,-3.9499999999999886,22.750000000000057,-3.9499999999999886,244.9,35.9,13.8,29.900000000000002,82.80000000000001,45.1,53.900000000000006,45.1
Chynoweth07,-109.523564,40.533605,99,8.750000000000057,13.200000000000001,0.3190000057220459,1002,30.950000000000045,-10.449999999999989,41.400000000000006,-10.449999999999989,-4.249999999999943,21.750000000000057,-4.249999999999943,236.20000000000002,33.2,13.5,28.5,79.30000000000001,42.7,54.6,42.7
Chynoweth08,-109.48689,40.640878,100,5.650000000000034,13.100000000000001,0.3200000047683716,992.6,27.850000000000023,-13.149999999999977,41,-13.149999999999977,-7.0499999999999545,18.650000000000034,-7.0499999999999545,329.8,43.800000000000004,17.400000000000002,27.700000000000003,108.80000000000001,56.800000000000004,80.2,56.800000000000004
Shriver01,-116.22,34.06,101,16.450000000000045,13.4,0.40799999237060547,726.5,34.25000000000006,1.4500000000000455,32.800000000000004,1.4500000000000455,19.55000000000001,26.05000000000001,7.550000000000011,134.8,24.700000000000003,0.7000000000000001,67.2,67.7,7.1000000000000005,20,67.7
Shriver02,-114.04,48,102,7.850000000000023,8.1,0.2650000095367432,760.2,25.250000000000057,-5.149999999999977,30.400000000000002,-5.149999999999977,18.05000000000001,18.05000000000001,-1.349999999999966,725.7,101.60000000000001,41.7,28,242,146,146,164.3
Davies03,-118.68,42.68,103,3.9500000000000455,11.200000000000001,0.3069999933242798,871.3000000000001,24.850000000000023,-11.549999999999955,36.4,-11.549999999999955,15.250000000000057,15.450000000000045,-6.849999999999966,555.6,68.8,15.3,39.1,187.10000000000002,56.300000000000004,76.2,161.70000000000002
Germino BOP 01,-116.2338306,43.4720833,104,11.850000000000023,11.8,0.3190000057220459,882.9000000000001,33.150000000000034,-3.9499999999999886,37.1,-3.9499999999999886,22.950000000000045,23.450000000000045,0.6500000000000341,328.1,47.7,5.2,49.6,127.2,23.900000000000002,29.3,119.5
Blumenthal10,-102.52,40.92,105,10.350000000000023,13,0.3450000047683716,921.6,31.650000000000034,-5.949999999999989,37.6,-5.949999999999989,-1.2499999999999432,22.55000000000001,-1.2499999999999432,434.20000000000005,71.9,8.1,63,202,27.6,190.70000000000002,27.6
Rinella01,-105.49,46.19,151,7.750000000000057,12.3,0.30000000000000004,1028.2,30.650000000000034,-10.549999999999955,41.2,-10.549999999999955,-5.349999999999966,21.250000000000057,-5.349999999999966,346.6,63.5,8.5,63.7,168.4,28.3,131.20000000000002,28.3
BA,-116.995198,43.208482,NA,8.150000000000034,11,0.29500000476837157,894.6,29.350000000000023,-7.849999999999966,37.2,-7.849999999999966,19.650000000000034,19.950000000000045,-3.0499999999999545,445.8,55.800000000000004,12.200000000000001,40.5,149.5,43.1,59.400000000000006,141.3
WI,-116.90177,43.47437,NA,12.150000000000034,11.600000000000001,0.3099999904632569,893,33.25000000000006,-4.149999999999977,37.4,-4.149999999999977,23.250000000000057,23.850000000000023,0.7500000000000568,291.8,38.1,7.7,41.300000000000004,101.80000000000001,27.900000000000002,37.800000000000004,95.5
SS,-112.214337,44.24559,NA,6.150000000000034,12.3,0.29900000095367435,1015,29.05000000000001,-12.149999999999977,41.2,-12.149999999999977,18.750000000000057,19.350000000000023,-6.849999999999966,317.8,44.800000000000004,18.400000000000002,30.900000000000002,116.9,60.800000000000004,82.2,68.4
CH,-104.852543,41.212078,NA,7.650000000000034,12.100000000000001,0.3569999933242798,807.8000000000001,27.450000000000045,-6.5499999999999545,34,-6.5499999999999545,-2.1499999999999773,18.55000000000001,-2.1499999999999773,408.70000000000005,63.400000000000006,8.5,58,182.8,31.400000000000002,166.5,31.400000000000002
