"plantID","site","year","block","plot","x","y","genotype","growout","density","gravel"
"CH_2022_44","CH",2022,1,1,4,5,72,2020,"high","black"
"CH_2022_54","CH",2022,1,1,4,6,84,2020,"high","black"
"CH_2022_64","CH",2022,1,1,4,7,11,2020,"high","black"
"CH_2022_74","CH",2022,1,1,4,8,52,2020,"high","black"
"CH_2022_84","CH",2022,1,1,4,9,71,2020,"high","black"
"CH_2022_5","CH",2022,1,1,5,1,44,2020,"high","black"
"CH_2022_95","CH",2022,1,1,5,10,5,2020,"high","black"
"CH_2022_15","CH",2022,1,1,5,2,86,2020,"high","black"
"CH_2022_25","CH",2022,1,1,5,3,52,2020,"high","black"
"CH_2022_35","CH",2022,1,1,5,4,73,2020,"high","black"
"CH_2022_45","CH",2022,1,1,5,5,42,2021,"high","black"
"CH_2022_55","CH",2022,1,1,5,6,63,2020,"high","black"
"CH_2022_65","CH",2022,1,1,5,7,35,2020,"high","black"
"CH_2022_75","CH",2022,1,1,5,8,58,2020,"high","black"
"CH_2022_85","CH",2022,1,1,5,9,31,2020,"high","black"
"CH_2022_6","CH",2022,1,1,6,1,59,2020,"high","black"
"CH_2022_96","CH",2022,1,1,6,10,66,2020,"high","black"
"CH_2022_16","CH",2022,1,1,6,2,93,2021,"high","black"
"CH_2022_26","CH",2022,1,1,6,3,92,2020,"high","black"
"CH_2022_36","CH",2022,1,1,6,4,64,2020,"high","black"
"CH_2022_46","CH",2022,1,1,6,5,89,2020,"high","black"
"CH_2022_56","CH",2022,1,1,6,6,17,2020,"high","black"
"CH_2022_66","CH",2022,1,1,6,7,92,2020,"high","black"
"CH_2022_76","CH",2022,1,1,6,8,45,2020,"high","black"
"CH_2022_86","CH",2022,1,1,6,9,68,2020,"high","black"
"CH_2022_7","CH",2022,1,1,7,1,76,2020,"high","black"
"CH_2022_97","CH",2022,1,1,7,10,96,2020,"high","black"
"CH_2022_17","CH",2022,1,1,7,2,46,2020,"high","black"
"CH_2022_27","CH",2022,1,1,7,3,53,2020,"high","black"
"CH_2022_37","CH",2022,1,1,7,4,77,2020,"high","black"
"CH_2022_47","CH",2022,1,1,7,5,81,2020,"high","black"
"CH_2022_57","CH",2022,1,1,7,6,87,2021,"high","black"
"CH_2022_67","CH",2022,1,1,7,7,38,2021,"high","black"
"CH_2022_77","CH",2022,1,1,7,8,43,2020,"high","black"
"CH_2022_87","CH",2022,1,1,7,9,75,2020,"high","black"
"CH_2022_8","CH",2022,1,1,8,1,56,2020,"high","black"
"CH_2022_98","CH",2022,1,1,8,10,25,2020,"high","black"
"CH_2022_18","CH",2022,1,1,8,2,32,2020,"high","black"
"CH_2022_28","CH",2022,1,1,8,3,90,2020,"high","black"
"CH_2022_38","CH",2022,1,1,8,4,19,2020,"high","black"
"CH_2022_48","CH",2022,1,1,8,5,34,2020,"high","black"
"CH_2022_58","CH",2022,1,1,8,6,95,2021,"high","black"
"CH_2022_68","CH",2022,1,1,8,7,100,2020,"high","black"
"CH_2022_78","CH",2022,1,1,8,8,6,2020,"high","black"
"CH_2022_88","CH",2022,1,1,8,9,51,2020,"high","black"
"CH_2022_9","CH",2022,1,1,9,1,62,2020,"high","black"
"CH_2022_99","CH",2022,1,1,9,10,61,2020,"high","black"
"CH_2022_19","CH",2022,1,1,9,2,47,2020,"high","black"
"CH_2022_29","CH",2022,1,1,9,3,60,2020,"high","black"
"CH_2022_39","CH",2022,1,1,9,4,49,2020,"high","black"
"CH_2022_49","CH",2022,1,1,9,5,74,2020,"high","black"
"CH_2022_59","CH",2022,1,1,9,6,43,2020,"high","black"
"CH_2022_69","CH",2022,1,1,9,7,33,2020,"high","black"
"CH_2022_79","CH",2022,1,1,9,8,104,2020,"high","black"
"CH_2022_89","CH",2022,1,1,9,9,105,2020,"high","black"
"CH_2022_201","CH",2022,1,3,1,1,76,2020,"high","white"
"CH_2022_291","CH",2022,1,3,1,10,64,2020,"high","white"
"CH_2022_211","CH",2022,1,3,1,2,37,2020,"high","white"
"CH_2022_221","CH",2022,1,3,1,3,87,2021,"high","white"
"CH_2022_231","CH",2022,1,3,1,4,77,2020,"high","white"
"CH_2022_241","CH",2022,1,3,1,5,43,2020,"high","white"
"CH_2022_251","CH",2022,1,3,1,6,54,2020,"high","white"
"CH_2022_261","CH",2022,1,3,1,7,59,2020,"high","white"
"CH_2022_271","CH",2022,1,3,1,8,32,2020,"high","white"
"CH_2022_281","CH",2022,1,3,1,9,100,2020,"high","white"
"CH_2022_210","CH",2022,1,3,10,1,102,2020,"high","white"
"CH_2022_300","CH",2022,1,3,10,10,75,2020,"high","white"
"CH_2022_220","CH",2022,1,3,10,2,65,2020,"high","white"
"CH_2022_230","CH",2022,1,3,10,3,55,2020,"high","white"
"CH_2022_240","CH",2022,1,3,10,4,53,2020,"high","white"
"CH_2022_250","CH",2022,1,3,10,5,39,2020,"high","white"
"CH_2022_260","CH",2022,1,3,10,6,5,2020,"high","white"
"CH_2022_270","CH",2022,1,3,10,7,8,2020,"high","white"
"CH_2022_280","CH",2022,1,3,10,8,93,2021,"high","white"
"CH_2022_290","CH",2022,1,3,10,9,17,2020,"high","white"
"CH_2022_202","CH",2022,1,3,2,1,30,2020,"high","white"
"CH_2022_292","CH",2022,1,3,2,10,61,2020,"high","white"
"CH_2022_212","CH",2022,1,3,2,2,102,2020,"high","white"
"CH_2022_222","CH",2022,1,3,2,3,103,2020,"high","white"
"CH_2022_232","CH",2022,1,3,2,4,74,2020,"high","white"
"CH_2022_242","CH",2022,1,3,2,5,79,2020,"high","white"
"CH_2022_252","CH",2022,1,3,2,6,79,2020,"high","white"
"CH_2022_262","CH",2022,1,3,2,7,81,2020,"high","white"
"CH_2022_272","CH",2022,1,3,2,8,62,2020,"high","white"
"CH_2022_282","CH",2022,1,3,2,9,60,2020,"high","white"
"CH_2022_203","CH",2022,1,3,3,1,33,2020,"high","white"
"CH_2022_293","CH",2022,1,3,3,10,9,2020,"high","white"
"CH_2022_213","CH",2022,1,3,3,2,105,2020,"high","white"
"CH_2022_223","CH",2022,1,3,3,3,76,2020,"high","white"
"CH_2022_233","CH",2022,1,3,3,4,63,2020,"high","white"
"CH_2022_243","CH",2022,1,3,3,5,84,2020,"high","white"
"CH_2022_253","CH",2022,1,3,3,6,61,2020,"high","white"
"CH_2022_263","CH",2022,1,3,3,7,88,2020,"high","white"
"CH_2022_273","CH",2022,1,3,3,8,2,2020,"high","white"
"CH_2022_283","CH",2022,1,3,3,9,49,2020,"high","white"
"CH_2022_204","CH",2022,1,3,4,1,12,2020,"high","white"
"CH_2022_294","CH",2022,1,3,4,10,83,2020,"high","white"
"CH_2022_214","CH",2022,1,3,4,2,58,2020,"high","white"
"CH_2022_224","CH",2022,1,3,4,3,19,2020,"high","white"
"CH_2022_234","CH",2022,1,3,4,4,88,2020,"high","white"
"CH_2022_244","CH",2022,1,3,4,5,51,2020,"high","white"
"CH_2022_254","CH",2022,1,3,4,6,45,2020,"high","white"
"CH_2022_264","CH",2022,1,3,4,7,35,2020,"high","white"
"CH_2022_274","CH",2022,1,3,4,8,72,2020,"high","white"
"CH_2022_284","CH",2022,1,3,4,9,28,2020,"high","white"
"CH_2022_205","CH",2022,1,3,5,1,24,2020,"high","white"
"CH_2022_295","CH",2022,1,3,5,10,66,2020,"high","white"
"CH_2022_215","CH",2022,1,3,5,2,82,2020,"high","white"
"CH_2022_225","CH",2022,1,3,5,3,25,2020,"high","white"
"CH_2022_235","CH",2022,1,3,5,4,43,2020,"high","white"
"CH_2022_245","CH",2022,1,3,5,5,18,2020,"high","white"
"CH_2022_255","CH",2022,1,3,5,6,38,2021,"high","white"
"CH_2022_265","CH",2022,1,3,5,7,96,2020,"high","white"
"CH_2022_275","CH",2022,1,3,5,8,11,2020,"high","white"
"CH_2022_285","CH",2022,1,3,5,9,36,2020,"high","white"
"CH_2022_206","CH",2022,1,3,6,1,98,2021,"high","white"
"CH_2022_296","CH",2022,1,3,6,10,92,2020,"high","white"
"CH_2022_216","CH",2022,1,3,6,2,44,2020,"high","white"
"CH_2022_226","CH",2022,1,3,6,3,6,2020,"high","white"
"CH_2022_236","CH",2022,1,3,6,4,73,2020,"high","white"
"CH_2022_246","CH",2022,1,3,6,5,14,2020,"high","white"
"CH_2022_256","CH",2022,1,3,6,6,81,2020,"high","white"
"CH_2022_266","CH",2022,1,3,6,7,13,2020,"high","white"
"CH_2022_276","CH",2022,1,3,6,8,29,2020,"high","white"
"CH_2022_286","CH",2022,1,3,6,9,25,2020,"high","white"
"CH_2022_207","CH",2022,1,3,7,1,52,2020,"high","white"
"CH_2022_297","CH",2022,1,3,7,10,52,2020,"high","white"
"CH_2022_217","CH",2022,1,3,7,2,26,2020,"high","white"
"CH_2022_227","CH",2022,1,3,7,3,69,2020,"high","white"
"CH_2022_237","CH",2022,1,3,7,4,56,2020,"high","white"
"CH_2022_247","CH",2022,1,3,7,5,74,2020,"high","white"
"CH_2022_257","CH",2022,1,3,7,6,84,2020,"high","white"
"CH_2022_267","CH",2022,1,3,7,7,89,2020,"high","white"
"CH_2022_277","CH",2022,1,3,7,8,71,2020,"high","white"
"CH_2022_287","CH",2022,1,3,7,9,86,2020,"high","white"
"CH_2022_208","CH",2022,1,3,8,1,101,2020,"high","white"
"CH_2022_298","CH",2022,1,3,8,10,95,2020,"high","white"
"CH_2022_218","CH",2022,1,3,8,2,92,2020,"high","white"
"CH_2022_228","CH",2022,1,3,8,3,90,2020,"high","white"
"CH_2022_238","CH",2022,1,3,8,4,31,2020,"high","white"
"CH_2022_248","CH",2022,1,3,8,5,1,2020,"high","white"
"CH_2022_258","CH",2022,1,3,8,6,57,2020,"high","white"
"CH_2022_268","CH",2022,1,3,8,7,68,2020,"high","white"
"CH_2022_278","CH",2022,1,3,8,8,42,2021,"high","white"
"CH_2022_288","CH",2022,1,3,8,9,11,2020,"high","white"
"CH_2022_209","CH",2022,1,3,9,1,91,2020,"high","white"
"CH_2022_299","CH",2022,1,3,9,10,76,2020,"high","white"
"CH_2022_219","CH",2022,1,3,9,2,100,2020,"high","white"
"CH_2022_229","CH",2022,1,3,9,3,47,2020,"high","white"
"CH_2022_239","CH",2022,1,3,9,4,34,2020,"high","white"
"CH_2022_249","CH",2022,1,3,9,5,35,2020,"high","white"
"CH_2022_259","CH",2022,1,3,9,6,46,2020,"high","white"
"CH_2022_269","CH",2022,1,3,9,7,97,2020,"high","white"
"CH_2022_279","CH",2022,1,3,9,8,104,2020,"high","white"
"CH_2022_289","CH",2022,1,3,9,9,7,2020,"high","white"
"CH_2022_101","CH",2022,1,2,1,1,11,2020,"low","black"
"CH_2022_121","CH",2022,1,2,1,2,29,2020,"low","black"
"CH_2022_141","CH",2022,1,2,1,3,93,2021,"low","black"
"CH_2022_161","CH",2022,1,2,1,4,59,2020,"low","black"
"CH_2022_181","CH",2022,1,2,1,5,81,2020,"low","black"
"CH_2022_110","CH",2022,1,2,10,1,79,2020,"low","black"
"CH_2022_130","CH",2022,1,2,10,2,101,2020,"low","black"
"CH_2022_150","CH",2022,1,2,10,3,100,2020,"low","black"
"CH_2022_170","CH",2022,1,2,10,4,68,2020,"low","black"
"CH_2022_190","CH",2022,1,2,10,5,56,2020,"low","black"
"CH_2022_111","CH",2022,1,2,11,1,81,2020,"low","black"
"CH_2022_131","CH",2022,1,2,11,2,19,2020,"low","black"
"CH_2022_151","CH",2022,1,2,11,3,92,2020,"low","black"
"CH_2022_171","CH",2022,1,2,11,4,90,2020,"low","black"
"CH_2022_191","CH",2022,1,2,11,5,76,2020,"low","black"
"CH_2022_112","CH",2022,1,2,12,1,62,2020,"low","black"
"CH_2022_132","CH",2022,1,2,12,2,35,2020,"low","black"
"CH_2022_152","CH",2022,1,2,12,3,36,2020,"low","black"
"CH_2022_172","CH",2022,1,2,12,4,95,2021,"low","black"
"CH_2022_192","CH",2022,1,2,12,5,52,2020,"low","black"
"CH_2022_113","CH",2022,1,2,13,1,45,2020,"low","black"
"CH_2022_133","CH",2022,1,2,13,2,11,2020,"low","black"
"CH_2022_153","CH",2022,1,2,13,3,49,2020,"low","black"
"CH_2022_173","CH",2022,1,2,13,4,96,2020,"low","black"
"CH_2022_193","CH",2022,1,2,13,5,103,2020,"low","black"
"CH_2022_114","CH",2022,1,2,14,1,88,2021,"low","black"
"CH_2022_134","CH",2022,1,2,14,2,58,2020,"low","black"
"CH_2022_154","CH",2022,1,2,14,3,77,2020,"low","black"
"CH_2022_174","CH",2022,1,2,14,4,66,2020,"low","black"
"CH_2022_194","CH",2022,1,2,14,5,2,2020,"low","black"
"CH_2022_115","CH",2022,1,2,15,1,105,2020,"low","black"
"CH_2022_135","CH",2022,1,2,15,2,74,2020,"low","black"
"CH_2022_155","CH",2022,1,2,15,3,63,2020,"low","black"
"CH_2022_175","CH",2022,1,2,15,4,83,2020,"low","black"
"CH_2022_195","CH",2022,1,2,15,5,44,2020,"low","black"
"CH_2022_116","CH",2022,1,2,16,1,47,2020,"low","black"
"CH_2022_136","CH",2022,1,2,16,2,65,2020,"low","black"
"CH_2022_156","CH",2022,1,2,16,3,76,2020,"low","black"
"CH_2022_176","CH",2022,1,2,16,4,53,2020,"low","black"
"CH_2022_196","CH",2022,1,2,16,5,42,2021,"low","black"
"CH_2022_117","CH",2022,1,2,17,1,54,2020,"low","black"
"CH_2022_137","CH",2022,1,2,17,2,88,2021,"low","black"
"CH_2022_157","CH",2022,1,2,17,3,32,2020,"low","black"
"CH_2022_177","CH",2022,1,2,17,4,60,2020,"low","black"
"CH_2022_197","CH",2022,1,2,17,5,61,2020,"low","black"
"CH_2022_118","CH",2022,1,2,18,1,38,2021,"low","black"
"CH_2022_138","CH",2022,1,2,18,2,71,2020,"low","black"
"CH_2022_158","CH",2022,1,2,18,3,79,2020,"low","black"
"CH_2022_178","CH",2022,1,2,18,4,43,2020,"low","black"
"CH_2022_198","CH",2022,1,2,18,5,102,2020,"low","black"
"CH_2022_119","CH",2022,1,2,19,1,87,2020,"low","black"
"CH_2022_139","CH",2022,1,2,19,2,84,2020,"low","black"
"CH_2022_159","CH",2022,1,2,19,3,72,2020,"low","black"
"CH_2022_179","CH",2022,1,2,19,4,24,2020,"low","black"
"CH_2022_199","CH",2022,1,2,19,5,61,2020,"low","black"
"CH_2022_102","CH",2022,1,2,2,1,104,2020,"low","black"
"CH_2022_122","CH",2022,1,2,2,2,14,2020,"low","black"
"CH_2022_142","CH",2022,1,2,2,3,25,2020,"low","black"
"CH_2022_162","CH",2022,1,2,2,4,6,2020,"low","black"
"CH_2022_182","CH",2022,1,2,2,5,43,2020,"low","black"
"CH_2022_120","CH",2022,1,2,20,1,91,2020,"low","black"
"CH_2022_140","CH",2022,1,2,20,2,9,2020,"low","black"
"CH_2022_160","CH",2022,1,2,20,3,100,2020,"low","black"
"CH_2022_180","CH",2022,1,2,20,4,75,2020,"low","black"
"CH_2022_200","CH",2022,1,2,20,5,8,2020,"low","black"
"CH_2022_103","CH",2022,1,2,3,1,34,2020,"low","black"
"CH_2022_123","CH",2022,1,2,3,2,69,2020,"low","black"
"CH_2022_143","CH",2022,1,2,3,3,57,2020,"low","black"
"CH_2022_163","CH",2022,1,2,3,4,39,2020,"low","black"
"CH_2022_183","CH",2022,1,2,3,5,86,2020,"low","black"
"CH_2022_104","CH",2022,1,2,4,1,12,2020,"low","black"
"CH_2022_124","CH",2022,1,2,4,2,73,2020,"low","black"
"CH_2022_144","CH",2022,1,2,4,3,30,2020,"low","black"
"CH_2022_164","CH",2022,1,2,4,4,98,2020,"low","black"
"CH_2022_184","CH",2022,1,2,4,5,51,2020,"low","black"
"CH_2022_105","CH",2022,1,2,5,1,25,2020,"low","black"
"CH_2022_125","CH",2022,1,2,5,2,74,2020,"low","black"
"CH_2022_145","CH",2022,1,2,5,3,18,2020,"low","black"
"CH_2022_165","CH",2022,1,2,5,4,84,2021,"low","black"
"CH_2022_185","CH",2022,1,2,5,5,17,2020,"low","black"
"CH_2022_106","CH",2022,1,2,6,1,5,2020,"low","black"
"CH_2022_126","CH",2022,1,2,6,2,35,2020,"low","black"
"CH_2022_146","CH",2022,1,2,6,3,92,2020,"low","black"
"CH_2022_166","CH",2022,1,2,6,4,55,2020,"low","black"
"CH_2022_186","CH",2022,1,2,6,5,7,2020,"low","black"
"CH_2022_107","CH",2022,1,2,7,1,52,2020,"low","black"
"CH_2022_127","CH",2022,1,2,7,2,76,2020,"low","black"
"CH_2022_147","CH",2022,1,2,7,3,97,2021,"low","black"
"CH_2022_167","CH",2022,1,2,7,4,37,2020,"low","black"
"CH_2022_187","CH",2022,1,2,7,5,28,2020,"low","black"
"CH_2022_108","CH",2022,1,2,8,1,46,2020,"low","black"
"CH_2022_128","CH",2022,1,2,8,2,102,2020,"low","black"
"CH_2022_148","CH",2022,1,2,8,3,89,2020,"low","black"
"CH_2022_168","CH",2022,1,2,8,4,26,2020,"low","black"
"CH_2022_188","CH",2022,1,2,8,5,31,2020,"low","black"
"CH_2022_109","CH",2022,1,2,9,1,82,2020,"low","black"
"CH_2022_129","CH",2022,1,2,9,2,64,2020,"low","black"
"CH_2022_149","CH",2022,1,2,9,3,1,2020,"low","black"
"CH_2022_169","CH",2022,1,2,9,4,33,2020,"low","black"
"CH_2022_189","CH",2022,1,2,9,5,13,2020,"low","black"
"CH_2022_301","CH",2022,1,4,1,1,8,2020,"low","white"
"CH_2022_321","CH",2022,1,4,1,2,90,2020,"low","white"
"CH_2022_341","CH",2022,1,4,1,3,105,2021,"low","white"
"CH_2022_361","CH",2022,1,4,1,4,82,2020,"low","white"
"CH_2022_381","CH",2022,1,4,1,5,76,2020,"low","white"
"CH_2022_310","CH",2022,1,4,10,1,1,2020,"low","white"
"CH_2022_330","CH",2022,1,4,10,2,53,2020,"low","white"
"CH_2022_350","CH",2022,1,4,10,3,63,2020,"low","white"
"CH_2022_370","CH",2022,1,4,10,4,18,2020,"low","white"
"CH_2022_390","CH",2022,1,4,10,5,66,2020,"low","white"
"CH_2022_311","CH",2022,1,4,11,1,62,2020,"low","white"
"CH_2022_331","CH",2022,1,4,11,2,97,2020,"low","white"
"CH_2022_351","CH",2022,1,4,11,3,28,2020,"low","white"
"CH_2022_371","CH",2022,1,4,11,4,69,2020,"low","white"
"CH_2022_391","CH",2022,1,4,11,5,5,2020,"low","white"
"CH_2022_312","CH",2022,1,4,12,1,12,2020,"low","white"
"CH_2022_332","CH",2022,1,4,12,2,84,2021,"low","white"
"CH_2022_352","CH",2022,1,4,12,3,92,2020,"low","white"
"CH_2022_372","CH",2022,1,4,12,4,98,2021,"low","white"
"CH_2022_392","CH",2022,1,4,12,5,65,2020,"low","white"
"CH_2022_313","CH",2022,1,4,13,1,79,2020,"low","white"
"CH_2022_333","CH",2022,1,4,13,2,76,2020,"low","white"
"CH_2022_353","CH",2022,1,4,13,3,54,2020,"low","white"
"CH_2022_373","CH",2022,1,4,13,4,73,2020,"low","white"
"CH_2022_393","CH",2022,1,4,13,5,7,2020,"low","white"
"CH_2022_314","CH",2022,1,4,14,1,57,2020,"low","white"
"CH_2022_334","CH",2022,1,4,14,2,104,2020,"low","white"
"CH_2022_354","CH",2022,1,4,14,3,9,2020,"low","white"
"CH_2022_374","CH",2022,1,4,14,4,79,2020,"low","white"
"CH_2022_394","CH",2022,1,4,14,5,36,2020,"low","white"
"CH_2022_315","CH",2022,1,4,15,1,38,2021,"low","white"
"CH_2022_335","CH",2022,1,4,15,2,95,2020,"low","white"
"CH_2022_355","CH",2022,1,4,15,3,77,2020,"low","white"
"CH_2022_375","CH",2022,1,4,15,4,59,2020,"low","white"
"CH_2022_395","CH",2022,1,4,15,5,47,2020,"low","white"
"CH_2022_316","CH",2022,1,4,16,1,55,2020,"low","white"
"CH_2022_336","CH",2022,1,4,16,2,39,2020,"low","white"
"CH_2022_356","CH",2022,1,4,16,3,56,2020,"low","white"
"CH_2022_376","CH",2022,1,4,16,4,61,2020,"low","white"
"CH_2022_396","CH",2022,1,4,16,5,101,2020,"low","white"
"CH_2022_317","CH",2022,1,4,17,1,35,2020,"low","white"
"CH_2022_337","CH",2022,1,4,17,2,100,2020,"low","white"
"CH_2022_357","CH",2022,1,4,17,3,44,2020,"low","white"
"CH_2022_377","CH",2022,1,4,17,4,11,2020,"low","white"
"CH_2022_397","CH",2022,1,4,17,5,25,2020,"low","white"
"CH_2022_318","CH",2022,1,4,18,1,81,2020,"low","white"
"CH_2022_338","CH",2022,1,4,18,2,14,2020,"low","white"
"CH_2022_358","CH",2022,1,4,18,3,71,2020,"low","white"
"CH_2022_378","CH",2022,1,4,18,4,31,2020,"low","white"
"CH_2022_398","CH",2022,1,4,18,5,88,2020,"low","white"
"CH_2022_319","CH",2022,1,4,19,1,72,2020,"low","white"
"CH_2022_339","CH",2022,1,4,19,2,74,2020,"low","white"
"CH_2022_359","CH",2022,1,4,19,3,83,2020,"low","white"
"CH_2022_379","CH",2022,1,4,19,4,68,2020,"low","white"
"CH_2022_399","CH",2022,1,4,19,5,35,2020,"low","white"
"CH_2022_302","CH",2022,1,4,2,1,75,2020,"low","white"
"CH_2022_322","CH",2022,1,4,2,2,34,2020,"low","white"
"CH_2022_342","CH",2022,1,4,2,3,87,2020,"low","white"
"CH_2022_362","CH",2022,1,4,2,4,30,2020,"low","white"
"CH_2022_382","CH",2022,1,4,2,5,37,2020,"low","white"
"CH_2022_320","CH",2022,1,4,20,1,52,2020,"low","white"
"CH_2022_340","CH",2022,1,4,20,2,49,2020,"low","white"
"CH_2022_360","CH",2022,1,4,20,3,64,2020,"low","white"
"CH_2022_380","CH",2022,1,4,20,4,11,2020,"low","white"
"CH_2022_400","CH",2022,1,4,20,5,96,2020,"low","white"
"CH_2022_303","CH",2022,1,4,3,1,61,2020,"low","white"
"CH_2022_323","CH",2022,1,4,3,2,100,2020,"low","white"
"CH_2022_343","CH",2022,1,4,3,3,58,2020,"low","white"
"CH_2022_363","CH",2022,1,4,3,4,29,2020,"low","white"
"CH_2022_383","CH",2022,1,4,3,5,103,2020,"low","white"
"CH_2022_304","CH",2022,1,4,4,1,84,2021,"low","white"
"CH_2022_324","CH",2022,1,4,4,2,60,2020,"low","white"
"CH_2022_344","CH",2022,1,4,4,3,19,2020,"low","white"
"CH_2022_364","CH",2022,1,4,4,4,52,2020,"low","white"
"CH_2022_384","CH",2022,1,4,4,5,102,2020,"low","white"
"CH_2022_305","CH",2022,1,4,5,1,42,2020,"low","white"
"CH_2022_325","CH",2022,1,4,5,2,43,2020,"low","white"
"CH_2022_345","CH",2022,1,4,5,3,102,2020,"low","white"
"CH_2022_365","CH",2022,1,4,5,4,91,2020,"low","white"
"CH_2022_385","CH",2022,1,4,5,5,81,2020,"low","white"
"CH_2022_306","CH",2022,1,4,6,1,51,2020,"low","white"
"CH_2022_326","CH",2022,1,4,6,2,92,2020,"low","white"
"CH_2022_346","CH",2022,1,4,6,3,13,2020,"low","white"
"CH_2022_366","CH",2022,1,4,6,4,24,2020,"low","white"
"CH_2022_386","CH",2022,1,4,6,5,6,2020,"low","white"
"CH_2022_307","CH",2022,1,4,7,1,25,2020,"low","white"
"CH_2022_327","CH",2022,1,4,7,2,46,2020,"low","white"
"CH_2022_347","CH",2022,1,4,7,3,74,2020,"low","white"
"CH_2022_367","CH",2022,1,4,7,4,89,2020,"low","white"
"CH_2022_387","CH",2022,1,4,7,5,45,2020,"low","white"
"CH_2022_308","CH",2022,1,4,8,1,76,2020,"low","white"
"CH_2022_328","CH",2022,1,4,8,2,86,2020,"low","white"
"CH_2022_348","CH",2022,1,4,8,3,32,2020,"low","white"
"CH_2022_368","CH",2022,1,4,8,4,26,2020,"low","white"
"CH_2022_388","CH",2022,1,4,8,5,17,2020,"low","white"
"CH_2022_309","CH",2022,1,4,9,1,33,2020,"low","white"
"CH_2022_329","CH",2022,1,4,9,2,88,2021,"low","white"
"CH_2022_349","CH",2022,1,4,9,3,43,2020,"low","white"
"CH_2022_369","CH",2022,1,4,9,4,2,2020,"low","white"
"CH_2022_389","CH",2022,1,4,9,5,93,2020,"low","white"
"CH_2022_3601","CH",2022,10,1,1,1,89,2020,"high","black"
"CH_2022_3691","CH",2022,10,1,1,10,92,2020,"high","black"
"CH_2022_3611","CH",2022,10,1,1,2,18,2020,"high","black"
"CH_2022_3621","CH",2022,10,1,1,3,95,2021,"high","black"
"CH_2022_3631","CH",2022,10,1,1,4,75,2020,"high","black"
"CH_2022_3641","CH",2022,10,1,1,5,72,2020,"high","black"
"CH_2022_3651","CH",2022,10,1,1,6,58,2020,"high","black"
"CH_2022_3661","CH",2022,10,1,1,7,59,2020,"high","black"
"CH_2022_3671","CH",2022,10,1,1,8,91,2020,"high","black"
