block,density,gravel,x,y,seed_count_total,inflor_mass,biomass_whole,tillers,standard_note,all_seed_drop,herbivory,physical_damage,seed_drop,smut,plantID,site,genotype,first_flower,live,v
7,hi,black,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2401,CH,84,0,Y,V3
7,hi,black,1,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2491,CH,34,0,Y,V3
7,hi,black,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2410,CH,32,0,N,NA
7,hi,black,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2500,CH,29,0,N,NA
7,hi,black,10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2420,CH,74,0,Y,V3
7,hi,black,10,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2470,CH,49,0,N,NA
7,hi,black,10,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2480,CH,75,0,Y,V2
7,hi,black,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2402,CH,103,0,Y,V3+
7,hi,black,2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2492,CH,100,0,Y,V3+
7,hi,black,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2412,CH,6,0,Y,V2
7,hi,black,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2422,CH,36,0,Y,V2
7,hi,black,2,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2472,CH,56,0,N,NA
7,hi,black,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2403,CH,2,0,Y,V3
7,hi,black,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2423,CH,62,0,N,NA
7,hi,black,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2433,CH,14,0,Y,V2
7,hi,black,3,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2463,CH,87,0,N,NA
7,hi,black,3,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2483,CH,79,0,Y,V1
7,hi,black,4,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2494,CH,60,0,N,NA
7,hi,black,5,10,0,0,0.012,0,physicaldamage,NA,NA,1,NA,NA,CH_2022_2495,CH,55,0,Y,V3+
7,hi,black,5,2,0,0,2e-4,0,physicaldamage,NA,NA,1,NA,NA,CH_2022_2415,CH,93,0,Y,V2
7,hi,black,6,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2436,CH,30,0,N,NA
7,hi,black,6,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2476,CH,7,0,N,NA
7,hi,black,7,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2487,CH,38,0,N,NA
7,hi,black,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2408,CH,51,0,Y,V1
7,hi,black,8,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2498,CH,95,0,N,NA
7,hi,black,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2409,CH,92,0,N,NA
7,hi,black,9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2419,CH,73,0,Y,V2
7,hi,black,9,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2429,CH,63,0,Y,V3
7,hi,black,9,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2459,CH,53,0,Y,V3+
7,hi,white,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2601,CH,103,0,Y,V1
7,hi,white,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2661,CH,97,0,Y,V2
7,hi,white,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2671,CH,102,0,Y,V1
7,hi,white,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2681,CH,74,0,Y,V1
7,hi,white,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2610,CH,90,0,Y,V3
7,hi,white,10,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2680,CH,18,0,Y,V1
7,hi,white,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2622,CH,29,0,Y,V3
7,hi,white,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2632,CH,57,0,Y,V2
7,hi,white,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2642,CH,61,0,Y,V1
7,hi,white,2,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2662,CH,97,0,N,NA
7,hi,white,2,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2672,CH,63,0,Y,V1
7,hi,white,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2603,CH,47,0,Y,V2
7,hi,white,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2633,CH,31,0,N,NA
7,hi,white,3,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2663,CH,24,0,Y,V3
7,hi,white,3,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2683,CH,38,0,N,NA
7,hi,white,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2624,CH,68,0,Y,V3
7,hi,white,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2634,CH,86,0,Y,V1
7,hi,white,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2644,CH,96,0,Y,V1
7,hi,white,4,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2674,CH,53,0,Y,V3+
7,hi,white,4,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2684,CH,37,0,N,NA
7,hi,white,5,4,0,0,0.016,1,physicaldamage,NA,NA,1,NA,NA,CH_2022_2635,CH,25,0,Y,V2
7,hi,white,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2606,CH,73,0,Y,V3+
7,hi,white,6,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2696,CH,59,0,Y,V2
7,hi,white,6,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2626,CH,46,0,Y,V2
7,hi,white,6,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2686,CH,69,0,Y,V1
7,hi,white,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2617,CH,84,0,Y,V2
7,hi,white,7,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2637,CH,73,0,N,NA
7,hi,white,7,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2687,CH,45,0,N,NA
7,hi,white,8,10,0,0,0.025,1,physicaldamage,NA,NA,1,NA,NA,CH_2022_2698,CH,2,0,Y,V2
7,hi,white,8,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2648,CH,32,0,Y,V2
7,hi,white,8,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2688,CH,100,0,Y,V1
7,hi,white,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2609,CH,98,0,Y,V2
7,lo,black,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2501,CH,19,0,Y,V3
7,lo,black,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2541,CH,90,0,Y,V2
7,lo,black,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2581,CH,47,0,Y,V2
7,lo,black,10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2530,CH,89,0,Y,V2
7,lo,black,10,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2550,CH,52,0,Y,V1
7,lo,black,10,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2570,CH,29,0,Y,V2
7,lo,black,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2590,CH,82,0,Y,V2
7,lo,black,11,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2551,CH,7,0,Y,V2
7,lo,black,11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2591,CH,30,0,Y,V2
7,lo,black,12,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2512,CH,101,0,Y,V3
7,lo,black,12,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2532,CH,105,0,Y,V2
7,lo,black,12,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2552,CH,56,0,Y,V2
7,lo,black,12,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2572,CH,93,0,Y,V2
7,lo,black,13,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2533,CH,7,0,Y,V3
7,lo,black,13,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2553,CH,44,0,Y,V2
7,lo,black,13,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2573,CH,17,0,N,NA
7,lo,black,13,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2593,CH,45,0,Y,V3+
7,lo,black,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2514,CH,11,0,Y,V2
7,lo,black,14,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2534,CH,28,0,N,NA
7,lo,black,14,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2554,CH,12,0,Y,V1
7,lo,black,14,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2574,CH,59,0,Y,V2
7,lo,black,14,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2594,CH,88,0,Y,V3
7,lo,black,15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2515,CH,54,0,Y,V2
7,lo,black,15,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2535,CH,2,0,Y,V1
7,lo,black,15,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2555,CH,6,0,Y,V2
7,lo,black,15,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2575,CH,51,0,Y,V2
7,lo,black,15,5,0,0,0.39,0,physicaldamage,NA,NA,1,1,NA,CH_2022_2595,CH,79,0,Y,V3+
7,lo,black,16,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2516,CH,64,0,Y,V3
7,lo,black,16,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2536,CH,66,0,N,NA
7,lo,black,16,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2556,CH,62,0,Y,V2
7,lo,black,16,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2596,CH,11,0,Y,V3+
7,lo,black,17,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2517,CH,97,0,Y,V2
7,lo,black,17,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2537,CH,104,0,Y,V3
7,lo,black,17,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2557,CH,37,0,Y,V2
7,lo,black,17,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2577,CH,98,0,Y,V1
7,lo,black,17,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2597,CH,77,0,Y,V2
7,lo,black,18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2518,CH,31,0,Y,V2
7,lo,black,18,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2538,CH,33,0,Y,V2
7,lo,black,18,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2558,CH,32,0,Y,V1
7,lo,black,18,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2578,CH,38,0,Y,V1
7,lo,black,18,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2598,CH,36,0,Y,V1
7,lo,black,19,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2519,CH,1,0,Y,V2
7,lo,black,19,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2539,CH,32,0,Y,V2
7,lo,black,19,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2559,CH,18,0,Y,V2
7,lo,black,19,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2579,CH,68,0,Y,V2
7,lo,black,19,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2599,CH,43,0,N,NA
7,lo,black,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2502,CH,26,0,Y,V3+
7,lo,black,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2522,CH,14,0,Y,V3+
7,lo,black,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2542,CH,42,0,Y,V2
7,lo,black,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2562,CH,81,0,Y,V2
7,lo,black,20,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2520,CH,91,0,Y,V1
7,lo,black,20,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2540,CH,72,0,Y,V1
7,lo,black,20,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2560,CH,25,0,Y,V3
7,lo,black,20,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2580,CH,63,0,Y,V3
7,lo,black,20,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2600,CH,39,0,Y,V2
7,lo,black,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2503,CH,60,0,Y,V3
7,lo,black,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2523,CH,46,0,Y,V3
7,lo,black,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2543,CH,13,0,Y,V1
7,lo,black,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2563,CH,86,0,N,NA
7,lo,black,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2504,CH,65,0,Y,V2
7,lo,black,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2564,CH,61,0,Y,V3
7,lo,black,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2584,CH,75,0,Y,V3+
7,lo,black,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2525,CH,9,0,Y,V2
7,lo,black,5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2545,CH,2,0,Y,V1
7,lo,black,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2565,CH,79,0,Y,V3+
7,lo,black,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2585,CH,24,0,Y,V3+
7,lo,black,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2506,CH,53,0,Y,V2
7,lo,black,6,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2546,CH,103,0,Y,V2
7,lo,black,6,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2586,CH,12,0,Y,V3+
7,lo,black,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2527,CH,55,0,Y,V3+
7,lo,black,7,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2567,CH,57,0,Y,V2
7,lo,black,7,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2587,CH,100,0,Y,V2
7,lo,black,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2508,CH,87,0,Y,V3+
7,lo,black,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2528,CH,5,0,Y,V2
7,lo,black,8,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2548,CH,35,0,Y,V1
7,lo,black,8,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2588,CH,74,0,Y,V3+
7,lo,black,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2509,CH,73,0,N,NA
7,lo,black,9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2529,CH,96,0,Y,V3+
7,lo,black,9,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2549,CH,92,0,Y,V2
7,lo,black,9,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2589,CH,95,0,Y,V2
7,lo,white,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2701,CH,63,0,Y,V1
7,lo,white,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2721,CH,30,0,Y,V1
7,lo,white,1,3,0,0,0.046,0,physicaldamage,NA,NA,1,NA,NA,CH_2022_2741,CH,73,0,Y,V2
7,lo,white,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2761,CH,25,0,Y,V1
7,lo,white,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2781,CH,33,0,N,NA
7,lo,white,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2710,CH,29,0,Y,V2
7,lo,white,10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2730,CH,72,0,Y,V2
7,lo,white,10,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2750,CH,74,0,Y,V2
7,lo,white,10,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2770,CH,90,0,Y,V1
7,lo,white,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2790,CH,36,0,Y,V1
7,lo,white,11,1,0,0,0.16,0,physicaldamage,NA,NA,1,NA,NA,CH_2022_2711,CH,100,0,Y,V1
7,lo,white,11,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2751,CH,34,0,N,NA
7,lo,white,11,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2771,CH,12,0,Y,V2
7,lo,white,11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2791,CH,35,0,Y,V2
7,lo,white,12,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2712,CH,58,0,Y,V1
7,lo,white,12,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2732,CH,59,0,Y,V2
7,lo,white,12,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2752,CH,62,0,Y,V3
7,lo,white,12,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2792,CH,56,0,Y,V2
7,lo,white,13,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2713,CH,43,0,Y,V2
7,lo,white,13,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2733,CH,7,0,Y,V1
7,lo,white,13,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2753,CH,82,0,Y,V3
7,lo,white,13,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2793,CH,52,0,Y,V1
7,lo,white,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2714,CH,105,0,Y,V1
7,lo,white,14,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2734,CH,69,0,Y,V1
7,lo,white,14,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2754,CH,98,0,Y,V2
7,lo,white,14,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2774,CH,11,0,Y,V2
7,lo,white,14,5,0,0,0.001,0,physicaldamage,NA,NA,1,NA,NA,CH_2022_2794,CH,44,0,N,NA
7,lo,white,15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2715,CH,57,0,Y,V2
7,lo,white,15,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2735,CH,53,0,Y,V2
7,lo,white,15,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2755,CH,47,0,Y,V1
7,lo,white,15,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2775,CH,19,0,Y,V2
7,lo,white,15,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2795,CH,75,0,N,NA
7,lo,white,16,1,0,0,0.09,0,physicaldamage,NA,NA,1,NA,NA,CH_2022_2716,CH,2,0,Y,V2
7,lo,white,16,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2736,CH,38,0,Y,V1
7,lo,white,16,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2756,CH,54,0,Y,V1
7,lo,white,16,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2776,CH,31,0,Y,V2
7,lo,white,16,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2796,CH,65,0,Y,V1
7,lo,white,17,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2717,CH,32,0,Y,V1
7,lo,white,17,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2737,CH,24,0,Y,V2
7,lo,white,17,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2757,CH,60,0,Y,V1
7,lo,white,17,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2777,CH,1,0,Y,V1
7,lo,white,17,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2797,CH,95,0,Y,V1
7,lo,white,18,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2738,CH,14,0,N,NA
7,lo,white,18,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2758,CH,26,0,Y,V2
7,lo,white,18,4,0,0,0.09,0,physicaldamage,NA,NA,1,NA,NA,CH_2022_2778,CH,12,0,Y,V2
7,lo,white,18,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2798,CH,83,0,Y,V1
7,lo,white,19,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2719,CH,37,0,Y,V2
7,lo,white,19,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2739,CH,42,0,Y,V2
7,lo,white,19,3,0,0,0.014,1,physicaldamage,NA,NA,1,NA,NA,CH_2022_2759,CH,76,0,Y,V2
7,lo,white,19,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2779,CH,28,0,Y,V2
7,lo,white,19,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2799,CH,6,0,Y,V1
7,lo,white,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2702,CH,6,0,Y,V1
7,lo,white,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2722,CH,5,0,N,NA
7,lo,white,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2742,CH,102,0,Y,V1
7,lo,white,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2762,CH,2,0,Y,V2
7,lo,white,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2782,CH,7,0,N,NA
7,lo,white,20,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2720,CH,91,0,Y,V2
7,lo,white,20,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2740,CH,39,0,N,NA
7,lo,white,20,3,0,0,0.15,0,physicaldamage,NA,NA,1,NA,NA,CH_2022_2760,CH,103,0,Y,V1
7,lo,white,20,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2780,CH,96,0,Y,V2
7,lo,white,20,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2800,CH,90,0,N,NA
7,lo,white,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2703,CH,103,0,Y,V2
7,lo,white,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2723,CH,97,0,Y,V1
7,lo,white,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2743,CH,46,0,Y,V1
7,lo,white,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2763,CH,55,0,Y,V1
7,lo,white,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2783,CH,32,0,Y,V2
7,lo,white,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2704,CH,77,0,Y,V0
7,lo,white,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2724,CH,89,0,Y,V1
7,lo,white,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2764,CH,74,0,Y,V2
7,lo,white,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2784,CH,49,0,Y,V2
7,lo,white,5,1,0,0,0.3,0,physicaldamage,NA,NA,1,NA,NA,CH_2022_2705,CH,91,0,Y,V2
7,lo,white,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2725,CH,79,0,Y,V3
7,lo,white,5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2745,CH,13,0,Y,V2
7,lo,white,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2765,CH,79,0,Y,V2
7,lo,white,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2785,CH,8,0,Y,V2
7,lo,white,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2706,CH,66,0,Y,V1
7,lo,white,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2726,CH,81,0,Y,V2
7,lo,white,6,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2746,CH,92,0,Y,V0
7,lo,white,6,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2786,CH,101,0,Y,V2
7,lo,white,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2707,CH,51,0,Y,V1
7,lo,white,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2727,CH,45,0,N,NA
7,lo,white,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CH_2022_2747,CH,17,0,Y,V2
7,lo,white,7,4,0,0,0.13,0,physicaldamage,NA,NA,1,NA,NA,CH_2022_2767,CH,19,0,Y,V1
