"plantID","jday","live","v","herbivory","frost_heave","harvested","notes"
"Boise2023_1",76,"Y","V2","N","Y","N",NA
"Boise2023_1",116,"Y","V1","N","N","N",NA
"Boise2023_1",121,"Y","V2","N","N","N",NA
"Boise2023_1",129,"Y","BS","N","N","N",NA
"Boise2023_1",138,"Y","BS","N","Y","N",NA
"Boise2023_1",150,"Y","FP",NA,NA,NA,"NO SEEDS"
"Boise2023_10",76,"N",NA,NA,NA,NA,NA
"Boise2023_10",116,"N",NA,NA,NA,NA,NA
"Boise2023_10",121,"N",NA,NA,NA,NA,NA
"Boise2023_10",129,"N",NA,NA,NA,NA,NA
"Boise2023_10",138,"N",NA,NA,NA,NA,NA
"Boise2023_10",NA,"N",NA,NA,NA,NA,NA
"Boise2023_100",76,"Y","V1","N","N","N",NA
"Boise2023_100",116,"Y","V3+","N","N","N",NA
"Boise2023_100",121,"Y","V3+","N","N","N",NA
"Boise2023_100",129,"Y","V3+","Y","N","N",NA
"Boise2023_100",138,"Y","BS","Y","N","N",NA
"Boise2023_100",150,"Y","FG",NA,NA,NA,NA
"Boise2023_1000",82,"Y","V1","N","N","N",NA
"Boise2023_1000",116,"Y","V3+","Y","N","N",NA
"Boise2023_1000",124,"Y","V3+","N","N","N",NA
"Boise2023_1000",129,"Y","BS","N","N","N",NA
"Boise2023_1000",138,"Y","FG","N","N","N",NA
"Boise2023_1000",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1001",82,"N",NA,NA,NA,NA,NA
"Boise2023_1001",116,"N",NA,NA,NA,"N",NA
"Boise2023_1001",124,"N",NA,NA,NA,"N",NA
"Boise2023_1001",129,"N",NA,NA,NA,"N",NA
"Boise2023_1001",138,"N",NA,NA,NA,NA,NA
"Boise2023_1001",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1002",82,"Y","V1","N","N","N",NA
"Boise2023_1002",116,"N",NA,NA,NA,NA,NA
"Boise2023_1002",124,"N",NA,NA,NA,NA,NA
"Boise2023_1002",129,"N",NA,NA,NA,NA,NA
"Boise2023_1002",138,"N",NA,NA,NA,NA,NA
"Boise2023_1002",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1003",82,"N",NA,NA,NA,"N",NA
"Boise2023_1003",116,"N",NA,NA,NA,"N",NA
"Boise2023_1003",124,"N",NA,NA,NA,"N",NA
"Boise2023_1003",129,"N",NA,NA,NA,"N",NA
"Boise2023_1003",138,"N",NA,NA,NA,"N",NA
"Boise2023_1003",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1004",82,"Y","V2","N","Y","N","Surface"
"Boise2023_1004",116,"Y","V3+","N","N","N",NA
"Boise2023_1004",124,"Y","V3+","N","N","N",NA
"Boise2023_1004",129,"Y","BS","N","N","N",NA
"Boise2023_1004",138,"Y","BS","N","N","N",NA
"Boise2023_1004",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1005",82,"N",NA,NA,NA,"N",NA
"Boise2023_1005",116,"Y","V3+","Y","N","N",NA
"Boise2023_1005",124,"Y","V3","N","N","N",NA
"Boise2023_1005",129,"Y","BS","N","N","N",NA
"Boise2023_1005",138,"Y","FG","N","N","N",NA
"Boise2023_1005",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1006",82,"N",NA,NA,NA,NA,NA
"Boise2023_1006",116,"Y","V0","N","N","N",NA
"Boise2023_1006",124,"N",NA,NA,NA,NA,NA
"Boise2023_1006",129,"N",NA,NA,NA,NA,NA
"Boise2023_1006",138,"N",NA,NA,NA,NA,NA
"Boise2023_1006",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1007",82,"N",NA,NA,NA,"N",NA
"Boise2023_1007",116,"N",NA,NA,NA,NA,NA
"Boise2023_1007",124,"N",NA,NA,NA,NA,NA
"Boise2023_1007",129,"N",NA,NA,NA,NA,NA
"Boise2023_1007",138,"N",NA,NA,NA,NA,NA
"Boise2023_1007",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1008",82,"Y","V0","N","N","N",NA
"Boise2023_1008",116,"Y","V3+","Y","N","N",NA
"Boise2023_1008",124,"N",NA,NA,NA,NA,NA
"Boise2023_1008",129,"Y","V2","N","N","N",NA
"Boise2023_1008",138,"Y","V2","N","N","N",NA
"Boise2023_1008",151,"Y","FG",NA,NA,NA,NA
"Boise2023_1009",82,"Y","V2","N","N","N",NA
"Boise2023_1009",116,"Y","V3+","Y","N","N",NA
"Boise2023_1009",124,"Y","BS","Y","N","N",NA
"Boise2023_1009",129,"Y","FG","N","N","N",NA
"Boise2023_1009",138,"Y","FG","N","N","N","Fungal infection"
"Boise2023_1009",151,"Y","FB",NA,NA,NA,NA
"Boise2023_101",76,"N",NA,NA,NA,NA,NA
"Boise2023_101",116,"N",NA,NA,NA,NA,NA
"Boise2023_101",121,"N",NA,NA,NA,NA,NA
"Boise2023_101",129,"N",NA,NA,NA,NA,NA
"Boise2023_101",138,"N",NA,NA,NA,NA,NA
"Boise2023_101",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1010",82,"Y","V2","N","N","N",NA
"Boise2023_1010",116,"Y","V3+","Y","N","N",NA
"Boise2023_1010",124,"Y","V3+","N","N","N",NA
"Boise2023_1010",129,"Y","V3+","N","N","N",NA
"Boise2023_1010",138,"Y","BS","N","N","N",NA
"Boise2023_1010",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1011",82,"N",NA,NA,NA,NA,NA
"Boise2023_1011",116,"N",NA,NA,NA,"N",NA
"Boise2023_1011",124,"N",NA,NA,NA,NA,NA
"Boise2023_1011",129,"N",NA,NA,NA,NA,NA
"Boise2023_1011",138,"N",NA,NA,NA,NA,NA
"Boise2023_1011",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1012",82,"Y","V1","N","N","N",NA
"Boise2023_1012",116,"Y","V3+","Y","N","N",NA
"Boise2023_1012",124,"Y","V3+","Y","N","N",NA
"Boise2023_1012",129,"Y","V3+","Y","N","N",NA
"Boise2023_1012",138,"Y","BS","N","N","N",NA
"Boise2023_1012",151,"Y","FG",NA,NA,NA,NA
"Boise2023_1013",82,"N",NA,NA,NA,"N",NA
"Boise2023_1013",116,"N",NA,NA,NA,"N",NA
"Boise2023_1013",124,"N",NA,NA,NA,NA,NA
"Boise2023_1013",129,"N",NA,NA,NA,"N",NA
"Boise2023_1013",138,"N",NA,NA,NA,"N",NA
"Boise2023_1013",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1014",82,"N",NA,NA,NA,"N",NA
"Boise2023_1014",116,"Y","V0","Y","N","N",NA
"Boise2023_1014",124,"N",NA,NA,NA,"N",NA
"Boise2023_1014",129,"N",NA,NA,NA,"N",NA
"Boise2023_1014",138,"Y","V1","N","N","N",NA
"Boise2023_1014",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1015",82,"Y","V1","N","N","N",NA
"Boise2023_1015",116,"Y","V3+","Y","N","N",NA
"Boise2023_1015",124,"Y","V3+","N","N","N",NA
"Boise2023_1015",129,"Y","BS","N","N","N",NA
"Boise2023_1015",138,"Y","FG","N","N","N",NA
"Boise2023_1015",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1016",82,"Y","V2","N","N","N",NA
"Boise2023_1016",116,"Y","V3+","Y","N","N",NA
"Boise2023_1016",124,"Y","V3+","Y","N","N",NA
"Boise2023_1016",129,"Y","BS","N","N","N",NA
"Boise2023_1016",138,"Y","BS","N","N","N",NA
"Boise2023_1016",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1017",82,"Y","V1","N","N","N",NA
"Boise2023_1017",116,"Y","V3+","Y","N","N",NA
"Boise2023_1017",124,"Y","V3+","Y","N","N",NA
"Boise2023_1017",129,"Y","V3+","Y","N","N",NA
"Boise2023_1017",138,"Y","BS","N","N","N",NA
"Boise2023_1017",151,"Y","FG",NA,NA,NA,NA
"Boise2023_1018",82,"N",NA,NA,NA,NA,NA
"Boise2023_1018",116,"N",NA,NA,NA,NA,NA
"Boise2023_1018",124,"N",NA,NA,NA,NA,NA
"Boise2023_1018",129,"N",NA,NA,NA,NA,NA
"Boise2023_1018",138,"N",NA,NA,NA,NA,NA
"Boise2023_1018",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1019",82,"Y","V1","N","N","N",NA
"Boise2023_1019",116,"N",NA,NA,NA,"N",NA
"Boise2023_1019",124,"N",NA,NA,NA,NA,NA
"Boise2023_1019",129,"N",NA,NA,NA,NA,NA
"Boise2023_1019",138,"N",NA,NA,NA,NA,NA
"Boise2023_1019",NA,"N",NA,NA,NA,NA,NA
"Boise2023_102",76,"Y","V2","N","N","N",NA
"Boise2023_102",116,"Y","V3+","N","N","N",NA
"Boise2023_102",121,"Y","V3+","N","N","N",NA
"Boise2023_102",129,"Y","BS","N","N","N",NA
"Boise2023_102",138,"Y","BS","N","N","N",NA
"Boise2023_102",150,"Y","FG",NA,NA,NA,NA
"Boise2023_1020",82,"Y","V0","N","N","N",NA
"Boise2023_1020",116,"Y","V3+","Y","N","N",NA
"Boise2023_1020",124,"Y","V3+","N","Y","N",NA
"Boise2023_1020",129,"Y","BS","N","Y","N",NA
"Boise2023_1020",138,"Y","BS","N","Y","N",NA
"Boise2023_1020",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1021",82,"N",NA,NA,NA,NA,NA
"Boise2023_1021",116,"N",NA,NA,NA,"N",NA
"Boise2023_1021",124,"N",NA,NA,NA,"N",NA
"Boise2023_1021",129,"N",NA,NA,NA,"N",NA
"Boise2023_1021",138,"N",NA,NA,NA,"N",NA
"Boise2023_1021",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1022",82,"N",NA,NA,NA,"N",NA
"Boise2023_1022",116,"N",NA,NA,NA,NA,NA
"Boise2023_1022",124,"N",NA,NA,NA,"N",NA
"Boise2023_1022",129,"N",NA,NA,NA,"N",NA
"Boise2023_1022",138,"N",NA,NA,NA,"N",NA
"Boise2023_1022",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1023",82,"N",NA,NA,NA,NA,NA
"Boise2023_1023",116,"N",NA,NA,NA,NA,NA
"Boise2023_1023",124,"N",NA,NA,NA,NA,NA
"Boise2023_1023",129,"N",NA,NA,NA,NA,NA
"Boise2023_1023",138,"N",NA,NA,NA,NA,NA
"Boise2023_1023",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1024",82,"Y","V3","N","N","N",NA
"Boise2023_1024",116,"Y","V3","Y","N","N",NA
"Boise2023_1024",124,"Y","V3+","N","N","N",NA
"Boise2023_1024",129,"Y","V3+","N","N","N",NA
"Boise2023_1024",138,"Y","BS","N","Y","N",NA
"Boise2023_1024",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1025",82,"N",NA,NA,NA,"N",NA
"Boise2023_1025",116,"N",NA,NA,NA,"N",NA
"Boise2023_1025",124,"N",NA,NA,NA,"N",NA
"Boise2023_1025",129,"N",NA,NA,NA,"N",NA
"Boise2023_1025",138,"N",NA,NA,NA,"N",NA
"Boise2023_1025",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1026",82,"Y","V2","N","Y","N","Surface"
"Boise2023_1026",116,"Y","V3+","Y","N","N",NA
"Boise2023_1026",124,"Y","BS","N","Y","N",NA
"Boise2023_1026",129,"Y","FG","N","Y","N",NA
"Boise2023_1026",138,"Y","FG","N","Y","N",NA
"Boise2023_1026",151,"Y","FB",NA,NA,NA,NA
"Boise2023_1027",82,"N",NA,NA,NA,NA,NA
"Boise2023_1027",116,"Y","V3+","Y","N","N",NA
"Boise2023_1027",124,"Y","V3+","Y","N","N",NA
"Boise2023_1027",129,"Y","BS","N","Y","N",NA
"Boise2023_1027",138,"Y","FG","N","Y","N",NA
"Boise2023_1027",151,"Y","FG",NA,NA,NA,NA
"Boise2023_1028",82,"Y","V2","N","N","N",NA
"Boise2023_1028",116,"Y","V3+","Y","N","N",NA
"Boise2023_1028",124,"Y","V3+","N","N","N",NA
"Boise2023_1028",129,"Y","BS","N","N","N",NA
"Boise2023_1028",138,"Y","BS","N","N","N",NA
"Boise2023_1028",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1029",82,"Y","V2","N","N","N",NA
"Boise2023_1029",116,"Y","V3+","Y","N","N",NA
"Boise2023_1029",124,"Y","V3+","Y","N","N",NA
"Boise2023_1029",129,"Y","BS","N","N","N",NA
"Boise2023_1029",138,"Y","BS","N","N","N",NA
"Boise2023_1029",151,"Y","FP",NA,NA,NA,NA
"Boise2023_103",76,"Y","V2","N","N","N",NA
"Boise2023_103",116,"Y","BS","N","N","N",NA
"Boise2023_103",121,"Y","FG","N","N","N",NA
"Boise2023_103",129,"Y","FG","N","N","N",NA
"Boise2023_103",138,"Y","FG","N","N","N",NA
"Boise2023_103",150,"Y","FP",NA,NA,NA,NA
"Boise2023_1030",82,"N",NA,NA,NA,NA,NA
"Boise2023_1030",116,"N",NA,NA,NA,NA,NA
"Boise2023_1030",124,"N",NA,NA,NA,NA,NA
"Boise2023_1030",129,"N",NA,NA,NA,NA,NA
"Boise2023_1030",138,"N",NA,NA,NA,NA,NA
"Boise2023_1030",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1031",82,"N",NA,NA,NA,NA,NA
"Boise2023_1031",116,"N",NA,NA,NA,NA,NA
"Boise2023_1031",124,"N",NA,NA,NA,"N",NA
"Boise2023_1031",129,"N",NA,NA,NA,NA,NA
"Boise2023_1031",138,"N",NA,NA,NA,"N",NA
"Boise2023_1031",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1032",82,"N",NA,NA,NA,NA,NA
"Boise2023_1032",116,"N",NA,NA,NA,"N",NA
"Boise2023_1032",124,"N",NA,NA,NA,"N",NA
"Boise2023_1032",129,"N",NA,NA,NA,"N",NA
"Boise2023_1032",138,"N",NA,NA,NA,"N",NA
"Boise2023_1032",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1033",82,"Y","V1","N","N","N",NA
"Boise2023_1033",116,"Y","V3+","Y","N","N",NA
"Boise2023_1033",124,"Y","V3+","N","N","N",NA
"Boise2023_1033",129,"Y","V3+","N","N","N",NA
"Boise2023_1033",138,"Y","V3+","N","N","N",NA
"Boise2023_1033",151,"Y","FG",NA,NA,NA,NA
"Boise2023_1034",82,"Y","V1","N","N","N",NA
"Boise2023_1034",116,"Y","V3+","Y","N","N",NA
"Boise2023_1034",124,"Y","BS","N","N","N",NA
"Boise2023_1034",129,"Y","FG","N","N","N",NA
"Boise2023_1034",138,"Y","FG","N","N","N",NA
"Boise2023_1034",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1035",82,"Y","V2","N","N","N",NA
"Boise2023_1035",116,"Y","V3+","N","N","N",NA
"Boise2023_1035",124,"Y","V3+","N","N","N",NA
"Boise2023_1035",129,"Y","BS","N","N","N",NA
"Boise2023_1035",138,"Y","BS","N","N","N",NA
"Boise2023_1035",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1036",82,"Y","V3+","N","N","N",NA
"Boise2023_1036",116,"Y","V3+","Y","N","N",NA
"Boise2023_1036",124,"Y","V3+","Y","N","N",NA
"Boise2023_1036",129,"Y","BS","Y","N","N",NA
"Boise2023_1036",138,"Y","BS","N","N","N",NA
"Boise2023_1036",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1037",82,"Y","V1","N","N","N",NA
"Boise2023_1037",116,"Y","V3+","N","N","N",NA
"Boise2023_1037",124,"Y","FG","N","N","N",NA
"Boise2023_1037",129,"Y","FG","N","N","N",NA
"Boise2023_1037",138,"Y","FG","N","N","N","1ź"
"Boise2023_1037",151,"Y","FB",NA,NA,NA,NA
"Boise2023_1038",82,"Y","V3+","N","N","N",NA
"Boise2023_1038",116,"Y","V3+","Y","N","N",NA
"Boise2023_1038",124,"Y","FG","N","N","N",NA
"Boise2023_1038",129,"Y","FG","N","N","N",NA
"Boise2023_1038",138,"Y","FG","N","N","N",NA
"Boise2023_1038",151,"Y","FB",NA,NA,NA,NA
"Boise2023_1039",82,"Y","V2","N","N","N",NA
"Boise2023_1039",116,"Y","V3+","Y","N","N",NA
"Boise2023_1039",124,"Y","BS","N","N","N",NA
"Boise2023_1039",129,"Y","FG","N","N","N",NA
"Boise2023_1039",138,"Y","FG","N","N","N",NA
"Boise2023_1039",151,"Y","FP",NA,NA,NA,NA
"Boise2023_104",76,"Y","V2","N","N","N",NA
"Boise2023_104",116,"Y","FG","Y","N","N",NA
"Boise2023_104",121,"Y","FG","Y","N","N",NA
"Boise2023_104",129,"Y","FG","N","N","N",NA
"Boise2023_104",138,"Y","FG","N","N","N",NA
"Boise2023_104",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1040",82,"Y","V1","N","N","N",NA
"Boise2023_1040",116,"Y","V3+","N","N","N",NA
"Boise2023_1040",124,"Y","V3+","N","N","N",NA
"Boise2023_1040",129,"Y","BS","N","N","N",NA
"Boise2023_1040",138,"Y","BS","N","N","N",NA
"Boise2023_1040",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1041",82,"Y","V3","N","N","N",NA
"Boise2023_1041",116,"Y","V3+","Y","N","N",NA
"Boise2023_1041",124,"Y","V3+","N","N","N",NA
"Boise2023_1041",129,"Y","BS","N","N","N",NA
"Boise2023_1041",138,"Y","FG","N","N","N",NA
"Boise2023_1041",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1042",82,"Y","V1","N","N","N",NA
"Boise2023_1042",116,"Y","V3+","N","N","N",NA
"Boise2023_1042",124,"Y","V3+","Y","N","N",NA
"Boise2023_1042",129,"Y","BS","N","N","N",NA
"Boise2023_1042",138,"Y","BS","N","N","N",NA
"Boise2023_1042",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1043",82,"Y","V2","N","N","N",NA
"Boise2023_1043",116,"Y","V3+","Y","N","N",NA
"Boise2023_1043",124,"Y","V3+","Y","N","N",NA
"Boise2023_1043",129,"Y","BS","N","N","N",NA
"Boise2023_1043",138,"Y","FG","N","N","N",NA
"Boise2023_1043",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1044",82,"N",NA,NA,NA,NA,NA
"Boise2023_1044",116,"N",NA,NA,NA,"N",NA
"Boise2023_1044",124,"N",NA,NA,NA,"N",NA
"Boise2023_1044",129,"N",NA,NA,NA,"N",NA
"Boise2023_1044",138,"N",NA,NA,NA,"N",NA
"Boise2023_1044",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1045",82,"Y","V1","N","N","N",NA
"Boise2023_1045",116,"Y","BS","Y","N","N",NA
"Boise2023_1045",124,"Y","FG","N","N","N",NA
"Boise2023_1045",129,"Y","FG","N","N","N",NA
"Boise2023_1045",138,"Y","FG","N","N","N",NA
"Boise2023_1045",151,"Y","FB",NA,NA,NA,NA
"Boise2023_1046",82,"Y","V2","N","N","N",NA
"Boise2023_1046",116,"N",NA,NA,NA,"N",NA
"Boise2023_1046",124,"N",NA,NA,NA,"N",NA
"Boise2023_1046",129,"N",NA,NA,NA,"N",NA
"Boise2023_1046",138,"N",NA,NA,NA,"N",NA
"Boise2023_1046",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1047",82,"N",NA,NA,NA,"N",NA
"Boise2023_1047",116,"N",NA,NA,NA,"N",NA
"Boise2023_1047",124,"N",NA,NA,NA,"N",NA
"Boise2023_1047",129,"N",NA,NA,NA,"N",NA
"Boise2023_1047",138,"N",NA,NA,NA,"N",NA
"Boise2023_1047",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1048",82,"N",NA,NA,NA,"N",NA
"Boise2023_1048",116,"N",NA,NA,NA,"N",NA
"Boise2023_1048",124,"N",NA,NA,NA,"N",NA
"Boise2023_1048",129,"N",NA,NA,NA,"N",NA
"Boise2023_1048",138,"N",NA,NA,NA,"N",NA
"Boise2023_1048",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1049",82,"Y","V1","N","Y","N","Surface"
"Boise2023_1049",116,"Y","V3","N","N","N",NA
"Boise2023_1049",124,"Y","V3+","Y","N","N",NA
"Boise2023_1049",129,"Y","BS","N","Y","N",NA
"Boise2023_1049",138,"Y","FG","N","Y","N",NA
"Boise2023_1049",NA,"N",NA,NA,NA,NA,NA
"Boise2023_105",76,"Y","V2","N","N","N",NA
"Boise2023_105",116,"Y","V3+","N","N","N",NA
"Boise2023_105",121,"Y","V3+","N","N","N",NA
"Boise2023_105",129,"Y","V3+","N","N","N",NA
"Boise2023_105",138,"Y","V3+","N","N","N",NA
"Boise2023_105",150,"Y","FG",NA,NA,NA,NA
"Boise2023_1050",82,"Y","V2","N","N","N",NA
"Boise2023_1050",116,"Y","V3+","Y","N","N",NA
"Boise2023_1050",124,"Y","BS","N","N","N",NA
"Boise2023_1050",129,"Y","BS","N","N","N",NA
"Boise2023_1050",138,"Y","FG","N","N","N",NA
"Boise2023_1050",151,"Y","FG",NA,NA,NA,"SMUT"
"Boise2023_1051",82,"Y","V2","N","N","N",NA
"Boise2023_1051",116,"Y","BS","N","N","N",NA
"Boise2023_1051",124,"Y","FG","N","N","N",NA
"Boise2023_1051",129,"Y","FG","N","N","N",NA
"Boise2023_1051",138,"Y","FG","N","N","N",NA
"Boise2023_1051",151,"Y","FB",NA,NA,NA,NA
"Boise2023_1052",82,"Y","V1","N","N","N",NA
"Boise2023_1052",116,"Y","V3+","Y","N","N",NA
"Boise2023_1052",124,"Y","BS","N","N","N",NA
"Boise2023_1052",129,"Y","FG","N","N","N",NA
"Boise2023_1052",138,"Y","FG","N","N","N",NA
"Boise2023_1052",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1053",82,"Y","V0","N","N","N",NA
"Boise2023_1053",116,"Y","V3+","Y","N","N",NA
"Boise2023_1053",124,"Y","V3+","N","N","N",NA
"Boise2023_1053",129,"Y","BS","N","N","N",NA
"Boise2023_1053",138,"Y","BS","N","N","N",NA
"Boise2023_1053",151,"Y","FG",NA,NA,NA,NA
"Boise2023_1054",82,"N",NA,NA,NA,"N",NA
"Boise2023_1054",116,"N",NA,NA,NA,NA,NA
"Boise2023_1054",124,"N",NA,NA,NA,"N",NA
"Boise2023_1054",129,"N",NA,NA,NA,"N",NA
"Boise2023_1054",138,"N",NA,NA,NA,"N",NA
"Boise2023_1054",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1055",82,"N",NA,NA,NA,"N",NA
"Boise2023_1055",116,"Y","V2","N","N","N","Sad boi"
"Boise2023_1055",124,"Y","V2","N","N","N",NA
"Boise2023_1055",129,"Y","V3","N","N","N",NA
"Boise2023_1055",138,"Y","FG","N","N","N",NA
"Boise2023_1055",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1056",82,"Y","V2","N","N","N",NA
"Boise2023_1056",116,"Y","V3+","N","N","N",NA
"Boise2023_1056",124,"Y","FG","N","N","N",NA
"Boise2023_1056",129,"Y","FG","N","N","N",NA
"Boise2023_1056",138,"Y","FG","N","N","N",NA
"Boise2023_1056",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1057",82,"N",NA,NA,NA,"N",NA
"Boise2023_1057",116,"N",NA,NA,NA,NA,NA
"Boise2023_1057",124,"N",NA,NA,NA,"N",NA
"Boise2023_1057",129,"N",NA,NA,NA,"N",NA
"Boise2023_1057",138,"N",NA,NA,NA,"N",NA
"Boise2023_1057",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1058",82,"N",NA,NA,NA,"N",NA
"Boise2023_1058",116,"N",NA,NA,NA,"N",NA
"Boise2023_1058",124,"N",NA,NA,NA,"N",NA
"Boise2023_1058",129,"N",NA,NA,NA,"N",NA
"Boise2023_1058",138,"N",NA,NA,NA,"N",NA
"Boise2023_1058",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1059",82,"Y","V1","N","N","N",NA
"Boise2023_1059",116,"Y","V3+","N","N","N",NA
"Boise2023_1059",124,"Y","FG","N","N","N",NA
"Boise2023_1059",129,"Y","FG","N","N","N",NA
"Boise2023_1059",138,"Y","FG","N","N","N",NA
"Boise2023_1059",NA,"N",NA,NA,NA,NA,NA
"Boise2023_106",76,"N",NA,NA,NA,NA,NA
"Boise2023_106",116,"N",NA,NA,NA,NA,NA
"Boise2023_106",121,"N",NA,NA,NA,NA,NA
"Boise2023_106",129,"N",NA,NA,NA,NA,NA
"Boise2023_106",138,"N",NA,NA,NA,NA,NA
"Boise2023_106",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1060",82,"Y","V1","N","N","N",NA
"Boise2023_1060",116,"Y","V3+","N","N","N",NA
"Boise2023_1060",124,"Y","BS","N","N","N",NA
"Boise2023_1060",129,"Y","FG","N","N","N",NA
"Boise2023_1060",138,"Y","FG","N","N","N",NA
"Boise2023_1060",151,"Y","FB",NA,NA,NA,NA
"Boise2023_1061",82,"Y","V2","N","N","N",NA
"Boise2023_1061",116,"Y","V3+","N","N","N",NA
"Boise2023_1061",124,"Y","BS","Y","N","N",NA
"Boise2023_1061",129,"Y","FG","N","N","N",NA
"Boise2023_1061",138,"Y","FG","N","N","N",NA
"Boise2023_1061",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1062",82,"N",NA,"N","Y",NA,NA
"Boise2023_1062",116,"N",NA,NA,NA,NA,NA
"Boise2023_1062",124,"N",NA,NA,NA,NA,NA
"Boise2023_1062",129,"N",NA,NA,NA,NA,NA
"Boise2023_1062",138,"N",NA,NA,NA,NA,NA
"Boise2023_1062",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1063",82,"N",NA,NA,NA,NA,NA
"Boise2023_1063",116,"N",NA,NA,NA,NA,NA
"Boise2023_1063",124,"N",NA,NA,NA,NA,NA
"Boise2023_1063",129,"N",NA,NA,NA,NA,NA
"Boise2023_1063",138,"N",NA,NA,NA,NA,NA
"Boise2023_1063",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1064",82,"Y","V2","N","N","N",NA
"Boise2023_1064",116,"Y","V3+","N","N","N",NA
"Boise2023_1064",124,"Y","V3+","Y","N","N",NA
"Boise2023_1064",129,"Y","BS","N","N","N",NA
"Boise2023_1064",138,"Y","BS","N","N","N",NA
"Boise2023_1065",82,"Y","V0","N","N","N",NA
"Boise2023_1065",116,"Y","V2","N","N","N",NA
"Boise2023_1065",124,"Y","V3","N","N","N",NA
"Boise2023_1065",129,"Y","BS","N","N","N",NA
"Boise2023_1065",138,"Y","BS","N","N","N",NA
"Boise2023_1065",151,"Y","FP",NA,NA,NA,NA
"Boise2023_1066",82,"Y","V3+","N","Y","N","Surface"
"Boise2023_1066",116,"Y","V3+","N","N","N",NA
"Boise2023_1066",124,"Y","FG","Y","N","N",NA
"Boise2023_1066",129,"Y","FG","N","N","N",NA
"Boise2023_1066",138,"Y","FG","N","N","N",NA
"Boise2023_1066",151,"Y","FB",NA,NA,NA,NA
"Boise2023_1067",82,"N",NA,NA,NA,NA,NA
"Boise2023_1067",116,"N",NA,NA,NA,NA,NA
"Boise2023_1067",124,"N",NA,NA,NA,NA,NA
"Boise2023_1067",129,"N",NA,NA,NA,NA,NA
"Boise2023_1067",138,"N",NA,NA,NA,NA,NA
"Boise2023_1067",NA,"N",NA,NA,NA,NA,NA
"Boise2023_1068",82,"Y","V2","N","N","N",NA
"Boise2023_1068",116,"Y","V3+","N","N","N",NA
"Boise2023_1068",124,"Y","V3+","N","N","N",NA
"Boise2023_1068",129,"Y","BS","N","N","N",NA
"Boise2023_1068",138,"Y","BS","N","N","N",NA
"Boise2023_1068",151,"Y","FG",NA,NA,NA,NA
"Boise2023_1069",82,"Y","V1","N","N","N",NA
"Boise2023_1069",116,"Y","V3+","Y","N","N",NA
"Boise2023_1069",124,"Y","V3+","N","N","N",NA
"Boise2023_1069",129,"Y","BS","N","N","N",NA
"Boise2023_1069",138,"Y","BS","N","N","N",NA
"Boise2023_1069",NA,"N",NA,NA,NA,NA,NA
"Boise2023_107",76,"Y","V1","N","N","N",NA
"Boise2023_107",116,"Y","V3+","Y","N","N",NA
