"plantID","jday","live","v","length_mm","herbivory","frost_heave","harvested","notes"
"CH_2022_1",74,"Y","V3+",6,NA,NA,"N",NA
"CH_2022_1",87,"Y","V3+",36,NA,NA,"N",NA
"CH_2022_1",101,"Y","V3+",45,NA,NA,"N",NA
"CH_2022_1",114,"Y","V3+",38,NA,NA,"N",NA
"CH_2022_1",129,"Y","V3+",58,NA,NA,"N",NA
"CH_2022_1",148,"Y","FG",131,NA,NA,"N",NA
"CH_2022_1",160,"Y","FG",131,NA,NA,"N",NA
"CH_2022_1",172,"Y","FG",131,NA,NA,"N",NA
"CH_2022_10",74,"Y","V3",32,NA,NA,"N",NA
"CH_2022_10",87,"Y","V3",20,"Y",NA,"N","herbivory"
"CH_2022_10",101,"Y","V3+",27,NA,NA,"N",NA
"CH_2022_10",114,"Y","V3",39,NA,NA,"N",NA
"CH_2022_10",129,"Y","V3+",38,NA,NA,"N",NA
"CH_2022_10",148,"Y","FG",104,NA,NA,"N",NA
"CH_2022_10",160,"Y","FG",104,NA,NA,"N",NA
"CH_2022_10",172,"Y","FG",104,NA,NA,"N",NA
"CH_2022_100",74,"Y","V2",39,NA,NA,"N",NA
"CH_2022_100",87,"Y","V3+",28,NA,NA,"N",NA
"CH_2022_100",101,"Y","V3+",23,NA,NA,"N",NA
"CH_2022_100",114,"Y","V3",23,NA,NA,"N",NA
"CH_2022_100",129,"Y","V3+",47,NA,NA,"N",NA
"CH_2022_100",148,"Y","BS",92,NA,NA,"N",NA
"CH_2022_100",160,"Y","FG",127,NA,NA,"N",NA
"CH_2022_100",172,"Y","FG",127,NA,NA,"N",NA
"CH_2022_1000",74,"Y","V1",8,NA,NA,"N",NA
"CH_2022_1000",87,"Y","V2",8,NA,NA,"N",NA
"CH_2022_1000",101,"Y","V2",10,NA,NA,"N",NA
"CH_2022_1000",115,"Y","V2",11,NA,NA,"N",NA
"CH_2022_1000",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1000",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1000",160,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1000",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1001",75,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1001",87,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1001",101,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1001",115,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1001",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1001",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1001",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1002",75,"Y","V2",28,NA,NA,"N",NA
"CH_2022_1002",87,"Y","V2",32,NA,NA,"N",NA
"CH_2022_1002",101,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1002",115,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1002",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1002",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1002",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1003",75,"Y","V1",18,NA,NA,"N",NA
"CH_2022_1003",87,"Y","V1",34,NA,NA,"N",NA
"CH_2022_1003",101,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1003",115,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1003",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1003",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1003",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1004",75,"Y","V1",10,NA,NA,"N",NA
"CH_2022_1004",87,"Y","V1",21,NA,NA,"N",NA
"CH_2022_1004",101,"Y","V2",26,NA,NA,"N",NA
"CH_2022_1004",115,"Y","V2",29,NA,NA,"N",NA
"CH_2022_1004",130,"Y","V3+",22,NA,NA,"N",NA
"CH_2022_1004",151,"Y","V3+",61,NA,NA,"N",NA
"CH_2022_1004",172,"Y","FG",179,NA,NA,"N",NA
"CH_2022_1004",181,"Y","FX",NA,NA,NA,"Y",NA
"CH_2022_1005",75,"Y","V2",17,NA,NA,"N",NA
"CH_2022_1005",87,"Y","V2",29,NA,NA,"N",NA
"CH_2022_1005",101,"Y","V2",16,NA,NA,"N",NA
"CH_2022_1005",115,"Y","V2",11,NA,NA,"N",NA
"CH_2022_1005",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1005",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1005",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1006",75,"Y","V2",22,NA,NA,"N",NA
"CH_2022_1006",87,"Y","V2",30,NA,NA,"N",NA
"CH_2022_1006",101,"Y","V3+",18,NA,NA,"N",NA
"CH_2022_1006",115,"Y","V2",16,NA,NA,"N",NA
"CH_2022_1006",130,"Y","V3",13,NA,NA,"N",NA
"CH_2022_1006",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1006",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1007",75,"Y","V2",32,NA,NA,"N",NA
"CH_2022_1007",87,"Y","V3",33,NA,NA,"N",NA
"CH_2022_1007",101,"Y","V3",44,NA,NA,"N",NA
"CH_2022_1007",115,"Y","V3",16,NA,NA,"N",NA
"CH_2022_1007",130,"Y","V3+",40,NA,NA,"N",NA
"CH_2022_1007",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1007",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1008",75,"Y","V2",33,NA,NA,"N",NA
"CH_2022_1008",87,"Y","V3",33,NA,NA,"N",NA
"CH_2022_1008",101,"Y","V3",30,NA,NA,"N",NA
"CH_2022_1008",115,"Y","V3+",28,NA,NA,"N",NA
"CH_2022_1008",130,"Y","V3+",29,NA,NA,"N",NA
"CH_2022_1008",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1008",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1009",75,"Y","V2",32,NA,NA,"N",NA
"CH_2022_1009",87,"Y","V2",35,NA,NA,"N",NA
"CH_2022_1009",101,"Y","V3+",38,NA,NA,"N",NA
"CH_2022_1009",115,"Y","V2",12,NA,NA,"N",NA
"CH_2022_1009",130,"Y","V1",12,NA,NA,"N",NA
"CH_2022_1009",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1009",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_101",74,"Y","V3",13,NA,NA,"N",NA
"CH_2022_101",87,"Y","V3+",32,NA,NA,"N",NA
"CH_2022_101",101,"Y","V3+",27,NA,NA,"N",NA
"CH_2022_101",114,"Y","V3+",45,NA,NA,"N",NA
"CH_2022_101",129,"Y","V3+",51,NA,NA,"N",NA
"CH_2022_101",148,"Y","BS",121,NA,NA,"N",NA
"CH_2022_101",160,"Y","FG",177,NA,NA,"N",NA
"CH_2022_101",172,"Y","FG",177,NA,NA,"N",NA
"CH_2022_1010",75,"Y","V2",28,NA,NA,"N",NA
"CH_2022_1010",87,"Y","V3+",28,NA,NA,"N",NA
"CH_2022_1010",101,"Y","V3+",27,NA,NA,"N",NA
"CH_2022_1010",115,"Y","V3",17,NA,NA,"N",NA
"CH_2022_1010",130,"Y","V2",11,NA,NA,"N",NA
"CH_2022_1010",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1010",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1011",75,"Y","V1",13,NA,NA,"N",NA
"CH_2022_1011",87,"Y","V1",27,NA,NA,"N",NA
"CH_2022_1011",101,"Y","V2",21,NA,NA,"N",NA
"CH_2022_1011",115,"Y","V3",19,NA,NA,"N",NA
"CH_2022_1011",130,"Y","V2",28,NA,NA,"N",NA
"CH_2022_1011",151,"Y","BS",48,NA,NA,"N",NA
"CH_2022_1011",172,"Y","FG",80,NA,NA,"N",NA
"CH_2022_1011",174,"Y","FX",NA,NA,NA,"Y",NA
"CH_2022_1012",75,"Y","V2",20,NA,NA,"N",NA
"CH_2022_1012",87,"Y","V1",26,NA,NA,"N",NA
"CH_2022_1012",101,"Y","V3+",27,NA,NA,"N",NA
"CH_2022_1012",115,"Y","V1",9,NA,NA,"N",NA
"CH_2022_1012",130,"Y","V1",6,NA,NA,"N",NA
"CH_2022_1012",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1012",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1013",75,"Y","V2",21,NA,NA,"N",NA
"CH_2022_1013",87,"Y","V3",34,NA,NA,"N",NA
"CH_2022_1013",101,"Y","V1",8,NA,NA,"N",NA
"CH_2022_1013",115,"Y","V1",6,NA,NA,"N",NA
"CH_2022_1013",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1013",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1013",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1014",75,"Y","V1",17,NA,NA,"N",NA
"CH_2022_1014",87,"Y","V1",15,NA,NA,"N",NA
"CH_2022_1014",101,"Y","V2",16,NA,NA,"N",NA
"CH_2022_1014",115,"Y","V2",15,NA,NA,"N",NA
"CH_2022_1014",130,"Y","V3+",47,NA,NA,"N",NA
"CH_2022_1014",151,"Y","V3+",40,NA,NA,"N",NA
"CH_2022_1014",172,"Y","V3",47,NA,NA,"N",NA
"CH_2022_1015",75,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1015",87,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1015",101,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1015",115,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1015",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1015",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1015",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1016",75,"Y","V1",9,NA,NA,"N",NA
"CH_2022_1016",87,"Y","V1",30,NA,NA,"N",NA
"CH_2022_1016",101,"Y","V1",13,NA,NA,"N",NA
"CH_2022_1016",115,"Y","V1",7,NA,NA,"N",NA
"CH_2022_1016",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1016",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1016",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1017",75,"Y","V2",31,NA,NA,"N",NA
"CH_2022_1017",87,"Y","V3",22,NA,NA,"N",NA
"CH_2022_1017",101,"Y","V3+",38,NA,NA,"N",NA
"CH_2022_1017",115,"Y","V3+",37,NA,NA,"N",NA
"CH_2022_1017",130,"Y","V3+",51,NA,NA,"N",NA
"CH_2022_1017",151,"Y","FG",139,NA,NA,"N",NA
"CH_2022_1017",172,"Y","FG",139,NA,NA,"N",NA
"CH_2022_1018",75,"Y","V2",34,NA,NA,"N",NA
"CH_2022_1018",87,"Y","V2",37,NA,NA,"N",NA
"CH_2022_1018",101,"Y","V3+",33,NA,NA,"N",NA
"CH_2022_1018",115,"Y","V2",9,NA,NA,"N",NA
"CH_2022_1018",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1018",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1018",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1019",75,"Y","V2",29,NA,NA,"N",NA
"CH_2022_1019",87,"Y","V2",24,NA,NA,"N",NA
"CH_2022_1019",101,"Y","V3",23,NA,NA,"N",NA
"CH_2022_1019",115,"Y","V3",18,NA,NA,"N",NA
"CH_2022_1019",130,"Y","V2",12,NA,NA,"N",NA
"CH_2022_1019",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1019",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_102",74,"Y","V2",15,NA,NA,"N",NA
"CH_2022_102",87,"Y","V3+",20,NA,NA,"N",NA
"CH_2022_102",101,"Y","V3",22,NA,NA,"N",NA
"CH_2022_102",114,"Y","V3+",38,NA,NA,"N",NA
"CH_2022_102",129,"Y","V2",18,NA,NA,"N",NA
"CH_2022_102",148,"N",NA,NA,NA,NA,"N",NA
"CH_2022_102",160,"N",NA,NA,NA,NA,"N",NA
"CH_2022_102",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1020",75,"Y","V2",28,NA,NA,"N",NA
"CH_2022_1020",87,"Y","V2",26,NA,NA,"N",NA
"CH_2022_1020",101,"Y","V3+",24,NA,NA,"N",NA
"CH_2022_1020",115,"Y","V2",12,NA,NA,"N",NA
"CH_2022_1020",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1020",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1020",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1021",75,"Y","V2",29,NA,NA,"N",NA
"CH_2022_1021",87,"Y","V2",25,NA,NA,"N",NA
"CH_2022_1021",101,"Y","V3+",29,NA,NA,"N",NA
"CH_2022_1021",115,"Y","V3+",28,NA,NA,"N",NA
"CH_2022_1021",130,"Y","V3+",44,NA,NA,"N",NA
"CH_2022_1021",151,"Y","V3+",102,NA,NA,"N",NA
"CH_2022_1021",172,"Y","BS",185,NA,NA,"N",NA
"CH_2022_1022",75,"Y","V2",33,NA,NA,"N",NA
"CH_2022_1022",87,"Y","V3",34,NA,NA,"N",NA
"CH_2022_1022",101,"Y","V3+",44,NA,NA,"N",NA
"CH_2022_1022",115,"Y","V3+",46,NA,NA,"N",NA
"CH_2022_1022",130,"Y","V3+",55,NA,NA,"N",NA
"CH_2022_1022",151,"Y","FG",158,NA,NA,"N",NA
"CH_2022_1022",172,"Y","FG",158,NA,NA,"N",NA
"CH_2022_1023",75,"Y","V2",31,NA,NA,"N",NA
"CH_2022_1023",87,"Y","V3",22,NA,NA,"N",NA
"CH_2022_1023",101,"Y","V2",28,NA,NA,"N",NA
"CH_2022_1023",115,"Y","V2",25,NA,NA,"N",NA
"CH_2022_1023",130,"Y","V2",46,NA,NA,"N",NA
"CH_2022_1023",151,"Y","FG",112,NA,NA,"N",NA
"CH_2022_1023",172,"Y","FG",112,NA,NA,"N",NA
"CH_2022_1024",75,"Y","V2",37,NA,NA,"N",NA
"CH_2022_1024",87,"Y","V2",20,NA,NA,"N",NA
"CH_2022_1024",101,"Y","V2",27,NA,NA,"N",NA
"CH_2022_1024",115,"Y","V2",7,NA,NA,"N",NA
"CH_2022_1024",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1024",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1024",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1025",75,"Y","V1",8,NA,NA,"N",NA
"CH_2022_1025",87,"Y","V2",35,NA,NA,"N",NA
"CH_2022_1025",101,"Y","V3+",35,NA,NA,"N",NA
"CH_2022_1025",115,"Y","V3",44,NA,NA,"N",NA
"CH_2022_1025",130,"Y","V3+",59,NA,NA,"N",NA
"CH_2022_1025",151,"Y","BS",144,NA,NA,"N",NA
"CH_2022_1025",172,"Y","V3+",90,NA,NA,"N",NA
"CH_2022_1026",75,"Y","V2",26,NA,NA,"N",NA
"CH_2022_1026",87,"Y","V2",28,NA,NA,"N",NA
"CH_2022_1026",101,"Y","V3+",48,NA,NA,"N",NA
"CH_2022_1026",115,"Y","V3+",48,NA,NA,"N",NA
"CH_2022_1026",130,"Y","V3+",50,NA,NA,"N",NA
"CH_2022_1026",151,"Y","V3+",100,NA,NA,"N",NA
"CH_2022_1026",172,"Y","FG",198,NA,NA,"N",NA
"CH_2022_1026",181,"Y","FX",NA,NA,NA,"Y",NA
"CH_2022_1027",75,"Y","V1",24,NA,NA,"N",NA
"CH_2022_1027",87,"Y","V2",29,NA,NA,"N",NA
"CH_2022_1027",101,"Y","V3+",39,NA,NA,"N",NA
"CH_2022_1027",115,"Y","V1",18,NA,NA,"N",NA
"CH_2022_1027",130,"Y","V2",19,NA,NA,"N",NA
"CH_2022_1027",151,"Y","V3+",60,NA,NA,"N",NA
"CH_2022_1027",172,"Y","FG",109,NA,NA,"N",NA
"CH_2022_1027",181,"Y","FX",NA,NA,NA,"Y",NA
"CH_2022_1028",75,"Y","V2",31,NA,NA,"N",NA
"CH_2022_1028",87,"Y","V2",29,NA,NA,"N",NA
"CH_2022_1028",101,"Y","V3",33,NA,NA,"N",NA
"CH_2022_1028",115,"Y","V1",25,NA,NA,"N",NA
"CH_2022_1028",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1028",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1028",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1029",75,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1029",87,"Y","V1",18,NA,NA,"N",NA
"CH_2022_1029",101,"Y","V3",42,NA,NA,"N",NA
"CH_2022_1029",115,"Y","V2",41,NA,NA,"N",NA
"CH_2022_1029",130,"Y","V2",55,NA,NA,"N",NA
"CH_2022_1029",151,"Y","V3+",59,NA,NA,"N",NA
"CH_2022_1029",172,"Y","FG",139,NA,NA,"N",NA
"CH_2022_1029",181,"Y","FX",NA,NA,NA,"Y",NA
"CH_2022_103",74,"Y","V3+",28,NA,NA,"N",NA
"CH_2022_103",87,"Y","V3+",34,NA,NA,"N",NA
"CH_2022_103",101,"Y","V3+",37,NA,NA,"N",NA
"CH_2022_103",114,"Y","V3+",43,NA,NA,"N",NA
"CH_2022_103",129,"Y","V3+",35,NA,NA,"N",NA
"CH_2022_103",148,"N",NA,NA,NA,NA,"N",NA
"CH_2022_103",160,"N",NA,NA,NA,NA,"N",NA
"CH_2022_103",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1030",75,"Y","V1",17,NA,NA,"N",NA
"CH_2022_1030",87,"Y","V1",27,NA,NA,"N",NA
"CH_2022_1030",101,"Y","V2",31,NA,NA,"N",NA
"CH_2022_1030",115,"Y","V2",24,NA,NA,"N",NA
"CH_2022_1030",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1030",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1030",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1031",75,"Y","V1",13,NA,NA,"N",NA
"CH_2022_1031",87,"Y","V1",36,NA,NA,"N",NA
"CH_2022_1031",101,"Y","V2",32,NA,NA,"N",NA
"CH_2022_1031",115,"Y","V2",20,NA,NA,"N",NA
"CH_2022_1031",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1031",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1031",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1032",75,"Y","V1",14,NA,NA,"N",NA
"CH_2022_1032",87,"Y","V1",27,NA,NA,"N",NA
"CH_2022_1032",101,"Y","V2",23,NA,NA,"N",NA
"CH_2022_1032",115,"Y","V1",22,NA,NA,"N",NA
"CH_2022_1032",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1032",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1032",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1033",75,"Y","V2",19,NA,NA,"N",NA
"CH_2022_1033",87,"Y","V2",20,NA,NA,"N",NA
"CH_2022_1033",101,"Y","V2",18,NA,NA,"N",NA
"CH_2022_1033",115,"Y","V1",17,NA,NA,"N",NA
"CH_2022_1033",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1033",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1033",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1034",75,"Y","V2",26,NA,NA,"N",NA
"CH_2022_1034",87,"Y","V2",24,NA,NA,"N",NA
"CH_2022_1034",101,"Y","V3+",22,NA,NA,"N",NA
"CH_2022_1034",115,"Y","V3+",21,NA,NA,"N",NA
"CH_2022_1034",130,"Y","V3+",47,NA,NA,"N",NA
"CH_2022_1034",151,"Y","V3+",68,NA,NA,"N",NA
"CH_2022_1034",172,"Y","BS",156,NA,NA,"N",NA
"CH_2022_1034",188,"Y","FX",NA,NA,NA,"Y",NA
"CH_2022_1035",75,"Y","V2",23,NA,NA,"N",NA
"CH_2022_1035",87,"Y","V3+",33,NA,NA,"N",NA
"CH_2022_1035",101,"Y","V3+",42,NA,NA,"N",NA
"CH_2022_1035",115,"Y","V3+",51,NA,NA,"N",NA
"CH_2022_1035",130,"Y","V3+",52,NA,NA,"N",NA
"CH_2022_1035",151,"Y","V3+",126,NA,NA,"N",NA
"CH_2022_1035",172,"Y","FG",195,NA,NA,"N",NA
"CH_2022_1035",181,"Y","FX",NA,NA,NA,"Y",NA
"CH_2022_1036",75,"Y","V2",28,NA,NA,"N",NA
"CH_2022_1036",87,"Y","V2",31,NA,NA,"N",NA
"CH_2022_1036",101,"Y","V3+",39,NA,NA,"N",NA
"CH_2022_1036",115,"Y","V2",27,NA,NA,"N",NA
"CH_2022_1036",130,"Y","V2",21,NA,NA,"N",NA
"CH_2022_1036",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1036",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1037",75,"Y","V1",15,NA,NA,"N",NA
"CH_2022_1037",87,"Y","V2",28,NA,NA,"N",NA
"CH_2022_1037",101,"Y","V3",36,NA,NA,"N",NA
"CH_2022_1037",115,"Y","V1",24,NA,NA,"N",NA
"CH_2022_1037",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1037",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1037",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1038",75,"Y","V1",7,NA,NA,"N",NA
"CH_2022_1038",87,"Y","V1",36,NA,NA,"N",NA
"CH_2022_1038",101,"Y","V2",16,NA,NA,"N",NA
"CH_2022_1038",115,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1038",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1038",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1038",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1039",75,"Y","V1",22,NA,NA,"N",NA
"CH_2022_1039",87,"Y","V2",19,NA,NA,"N",NA
"CH_2022_1039",101,"Y","V3+",35,NA,NA,"N",NA
"CH_2022_1039",115,"Y","V3+",39,NA,NA,"N",NA
"CH_2022_1039",130,"Y","V3+",39,NA,NA,"N",NA
"CH_2022_1039",151,"Y","V3+",94,NA,NA,"N",NA
"CH_2022_1039",172,"Y","FG",273,NA,NA,"N",NA
"CH_2022_1039",181,"Y","FX",NA,NA,NA,"Y",NA
"CH_2022_104",74,"Y","V3",7,NA,NA,"N",NA
"CH_2022_104",87,"Y","V3+",13,NA,NA,"N",NA
"CH_2022_104",101,"Y","V3",14,NA,NA,"N",NA
"CH_2022_104",114,"Y","V3",27,NA,NA,"N",NA
"CH_2022_104",129,"Y","V3",11,NA,NA,"N",NA
"CH_2022_104",148,"N",NA,NA,NA,NA,"N",NA
"CH_2022_104",160,"N",NA,NA,NA,NA,"N",NA
"CH_2022_104",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1040",75,"Y","V2",27,NA,NA,"N",NA
"CH_2022_1040",87,"Y","V1",26,NA,NA,"N",NA
"CH_2022_1040",101,"Y","V3+",29,NA,NA,"N",NA
"CH_2022_1040",115,"Y","V3+",28,NA,NA,"N",NA
"CH_2022_1040",130,"Y","V3+",25,NA,NA,"N",NA
"CH_2022_1040",151,"Y","V2",29,NA,NA,"N",NA
"CH_2022_1040",172,"Y","V1",20,NA,NA,"N",NA
"CH_2022_1041",75,"Y","V1",24,NA,NA,"N",NA
"CH_2022_1041",87,"Y","V3",25,NA,NA,"N",NA
"CH_2022_1041",101,"Y","V3+",46,NA,NA,"N",NA
"CH_2022_1041",115,"Y","V3+",43,NA,NA,"N",NA
"CH_2022_1041",130,"Y","V3+",49,NA,NA,"N",NA
"CH_2022_1041",151,"Y","FG",126,NA,NA,"N",NA
"CH_2022_1041",172,"Y","FG",126,NA,NA,"N",NA
"CH_2022_1042",75,"Y","V1",26,NA,NA,"N",NA
"CH_2022_1042",87,"Y","V2",33,NA,NA,"N",NA
"CH_2022_1042",101,"Y","V2",27,NA,NA,"N",NA
"CH_2022_1042",115,"Y","V1",21,NA,NA,"N",NA
"CH_2022_1042",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1042",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1042",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1043",75,"Y","V2",1,NA,NA,"N","dormant"
"CH_2022_1043",87,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1043",101,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1043",115,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1043",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1043",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1043",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1044",75,"Y","V2",25,NA,NA,"N",NA
"CH_2022_1044",87,"Y","V3",25,NA,NA,"N",NA
"CH_2022_1044",101,"Y","V3+",36,NA,NA,"N",NA
"CH_2022_1044",115,"Y","V3+",51,NA,NA,"N",NA
"CH_2022_1044",130,"Y","V3+",45,NA,NA,"N",NA
"CH_2022_1044",151,"Y","V3+",115,NA,NA,"N",NA
"CH_2022_1044",172,"Y","BS",80,NA,NA,"N",NA
"CH_2022_1044",181,"Y","FX",NA,NA,NA,"Y",NA
"CH_2022_1045",75,"Y","V2",32,NA,NA,"N",NA
"CH_2022_1045",87,"Y","V2",31,NA,NA,"N",NA
"CH_2022_1045",101,"Y","V3+",39,NA,NA,"N",NA
"CH_2022_1045",115,"Y","V3+",42,NA,NA,"N",NA
"CH_2022_1045",130,"Y","V3+",57,NA,NA,"N",NA
"CH_2022_1045",151,"Y","FG",177,NA,NA,"N",NA
"CH_2022_1045",172,"Y","FG",177,NA,NA,"N",NA
"CH_2022_1046",75,"Y","V2",29,NA,NA,"N",NA
"CH_2022_1046",87,"Y","V2",26,NA,NA,"N",NA
"CH_2022_1046",101,"Y","V3+",40,NA,NA,"N",NA
"CH_2022_1046",115,"Y","V3+",38,NA,NA,"N",NA
"CH_2022_1046",130,"Y","V3+",31,NA,NA,"N",NA
"CH_2022_1046",151,"Y","FG",111,NA,NA,"N",NA
"CH_2022_1046",172,"Y","FG",111,NA,NA,"N",NA
"CH_2022_1047",75,"Y","V3",34,NA,NA,"N",NA
"CH_2022_1047",87,"Y","V3+",31,NA,NA,"N",NA
"CH_2022_1047",101,"Y","V3+",25,NA,NA,"N",NA
"CH_2022_1047",115,"Y","V3+",21,NA,NA,"N",NA
"CH_2022_1047",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1047",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1047",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1048",75,"Y","V1",37,NA,NA,"N",NA
"CH_2022_1048",87,"Y","V2",24,NA,NA,"N",NA
"CH_2022_1048",101,"Y","V3+",28,NA,NA,"N",NA
"CH_2022_1048",115,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1048",130,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1048",151,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1048",172,"N",NA,NA,NA,NA,"N",NA
"CH_2022_1049",75,"Y","V2",28,NA,NA,"N",NA
"CH_2022_1049",87,"Y","V2",28,NA,NA,"N",NA
"CH_2022_1049",101,"Y","V3+",31,NA,NA,"N",NA
"CH_2022_1049",115,"Y","V3+",32,NA,NA,"N",NA
"CH_2022_1049",130,"Y","V3+",50,NA,NA,"N",NA
"CH_2022_1049",151,"Y","V3+",53,"Y",NA,"N","herbivory"
"CH_2022_1049",172,"Y","FG",155,NA,NA,"N",NA
"CH_2022_1049",188,"Y","FX",NA,NA,NA,"Y",NA
"CH_2022_105",74,"Y","V2",6,NA,NA,"N",NA
"CH_2022_105",87,"Y","V2",20,"Y",NA,"N","herbivory"
"CH_2022_105",101,"Y","V2",19,NA,NA,"N",NA
"CH_2022_105",114,"Y","V2",21,NA,NA,"N",NA
