"plantID","site","year","block","plot","x","y","genotype","growout","density","gravel"
"CH_2023_181","CH",2023,1,3,5,3,51,2020,"high","white"
"CH_2023_189","CH",2023,1,3,5,4,97,2020,"high","white"
"CH_2023_197","CH",2023,1,3,5,5,81,2020,"high","white"
"CH_2023_205","CH",2023,1,3,5,6,49,2020,"high","white"
"CH_2023_213","CH",2023,1,3,5,7,44,2020,"high","white"
"CH_2023_221","CH",2023,1,3,5,8,95,2020,"high","white"
"CH_2023_229","CH",2023,1,3,5,9,8,2020,"high","white"
"CH_2023_166","CH",2023,1,3,6,1,46,2020,"high","white"
"CH_2023_238","CH",2023,1,3,6,10,2,2020,"high","white"
"CH_2023_174","CH",2023,1,3,6,2,82,2020,"high","white"
"CH_2023_182","CH",2023,1,3,6,3,91,2020,"high","white"
"CH_2023_190","CH",2023,1,3,6,4,14,2020,"high","white"
"CH_2023_198","CH",2023,1,3,6,5,84,2020,"high","white"
"CH_2023_206","CH",2023,1,3,6,6,33,2020,"high","white"
"CH_2023_214","CH",2023,1,3,6,7,39,2020,"high","white"
"CH_2023_222","CH",2023,1,3,6,8,102,2020,"high","white"
"CH_2023_230","CH",2023,1,3,6,9,66,2020,"high","white"
"CH_2023_167","CH",2023,1,3,7,1,104,2020,"high","white"
"CH_2023_239","CH",2023,1,3,7,10,24,2020,"high","white"
"CH_2023_175","CH",2023,1,3,7,2,43,2020,"high","white"
"CH_2023_183","CH",2023,1,3,7,3,30,2020,"high","white"
"CH_2023_191","CH",2023,1,3,7,4,55,2020,"high","white"
"CH_2023_199","CH",2023,1,3,7,5,32,2020,"high","white"
"CH_2023_207","CH",2023,1,3,7,6,25,2020,"high","white"
"CH_2023_215","CH",2023,1,3,7,7,103,2020,"high","white"
"CH_2023_223","CH",2023,1,3,7,8,61,2020,"high","white"
"CH_2023_231","CH",2023,1,3,7,9,34,2020,"high","white"
"CH_2023_168","CH",2023,1,3,8,1,93,2021,"high","white"
"CH_2023_240","CH",2023,1,3,8,10,28,2020,"high","white"
"CH_2023_176","CH",2023,1,3,8,2,45,2020,"high","white"
"CH_2023_184","CH",2023,1,3,8,3,9,2020,"high","white"
"CH_2023_192","CH",2023,1,3,8,4,12,2020,"high","white"
"CH_2023_200","CH",2023,1,3,8,5,35,2020,"high","white"
"CH_2023_208","CH",2023,1,3,8,6,56,2020,"high","white"
"CH_2023_216","CH",2023,1,3,8,7,19,2020,"high","white"
"CH_2023_224","CH",2023,1,3,8,8,101,2020,"high","white"
"CH_2023_232","CH",2023,1,3,8,9,72,2020,"high","white"
"CH_2023_81","CH",2023,1,2,1,1,65,2020,"low","black"
"CH_2023_97","CH",2023,1,2,1,2,24,2020,"low","black"
"CH_2023_113","CH",2023,1,2,1,3,86,2021,"low","black"
"CH_2023_129","CH",2023,1,2,1,4,73,2020,"low","black"
"CH_2023_145","CH",2023,1,2,1,5,12,2020,"low","black"
"CH_2023_90","CH",2023,1,2,10,1,5,2020,"low","black"
"CH_2023_106","CH",2023,1,2,10,2,54,2020,"low","black"
"CH_2023_122","CH",2023,1,2,10,3,52,2020,"low","black"
"CH_2023_138","CH",2023,1,2,10,4,45,2020,"low","black"
"CH_2023_154","CH",2023,1,2,10,5,95,2020,"low","black"
"CH_2023_91","CH",2023,1,2,11,1,71,2020,"low","black"
"CH_2023_107","CH",2023,1,2,11,2,97,2020,"low","black"
"CH_2023_123","CH",2023,1,2,11,3,32,2020,"low","black"
"CH_2023_139","CH",2023,1,2,11,4,87,2021,"low","black"
"CH_2023_155","CH",2023,1,2,11,5,9,2020,"low","black"
"CH_2023_92","CH",2023,1,2,12,1,43,2020,"low","black"
"CH_2023_108","CH",2023,1,2,12,2,100,2020,"low","black"
"CH_2023_124","CH",2023,1,2,12,3,30,2020,"low","black"
"CH_2023_140","CH",2023,1,2,12,4,44,2020,"low","black"
"CH_2023_156","CH",2023,1,2,12,5,18,2020,"low","black"
"CH_2023_93","CH",2023,1,2,13,1,35,2020,"low","black"
"CH_2023_109","CH",2023,1,2,13,2,8,2020,"low","black"
"CH_2023_125","CH",2023,1,2,13,3,84,2020,"low","black"
"CH_2023_141","CH",2023,1,2,13,4,29,2020,"low","black"
"CH_2023_157","CH",2023,1,2,13,5,56,2020,"low","black"
"CH_2023_94","CH",2023,1,2,14,1,79,2020,"low","black"
"CH_2023_110","CH",2023,1,2,14,2,62,2020,"low","black"
"CH_2023_126","CH",2023,1,2,14,3,46,2020,"low","black"
"CH_2023_142","CH",2023,1,2,14,4,58,2020,"low","black"
"CH_2023_158","CH",2023,1,2,14,5,34,2020,"low","black"
"CH_2023_95","CH",2023,1,2,15,1,81,2020,"low","black"
"CH_2023_111","CH",2023,1,2,15,2,36,2020,"low","black"
"CH_2023_127","CH",2023,1,2,15,3,92,2020,"low","black"
"CH_2023_143","CH",2023,1,2,15,4,91,2020,"low","black"
"CH_2023_159","CH",2023,1,2,15,5,91,2020,"low","black"
"CH_2023_96","CH",2023,1,2,16,1,151,2022,"low","black"
"CH_2023_112","CH",2023,1,2,16,2,89,2020,"low","black"
"CH_2023_128","CH",2023,1,2,16,3,53,2020,"low","black"
"CH_2023_144","CH",2023,1,2,16,4,77,2020,"low","black"
"CH_2023_160","CH",2023,1,2,16,5,72,2020,"low","black"
"CH_2023_82","CH",2023,1,2,2,1,31,2020,"low","black"
"CH_2023_98","CH",2023,1,2,2,2,25,2020,"low","black"
"CH_2023_114","CH",2023,1,2,2,3,57,2020,"low","black"
"CH_2023_130","CH",2023,1,2,2,4,51,2020,"low","black"
"CH_2023_146","CH",2023,1,2,2,5,42,2021,"low","black"
"CH_2023_83","CH",2023,1,2,3,1,104,2020,"low","black"
"CH_2023_99","CH",2023,1,2,3,2,101,2020,"low","black"
"CH_2023_115","CH",2023,1,2,3,3,64,2020,"low","black"
"CH_2023_131","CH",2023,1,2,3,4,11,2020,"low","black"
"CH_2023_147","CH",2023,1,2,3,5,68,2020,"low","black"
"CH_2023_84","CH",2023,1,2,4,1,83,2020,"low","black"
"CH_2023_100","CH",2023,1,2,4,2,63,2020,"low","black"
"CH_2023_116","CH",2023,1,2,4,3,39,2020,"low","black"
"CH_2023_132","CH",2023,1,2,4,4,61,2020,"low","black"
"CH_2023_148","CH",2023,1,2,4,5,88,2020,"low","black"
"CH_2023_85","CH",2023,1,2,5,1,38,2021,"low","black"
"CH_2023_101","CH",2023,1,2,5,2,56,2020,"low","black"
"CH_2023_117","CH",2023,1,2,5,3,7,2020,"low","black"
"CH_2023_133","CH",2023,1,2,5,4,47,2020,"low","black"
"CH_2023_149","CH",2023,1,2,5,5,2,2020,"low","black"
"CH_2023_86","CH",2023,1,2,6,1,55,2020,"low","black"
"CH_2023_102","CH",2023,1,2,6,2,33,2020,"low","black"
"CH_2023_118","CH",2023,1,2,6,3,49,2020,"low","black"
"CH_2023_134","CH",2023,1,2,6,4,82,2020,"low","black"
"CH_2023_150","CH",2023,1,2,6,5,102,2020,"low","black"
"CH_2023_87","CH",2023,1,2,7,1,1,2020,"low","black"
"CH_2023_103","CH",2023,1,2,7,2,72,2020,"low","black"
"CH_2023_119","CH",2023,1,2,7,3,19,2020,"low","black"
"CH_2023_135","CH",2023,1,2,7,4,98,2020,"low","black"
"CH_2023_151","CH",2023,1,2,7,5,37,2020,"low","black"
"CH_2023_88","CH",2023,1,2,8,1,88,2020,"low","black"
"CH_2023_104","CH",2023,1,2,8,2,59,2020,"low","black"
"CH_2023_120","CH",2023,1,2,8,3,75,2020,"low","black"
"CH_2023_136","CH",2023,1,2,8,4,90,2020,"low","black"
"CH_2023_152","CH",2023,1,2,8,5,76,2020,"low","black"
"CH_2023_89","CH",2023,1,2,9,1,93,2021,"low","black"
"CH_2023_105","CH",2023,1,2,9,2,66,2020,"low","black"
"CH_2023_121","CH",2023,1,2,9,3,96,2020,"low","black"
"CH_2023_137","CH",2023,1,2,9,4,74,2020,"low","black"
"CH_2023_153","CH",2023,1,2,9,5,28,2020,"low","black"
"CH_2023_241","CH",2023,1,4,1,1,82,2020,"low","white"
"CH_2023_257","CH",2023,1,4,1,2,72,2020,"low","white"
"CH_2023_273","CH",2023,1,4,1,3,83,2020,"low","white"
"CH_2023_289","CH",2023,1,4,1,4,55,2020,"low","white"
"CH_2023_305","CH",2023,1,4,1,5,14,2020,"low","white"
"CH_2023_250","CH",2023,1,4,10,1,79,2020,"low","white"
"CH_2023_266","CH",2023,1,4,10,2,83,2020,"low","white"
"CH_2023_282","CH",2023,1,4,10,3,29,2020,"low","white"
"CH_2023_298","CH",2023,1,4,10,4,24,2020,"low","white"
"CH_2023_314","CH",2023,1,4,10,5,90,2020,"low","white"
"CH_2023_251","CH",2023,1,4,11,1,36,2020,"low","white"
"CH_2023_267","CH",2023,1,4,11,2,31,2020,"low","white"
"CH_2023_283","CH",2023,1,4,11,3,2,2020,"low","white"
"CH_2023_299","CH",2023,1,4,11,4,28,2020,"low","white"
"CH_2023_315","CH",2023,1,4,11,5,51,2020,"low","white"
"CH_2023_252","CH",2023,1,4,12,1,95,2020,"low","white"
"CH_2023_268","CH",2023,1,4,12,2,46,2020,"low","white"
"CH_2023_284","CH",2023,1,4,12,3,42,2021,"low","white"
"CH_2023_300","CH",2023,1,4,12,4,6,2020,"low","white"
"CH_2023_316","CH",2023,1,4,12,5,30,2020,"low","white"
"CH_2023_253","CH",2023,1,4,13,1,62,2020,"low","white"
"CH_2023_269","CH",2023,1,4,13,2,32,2020,"low","white"
"CH_2023_285","CH",2023,1,4,13,3,68,2020,"low","white"
"CH_2023_301","CH",2023,1,4,13,4,151,2022,"low","white"
"CH_2023_317","CH",2023,1,4,13,5,87,2020,"low","white"
"CH_2023_254","CH",2023,1,4,14,1,89,2020,"low","white"
"CH_2023_270","CH",2023,1,4,14,2,91,2020,"low","white"
"CH_2023_286","CH",2023,1,4,14,3,71,2020,"low","white"
"CH_2023_302","CH",2023,1,4,14,4,39,2020,"low","white"
"CH_2023_318","CH",2023,1,4,14,5,98,2020,"low","white"
"CH_2023_255","CH",2023,1,4,15,1,39,2020,"low","white"
"CH_2023_271","CH",2023,1,4,15,2,96,2020,"low","white"
"CH_2023_287","CH",2023,1,4,15,3,53,2020,"low","white"
"CH_2023_303","CH",2023,1,4,15,4,58,2020,"low","white"
"CH_2023_319","CH",2023,1,4,15,5,34,2020,"low","white"
"CH_2023_256","CH",2023,1,4,16,1,65,2020,"low","white"
"CH_2023_272","CH",2023,1,4,16,2,12,2020,"low","white"
"CH_2023_288","CH",2023,1,4,16,3,37,2020,"low","white"
"CH_2023_304","CH",2023,1,4,16,4,59,2020,"low","white"
"CH_2023_320","CH",2023,1,4,16,5,1,2020,"low","white"
"CH_2023_242","CH",2023,1,4,2,1,69,2020,"low","white"
"CH_2023_258","CH",2023,1,4,2,2,61,2020,"low","white"
"CH_2023_274","CH",2023,1,4,2,3,76,2020,"low","white"
"CH_2023_290","CH",2023,1,4,2,4,11,2020,"low","white"
"CH_2023_306","CH",2023,1,4,2,5,57,2020,"low","white"
"CH_2023_243","CH",2023,1,4,3,1,82,2020,"low","white"
"CH_2023_259","CH",2023,1,4,3,2,77,2020,"low","white"
"CH_2023_275","CH",2023,1,4,3,3,35,2020,"low","white"
"CH_2023_291","CH",2023,1,4,3,4,100,2020,"low","white"
"CH_2023_307","CH",2023,1,4,3,5,75,2020,"low","white"
"CH_2023_244","CH",2023,1,4,4,1,49,2020,"low","white"
"CH_2023_260","CH",2023,1,4,4,2,18,2022,"low","white"
"CH_2023_276","CH",2023,1,4,4,3,25,2020,"low","white"
"CH_2023_292","CH",2023,1,4,4,4,7,2020,"low","white"
"CH_2023_308","CH",2023,1,4,4,5,26,2020,"low","white"
"CH_2023_245","CH",2023,1,4,5,1,88,2020,"low","white"
"CH_2023_261","CH",2023,1,4,5,2,81,2020,"low","white"
"CH_2023_277","CH",2023,1,4,5,3,103,2020,"low","white"
"CH_2023_293","CH",2023,1,4,5,4,56,2020,"low","white"
"CH_2023_309","CH",2023,1,4,5,5,64,2020,"low","white"
"CH_2023_246","CH",2023,1,4,6,1,66,2020,"low","white"
"CH_2023_262","CH",2023,1,4,6,2,97,2020,"low","white"
"CH_2023_278","CH",2023,1,4,6,3,47,2020,"low","white"
"CH_2023_294","CH",2023,1,4,6,4,52,2020,"low","white"
"CH_2023_310","CH",2023,1,4,6,5,43,2020,"low","white"
"CH_2023_247","CH",2023,1,4,7,1,84,2021,"low","white"
"CH_2023_263","CH",2023,1,4,7,2,104,2020,"low","white"
"CH_2023_279","CH",2023,1,4,7,3,84,2020,"low","white"
"CH_2023_295","CH",2023,1,4,7,4,73,2020,"low","white"
"CH_2023_311","CH",2023,1,4,7,5,102,2020,"low","white"
"CH_2023_248","CH",2023,1,4,8,1,44,2020,"low","white"
"CH_2023_264","CH",2023,1,4,8,2,45,2020,"low","white"
"CH_2023_280","CH",2023,1,4,8,3,93,2020,"low","white"
"CH_2023_296","CH",2023,1,4,8,4,74,2020,"low","white"
"CH_2023_312","CH",2023,1,4,8,5,63,2020,"low","white"
"CH_2023_249","CH",2023,1,4,9,1,92,2020,"low","white"
"CH_2023_265","CH",2023,1,4,9,2,38,2021,"low","white"
"CH_2023_281","CH",2023,1,4,9,3,33,2020,"low","white"
"CH_2023_297","CH",2023,1,4,9,4,8,2020,"low","white"
"CH_2023_313","CH",2023,1,4,9,5,101,2020,"low","white"
"CH_2023_2881","CH",2023,10,1,1,1,72,2020,"high","black"
"CH_2023_2953","CH",2023,10,1,1,10,33,2020,"high","black"
"CH_2023_2889","CH",2023,10,1,1,2,62,2020,"high","black"
"CH_2023_2897","CH",2023,10,1,1,3,54,2020,"high","black"
"CH_2023_2905","CH",2023,10,1,1,4,151,2022,"high","black"
"CH_2023_2913","CH",2023,10,1,1,5,103,2020,"high","black"
"CH_2023_2921","CH",2023,10,1,1,6,82,2020,"high","black"
"CH_2023_2929","CH",2023,10,1,1,7,11,2020,"high","black"
"CH_2023_2937","CH",2023,10,1,1,8,75,2020,"high","black"
"CH_2023_2945","CH",2023,10,1,1,9,59,2020,"high","black"
"CH_2023_2882","CH",2023,10,1,2,1,100,2020,"high","black"
"CH_2023_2954","CH",2023,10,1,2,10,88,2020,"high","black"
"CH_2023_2890","CH",2023,10,1,2,2,51,2020,"high","black"
"CH_2023_2898","CH",2023,10,1,2,3,71,2020,"high","black"
"CH_2023_2906","CH",2023,10,1,2,4,18,2020,"high","black"
"CH_2023_2914","CH",2023,10,1,2,5,64,2020,"high","black"
"CH_2023_2922","CH",2023,10,1,2,6,37,2020,"high","black"
"CH_2023_2930","CH",2023,10,1,2,7,65,2020,"high","black"
"CH_2023_2938","CH",2023,10,1,2,8,53,2020,"high","black"
"CH_2023_2946","CH",2023,10,1,2,9,44,2020,"high","black"
"CH_2023_2883","CH",2023,10,1,3,1,68,2020,"high","black"
"CH_2023_2955","CH",2023,10,1,3,10,63,2020,"high","black"
"CH_2023_2891","CH",2023,10,1,3,2,89,2020,"high","black"
"CH_2023_2899","CH",2023,10,1,3,3,90,2020,"high","black"
"CH_2023_2907","CH",2023,10,1,3,4,101,2020,"high","black"
"CH_2023_2915","CH",2023,10,1,3,5,102,2020,"high","black"
"CH_2023_2923","CH",2023,10,1,3,6,47,2020,"high","black"
"CH_2023_2931","CH",2023,10,1,3,7,45,2020,"high","black"
"CH_2023_2939","CH",2023,10,1,3,8,64,2020,"high","black"
"CH_2023_2947","CH",2023,10,1,3,9,1,2020,"high","black"
"CH_2023_2884","CH",2023,10,1,4,1,86,2020,"high","black"
"CH_2023_2956","CH",2023,10,1,4,10,81,2020,"high","black"
"CH_2023_2892","CH",2023,10,1,4,2,34,2020,"high","black"
"CH_2023_2900","CH",2023,10,1,4,3,93,2020,"high","black"
"CH_2023_2908","CH",2023,10,1,4,4,96,2020,"high","black"
"CH_2023_2916","CH",2023,10,1,4,5,97,2020,"high","black"
"CH_2023_2924","CH",2023,10,1,4,6,39,2020,"high","black"
"CH_2023_2932","CH",2023,10,1,4,7,49,2020,"high","black"
"CH_2023_2940","CH",2023,10,1,4,8,52,2020,"high","black"
"CH_2023_2948","CH",2023,10,1,4,9,66,2020,"high","black"
"CH_2023_2885","CH",2023,10,1,5,1,28,2020,"high","black"
"CH_2023_2957","CH",2023,10,1,5,10,9,2020,"high","black"
"CH_2023_2893","CH",2023,10,1,5,2,83,2020,"high","black"
"CH_2023_2901","CH",2023,10,1,5,3,55,2020,"high","black"
"CH_2023_2909","CH",2023,10,1,5,4,98,2020,"high","black"
"CH_2023_2917","CH",2023,10,1,5,5,89,2020,"high","black"
"CH_2023_2925","CH",2023,10,1,5,6,92,2020,"high","black"
"CH_2023_2933","CH",2023,10,1,5,7,25,2020,"high","black"
"CH_2023_2941","CH",2023,10,1,5,8,77,2020,"high","black"
"CH_2023_2949","CH",2023,10,1,5,9,84,2020,"high","black"
"CH_2023_2886","CH",2023,10,1,6,1,8,2020,"high","black"
"CH_2023_2958","CH",2023,10,1,6,10,34,2020,"high","black"
"CH_2023_2894","CH",2023,10,1,6,2,79,2020,"high","black"
"CH_2023_2902","CH",2023,10,1,6,3,29,2020,"high","black"
"CH_2023_2910","CH",2023,10,1,6,4,91,2020,"high","black"
"CH_2023_2918","CH",2023,10,1,6,5,35,2020,"high","black"
"CH_2023_2926","CH",2023,10,1,6,6,2,2020,"high","black"
"CH_2023_2934","CH",2023,10,1,6,7,32,2020,"high","black"
"CH_2023_2942","CH",2023,10,1,6,8,42,2020,"high","black"
"CH_2023_2950","CH",2023,10,1,6,9,12,2020,"high","black"
"CH_2023_2887","CH",2023,10,1,7,1,43,2020,"high","black"
"CH_2023_2959","CH",2023,10,1,7,10,74,2020,"high","black"
"CH_2023_2895","CH",2023,10,1,7,2,24,2020,"high","black"
"CH_2023_2903","CH",2023,10,1,7,3,45,2020,"high","black"
"CH_2023_2911","CH",2023,10,1,7,4,87,2021,"high","black"
"CH_2023_2919","CH",2023,10,1,7,5,95,2020,"high","black"
"CH_2023_2927","CH",2023,10,1,7,6,56,2020,"high","black"
"CH_2023_2935","CH",2023,10,1,7,7,43,2020,"high","black"
"CH_2023_2943","CH",2023,10,1,7,8,38,2021,"high","black"
"CH_2023_2951","CH",2023,10,1,7,9,76,2020,"high","black"
"CH_2023_2888","CH",2023,10,1,8,1,7,2020,"high","black"
"CH_2023_2960","CH",2023,10,1,8,10,58,2020,"high","black"
"CH_2023_2896","CH",2023,10,1,8,2,46,2020,"high","black"
"CH_2023_2904","CH",2023,10,1,8,3,73,2020,"high","black"
"CH_2023_2912","CH",2023,10,1,8,4,31,2020,"high","black"
"CH_2023_2920","CH",2023,10,1,8,5,61,2020,"high","black"
"CH_2023_2928","CH",2023,10,1,8,6,104,2020,"high","black"
"CH_2023_2936","CH",2023,10,1,8,7,6,2020,"high","black"
"CH_2023_2944","CH",2023,10,1,8,8,57,2020,"high","black"
"CH_2023_2952","CH",2023,10,1,8,9,30,2020,"high","black"
"CH_2023_3041","CH",2023,10,3,1,1,81,2020,"high","white"
"CH_2023_3113","CH",2023,10,3,1,10,7,2020,"high","white"
"CH_2023_3049","CH",2023,10,3,1,2,66,2020,"high","white"
"CH_2023_3057","CH",2023,10,3,1,3,98,2020,"high","white"
"CH_2023_3065","CH",2023,10,3,1,4,24,2020,"high","white"
"CH_2023_3073","CH",2023,10,3,1,5,28,2020,"high","white"
"CH_2023_3081","CH",2023,10,3,1,6,84,2020,"high","white"
"CH_2023_3089","CH",2023,10,3,1,7,43,2020,"high","white"
"CH_2023_3097","CH",2023,10,3,1,8,14,2020,"high","white"
"CH_2023_3105","CH",2023,10,3,1,9,88,2020,"high","white"
"CH_2023_3042","CH",2023,10,3,2,1,90,2020,"high","white"
"CH_2023_3114","CH",2023,10,3,2,10,42,2021,"high","white"
"CH_2023_3050","CH",2023,10,3,2,2,33,2020,"high","white"
"CH_2023_3058","CH",2023,10,3,2,3,72,2020,"high","white"
"CH_2023_3066","CH",2023,10,3,2,4,31,2020,"high","white"
"CH_2023_3074","CH",2023,10,3,2,5,55,2020,"high","white"
"CH_2023_3082","CH",2023,10,3,2,6,33,2020,"high","white"
"CH_2023_3090","CH",2023,10,3,2,7,92,2020,"high","white"
"CH_2023_3098","CH",2023,10,3,2,8,95,2020,"high","white"
"CH_2023_3106","CH",2023,10,3,2,9,87,2021,"high","white"
"CH_2023_3043","CH",2023,10,3,3,1,82,2020,"high","white"
"CH_2023_3115","CH",2023,10,3,3,10,8,2020,"high","white"
"CH_2023_3051","CH",2023,10,3,3,2,45,2020,"high","white"
"CH_2023_3059","CH",2023,10,3,3,3,11,2020,"high","white"
"CH_2023_3067","CH",2023,10,3,3,4,34,2020,"high","white"
"CH_2023_3075","CH",2023,10,3,3,5,77,2020,"high","white"
"CH_2023_3083","CH",2023,10,3,3,6,54,2020,"high","white"
"CH_2023_3091","CH",2023,10,3,3,7,45,2020,"high","white"
"CH_2023_3099","CH",2023,10,3,3,8,35,2020,"high","white"
"CH_2023_3107","CH",2023,10,3,3,9,19,2020,"high","white"
"CH_2023_3044","CH",2023,10,3,4,1,79,2020,"high","white"
"CH_2023_3116","CH",2023,10,3,4,10,93,2021,"high","white"
"CH_2023_3052","CH",2023,10,3,4,2,52,2020,"high","white"
"CH_2023_3060","CH",2023,10,3,4,3,96,2020,"high","white"
"CH_2023_3068","CH",2023,10,3,4,4,150,2021,"high","white"
"CH_2023_3076","CH",2023,10,3,4,5,47,2020,"high","white"
"CH_2023_3084","CH",2023,10,3,4,6,100,2020,"high","white"
"CH_2023_3092","CH",2023,10,3,4,7,9,2020,"high","white"
"CH_2023_3100","CH",2023,10,3,4,8,25,2020,"high","white"
"CH_2023_3108","CH",2023,10,3,4,9,62,2020,"high","white"
"CH_2023_3045","CH",2023,10,3,5,1,6,2020,"high","white"
"CH_2023_3117","CH",2023,10,3,5,10,97,2020,"high","white"
"CH_2023_3053","CH",2023,10,3,5,2,29,2020,"high","white"
"CH_2023_3061","CH",2023,10,3,5,3,45,2020,"high","white"
"CH_2023_3069","CH",2023,10,3,5,4,38,2021,"high","white"
"CH_2023_3077","CH",2023,10,3,5,5,18,2020,"high","white"
"CH_2023_3085","CH",2023,10,3,5,6,75,2020,"high","white"
"CH_2023_3093","CH",2023,10,3,5,7,1,2020,"high","white"
"CH_2023_3101","CH",2023,10,3,5,8,104,2020,"high","white"
"CH_2023_3109","CH",2023,10,3,5,9,101,2020,"high","white"
"CH_2023_3046","CH",2023,10,3,6,1,58,2020,"high","white"
"CH_2023_3118","CH",2023,10,3,6,10,71,2020,"high","white"
"CH_2023_3054","CH",2023,10,3,6,2,59,2020,"high","white"
"CH_2023_3062","CH",2023,10,3,6,3,61,2020,"high","white"
"CH_2023_3070","CH",2023,10,3,6,4,64,2020,"high","white"
"CH_2023_3078","CH",2023,10,3,6,5,46,2020,"high","white"
"CH_2023_3086","CH",2023,10,3,6,6,65,2020,"high","white"
"CH_2023_3094","CH",2023,10,3,6,7,56,2020,"high","white"
"CH_2023_3102","CH",2023,10,3,6,8,76,2020,"high","white"
"CH_2023_3110","CH",2023,10,3,6,9,51,2020,"high","white"
"CH_2023_3047","CH",2023,10,3,7,1,37,2020,"high","white"
"CH_2023_3119","CH",2023,10,3,7,10,102,2020,"high","white"
"CH_2023_3055","CH",2023,10,3,7,2,69,2020,"high","white"
"CH_2023_3063","CH",2023,10,3,7,3,57,2020,"high","white"
"CH_2023_3071","CH",2023,10,3,7,4,32,2020,"high","white"
"CH_2023_3079","CH",2023,10,3,7,5,74,2020,"high","white"
"CH_2023_3087","CH",2023,10,3,7,6,68,2020,"high","white"
"CH_2023_3095","CH",2023,10,3,7,7,63,2020,"high","white"
"CH_2023_3103","CH",2023,10,3,7,8,89,2020,"high","white"
"CH_2023_3111","CH",2023,10,3,7,9,91,2020,"high","white"
"CH_2023_3048","CH",2023,10,3,8,1,83,2020,"high","white"
"CH_2023_3120","CH",2023,10,3,8,10,30,2020,"high","white"
"CH_2023_3056","CH",2023,10,3,8,2,49,2020,"high","white"
"CH_2023_3064","CH",2023,10,3,8,3,2,2020,"high","white"
"CH_2023_3072","CH",2023,10,3,8,4,44,2020,"high","white"
"CH_2023_3080","CH",2023,10,3,8,5,73,2020,"high","white"
"CH_2023_3088","CH",2023,10,3,8,6,12,2020,"high","white"
"CH_2023_3096","CH",2023,10,3,8,7,75,2020,"high","white"
"CH_2023_3104","CH",2023,10,3,8,8,26,2020,"high","white"
"CH_2023_3112","CH",2023,10,3,8,9,39,2020,"high","white"
"CH_2023_2961","CH",2023,10,2,1,1,55,2020,"low","black"
"CH_2023_2977","CH",2023,10,2,1,2,97,2021,"low","black"
"CH_2023_2993","CH",2023,10,2,1,3,12,2020,"low","black"
"CH_2023_3009","CH",2023,10,2,1,4,26,2020,"low","black"
"CH_2023_3025","CH",2023,10,2,1,5,83,2020,"low","black"
"CH_2023_2970","CH",2023,10,2,10,1,64,2020,"low","black"
"CH_2023_2986","CH",2023,10,2,10,2,9,2020,"low","black"
"CH_2023_3002","CH",2023,10,2,10,3,35,2020,"low","black"
"CH_2023_3018","CH",2023,10,2,10,4,39,2020,"low","black"
"CH_2023_3034","CH",2023,10,2,10,5,45,2020,"low","black"
"CH_2023_2971","CH",2023,10,2,11,1,89,2020,"low","black"
"CH_2023_2987","CH",2023,10,2,11,2,24,2020,"low","black"
"CH_2023_3003","CH",2023,10,2,11,3,74,2020,"low","black"
"CH_2023_3019","CH",2023,10,2,11,4,46,2020,"low","black"
"CH_2023_3035","CH",2023,10,2,11,5,7,2020,"low","black"
"CH_2023_2972","CH",2023,10,2,12,1,19,2020,"low","black"
"CH_2023_2988","CH",2023,10,2,12,2,44,2020,"low","black"
"CH_2023_3004","CH",2023,10,2,12,3,33,2020,"low","black"
"CH_2023_3020","CH",2023,10,2,12,4,53,2020,"low","black"
"CH_2023_3036","CH",2023,10,2,12,5,34,2020,"low","black"
"CH_2023_2973","CH",2023,10,2,13,1,72,2020,"low","black"
"CH_2023_2989","CH",2023,10,2,13,2,38,2021,"low","black"
"CH_2023_3005","CH",2023,10,2,13,3,8,2020,"low","black"
"CH_2023_3021","CH",2023,10,2,13,4,42,2021,"low","black"
"CH_2023_3037","CH",2023,10,2,13,5,61,2020,"low","black"
"CH_2023_2974","CH",2023,10,2,14,1,66,2020,"low","black"
"CH_2023_2990","CH",2023,10,2,14,2,98,2020,"low","black"
"CH_2023_3006","CH",2023,10,2,14,3,25,2020,"low","black"
"CH_2023_3022","CH",2023,10,2,14,4,54,2020,"low","black"
"CH_2023_3038","CH",2023,10,2,14,5,96,2020,"low","black"
"CH_2023_2975","CH",2023,10,2,15,1,36,2020,"low","black"
"CH_2023_2991","CH",2023,10,2,15,2,57,2020,"low","black"
"CH_2023_3007","CH",2023,10,2,15,3,11,2020,"low","black"
"CH_2023_3023","CH",2023,10,2,15,4,58,2020,"low","black"
"CH_2023_3039","CH",2023,10,2,15,5,28,2020,"low","black"
"CH_2023_2976","CH",2023,10,2,16,1,88,2021,"low","black"
"CH_2023_2992","CH",2023,10,2,16,2,75,2020,"low","black"
"CH_2023_3008","CH",2023,10,2,16,3,87,2020,"low","black"
"CH_2023_3024","CH",2023,10,2,16,4,37,2020,"low","black"
"CH_2023_3040","CH",2023,10,2,16,5,77,2020,"low","black"
"CH_2023_2962","CH",2023,10,2,2,1,43,2020,"low","black"
"CH_2023_2978","CH",2023,10,2,2,2,102,2020,"low","black"
"CH_2023_2994","CH",2023,10,2,2,3,64,2020,"low","black"
"CH_2023_3010","CH",2023,10,2,2,4,56,2020,"low","black"
"CH_2023_3026","CH",2023,10,2,2,5,95,2020,"low","black"
"CH_2023_2963","CH",2023,10,2,3,1,1,2020,"low","black"
"CH_2023_2979","CH",2023,10,2,3,2,151,2022,"low","black"
