"plantID","jday","live","v","length_mm","herbivory","frost_heave","harvested","notes"
"BA2022_4012",143,"N","NA",NA,"N","N","N",""
"BA2022_4012",157,"N","NA",NA,"N","N","N",""
"BA2022_4012",174,"N","NA",NA,"N","N","N",""
"BA2022_4012",180,"N","NA",NA,"N","N","N",""
"BA2022_4013",-21,"N","NA",NA,"N","N","N",""
"BA2022_4013",96,"Y","V1",50,"N","N","N",""
"BA2022_4013",115,"Y","V0",48,"N","N","N",""
"BA2022_4013",131,"Y","V3",34,"N","N","N",""
"BA2022_4013",143,"Y","BS",NA,"N","N","N",""
"BA2022_4013",157,"Y","FG",NA,"N","N","N",""
"BA2022_4013",174,"Y","FG",NA,"N","N","N",""
"BA2022_4013",180,"Y","NA",103,"N","N","N",""
"BA2022_4013",180,"Y","FP",103,"N","N","N",""
"BA2022_4014",-21,"N","NA",NA,"N","N","N",""
"BA2022_4014",96,"Y","V0",10,"N","N","N",""
"BA2022_4014",115,"N","NA",NA,"N","N","N",""
"BA2022_4014",131,"N","NA",NA,"N","N","N",""
"BA2022_4014",143,"N","NA",NA,"N","N","N",""
"BA2022_4014",157,"N","NA",NA,"N","N","N",""
"BA2022_4014",174,"N","NA",NA,"N","N","N",""
"BA2022_4014",180,"N","NA",NA,"N","N","N",""
"BA2022_4015",-21,"N","NA",NA,"N","N","N",""
"BA2022_4015",96,"Y","V2",26,"N","N","N",""
"BA2022_4015",115,"Y","V0",30,"N","N","N",""
"BA2022_4015",131,"Y","V2",34,"N","N","N",""
"BA2022_4015",143,"Y","BS",NA,"N","N","N",""
"BA2022_4015",157,"Y","FG",NA,"N","N","N",""
"BA2022_4015",174,"Y","FG",NA,"N","N","N",""
"BA2022_4015",180,"Y","FP",66,"N","N","N",""
"BA2022_4015",180,"Y","NA",66,"N","N","N",""
"BA2022_4016",-21,"Y","V0",26,"N","N","N",""
"BA2022_4016",96,"N","NA",NA,"N","N","N",""
"BA2022_4016",115,"N","NA",NA,"N","N","N",""
"BA2022_4016",131,"N","NA",NA,"N","N","N",""
"BA2022_4016",143,"N","NA",NA,"N","N","N",""
"BA2022_4016",157,"N","NA",NA,"N","N","N",""
"BA2022_4016",174,"N","NA",NA,"N","N","N",""
"BA2022_4016",180,"N","NA",NA,"N","N","N",""
"BA2022_4017",-21,"Y","V0",25,"N","N","N",""
"BA2022_4017",96,"N","NA",NA,"N","N","N",""
"BA2022_4017",115,"Y","V0",37,"N","N","N",""
"BA2022_4017",131,"Y","V1",30,"N","N","N",""
"BA2022_4017",143,"Y","BS",NA,"N","N","N",""
"BA2022_4017",157,"N","NA",NA,"N","N","N",""
"BA2022_4017",174,"Y","FG",NA,"N","N","N",""
"BA2022_4017",180,"Y","FP",35,"N","N","N",""
"BA2022_4017",180,"Y","NA",35,"N","N","N",""
"BA2022_4018",-21,"Y","V0",25,"N","N","N",""
"BA2022_4018",96,"N","NA",NA,"N","N","N",""
"BA2022_4018",115,"N","NA",NA,"N","N","N",""
"BA2022_4018",131,"N","NA",NA,"N","N","N",""
"BA2022_4018",143,"N","NA",NA,"N","N","N",""
"BA2022_4018",157,"N","NA",NA,"N","N","N",""
"BA2022_4018",174,"N","NA",NA,"N","N","N",""
"BA2022_4018",180,"N","NA",NA,"N","N","N",""
"BA2022_4019",-21,"N","NA",NA,"N","N","N",""
"BA2022_4019",96,"Y","V3",34,"N","N","N",""
"BA2022_4019",115,"Y","V3",31,"N","N","N",""
"BA2022_4019",131,"Y","V3+",50,"N","N","N",""
"BA2022_4019",143,"Y","FP",81,"N","N","N",""
"BA2022_4019",157,"N","NA",NA,"N","N","N",""
"BA2022_4019",174,"N","NA",NA,"N","N","N",""
"BA2022_4019",180,"N","NA",NA,"N","N","N",""
"BA2022_4020",-21,"Y","V0",30,"N","N","N",""
"BA2022_4020",96,"N","NA",NA,"N","N","N",""
"BA2022_4020",115,"N","NA",NA,"N","N","N",""
"BA2022_4020",131,"N","NA",NA,"N","N","N",""
"BA2022_4020",143,"N","NA",NA,"N","N","N",""
"BA2022_4020",157,"N","NA",NA,"N","N","N",""
"BA2022_4020",174,"N","NA",NA,"N","N","N",""
"BA2022_4020",180,"Y","FG",NA,"N","N","N",""
"BA2022_4021",-21,"Y","V0",22,"N","N","N",""
"BA2022_4021",96,"N","NA",NA,"N","N","N",""
"BA2022_4021",115,"N","NA",NA,"N","N","N",""
"BA2022_4021",131,"N","NA",NA,"N","N","N",""
"BA2022_4021",143,"N","NA",NA,"N","N","N",""
"BA2022_4021",157,"N","NA",NA,"N","N","N",""
"BA2022_4021",174,"N","NA",NA,"N","N","N",""
"BA2022_4021",180,"N","NA",NA,"N","N","N",""
"BA2022_4022",-21,"N","NA",NA,"N","N","N",""
"BA2022_4022",96,"Y","V2",34,"N","N","N",""
"BA2022_4022",115,"Y","V1",38,"N","N","N",""
"BA2022_4022",131,"Y","V3+",50,"N","N","N",""
"BA2022_4022",143,"Y","FP",41,"N","N","N",""
"BA2022_4022",157,"N","NA",NA,"N","N","N",""
"BA2022_4022",174,"N","NA",NA,"N","N","N",""
"BA2022_4022",180,"N","NA",NA,"N","N","N",""
"BA2022_4023",-21,"N","NA",NA,"N","N","N",""
"BA2022_4023",96,"Y","V1",20,"N","N","N",""
"BA2022_4023",115,"Y","V0",29,"N","N","N",""
"BA2022_4023",131,"Y","V2",30,"N","N","N",""
"BA2022_4023",143,"Y","V2",NA,"N","N","N",""
"BA2022_4023",157,"Y","V3+",NA,"N","N","N",""
"BA2022_4023",174,"Y","FG",NA,"N","N","N",""
"BA2022_4023",180,"Y","V3+",NA,"N","N","N",""
"BA2022_4024",-21,"Y","V0",15,"N","N","N",""
"BA2022_4024",96,"N","NA",NA,"N","N","N",""
"BA2022_4024",115,"N","NA",NA,"N","N","N",""
"BA2022_4024",131,"N","NA",NA,"N","N","N",""
"BA2022_4024",143,"N","NA",NA,"N","N","N",""
"BA2022_4024",157,"N","NA",NA,"N","N","N",""
"BA2022_4024",174,"N","NA",NA,"N","N","N",""
"BA2022_4024",180,"N","NA",NA,"N","N","N",""
"BA2022_4025",-21,"Y","V0",19,"N","N","N",""
"BA2022_4025",96,"Y","V2",42,"N","N","N",""
"BA2022_4025",115,"Y","V3",33,"N","N","N",""
"BA2022_4025",131,"Y","V3+",29,"N","N","N",""
"BA2022_4025",143,"Y","BS",NA,"N","N","N",""
"BA2022_4025",157,"Y","FG",NA,"N","N","N",""
"BA2022_4025",174,"Y","FG",NA,"N","N","N",""
"BA2022_4025",180,"Y","FP",113,"N","N","N",""
"BA2022_4025",180,"Y","NA",113,"N","N","N",""
"BA2022_4026",-21,"Y","V0",13,"N","N","N",""
"BA2022_4026",96,"N","NA",NA,"N","N","N",""
"BA2022_4026",115,"N","NA",NA,"N","N","N",""
"BA2022_4026",131,"N","NA",NA,"N","N","N",""
"BA2022_4026",143,"N","NA",NA,"N","N","N",""
"BA2022_4026",157,"N","NA",NA,"N","N","N",""
"BA2022_4026",174,"N","NA",NA,"N","N","N",""
"BA2022_4026",180,"N","NA",NA,"N","N","N",""
"BA2022_4027",-21,"N","NA",NA,"N","N","N",""
"BA2022_4027",96,"Y","V2",22,"N","N","N",""
"BA2022_4027",115,"Y","V0",15,"N","N","N",""
"BA2022_4027",131,"Y","V2",18,"N","N","N",""
"BA2022_4027",143,"Y","BS",NA,"N","N","N",""
"BA2022_4027",157,"Y","FG",NA,"N","N","N",""
"BA2022_4027",174,"Y","FP",NA,"N","N","N",""
"BA2022_4027",180,"Y","FP",49,"N","N","N",""
"BA2022_4027",180,"Y","NA",49,"N","N","N",""
"BA2022_4028",-21,"Y","V0",10,"N","N","N",""
"BA2022_4028",96,"N","NA",NA,"N","N","N",""
"BA2022_4028",115,"N","NA",NA,"N","N","N",""
"BA2022_4028",131,"N","NA",NA,"N","N","N",""
"BA2022_4028",143,"N","NA",NA,"N","N","N",""
"BA2022_4028",157,"N","NA",NA,"N","N","N",""
"BA2022_4028",174,"N","NA",NA,"N","N","N",""
"BA2022_4028",180,"N","NA",NA,"N","N","N",""
"BA2022_4029",-21,"Y","V0",19,"N","N","N",""
"BA2022_4029",96,"N","NA",NA,"N","N","N",""
"BA2022_4029",115,"N","NA",NA,"N","N","N",""
"BA2022_4029",131,"N","NA",NA,"N","N","N",""
"BA2022_4029",143,"N","NA",NA,"N","N","N",""
"BA2022_4029",157,"N","NA",NA,"N","N","N",""
"BA2022_4029",174,"N","NA",NA,"N","N","N",""
"BA2022_4029",180,"N","NA",NA,"N","N","N",""
"BA2022_4030",-21,"Y","V0",7,"N","N","N",""
"BA2022_4030",96,"Y","V3+",26,"N","N","N",""
"BA2022_4030",115,"Y","V3",25,"N","N","N",""
"BA2022_4030",131,"Y","V3+",32,"N","N","N",""
"BA2022_4030",143,"Y","V3+",NA,"N","N","N",""
"BA2022_4030",157,"Y","FG",NA,"N","N","N",""
"BA2022_4030",174,"Y","FG",NA,"N","N","N",""
"BA2022_4030",180,"Y","FP",60,"N","N","N",""
"BA2022_4030",180,"Y","NA",60,"N","N","N",""
"BA2022_4030",188,"Y","FB",167,"N","N","N",""
"BA2022_4031",-21,"Y","V0",15,"N","N","N",""
"BA2022_4031",96,"N","NA",NA,"N","N","N",""
"BA2022_4031",115,"N","NA",NA,"N","N","N",""
"BA2022_4031",131,"N","NA",NA,"N","N","N",""
"BA2022_4031",143,"N","NA",NA,"N","N","N",""
"BA2022_4031",157,"N","NA",NA,"N","N","N",""
"BA2022_4031",174,"N","NA",NA,"N","N","N",""
"BA2022_4031",180,"N","NA",NA,"N","N","N",""
"BA2022_4032",-21,"Y","V0",22,"N","N","N",""
"BA2022_4032",96,"N","NA",NA,"N","N","N",""
"BA2022_4032",115,"N","NA",NA,"N","N","N",""
"BA2022_4032",131,"N","NA",NA,"N","N","N",""
"BA2022_4032",143,"N","NA",NA,"N","N","N",""
"BA2022_4032",157,"N","NA",NA,"N","N","N",""
"BA2022_4032",174,"N","NA",NA,"N","N","N",""
"BA2022_4032",180,"N","NA",NA,"N","N","N",""
"BA2022_4033",-21,"Y","V0",13,"N","N","N",""
"BA2022_4033",96,"Y","V2",17,"N","N","N",""
"BA2022_4033",115,"Y","V2",35,"N","N","N",""
"BA2022_4033",131,"Y","V3",33,"N","N","N",""
"BA2022_4033",143,"Y","BS",NA,"N","N","N",""
"BA2022_4033",157,"Y","FG",NA,"N","N","N",""
"BA2022_4033",174,"N","NA",NA,"N","N","N",""
"BA2022_4033",180,"Y","FP",87,"N","N","N",""
"BA2022_4034",-21,"Y","V0",27,"N","N","N",""
"BA2022_4034",96,"Y","V2",56,"N","N","N",""
"BA2022_4034",115,"Y","V2",53,"N","N","N",""
"BA2022_4034",131,"Y","V3",47,"N","N","N",""
"BA2022_4034",143,"Y","V3",NA,"N","N","N",""
"BA2022_4034",157,"Y","FG",NA,"N","N","N",""
"BA2022_4034",174,"Y","FG",NA,"N","N","N",""
"BA2022_4034",180,"Y","FG",NA,"N","N","N",""
"BA2022_4034",188,"Y","FB",132,"N","N","N",""
"BA2022_4035",-21,"Y","V0",26,"N","N","N",""
"BA2022_4035",96,"N","NA",NA,"N","N","N",""
"BA2022_4035",115,"Y","V2",41,"N","N","N",""
"BA2022_4035",131,"Y","V3+",40,"N","N","N",""
"BA2022_4035",143,"Y","BS",NA,"N","N","N",""
"BA2022_4035",157,"Y","FG",NA,"N","N","N",""
"BA2022_4035",174,"Y","FG",NA,"N","N","N",""
"BA2022_4035",180,"Y","FP",101,"N","N","N",""
"BA2022_4036",-21,"Y","V0",17,"N","N","N",""
"BA2022_4036",96,"Y","V3+",45,"N","N","N",""
"BA2022_4036",115,"Y","V2",52,"N","N","N",""
"BA2022_4036",131,"Y","FG",58,"N","N","N",""
"BA2022_4036",143,"N","NA",NA,"N","N","N",""
"BA2022_4036",157,"N","NA",NA,"N","N","N",""
"BA2022_4036",174,"Y","V3+",NA,"N","N","N",""
"BA2022_4036",180,"N","NA",NA,"N","N","N",""
"BA2022_4037",-21,"Y","V0",20,"N","N","N",""
"BA2022_4037",96,"N","NA",NA,"N","N","N",""
"BA2022_4037",115,"N","NA",NA,"N","N","N",""
"BA2022_4037",131,"N","NA",NA,"N","N","N",""
"BA2022_4037",143,"N","NA",NA,"N","N","N",""
"BA2022_4037",157,"N","NA",NA,"N","N","N",""
"BA2022_4037",174,"N","NA",NA,"N","N","N",""
"BA2022_4037",180,"N","NA",NA,"N","N","N",""
"BA2022_4038",-21,"Y","V0",24,"N","N","N",""
"BA2022_4038",96,"N","NA",NA,"N","N","N",""
"BA2022_4038",115,"N","NA",NA,"N","N","N",""
"BA2022_4038",131,"N","NA",NA,"N","N","N",""
"BA2022_4038",143,"N","NA",NA,"N","N","N",""
"BA2022_4038",157,"N","NA",NA,"N","N","N",""
"BA2022_4038",174,"N","NA",NA,"N","N","N",""
"BA2022_4038",180,"N","NA",NA,"N","N","N",""
"BA2022_4039",-21,"Y","V0",13,"N","N","N",""
"BA2022_4039",96,"N","NA",NA,"N","N","N",""
"BA2022_4039",115,"N","NA",NA,"N","N","N",""
"BA2022_4039",131,"N","NA",NA,"N","N","N",""
"BA2022_4039",143,"N","NA",NA,"N","N","N",""
"BA2022_4039",157,"N","NA",NA,"N","N","N",""
"BA2022_4039",174,"N","NA",NA,"N","N","N",""
"BA2022_4039",180,"N","NA",NA,"N","N","N",""
"BA2022_4040",-21,"N","NA",NA,"N","N","N",""
"BA2022_4040",96,"Y","V1",26,"N","N","N",""
"BA2022_4040",115,"Y","V2",29,"N","N","N",""
"BA2022_4040",131,"Y","FG",32,"N","N","N",""
"BA2022_4040",143,"Y","V3+",NA,"N","N","N",""
"BA2022_4040",157,"Y","FG",NA,"N","N","N",""
"BA2022_4040",174,"Y","FP",NA,"N","N","N",""
"BA2022_4040",180,"Y","FG",NA,"N","N","N",""
"BA2022_4041",-21,"Y","V0",20,"N","N","N",""
"BA2022_4041",96,"Y","V0",20,"N","N","N",""
"BA2022_4041",115,"Y","V0",21,"N","N","N",""
"BA2022_4041",131,"Y","V3",20,"N","N","N",""
"BA2022_4041",143,"Y","V3",NA,"N","N","N",""
"BA2022_4041",157,"Y","BS",NA,"N","N","N",""
"BA2022_4041",174,"N","NA",NA,"N","N","N",""
"BA2022_4041",180,"N","NA",NA,"N","N","N",""
"BA2022_4042",-21,"N","NA",NA,"N","N","N",""
"BA2022_4042",96,"Y","V2",20,"N","N","N",""
"BA2022_4042",115,"N","NA",NA,"N","N","N",""
"BA2022_4042",131,"N","NA",NA,"N","N","N",""
"BA2022_4042",143,"N","NA",NA,"N","N","N",""
"BA2022_4042",157,"N","NA",NA,"N","N","N",""
"BA2022_4042",174,"N","NA",NA,"N","N","N",""
"BA2022_4042",180,"N","NA",NA,"N","N","N",""
"BA2022_4043",-21,"Y","V0",20,"N","N","N",""
"BA2022_4043",96,"N","NA",NA,"N","N","N",""
"BA2022_4043",115,"N","NA",NA,"N","N","N",""
"BA2022_4043",131,"N","NA",NA,"N","N","N",""
"BA2022_4043",143,"N","NA",NA,"N","N","N",""
"BA2022_4043",157,"N","NA",NA,"N","N","N",""
"BA2022_4043",174,"N","NA",NA,"N","N","N",""
"BA2022_4043",180,"N","NA",NA,"N","N","N",""
"BA2022_4044",-21,"Y","V0",25,"N","N","N",""
"BA2022_4044",96,"Y","V2",45,"N","N","N",""
"BA2022_4044",115,"Y","V3",46,"N","N","N",""
"BA2022_4044",131,"Y","BS",51,"N","N","N",""
"BA2022_4044",143,"Y","BS",NA,"N","N","N",""
"BA2022_4044",157,"Y","FG",NA,"N","N","N",""
"BA2022_4044",174,"Y","FG",NA,"N","N","N",""
"BA2022_4044",180,"Y","FP",53,"N","N","N",""
"BA2022_4045",-21,"N","NA",NA,"N","N","N",""
"BA2022_4045",96,"Y","V1",12,"N","N","N",""
"BA2022_4045",115,"Y","V0",38,"N","N","N",""
"BA2022_4045",131,"Y","V3",22,"N","N","N",""
"BA2022_4045",143,"Y","V3+",NA,"N","N","N",""
"BA2022_4045",157,"Y","FG",NA,"N","N","N",""
"BA2022_4045",174,"Y","FG",NA,"N","N","N",""
"BA2022_4045",180,"Y","FG",NA,"N","N","N",""
"BA2022_4045",188,"Y","FB",86,"N","N","N",""
"BA2022_4046",-21,"Y","V0",19,"N","N","N",""
"BA2022_4046",96,"N","NA",NA,"N","N","N",""
"BA2022_4046",115,"N","NA",NA,"N","N","N",""
"BA2022_4046",131,"N","NA",NA,"N","N","N",""
"BA2022_4046",143,"Y","FB",66,"N","N","N",""
"BA2022_4046",157,"N","NA",NA,"N","N","N",""
"BA2022_4046",174,"N","NA",NA,"N","N","N",""
"BA2022_4046",180,"N","NA",NA,"N","N","N",""
"BA2022_4047",-21,"Y","V0",34,"N","N","N",""
"BA2022_4047",96,"Y","V3",30,"N","N","N",""
"BA2022_4047",115,"N","NA",NA,"N","N","N",""
"BA2022_4047",131,"Y","V3+",50,"N","N","N",""
"BA2022_4047",143,"Y","BS",NA,"N","N","N",""
"BA2022_4047",157,"Y","FG",NA,"N","N","N",""
"BA2022_4047",174,"Y","FG",NA,"N","N","N",""
"BA2022_4047",180,"Y","NA",117,"N","N","N",""
"BA2022_4047",180,"Y","FP",117,"N","N","N",""
"BA2022_4048",-21,"Y","V0",27,"N","N","N",""
"BA2022_4048",96,"N","NA",NA,"N","N","N",""
"BA2022_4048",115,"N","NA",NA,"N","N","N",""
"BA2022_4048",131,"N","NA",NA,"N","N","N",""
"BA2022_4048",143,"N","NA",NA,"N","N","N",""
"BA2022_4048",157,"N","NA",NA,"N","N","N",""
"BA2022_4048",174,"N","NA",NA,"N","N","N",""
"BA2022_4048",180,"N","NA",NA,"N","N","N",""
"BA2022_4049",-21,"Y","V0",16,"N","N","N",""
"BA2022_4049",96,"Y","V3",31,"N","N","N",""
