"plantID","site","year","block","plot","x","y","genotype"
"Boise2023_193","WI",2023,1,3,2,2,11
"Boise2023_194","WI",2023,1,3,2,3,54
"Boise2023_195","WI",2023,1,3,2,4,17
"Boise2023_196","WI",2023,1,3,2,5,102
"Boise2023_197","WI",2023,1,3,2,6,42
"Boise2023_198","WI",2023,1,3,2,7,103
"Boise2023_199","WI",2023,1,3,2,8,46
"Boise2023_200","WI",2023,1,3,2,9,7
"Boise2023_201","WI",2023,1,3,3,1,44
"Boise2023_202","WI",2023,1,3,3,10,83
"Boise2023_203","WI",2023,1,3,3,2,37
"Boise2023_204","WI",2023,1,3,3,3,72
"Boise2023_205","WI",2023,1,3,3,4,52
"Boise2023_206","WI",2023,1,3,3,5,28
"Boise2023_207","WI",2023,1,3,3,6,68
"Boise2023_208","WI",2023,1,3,3,7,12
"Boise2023_209","WI",2023,1,3,3,8,93
"Boise2023_210","WI",2023,1,3,3,9,87
"Boise2023_211","WI",2023,1,3,4,1,24
"Boise2023_212","WI",2023,1,3,4,10,45
"Boise2023_213","WI",2023,1,3,4,2,79
"Boise2023_214","WI",2023,1,3,4,3,66
"Boise2023_215","WI",2023,1,3,4,4,49
"Boise2023_216","WI",2023,1,3,4,5,70
"Boise2023_217","WI",2023,1,3,4,6,18
"Boise2023_218","WI",2023,1,3,4,7,58
"Boise2023_219","WI",2023,1,3,4,8,76
"Boise2023_220","WI",2023,1,3,4,9,84
"Boise2023_221","WI",2023,1,3,5,1,8
"Boise2023_222","WI",2023,1,3,5,10,73
"Boise2023_223","WI",2023,1,3,5,2,150
"Boise2023_224","WI",2023,1,3,5,3,75
"Boise2023_225","WI",2023,1,3,5,4,77
"Boise2023_226","WI",2023,1,3,5,5,91
"Boise2023_227","WI",2023,1,3,5,6,83
"Boise2023_228","WI",2023,1,3,5,7,32
"Boise2023_229","WI",2023,1,3,5,8,61
"Boise2023_230","WI",2023,1,3,5,9,40
"Boise2023_231","WI",2023,1,3,6,1,34
"Boise2023_232","WI",2023,1,3,6,10,20
"Boise2023_233","WI",2023,1,3,6,2,25
"Boise2023_234","WI",2023,1,3,6,3,19
"Boise2023_235","WI",2023,1,3,6,4,86
"Boise2023_236","WI",2023,1,3,6,5,51
"Boise2023_237","WI",2023,1,3,6,6,90
"Boise2023_238","WI",2023,1,3,6,7,74
"Boise2023_239","WI",2023,1,3,6,8,38
"Boise2023_240","WI",2023,1,3,6,9,53
"Boise2023_241","WI",2023,1,3,7,1,25
"Boise2023_242","WI",2023,1,3,7,10,14
"Boise2023_243","WI",2023,1,3,7,2,95
"Boise2023_244","WI",2023,1,3,7,3,64
"Boise2023_245","WI",2023,1,3,7,4,81
"Boise2023_246","WI",2023,1,3,7,5,31
"Boise2023_247","WI",2023,1,3,7,6,57
"Boise2023_248","WI",2023,1,3,7,7,104
"Boise2023_249","WI",2023,1,3,7,8,31
"Boise2023_250","WI",2023,1,3,7,9,82
"Boise2023_251","WI",2023,1,3,8,1,88
"Boise2023_252","WI",2023,1,3,8,10,29
"Boise2023_253","WI",2023,1,3,8,2,97
"Boise2023_254","WI",2023,1,3,8,3,33
"Boise2023_255","WI",2023,1,3,8,4,62
"Boise2023_256","WI",2023,1,3,8,5,98
"Boise2023_257","WI",2023,1,3,8,6,33
"Boise2023_258","WI",2023,1,3,8,7,43
"Boise2023_259","WI",2023,1,3,8,8,71
"Boise2023_260","WI",2023,1,3,8,9,55
"Boise2023_261","WI",2023,1,3,9,1,89
"Boise2023_262","WI",2023,1,3,9,10,21
"Boise2023_263","WI",2023,1,3,9,2,92
"Boise2023_264","WI",2023,1,3,9,3,63
"Boise2023_265","WI",2023,1,3,9,4,65
"Boise2023_266","WI",2023,1,3,9,5,96
"Boise2023_267","WI",2023,1,3,9,6,95
"Boise2023_268","WI",2023,1,3,9,7,27
"Boise2023_269","WI",2023,1,3,9,8,6
"Boise2023_270","WI",2023,1,3,9,9,101
"Boise2023_271","WI",2023,1,4,1,1,101
"Boise2023_272","WI",2023,1,4,1,2,77
"Boise2023_273","WI",2023,1,4,1,3,95
"Boise2023_274","WI",2023,1,4,1,4,81
"Boise2023_275","WI",2023,1,4,1,5,56
"Boise2023_276","WI",2023,1,4,10,1,32
"Boise2023_277","WI",2023,1,4,10,2,18
"Boise2023_278","WI",2023,1,4,10,3,44
"Boise2023_279","WI",2023,1,4,10,4,103
"Boise2023_280","WI",2023,1,4,10,5,65
"Boise2023_281","WI",2023,1,4,11,1,72
"Boise2023_282","WI",2023,1,4,11,2,45
"Boise2023_283","WI",2023,1,4,11,3,150
"Boise2023_284","WI",2023,1,4,11,4,62
"Boise2023_285","WI",2023,1,4,11,5,73
"Boise2023_286","WI",2023,1,4,12,1,28
"Boise2023_287","WI",2023,1,4,12,2,82
"Boise2023_288","WI",2023,1,4,12,3,36
"Boise2023_289","WI",2023,1,4,12,4,34
"Boise2023_290","WI",2023,1,4,12,5,7
"Boise2023_291","WI",2023,1,4,13,1,104
"Boise2023_292","WI",2023,1,4,13,2,75
"Boise2023_293","WI",2023,1,4,13,3,35
"Boise2023_294","WI",2023,1,4,13,4,71
"Boise2023_295","WI",2023,1,4,13,5,91
"Boise2023_296","WI",2023,1,4,14,1,83
"Boise2023_297","WI",2023,1,4,14,2,1
"Boise2023_298","WI",2023,1,4,14,3,86
"Boise2023_299","WI",2023,1,4,14,4,29
"Boise2023_300","WI",2023,1,4,14,5,19
"Boise2023_301","WI",2023,1,4,15,1,64
"Boise2023_302","WI",2023,1,4,15,2,59
"Boise2023_303","WI",2023,1,4,15,3,54
"Boise2023_304","WI",2023,1,4,15,4,51
"Boise2023_305","WI",2023,1,4,15,5,31
"Boise2023_306","WI",2023,1,4,16,1,24
"Boise2023_307","WI",2023,1,4,16,2,53
"Boise2023_308","WI",2023,1,4,16,3,63
"Boise2023_309","WI",2023,1,4,16,4,88
"Boise2023_310","WI",2023,1,4,16,5,52
"Boise2023_311","WI",2023,1,4,17,1,46
"Boise2023_312","WI",2023,1,4,17,2,105
"Boise2023_313","WI",2023,1,4,17,3,40
"Boise2023_314","WI",2023,1,4,17,4,61
"Boise2023_315","WI",2023,1,4,17,5,25
"Boise2023_316","WI",2023,1,4,18,1,37
"Boise2023_317","WI",2023,1,4,18,2,97
"Boise2023_318","WI",2023,1,4,18,3,11
"Boise2023_319","WI",2023,1,4,18,4,68
"Boise2023_320","WI",2023,1,4,18,5,21
"Boise2023_321","WI",2023,1,4,2,1,81
"Boise2023_322","WI",2023,1,4,2,2,6
"Boise2023_323","WI",2023,1,4,2,3,89
"Boise2023_324","WI",2023,1,4,2,4,96
"Boise2023_325","WI",2023,1,4,2,5,76
"Boise2023_326","WI",2023,1,4,3,1,9
"Boise2023_327","WI",2023,1,4,3,2,102
"Boise2023_328","WI",2023,1,4,3,3,5
"Boise2023_329","WI",2023,1,4,3,4,2
"Boise2023_330","WI",2023,1,4,3,5,90
"Boise2023_331","WI",2023,1,4,4,1,27
"Boise2023_332","WI",2023,1,4,4,2,66
"Boise2023_333","WI",2023,1,4,4,3,79
"Boise2023_334","WI",2023,1,4,4,4,12
"Boise2023_335","WI",2023,1,4,4,5,38
"Boise2023_336","WI",2023,1,4,5,1,100
"Boise2023_337","WI",2023,1,4,5,2,58
"Boise2023_338","WI",2023,1,4,5,3,69
"Boise2023_339","WI",2023,1,4,5,4,93
"Boise2023_340","WI",2023,1,4,5,5,74
"Boise2023_341","WI",2023,1,4,6,1,33
"Boise2023_342","WI",2023,1,4,6,2,42
"Boise2023_343","WI",2023,1,4,6,3,20
"Boise2023_344","WI",2023,1,4,6,4,98
"Boise2023_345","WI",2023,1,4,6,5,91
"Boise2023_346","WI",2023,1,4,7,1,17
"Boise2023_347","WI",2023,1,4,7,2,92
"Boise2023_348","WI",2023,1,4,7,3,74
"Boise2023_349","WI",2023,1,4,7,4,84
"Boise2023_350","WI",2023,1,4,7,5,43
"Boise2023_351","WI",2023,1,4,8,1,8
"Boise2023_352","WI",2023,1,4,8,2,57
"Boise2023_353","WI",2023,1,4,8,3,14
"Boise2023_354","WI",2023,1,4,8,4,55
"Boise2023_355","WI",2023,1,4,8,5,39
"Boise2023_356","WI",2023,1,4,9,1,49
"Boise2023_357","WI",2023,1,4,9,2,30
"Boise2023_358","WI",2023,1,4,9,3,87
"Boise2023_359","WI",2023,1,4,9,4,47
"Boise2023_360","WI",2023,1,4,9,5,84
"Boise2023_361","WI",2023,10,1,1,1,59
"Boise2023_362","WI",2023,10,1,1,2,45
"Boise2023_363","WI",2023,10,1,1,3,72
"Boise2023_364","WI",2023,10,1,1,4,54
"Boise2023_365","WI",2023,10,1,1,5,81
"Boise2023_366","WI",2023,10,1,10,1,61
"Boise2023_367","WI",2023,10,1,10,2,82
"Boise2023_368","WI",2023,10,1,10,3,95
"Boise2023_369","WI",2023,10,1,10,4,83
"Boise2023_370","WI",2023,10,1,10,5,89
"Boise2023_371","WI",2023,10,1,11,1,44
"Boise2023_372","WI",2023,10,1,11,2,7
"Boise2023_373","WI",2023,10,1,11,3,57
"Boise2023_374","WI",2023,10,1,11,4,2
"Boise2023_375","WI",2023,10,1,11,5,43
"Boise2023_376","WI",2023,10,1,12,1,79
"Boise2023_377","WI",2023,10,1,12,2,100
"Boise2023_378","WI",2023,10,1,12,3,53
"Boise2023_379","WI",2023,10,1,12,4,34
"Boise2023_380","WI",2023,10,1,12,5,6
"Boise2023_381","WI",2023,10,1,13,1,46
"Boise2023_382","WI",2023,10,1,13,2,28
"Boise2023_383","WI",2023,10,1,13,3,38
"Boise2023_384","WI",2023,10,1,13,4,73
"Boise2023_385","WI",2023,10,1,13,5,31
"Boise2023_386","WI",2023,10,1,14,1,8
"Boise2023_387","WI",2023,10,1,14,2,97
"Boise2023_388","WI",2023,10,1,14,3,56
"Boise2023_389","WI",2023,10,1,14,4,39
"Boise2023_390","WI",2023,10,1,14,5,105
"Boise2023_391","WI",2023,10,1,15,1,71
"Boise2023_392","WI",2023,10,1,15,2,76
"Boise2023_393","WI",2023,10,1,15,3,101
"Boise2023_394","WI",2023,10,1,15,4,77
"Boise2023_395","WI",2023,10,1,15,5,19
"Boise2023_396","WI",2023,10,1,16,1,24
"Boise2023_397","WI",2023,10,1,16,2,74
"Boise2023_398","WI",2023,10,1,16,3,63
"Boise2023_399","WI",2023,10,1,16,4,34
"Boise2023_400","WI",2023,10,1,16,5,103
"Boise2023_401","WI",2023,10,1,17,1,18
"Boise2023_402","WI",2023,10,1,17,2,12
"Boise2023_403","WI",2023,10,1,17,3,71
"Boise2023_404","WI",2023,10,1,17,4,30
"Boise2023_405","WI",2023,10,1,17,5,84
"Boise2023_406","WI",2023,10,1,18,1,62
"Boise2023_407","WI",2023,10,1,18,2,20
"Boise2023_408","WI",2023,10,1,18,3,86
"Boise2023_409","WI",2023,10,1,18,4,88
"Boise2023_410","WI",2023,10,1,18,5,37
"Boise2023_411","WI",2023,10,1,2,1,90
"Boise2023_412","WI",2023,10,1,2,2,33
"Boise2023_413","WI",2023,10,1,2,3,69
"Boise2023_414","WI",2023,10,1,2,4,51
"Boise2023_415","WI",2023,10,1,2,5,70
"Boise2023_416","WI",2023,10,1,3,1,93
"Boise2023_417","WI",2023,10,1,3,2,64
"Boise2023_418","WI",2023,10,1,3,3,68
"Boise2023_419","WI",2023,10,1,3,4,1
"Boise2023_420","WI",2023,10,1,3,5,35
"Boise2023_421","WI",2023,10,1,4,1,5
"Boise2023_422","WI",2023,10,1,4,2,55
"Boise2023_423","WI",2023,10,1,4,3,92
"Boise2023_424","WI",2023,10,1,4,4,29
"Boise2023_425","WI",2023,10,1,4,5,75
"Boise2023_426","WI",2023,10,1,5,1,58
"Boise2023_427","WI",2023,10,1,5,2,52
"Boise2023_428","WI",2023,10,1,5,3,49
"Boise2023_429","WI",2023,10,1,5,4,42
"Boise2023_430","WI",2023,10,1,5,5,21
"Boise2023_431","WI",2023,10,1,6,1,87
"Boise2023_432","WI",2023,10,1,6,2,17
"Boise2023_433","WI",2023,10,1,6,3,150
"Boise2023_434","WI",2023,10,1,6,4,59
"Boise2023_435","WI",2023,10,1,6,5,72
"Boise2023_436","WI",2023,10,1,7,1,48
"Boise2023_437","WI",2023,10,1,7,2,25
"Boise2023_438","WI",2023,10,1,7,3,32
"Boise2023_439","WI",2023,10,1,7,4,36
"Boise2023_440","WI",2023,10,1,7,5,66
"Boise2023_441","WI",2023,10,1,8,1,98
"Boise2023_442","WI",2023,10,1,8,2,102
"Boise2023_443","WI",2023,10,1,8,3,104
"Boise2023_444","WI",2023,10,1,8,4,11
"Boise2023_445","WI",2023,10,1,8,5,91
"Boise2023_446","WI",2023,10,1,9,1,47
"Boise2023_447","WI",2023,10,1,9,2,9
"Boise2023_448","WI",2023,10,1,9,3,14
"Boise2023_449","WI",2023,10,1,9,4,65
"Boise2023_450","WI",2023,10,1,9,5,96
"Boise2023_451","WI",2023,10,2,1,1,25
"Boise2023_452","WI",2023,10,2,1,2,51
"Boise2023_453","WI",2023,10,2,1,3,56
"Boise2023_454","WI",2023,10,2,1,4,46
"Boise2023_455","WI",2023,10,2,1,5,37
"Boise2023_456","WI",2023,10,2,10,1,61
"Boise2023_457","WI",2023,10,2,10,2,102
"Boise2023_458","WI",2023,10,2,10,3,45
"Boise2023_459","WI",2023,10,2,10,4,14
"Boise2023_460","WI",2023,10,2,10,5,20
"Boise2023_461","WI",2023,10,2,11,1,89
"Boise2023_462","WI",2023,10,2,11,2,88
"Boise2023_463","WI",2023,10,2,11,3,64
"Boise2023_464","WI",2023,10,2,11,4,87
"Boise2023_465","WI",2023,10,2,11,5,9
"Boise2023_466","WI",2023,10,2,12,1,18
"Boise2023_467","WI",2023,10,2,12,2,92
"Boise2023_468","WI",2023,10,2,12,3,104
"Boise2023_469","WI",2023,10,2,12,4,76
"Boise2023_470","WI",2023,10,2,12,5,47
"Boise2023_471","WI",2023,10,2,13,1,43
"Boise2023_472","WI",2023,10,2,13,2,96
"Boise2023_473","WI",2023,10,2,13,3,53
"Boise2023_474","WI",2023,10,2,13,4,38
"Boise2023_475","WI",2023,10,2,13,5,26
"Boise2023_476","WI",2023,10,2,14,1,77
"Boise2023_477","WI",2023,10,2,14,2,79
"Boise2023_478","WI",2023,10,2,14,3,71
"Boise2023_479","WI",2023,10,2,14,4,5
"Boise2023_480","WI",2023,10,2,14,5,2
"Boise2023_481","WI",2023,10,2,15,1,63
"Boise2023_482","WI",2023,10,2,15,2,75
"Boise2023_483","WI",2023,10,2,15,3,98
"Boise2023_484","WI",2023,10,2,15,4,103
"Boise2023_485","WI",2023,10,2,15,5,12
"Boise2023_486","WI",2023,10,2,16,1,72
"Boise2023_487","WI",2023,10,2,16,2,17
"Boise2023_488","WI",2023,10,2,16,3,62
"Boise2023_489","WI",2023,10,2,16,4,28
"Boise2023_490","WI",2023,10,2,16,5,150
"Boise2023_491","WI",2023,10,2,17,1,35
"Boise2023_492","WI",2023,10,2,17,2,55
"Boise2023_493","WI",2023,10,2,17,3,73
"Boise2023_494","WI",2023,10,2,17,4,34
"Boise2023_495","WI",2023,10,2,17,5,8
"Boise2023_496","WI",2023,10,2,18,1,81
"Boise2023_497","WI",2023,10,2,18,2,33
"Boise2023_498","WI",2023,10,2,18,3,83
"Boise2023_499","WI",2023,10,2,18,4,30
"Boise2023_500","WI",2023,10,2,18,5,84
"Boise2023_501","WI",2023,10,2,2,1,49
"Boise2023_502","WI",2023,10,2,2,2,31
"Boise2023_503","WI",2023,10,2,2,3,70
"Boise2023_504","WI",2023,10,2,2,4,59
"Boise2023_505","WI",2023,10,2,2,5,93
"Boise2023_506","WI",2023,10,2,3,1,65
"Boise2023_507","WI",2023,10,2,3,2,42
"Boise2023_508","WI",2023,10,2,3,3,89
"Boise2023_509","WI",2023,10,2,3,4,90
"Boise2023_510","WI",2023,10,2,3,5,54
"Boise2023_511","WI",2023,10,2,4,1,68
"Boise2023_512","WI",2023,10,2,4,2,45
"Boise2023_513","WI",2023,10,2,4,3,6
"Boise2023_514","WI",2023,10,2,4,4,39
"Boise2023_515","WI",2023,10,2,4,5,44
"Boise2023_516","WI",2023,10,2,5,1,29
"Boise2023_517","WI",2023,10,2,5,2,95
"Boise2023_518","WI",2023,10,2,5,3,24
"Boise2023_519","WI",2023,10,2,5,4,19
"Boise2023_520","WI",2023,10,2,5,5,40
"Boise2023_521","WI",2023,10,2,6,1,101
"Boise2023_522","WI",2023,10,2,6,2,27
"Boise2023_523","WI",2023,10,2,6,3,32
"Boise2023_524","WI",2023,10,2,6,4,66
"Boise2023_525","WI",2023,10,2,6,5,11
"Boise2023_526","WI",2023,10,2,7,1,52
"Boise2023_527","WI",2023,10,2,7,2,100
"Boise2023_528","WI",2023,10,2,7,3,88
"Boise2023_529","WI",2023,10,2,7,4,58
"Boise2023_530","WI",2023,10,2,7,5,74
"Boise2023_531","WI",2023,10,2,8,1,7
"Boise2023_532","WI",2023,10,2,8,2,16
"Boise2023_533","WI",2023,10,2,8,3,97
"Boise2023_534","WI",2023,10,2,8,4,91
"Boise2023_535","WI",2023,10,2,8,5,82
"Boise2023_536","WI",2023,10,2,9,1,62
"Boise2023_537","WI",2023,10,2,9,2,1
"Boise2023_538","WI",2023,10,2,9,3,9
"Boise2023_539","WI",2023,10,2,9,4,105
"Boise2023_540","WI",2023,10,2,9,5,57
"Boise2023_541","WI",2023,10,3,1,1,96
"Boise2023_542","WI",2023,10,3,1,10,66
"Boise2023_543","WI",2023,10,3,1,2,93
"Boise2023_544","WI",2023,10,3,1,3,64
"Boise2023_545","WI",2023,10,3,1,4,9
"Boise2023_546","WI",2023,10,3,1,5,71
"Boise2023_547","WI",2023,10,3,1,6,57
"Boise2023_548","WI",2023,10,3,1,7,1
"Boise2023_549","WI",2023,10,3,1,8,42
"Boise2023_550","WI",2023,10,3,1,9,40
"Boise2023_551","WI",2023,10,3,2,1,77
"Boise2023_552","WI",2023,10,3,2,10,28
"Boise2023_553","WI",2023,10,3,2,2,62
"Boise2023_554","WI",2023,10,3,2,3,97
"Boise2023_555","WI",2023,10,3,2,4,98
"Boise2023_556","WI",2023,10,3,2,5,11
"Boise2023_557","WI",2023,10,3,2,6,72
"Boise2023_558","WI",2023,10,3,2,7,103
