site_code,transect,treatment,distance_from_center,planting_date,emergence_census_date,emerged,BRTE_neighbors,final_census_date,seeds,seeds_produced,total_dry_mass,seed_mass,seed_drop,unfilled_seeds,smut_seeds,notes
Peavine,N,removal,5.7,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,33,0.13,0.04,N,1,0,
Peavine,N,removal,5.9,9/19/2023,2/27/2024,Y,3,5/29/2024,N,,,,,,,
Peavine,N,removal,6.1,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,91,0.43,0.17,N,5,0,
Peavine,N,removal,6.3,9/19/2023,2/27/2024,Y,1,5/29/2024,Y,93,0.38,0.16,Y,13,0,
Peavine,N,removal,6.5,9/19/2023,2/27/2024,Y,1,5/29/2024,Y,81,0.22,0.12,N,25,0,
Peavine,N,removal,6.7,9/19/2023,2/27/2024,Y,3,5/29/2024,Y,70,0.12,0.15,N,15,0,
Peavine,N,removal,6.9,9/19/2023,2/27/2024,Y,4,5/29/2024,Y,84,0.21,0.19,N,21,0,
Peavine,N,removal,7.1,9/19/2023,2/27/2024,Y,3,5/29/2024,Y,115,0.28,0.23,N,19,0,
Peavine,E,removal,2.4,9/19/2023,2/27/2024,Y,8,5/29/2024,Y,41,0.07,0.07,N,11,0,
Peavine,E,removal,2.6,9/19/2023,2/27/2024,Y,5,5/29/2024,Y,9,0.01,0.01,N,0,9,
Peavine,E,removal,2.8,9/19/2023,2/27/2024,Y,9,5/29/2024,Y,92,0.23,0.17,N,63,0,
Peavine,E,removal,3,9/19/2023,2/27/2024,Y,4,5/29/2024,Y,149,0.24,0.18,N,50,0,
Peavine,E,removal,3.2,9/19/2023,2/27/2024,Y,2,5/29/2024,Y,165,0.29,0.32,N,72,0,
Peavine,E,removal,3.4,9/19/2023,2/27/2024,Y,3,5/29/2024,Y,127,0.31,0.22,N,23,0,
Peavine,E,removal,3.6,9/19/2023,2/27/2024,Y,1,5/29/2024,Y,22,0.04,0.03,N,5,0,
Peavine,E,removal,3.8,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,64,0.14,0.12,N,9,0,
Peavine,E,removal,4,9/19/2023,2/27/2024,Y,1,5/29/2024,Y,235,0.51,0.38,N,33,0,
Peavine,E,removal,4.2,9/19/2023,2/27/2024,Y,0,5/29/2024,missing,,,,,,,
Peavine,E,removal,4.4,9/19/2023,2/27/2024,Y,2,5/29/2024,Y,66,0.12,0.1,N,13,0,
Peavine,E,removal,4.6,9/19/2023,2/27/2024,Y,2,5/29/2024,Y,59,0.25,0.08,N,19,0,
Peavine,E,removal,4.8,9/19/2023,2/27/2024,missing,,5/29/2024,missing,,,,,,,
Peavine,E,removal,5,9/19/2023,2/27/2024,Y,2,5/29/2024,Y,112,0.29,0.19,N,17,0,
Peavine,E,removal,5.2,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,68,0.12,0.14,N,13,0,
Peavine,E,removal,5.4,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,98,0.16,0.15,N,15,0,
Peavine,E,removal,5.6,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,E,removal,5.8,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,E,removal,6,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,4,0.02,0.01,Y,2,0,1 empty glume
Peavine,E,removal,6.2,9/19/2023,2/27/2024,Y,0,5/29/2024,N,,,,,,,
Peavine,E,removal,6.4,9/19/2023,2/27/2024,Y,1,5/29/2024,Y,145,0.46,0.26,N,30,0,
Peavine,E,removal,6.6,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,149,0.39,0.22,N,10,0,
Peavine,E,removal,6.8,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,43,0.07,0.08,N,2,0,
Peavine,E,removal,7,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,E,removal,7.2,9/19/2023,2/27/2024,Y,1,5/29/2024,Y,183,0.57,0.31,Y,7,0,
Peavine,S,control,0.3,9/19/2023,2/27/2024,Y,14,5/29/2024,Y,28,0.16,0.07,N,1,0,
Peavine,S,control,0.5,9/19/2023,2/27/2024,Y,30,5/29/2024,Y,18,0.17,0.03,Y,0,0,
Peavine,S,control,0.7,9/19/2023,2/27/2024,Y,20,5/29/2024,Y,12,0.12,0.02,N,2,0,
Peavine,S,control,0.9,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,1.1,9/19/2023,2/27/2024,Y,6,5/29/2024,Y,127,0.68,0.17,N,4,5,
Peavine,S,control,1.3,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,1.5,9/19/2023,2/27/2024,Y,2,5/29/2024,Y,8,0.03,0.01,Y,2,0,
Peavine,S,control,1.7,9/19/2023,2/27/2024,Y,2,5/29/2024,Y,4,0.14,0.01,Y,9,0,
Peavine,S,control,1.9,9/19/2023,2/27/2024,Y,2,5/29/2024,Y,214,0.78,0.32,N,2,0,
Peavine,S,control,2.1,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,2.3,9/19/2023,2/27/2024,Y,6,5/29/2024,Y,38,0.19,0.07,N,0,0,
Peavine,S,control,2.5,9/19/2023,2/27/2024,Y,12,5/29/2024,Y,170,0.74,0.34,N,33,0,
Peavine,S,control,2.7,9/19/2023,2/27/2024,Y,9,5/29/2024,Y,61,0.35,0.15,N,0,0,
Peavine,S,control,2.9,9/19/2023,2/27/2024,Y,4,5/29/2024,Y,42,0.5,0.07,N,0,42,
Peavine,S,control,3.1,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,54,0.18,0.1,N,7,0,
Peavine,S,control,3.3,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,90,0.22,0.15,N,4,0,
Peavine,S,control,3.5,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,3.7,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,306,0.83,0.5,N,14,0,
Peavine,S,control,3.9,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,4.1,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,4.3,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,4.5,9/19/2023,2/27/2024,Y,0,5/29/2024,N,,,,,,,
Peavine,S,control,4.7,9/19/2023,2/27/2024,Y,1,5/29/2024,Y,6,0.01,0.01,N,3,0,
Peavine,S,control,4.9,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,5.1,9/19/2023,2/27/2024,Y,0,5/29/2024,N,,,,,,,
Peavine,S,control,5.3,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,5.5,9/19/2023,2/27/2024,Y,0,5/29/2024,N,,,,,,,
Peavine,S,control,5.7,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,52,0.13,0.11,N,10,0,
Peavine,S,control,5.9,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,23,0.05,0.05,N,4,0,
Peavine,S,control,6.1,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,6.3,9/19/2023,2/27/2024,Y,5,5/29/2024,Y,14,0.04,0.03,N,8,0,
Peavine,S,control,6.5,9/19/2023,2/27/2024,Y,3,5/29/2024,Y,11,0.02,0.03,Y,7,0,
Peavine,S,control,6.7,9/19/2023,2/27/2024,Y,5,5/29/2024,Y,23,0.07,0.04,N,8,0,
Peavine,S,control,6.9,9/19/2023,2/27/2024,Y,8,5/29/2024,Y,39,0.13,0.08,N,10,0,
Peavine,S,control,7.1,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,7.3,9/19/2023,2/27/2024,Y,0,5/29/2024,Y,47,0.1,0.12,N,9,0,
Peavine,S,control,7.5,9/19/2023,2/27/2024,Y,1,5/29/2024,Y,9,0.04,0.01,N,5,0,
Peavine,S,control,7.7,9/19/2023,2/27/2024,Y,2,5/29/2024,Y,3,0.01,0.01,N,1,0,
Peavine,S,control,7.9,9/19/2023,2/27/2024,Y,1,5/29/2024,Y,73,0.17,0.13,N,8,0,
Peavine,S,control,8.1,9/19/2023,2/27/2024,Y,1,5/29/2024,Y,44,0.13,0.1,N,9,0,
Peavine,S,control,8.3,9/19/2023,2/27/2024,Y,0,5/29/2024,N,,,,,,,
Peavine,S,control,8.5,9/19/2023,2/27/2024,Y,3,5/29/2024,Y,12,0.02,0.01,N,2,0,
Peavine,S,control,8.7,9/19/2023,2/27/2024,Y,5,5/29/2024,Y,26,0.09,0.06,N,7,0,
Peavine,S,control,8.9,9/19/2023,2/27/2024,Y,3,5/29/2024,Y,27,0.09,0.08,N,9,0,
Peavine,S,control,9.1,9/19/2023,2/27/2024,Y,4,5/29/2024,Y,6,0.01,0.02,N,3,0,
Peavine,S,control,9.3,9/19/2023,2/27/2024,Y,3,5/29/2024,Y,10,0.02,0.03,N,7,0,
Peavine,S,control,9.5,9/19/2023,2/27/2024,N,,5/29/2024,N,,,,,,,
Peavine,S,control,9.7,9/19/2023,2/27/2024,Y,8,5/29/2024,Y,24,0.09,0.06,N,6,0,
Peavine,S,control,9.9,9/19/2023,2/27/2024,Y,7,5/29/2024,Y,6,0.01,0.01,N,2,0,
Peavine,S,control,10.1,9/19/2023,2/27/2024,Y,20,5/29/2024,Y,35,0.29,0.08,N,5,0,N
Plymouth,N,control,0.1,9/21/2023,3/15/2024,missing,,6/5/2024,missing,,,,,,,
Plymouth,N,control,0.3,9/21/2023,3/15/2024,Y,3,6/5/2024,N,,0.03,,Y,,,
Plymouth,N,control,0.5,9/21/2023,3/15/2024,Y,9,6/5/2024,N,,0.01,,,,,herbivore damage
Plymouth,N,control,0.7,9/21/2023,3/15/2024,Y,2,6/5/2024,Y,23,0.07,0.06,N,7,,
Plymouth,N,control,0.9,9/21/2023,3/15/2024,missing,,6/5/2024,missing,,,,,,,
Plymouth,N,control,1.1,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,1.3,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,1.5,9/21/2023,3/15/2024,Y,1,6/5/2024,N,,0.02,,,,,herbivore damage
Plymouth,N,control,1.7,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,11,0.05,0.03,Y,7,,
Plymouth,N,control,1.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,2.1,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,2.3,9/21/2023,3/15/2024,Y,0,6/5/2024,Y,10,0.05,0.01,Y,3,,
Plymouth,N,control,2.5,9/21/2023,3/15/2024,Y,0,6/5/2024,Y,20,0.09,0.04,Y,5,,
Plymouth,N,control,2.7,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,2,0.01,0.01,Y,1,,
Plymouth,N,control,2.9,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,23,0.04,0.02,N,3,,
Plymouth,N,control,3.1,9/21/2023,3/15/2024,Y,13,6/5/2024,Y,4,0.03,0.01,N,3,,
Plymouth,N,control,3.3,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,3.5,9/21/2023,3/15/2024,Y,0,6/5/2024,Y,18,0.14,0.04,Y,3,,
Plymouth,N,control,3.7,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,3.9,9/21/2023,3/15/2024,Y,2,6/5/2024,Y,12,0.04,0.02,Y,3,,
Plymouth,N,control,4.1,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,4.3,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,9,0.03,0.01,Y,2,,
Plymouth,N,control,4.5,9/21/2023,3/15/2024,Y,3,6/5/2024,Y,1,0.01,0.01,N,,,
Plymouth,N,control,4.7,9/21/2023,3/15/2024,Y,6,6/5/2024,Y,28,0.08,0.06,N,1,,
Plymouth,N,control,4.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,5.1,9/21/2023,3/15/2024,Y,4,6/5/2024,Y,30,0.09,0.05,Y,2,,
Plymouth,N,control,5.3,9/21/2023,3/15/2024,Y,6,6/5/2024,Y,15,0.05,0.03,N,1,,
Plymouth,N,control,5.5,9/21/2023,3/15/2024,Y,5,6/5/2024,Y,2,0.01,0.01,Y,,,
Plymouth,N,control,5.7,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,11,0.15,0.03,Y,1,,
Plymouth,N,control,5.9,9/21/2023,3/15/2024,Y,4,6/5/2024,Y,17,0.04,0.03,Y,3,,
Plymouth,N,control,6.1,9/21/2023,3/15/2024,Y,3,6/5/2024,Y,7,0.11,0.01,Y,2,,
Plymouth,N,control,6.3,9/21/2023,3/15/2024,Y,7,6/5/2024,Y,42,0.2,0.09,N,,,
Plymouth,N,control,6.5,9/21/2023,3/15/2024,Y,4,6/5/2024,N,,0.05,,,,,herbivore damage
Plymouth,N,control,6.7,9/21/2023,3/15/2024,Y,16,6/5/2024,N,,0.01,,,,,herbivore damage
Plymouth,N,control,6.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,7.1,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,7.3,9/21/2023,3/15/2024,Y,11,6/5/2024,N,,0.01,,,,,herbivore damage
Plymouth,N,control,7.5,9/21/2023,3/15/2024,Y,4,6/5/2024,N,,,,,,,
Plymouth,N,control,7.7,9/21/2023,3/15/2024,Y,0,6/5/2024,N,,0.1,,,,,herbivore damage
Plymouth,N,control,7.9,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,9,0.02,0.03,Y,5,,
Plymouth,N,control,8.1,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,20,0.02,0.02,Y,2,,
Plymouth,N,control,8.3,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,8.5,9/21/2023,3/15/2024,Y,5,6/5/2024,N,,,,,,,
Plymouth,N,control,8.7,9/21/2023,3/15/2024,Y,4,6/5/2024,N,,,,,,,
Plymouth,N,control,8.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,9.1,9/21/2023,3/15/2024,Y,3,6/5/2024,Y,21,0.06,0.03,N,3,,
Plymouth,N,control,9.3,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,N,control,9.5,9/21/2023,3/15/2024,Y,3,6/5/2024,Y,6,0.02,0.01,N,,,
Plymouth,N,control,9.7,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,16,0.03,0.02,Y,2,,
Plymouth,N,control,9.9,9/21/2023,3/15/2024,Y,9,6/5/2024,Y,5,0.04,0.01,Y,2,,
Plymouth,N,control,10.1,9/21/2023,3/15/2024,Y,8,6/5/2024,Y,2,0.01,0.01,Y,,,
Plymouth,W,control,0.3,9/21/2023,3/15/2024,Y,9,6/5/2024,Y,19,0.1,0.05,N,0,0,
Plymouth,W,control,0.5,9/21/2023,3/15/2024,Y,5,6/5/2024,Y,38,0.13,0.15,N,0,0,
Plymouth,W,control,0.7,9/21/2023,3/15/2024,Y,11,6/5/2024,Y,4,0.01,0.01,Y,9,0,
Plymouth,W,control,0.9,9/21/2023,3/15/2024,Y,0,6/5/2024,Y,82,0.14,0.09,N,9,0,
Plymouth,W,control,1.1,9/21/2023,3/15/2024,Y,6,6/5/2024,Y,192,1.34,1.54,Y,6,0,
Plymouth,W,control,1.3,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,1.5,9/21/2023,3/15/2024,Y,13,6/5/2024,Y,2,0.02,0.01,N,0,0,
Plymouth,W,control,1.7,9/21/2023,3/15/2024,Y,7,6/5/2024,Y,6,0.01,0.01,N,0,0,
Plymouth,W,control,1.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,2.1,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,2.3,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,5,0.01,0.01,N,0,0,
Plymouth,W,control,2.5,9/21/2023,3/15/2024,Y,3,6/5/2024,Y,62,0.1,0.1,N,1,0,
Plymouth,W,control,2.7,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,2.9,9/21/2023,3/15/2024,Y,0,6/5/2024,Y,153,0.33,0.34,N,0,0,
Plymouth,W,control,3.1,9/21/2023,3/15/2024,Y,3,6/5/2024,N,0,0.13,0,N,0,0,herbivore damage
Plymouth,W,control,3.3,9/21/2023,3/15/2024,Y,1,6/5/2024,N,0,0.09,0,N,0,0,herbivore damage
Plymouth,W,control,3.5,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,19,0.01,0.01,N,0,0,
Plymouth,W,control,3.7,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,3.9,9/21/2023,3/15/2024,Y,6,6/5/2024,Y,4,0.01,0.01,N,0,0,herbivore damage
Plymouth,W,control,4.1,9/21/2023,3/15/2024,Y,4,6/5/2024,Y,24,0.07,0.02,N,1,0,
Plymouth,W,control,4.3,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,4.5,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,4.7,9/21/2023,3/15/2024,Y,6,6/5/2024,Y,52,0.08,0.07,,,,
Plymouth,W,control,4.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,5.1,9/21/2023,3/15/2024,Y,2,6/5/2024,Y,34,0.07,0.02,N,0,0,
Plymouth,W,control,5.3,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,5.5,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,5.7,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,5.9,9/21/2023,3/15/2024,Y,4,6/5/2024,Y,13,0.05,0.02,N,1,0,
Plymouth,W,control,6.1,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,3,0.02,0.01,Y,0,0,
Plymouth,W,control,6.3,9/21/2023,3/15/2024,Y,2,6/5/2024,N,0,0.12,0,N,0,0,herbivore damage
Plymouth,W,control,6.5,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,6.7,9/21/2023,3/15/2024,Y,0,6/5/2024,Y,19,0.04,0.02,N,0,0,
Plymouth,W,control,6.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,frostheave
Plymouth,W,control,7.1,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,7.3,9/21/2023,3/15/2024,Y,1,6/5/2024,N,,,,,,,
Plymouth,W,control,7.5,9/21/2023,3/15/2024,Y,2,6/5/2024,Y,23,0.05,0.02,N,0,0,
Plymouth,W,control,7.7,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,7.9,9/21/2023,3/15/2024,Y,4,6/5/2024,Y,27,0.05,0.07,N,0,0,
Plymouth,W,control,8.1,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,8.3,9/21/2023,3/15/2024,Y,6,6/5/2024,N,,0.01,,,,,herbivore damage
Plymouth,W,control,8.5,9/21/2023,3/15/2024,Y,4,6/5/2024,N,,0.08,,,,,herbivore damage
Plymouth,W,control,8.7,9/21/2023,3/15/2024,Y,4,6/5/2024,Y,44,0.12,,N,2,0,
Plymouth,W,control,8.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,9.1,9/21/2023,3/15/2024,Y,17,6/5/2024,N,,0.07,,,,,herbivore damage
Plymouth,W,control,9.3,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,9.5,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,9.7,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,W,control,9.9,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,82,0.2,0.12,N,0,0,
Plymouth,W,control,10.1,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,40,0.09,0.08,N,0,0,
Plymouth,E,removal,2.1,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,E,removal,2.3,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,E,removal,2.5,9/21/2023,3/15/2024,Y,0,6/5/2024,N,,0.11,,,,,herbivore damage
Plymouth,E,removal,2.7,9/21/2023,3/15/2024,Y,2,6/5/2024,N,,,,,,,
Plymouth,E,removal,2.9,9/21/2023,3/15/2024,Y,2,6/5/2024,N,,0.05,,,,,herbivore damage
Plymouth,E,removal,3.1,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,E,removal,3.3,9/21/2023,3/15/2024,missing,,6/5/2024,N,,,,,,,
Plymouth,E,removal,3.5,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,E,removal,3.7,9/21/2023,3/15/2024,Y,1,6/5/2024,N,,,,,,,
Plymouth,E,removal,3.9,9/21/2023,3/15/2024,Y,2,6/5/2024,N,,,,,,,
Plymouth,E,removal,4.1,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,E,removal,4.3,9/21/2023,3/15/2024,Y,1,6/5/2024,N,,,,,,,
Plymouth,E,removal,4.5,9/21/2023,3/15/2024,Y,0,6/5/2024,N,,,,,,,
Plymouth,E,removal,4.7,9/21/2023,3/15/2024,Y,0,6/5/2024,N,,,,,,,
Plymouth,E,removal,4.9,9/21/2023,3/15/2024,N,0,6/5/2024,N,,,,,,,
Plymouth,E,removal,5.1,9/21/2023,3/15/2024,missing,,6/5/2024,N,,,,,,,
Plymouth,E,removal,5.3,9/21/2023,3/15/2024,missing,,6/5/2024,N,,,,,,,
Plymouth,E,removal,5.5,9/21/2023,3/15/2024,missing,,6/5/2024,N,,,,,,,
Plymouth,E,removal,5.7,9/21/2023,3/15/2024,missing,,6/5/2024,N,,,,,,,
Plymouth,E,removal,5.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,E,removal,6.1,9/21/2023,3/15/2024,Y,1,6/5/2024,N,,,,,,,
Plymouth,E,removal,6.3,9/21/2023,3/15/2024,Y,0,6/5/2024,N,,,,,,,
Plymouth,E,removal,6.5,9/21/2023,3/15/2024,Y,1,6/5/2024,N,,,,,,,
Plymouth,E,removal,6.7,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,E,removal,6.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,S,removal,2.1,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,S,removal,2.3,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,S,removal,2.5,9/21/2023,3/15/2024,Y,4,6/5/2024,Y,63,0.16,0.14,0,7,0,
Plymouth,S,removal,2.7,9/21/2023,3/15/2024,Y,2,6/5/2024,N,0,0.01,0,0,0,0,herbivore damage
Plymouth,S,removal,2.9,9/21/2023,3/15/2024,missing,,6/5/2024,N,,,,,,,
Plymouth,S,removal,3.1,9/21/2023,3/15/2024,missing,,6/5/2024,N,,,,,,,
Plymouth,S,removal,3.3,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,S,removal,3.5,9/21/2023,3/15/2024,Y,6,6/5/2024,N,0,0.08,,,,,herbivore damage
Plymouth,S,removal,3.7,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,S,removal,3.9,9/21/2023,3/15/2024,missing,,6/5/2024,N,,,,,,,
Plymouth,S,removal,4.1,9/21/2023,3/15/2024,missing,,6/5/2024,N,,,,,,,
Plymouth,S,removal,4.3,9/21/2023,3/15/2024,Y,2,6/5/2024,Y,9,,0.03,0,0,0,
Plymouth,S,removal,4.5,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,S,removal,4.7,9/21/2023,3/15/2024,Y,4,6/5/2024,Y,7,0.03,0.02,Y,3,0,
Plymouth,S,removal,4.9,9/21/2023,3/15/2024,Y,1,6/5/2024,N,,0.03,,,,,herbivore damage
Plymouth,S,removal,5.1,9/21/2023,3/15/2024,Y,4,6/5/2024,Y,11,0.05,0.01,N,5,0,
Plymouth,S,removal,5.3,9/21/2023,3/15/2024,Y,5,6/5/2024,Y,20,0.06,0.04,Y,8,0,
Plymouth,S,removal,5.5,9/21/2023,3/15/2024,Y,8,6/5/2024,Y,11,0.02,0.02,Y,3,0,
Plymouth,S,removal,5.7,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,37,0.14,0.08,Y,7,0,
Plymouth,S,removal,5.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,S,removal,6.1,9/21/2023,3/15/2024,Y,1,6/5/2024,Y,1,0.01,0.01,N,1,0,
Plymouth,S,removal,6.3,9/21/2023,3/15/2024,Y,1,6/5/2024,N,,0.09,,,,,herbivore damage
Plymouth,S,removal,6.5,9/21/2023,3/15/2024,missing,,6/5/2024,N,,,,,,,
Plymouth,S,removal,6.7,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
Plymouth,S,removal,6.9,9/21/2023,3/15/2024,N,,6/5/2024,N,,,,,,,
