SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Yes or No),BRTE neighbors ,Final census date,Seeds (Yes or No),Seeds produced,Total plant dry mass (g),Seed mass (g),Seed drop (Y or N),Unfilled seeds,Smut seeds,Notes (Herbivore damage? Disease?)
Woodruff,W,control,6.2,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,W,control,6.4,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,W,control,6.6,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,pick likely stepped on - broken
Woodruff,W,control,6.8,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,6,0.008,0.009,N,3,0,
Woodruff,W,control,7,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,4,0.008,0.004,N,2,0,
Woodruff,W,control,7.2,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,3,0.010,0.005,N,0,0,
Woodruff,W,control,7.4,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,W,control,7.6,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,4,0.013,0.008,N,1,0,
Woodruff,W,control,7.8,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,4,0.008,0.006,N,0,0,
Woodruff,W,control,8,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,W,control,8.2,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,2,0.007,0.003,N,1,0,
Woodruff,W,control,8.4,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,10,0.026,0.017,N,1,0,
Woodruff,W,control,8.6,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,4,0.007,0.007,N,1,0,
Woodruff,W,control,8.8,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,W,control,9,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,6,0.009,0.008,N,1,0,
Woodruff,W,control,9.2,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,W,control,9.4,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,W,control,9.6,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,W,control,9.8,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,W,control,10,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,2.2,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,2.4,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,25,0.041,0.054,N,6,0,
Woodruff,N,removal,2.6,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,dead germinant
Woodruff,N,removal,2.8,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,3,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,17,0.022,0.036,N,1,0,
Woodruff,N,removal,3.2,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,3.4,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,0.082,0.000,Y,0,0,herbivory
Woodruff,N,removal,3.6,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,3.8,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,4,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,4.2,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,16,0.044,0.019,N,13,0,
Woodruff,N,removal,4.4,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,8,0.020,0.013,N,3,0,
Woodruff,N,removal,4.6,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,4.8,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,56,0.069,0.117,N,5,0,
Woodruff,N,removal,5,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,5.2,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,5.4,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,3,0.007,0.002,N,3,0,lots of grass surrounding pick
Woodruff,N,removal,5.6,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,5.8,9/15/2021,11/5/2021,Y,missing,6/29/2022,missing,NA,,,,,,
Woodruff,N,removal,6,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,0.512,0.000,Y,0,0,herbivory
Woodruff,N,removal,6.2,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,6.4,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,6.6,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,48,0.072,0.037,N,30,0,green
Woodruff,N,removal,6.8,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,N,removal,7,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,28,0.041,0.044,N,4,0,
Woodruff,E,removal,2.2,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,2.4,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,72,0.089,0.135,N,12,0,
Woodruff,E,removal,2.6,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,2.8,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,3,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,93,0.142,0.140,N,28,0,2/3 tillers green
Woodruff,E,removal,3.2,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,3.4,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,67,0.150,0.071,N,44,0,2/3 tillers green
Woodruff,E,removal,3.6,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,3.8,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,4,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,4.2,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,30,0.260,0.012,N,30,0,herbivory; 3/3 tillers green
Woodruff,E,removal,4.4,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,80,0.195,0.077,N,72,0,2/2 tillers green
Woodruff,E,removal,4.6,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,4.8,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,5,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,5.2,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,490,0.680,0.788,N,95,,
Woodruff,E,removal,5.4,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,52,0.084,0.095,N,20,0,
Woodruff,E,removal,5.6,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,17,0.140,0.007,N,17,0,herbivory
Woodruff,E,removal,5.8,9/15/2021,11/5/2021,Y,0,6/29/2022,Y,0,0.127,0.000,y,0,0,herbivory
Woodruff,E,removal,6,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,6.2,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,6.4,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,6.6,9/15/2021,11/5/2021,Y,0,6/29/2022,N,0,,,,,,
Woodruff,E,removal,6.8,9/15/2021,11/5/2021,Y,missing,6/29/2022,missing,NA,,,,,,
Woodruff,E,removal,7,9/15/2021,11/5/2021,N,0,6/29/2022,N,0,,,,,,
SouthEden,S,control,0.2,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,2,0.003,0.002,N,1,0,
SouthEden,S,control,0.4,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,2,0.017,0.004,Y,0,0,
SouthEden,S,control,0.6,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,0,0.005,0.000,Y,0,0,broken pick
SouthEden,S,control,0.8,9/15/2021,11/5/2021,Y,7,6/27/2022,Y,8,0.023,0.019,Y,0,0,
SouthEden,S,control,1,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,8,0.019,0.020,N,,,
SouthEden,S,control,1.2,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,6,0.011,0.011,N,0,0,
SouthEden,S,control,1.4,9/15/2021,11/5/2021,Y,2,6/27/2022,N,0,,,,,,
SouthEden,S,control,1.6,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,2,0.005,0.001,N,2,0,looks dead
SouthEden,S,control,1.8,9/15/2021,11/5/2021,Y,2,6/27/2022,N,0,,,,,,lots of grass surrounding pick
SouthEden,S,control,2,9/15/2021,11/5/2021,Y,1,6/27/2022,N,0,,,,,,
SouthEden,S,control,2.2,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,4,0.014,0.008,Y,0,0,
SouthEden,S,control,2.4,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,2,0.006,0.002,N,1,0,
SouthEden,S,control,2.6,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,2,0.011,0.004,Y,0,0,
SouthEden,S,control,2.8,9/15/2021,11/5/2021,Y,missing,6/27/2022,missing,NA,,,,,,grass surrounding pick
SouthEden,S,control,3,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,1,0.005,0.002,Y,0,0,
SouthEden,S,control,3.2,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,1,0.009,0.002,Y,0,0,
SouthEden,S,control,3.4,9/15/2021,11/5/2021,Y,2,6/27/2022,N,0,,,,,,
SouthEden,S,control,3.6,9/15/2021,11/5/2021,Y,5,6/27/2022,Y,0,0.012,0.000,Y,0,0,
SouthEden,S,control,3.8,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,3,0.009,0.008,N,0,0,
SouthEden,S,control,4,9/15/2021,11/5/2021,Y,3,6/27/2022,N,0,,,,,,pick broken
SouthEden,S,control,4.2,9/15/2021,11/5/2021,Y,2,6/27/2022,N,0,,,,,,grass surrounding pick
SouthEden,S,control,4.4,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,5,0.012,0.014,N,0,0,
SouthEden,S,control,4.6,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,8,0.022,0.016,Y,3,0,
SouthEden,S,control,4.8,9/15/2021,11/5/2021,Y,1,6/27/2022,N,0,,,,,,
SouthEden,S,control,5,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,2,0.003,0.001,N,1,0,
SouthEden,S,control,5.2,9/15/2021,11/5/2021,Y,1,6/27/2022,N,0,,,,,,
SouthEden,S,control,5.4,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,6,0.013,0.016,N,0,0,
SouthEden,S,control,5.6,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,3,0.009,0.005,N,0,0,green
SouthEden,S,control,5.8,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,7,0.018,0.017,N,0,0,
SouthEden,S,control,6,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,6,0.009,0.004,N,5,0,
SouthEden,S,control,6.2,9/15/2021,11/5/2021,Y,missing,6/27/2022,missing,NA,,,,,,
SouthEden,S,control,6.4,9/15/2021,11/5/2021,Y,missing,6/27/2022,missing,NA,,,,,,pick broken
SouthEden,S,control,6.6,9/15/2021,11/5/2021,Y,5,6/27/2022,N,0,,,,,,
SouthEden,S,control,6.8,9/15/2021,11/5/2021,Y,1,6/27/2022,N,0,,,,,,
SouthEden,S,control,7,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,5,0.012,0.013,N,0,0,
SouthEden,S,control,7.2,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,5,0.009,0.011,N,1,0,grass surrounding pick
SouthEden,S,control,7.4,9/15/2021,11/5/2021,Y,2,6/27/2022,N,0,,,,,,
SouthEden,S,control,7.6,9/15/2021,11/5/2021,Y,3,6/27/2022,N,0,,,,,,
SouthEden,S,control,7.8,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,1,0.001,0.001,N,1,0,
SouthEden,S,control,8,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,2,0.006,0.005,N,0,0,
SouthEden,S,control,8.2,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,0,0.004,0.000,Y,0,0,
SouthEden,S,control,8.4,9/15/2021,11/5/2021,Y,1,6/27/2022,N,0,,,,,,
SouthEden,S,control,8.6,9/15/2021,11/5/2021,Y,1,6/27/2022,N,0,,,,,,
SouthEden,S,control,8.8,9/15/2021,11/5/2021,Y,0,6/27/2022,N,0,,,,,,
SouthEden,S,control,9,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,6,0.014,0.016,N,0,0,
SouthEden,S,control,9.2,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,6,0.016,0.012,N,1,0,
SouthEden,S,control,9.4,9/15/2021,11/5/2021,Y,0,6/27/2022,N,0,,,,,,
SouthEden,S,control,9.6,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,0,0.003,0.000,Y,0,0,
SouthEden,S,control,9.8,9/15/2021,11/5/2021,N,0,6/27/2022,N,0,,,,,,
SouthEden,S,control,10,9/15/2021,11/5/2021,Y,6,6/27/2022,Y,6,0.014,0.015,N,1,0,
SouthEden,W,control,0.2,9/15/2021,11/5/2021,Y,5,6/27/2022,N,0,,,,,,
SouthEden,W,control,0.4,9/15/2021,11/5/2021,Y,0,6/27/2022,N,0,,,,,,
SouthEden,W,control,0.6,9/15/2021,11/5/2021,Y,1,6/27/2022,N,0,,,,,,
SouthEden,W,control,0.8,9/15/2021,11/5/2021,Y,missing,6/27/2022,missing,NA,,,,,,
SouthEden,W,control,1,9/15/2021,11/5/2021,Y,2,6/27/2022,N,0,,,,,,
SouthEden,W,control,1.2,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,6,0.011,0.014,N,0,0,
SouthEden,W,control,1.4,9/15/2021,11/5/2021,Y,6,6/27/2022,N,0,,,,,,
SouthEden,W,control,1.6,9/15/2021,11/5/2021,Y,5,6/27/2022,Y,3,0.007,0.004,N,2,0,
SouthEden,W,control,1.8,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,7,0.032,0.019,Y,0,0,
SouthEden,W,control,2,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,3,0.007,0.001,Y,3,0,
SouthEden,W,control,2.2,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,3,0.008,0.005,N,1,0,
SouthEden,W,control,2.4,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,1,0.003,0.001,N,1,0,looks dead
SouthEden,W,control,2.6,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,2,0.004,0.003,N,1,0,
SouthEden,W,control,2.8,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,0,0.005,0.000,Y,0,0,pick broken
SouthEden,W,control,3,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,1,0.009,0.003,Y,0,0,
SouthEden,W,control,3.2,9/15/2021,11/5/2021,N,2,6/27/2022,N,0,,,,,,
SouthEden,W,control,3.4,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,1,0.003,0.002,Y,0,0,
SouthEden,W,control,3.6,9/15/2021,11/5/2021,Y,3,6/27/2022,N,0,,,,,,
SouthEden,W,control,3.8,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,2,0.005,0.003,Y,0,0,grass surrounding pick
SouthEden,W,control,4,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,5,0.004,0.002,N,5,0,
SouthEden,W,control,4.2,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,2,0.005,0.001,N,2,0,
SouthEden,W,control,4.4,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,2,0.004,0.001,N,2,0,
SouthEden,W,control,4.6,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,5,0.017,0.015,Y,0,0,
SouthEden,W,control,4.8,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,7,0.017,0.017,N,0,0,
SouthEden,W,control,5,9/15/2021,11/5/2021,N,0,6/27/2022,N,0,,,,,,
SouthEden,W,control,5.2,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,1,0.005,0.003,N,0,0,
SouthEden,W,control,5.4,9/15/2021,11/5/2021,N,missing,6/27/2022,missing,NA,,,,,,
SouthEden,W,control,5.6,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,14,0.031,0.033,N,0,0,
SouthEden,W,control,5.8,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,11,0.024,0.028,N,0,0,
SouthEden,W,control,6,9/15/2021,11/5/2021,Y,5,6/27/2022,Y,3,0.004,0.003,N,0,0,
SouthEden,W,control,6.2,9/15/2021,11/5/2021,Y,10,6/27/2022,Y,5,0.031,0.015,Y,0,0,
SouthEden,W,control,6.4,9/15/2021,11/5/2021,Y,5,6/27/2022,Y,7,0.022,0.018,Y,0,0,
SouthEden,W,control,6.6,9/15/2021,11/5/2021,Y,5,6/27/2022,Y,16,0.043,0.047,N,0,0,
SouthEden,W,control,6.8,9/15/2021,11/5/2021,Y,8,6/27/2022,Y,15,0.070,0.043,Y,1,0,
SouthEden,W,control,7,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,4,0.010,0.006,N,1,0,
SouthEden,W,control,7.2,9/15/2021,11/5/2021,Y,3,6/27/2022,N,0,,,,,,
SouthEden,W,control,7.4,9/15/2021,11/5/2021,Y,1,6/27/2022,N,0,,,,,,
SouthEden,W,control,7.6,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,3,0.010,0.007,Y,0,0,
SouthEden,W,control,7.8,9/15/2021,11/5/2021,Y,5,6/27/2022,N,0,,,,,,
SouthEden,W,control,8,9/15/2021,11/5/2021,Y,7,6/27/2022,N,0,,,,,,
SouthEden,W,control,8.2,9/15/2021,11/5/2021,Y,6,6/27/2022,Y,5,0.010,0.010,N,0,0,
SouthEden,W,control,8.4,9/15/2021,11/5/2021,Y,2,6/27/2022,N,0,,,,,,
SouthEden,W,control,8.6,9/15/2021,11/5/2021,N,1,6/27/2022,N,0,,,,,,
SouthEden,W,control,8.8,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,4,0.011,0.010,N,0,0,
SouthEden,W,control,9,9/15/2021,11/5/2021,Y,0,6/27/2022,N,0,,,,,,
SouthEden,W,control,9.2,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,7,0.014,0.015,N,0,0,
SouthEden,W,control,9.4,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,1,0.002,0.001,N,1,0,
SouthEden,W,control,9.6,9/15/2021,11/5/2021,N,2,6/27/2022,N,0,,,,,,
SouthEden,W,control,9.8,9/15/2021,11/5/2021,Y,5,6/27/2022,Y,1,0.001,0.001,N,1,0,
SouthEden,W,control,10,9/15/2021,11/5/2021,N,4,6/27/2022,N,0,,,,,,
SouthEden,N,removal,2.2,9/15/2021,11/5/2021,Y,2,6/27/2022,N,0,,,,,,
SouthEden,N,removal,2.4,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,496,1.230,0.903,N,57,0,
SouthEden,N,removal,2.6,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,358,0.964,0.890,N,8,0,
SouthEden,N,removal,2.8,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,491,0.898,0.635,N,6,350,
SouthEden,N,removal,3,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,28,0.059,0.053,N,0,0,
SouthEden,N,removal,3.2,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,15,0.038,0.028,N,0,0,
SouthEden,N,removal,3.4,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,269,0.629,0.661,N,9,0,
SouthEden,N,removal,3.6,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,286,0.912,0.788,N,11,0,
SouthEden,N,removal,3.8,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,244,0.623,0.663,N,14,0,
SouthEden,N,removal,4,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,418,1.300,1.158,N,12,0,
SouthEden,N,removal,4.2,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,18,0.052,0.029,N,1,0,
SouthEden,N,removal,4.4,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,138,0.348,0.344,N,2,0,
SouthEden,N,removal,4.6,9/15/2021,11/5/2021,Y,2,6/27/2022,N,0,,,,,,
SouthEden,N,removal,4.8,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,87,0.241,0.213,N,2,0,
SouthEden,N,removal,5,9/15/2021,11/5/2021,Y,5,6/27/2022,Y,28,0.072,0.070,N,4,0,
SouthEden,N,removal,5.2,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,45,0.133,0.133,N,1,0,
SouthEden,N,removal,5.4,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,46,0.122,0.149,N,4,0,
SouthEden,N,removal,5.6,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,71,0.236,0.231,N,4,0,
SouthEden,N,removal,5.8,9/15/2021,11/5/2021,Y,0,6/27/2022,N,0,,,,,,
SouthEden,N,removal,6,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,328,1.488,0.910,N,65,0,
SouthEden,N,removal,6.2,9/15/2021,11/5/2021,Y,4,6/27/2022,Y,28,0.077,0.073,N,0,0,
SouthEden,N,removal,6.4,9/15/2021,11/5/2021,Y,0,6/27/2022,N,0,,,,,,
SouthEden,N,removal,6.6,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,9,0.204,0.005,Y,9,0,broken inflorescence; herbivory?
SouthEden,N,removal,6.8,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,55,0.154,0.155,N,7,0,
SouthEden,N,removal,7,9/15/2021,11/5/2021,Y,missing,6/27/2022,missing,NA,,,,,,
SouthEden,E,removal,2.2,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,222,0.529,0.533,N,2,0,
SouthEden,E,removal,2.4,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,203,0.452,0.430,N,5,0,
SouthEden,E,removal,2.6,9/15/2021,11/5/2021,Y,0,6/27/2022,N,0,,,,,,
SouthEden,E,removal,2.8,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,930,2.964,2.224,N,14,0,
SouthEden,E,removal,3,9/15/2021,11/5/2021,N,1,6/27/2022,N,0,,,,,,
SouthEden,E,removal,3.2,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,382,1.185,1.138,N,15,67,
SouthEden,E,removal,3.4,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,147,0.427,0.319,N,2,0,reddish brown; likely still alive
SouthEden,E,removal,3.6,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,26,0.078,0.060,N,6,0,reddish brown; likely still alive
SouthEden,E,removal,3.8,9/15/2021,11/5/2021,Y,1,6/27/2022,N,0,,,,,,
SouthEden,E,removal,4,9/15/2021,11/5/2021,Y,2,6/27/2022,Y,565,1.447,1.168,N,18,0,pick broken
SouthEden,E,removal,4.2,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,626,1.553,1.350,N,15,0,
SouthEden,E,removal,4.4,9/15/2021,11/5/2021,Y,7,6/27/2022,Y,150,0.289,0.260,N,5,0,
SouthEden,E,removal,4.6,9/15/2021,11/5/2021,Y,missing,6/27/2022,missing,NA,,,,,,
SouthEden,E,removal,4.8,9/15/2021,11/5/2021,Y,0,6/27/2022,N,0,,,,,,
SouthEden,E,removal,5,9/15/2021,11/5/2021,Y,0,6/27/2022,Y,,,,,,,herbivory; sample not found
SouthEden,E,removal,5.2,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,,,,,,,herbivory; sample not found
SouthEden,E,removal,5.4,9/15/2021,11/5/2021,Y,missing,6/27/2022,missing,NA,,,,,,
SouthEden,E,removal,5.6,9/15/2021,11/5/2021,Y,2,6/27/2022,N,0,,,,,,
SouthEden,E,removal,5.8,9/15/2021,11/5/2021,Y,5,6/27/2022,Y,19,0.410,0.048,N,0,0,
SouthEden,E,removal,6,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,1,0.008,0.001,Y,0,0,
SouthEden,E,removal,6.2,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,73,0.132,0.148,N,0,0,
SouthEden,E,removal,6.4,9/15/2021,11/5/2021,Y,1,6/27/2022,Y,13,0.044,0.017,N,9,0,
SouthEden,E,removal,6.6,9/15/2021,11/5/2021,N,3,6/27/2022,N,0,,,,,,
SouthEden,E,removal,6.8,9/15/2021,11/5/2021,Y,3,6/27/2022,Y,141,0.472,0.427,N,21,0,
SouthEden,E,removal,7,9/15/2021,11/5/2021,N,missing,6/27/2022,missing,NA,,,,,,
HardwareRanch,S,control,0.2,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,0.4,9/14/2021,11/5/2021,Y,0,7/1/2022,Y,13,0.026,0.029,N,1,0,
HardwareRanch,S,control,0.6,9/14/2021,11/5/2021,N,missing,7/1/2022,missing,NA,,,,,,pick broken
HardwareRanch,S,control,0.8,9/14/2021,11/5/2021,N,0,7/1/2022,Y,2,0.005,0.006,N,0,0,
HardwareRanch,S,control,1,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,1.2,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,1.4,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,1.6,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,pick broken
HardwareRanch,S,control,1.8,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,pick broken
HardwareRanch,S,control,2,9/14/2021,11/5/2021,Y,0,7/1/2022,Y,3,0.006,0.004,N,2,0,
HardwareRanch,S,control,2.2,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,2.4,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,2.6,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,2.8,9/14/2021,11/5/2021,N,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,3,9/14/2021,11/5/2021,N,missing,7/1/2022,missing,NA,,,,,,
HardwareRanch,S,control,3.2,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,3.4,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,3.6,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,3.8,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,4,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,4.2,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,4.4,9/14/2021,11/5/2021,N,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,4.6,9/14/2021,11/5/2021,N,missing,7/1/2022,missing,NA,,,,,,pick broken; most missing
HardwareRanch,S,control,4.8,9/14/2021,11/5/2021,N,0,7/1/2022,N,0,,,,,,
HardwareRanch,S,control,5,9/14/2021,11/5/2021,Y,0,7/1/2022,N,0,,,,,,
