SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Y/N),BRTE neighbors ,Final census date,Seeds (Y/N),Seeds produced,Total plant dry mass (g),Seed mass (g),Seed drop (Y/N),Unfilled seeds,Smut seeds,Notes (Herbivore damage? Disease?),,,,,,,,,
SSHQ,S,removal,2.8,9/21/2022,10/26/2022,Y,10,7/11/2023,Y,9,0.02,0.026,N,1,,,,,,,,,,,
SSHQ,S,removal,3,9/21/2022,10/26/2022,Y,5,7/11/2023,Y,26,0.066,0.072,N,,,,,,,,,,,,
SSHQ,S,removal,3.2,9/21/2022,10/26/2022,Y,3,7/11/2023,N,,,,,,,NP,,,,,,,,,
SSHQ,S,removal,3.4,9/21/2022,10/26/2022,N,7,7/11/2023,N,,,,,,,,,,,,,,,,
SSHQ,S,removal,3.6,9/21/2022,10/26/2022,Y,2,7/11/2023,Y,9,0.023,0.025,N,,,,,,,,,,,,
SSHQ,S,removal,3.8,9/21/2022,10/26/2022,N,2,7/11/2023,N,,,,,,,,,,,,,,,,
SSHQ,S,removal,4,9/21/2022,10/26/2022,N,1,7/11/2023,N,,,,,,,,,,,,,,,,
SSHQ,S,removal,4.2,9/21/2022,10/26/2022,Y,3,7/11/2023,Y,18,0.046,0.056,Y,,,,,,,,,,,,
SSHQ,S,removal,4.4,9/21/2022,10/26/2022,N,1,7/11/2023,N,,,,,,,,,,,,,,,,
SSHQ,S,removal,4.6,9/21/2022,10/26/2022,N,0,7/11/2023,N,,,,,,,,,,,,,,,,
SSHQ,S,removal,4.8,9/21/2022,10/26/2022,Y,3,7/11/2023,Y,70,0.105,0.211,N,5,,,,,,,,,,,
SSHQ,S,removal,5,9/21/2022,10/26/2022,N,6,7/11/2023,N,,,,,,,,,,,,,,,,
SSHQ,S,removal,5.2,9/21/2022,10/26/2022,N,1,7/11/2023,N,,,,,,,,,,,,,,,,
SSHQ,S,removal,5.4,9/21/2022,10/26/2022,N,1,7/11/2023,N,,,,,,,,,,,,,,,,
SSHQ,S,removal,5.6,9/21/2022,10/26/2022,N,0,7/11/2023,N,,,,,,,,,,,,,,,,
SSHQ,S,removal,5.8,9/21/2022,10/26/2022,Y,0,7/11/2023,Y,7,0.014,0.022,N,,,,,,,,,,,,
SSHQ,S,removal,6,9/21/2022,10/26/2022,N,2,7/11/2023,N,,,,,,,,,,,,,,,,
SSHQ,S,removal,6.2,9/21/2022,10/26/2022,Y,7,7/11/2023,N,,,,,,,NP,,,,,,,,,
SSHQ,S,removal,6.4,9/21/2022,10/26/2022,Y,4,7/11/2023,N,,,,,,,NP,,,,,,,,,
SSHQ,S,removal,6.6,9/21/2022,10/26/2022,N,2,7/11/2023,Y,9,0.011,0.008,N,,9,,,,,,,,,,
SSHQ,S,removal,6.8,9/21/2022,10/26/2022,Y,2,7/11/2023,Y,22,0.043,0.057,N,,,,,,,,,,,,
SSHQ,S,removal,7,9/21/2022,10/26/2022,N,1,7/11/2023,N,,,,,,,,,,,,,,,,
RedBluff,N,Control ,0.2,9/8/2022,5/18/23,Y,N/a,7/3/23,Y,14,0.0615,0.0302,N,0,0,,,,,,,,,,
RedBluff,N,Control ,0.4,9/8/2022,5/18/23,Y,N/a,7/3/23,Y,3,0.0125,0.0016,N,0,0,,,,,,,,,,
RedBluff,N,Control ,0.6,9/8/2022,5/18/23,Y,N/a,7/3/23,N,,,,,,,,,,,,,,,,
RedBluff,N,Control ,0.8,9/8/2022,5/18/23,Y,4,7/3/23,Y,89,0.4125,0.2581,N,0,0,,,,,,,,,,
RedBluff,N,Control ,1,9/8/2022,5/18/23,Y,N/a,7/3/23,Y,60,0.3402,0.2414,N,0,0,,,,,,,,,,
RedBluff,N,Control ,1.2,9/8/2022,5/18/23,Y,11,7/3/23,Y,15,0.0762,0.0487,N,0,0,,,,,,,,,,
RedBluff,N,Control ,1.4,9/8/2022,5/18/23,Y,7,7/3/23,Y,13,0.0408,0.0179,N,4,10,,,,,,,,,,
RedBluff,N,Control ,1.6,9/8/2022,5/18/23,Y,23,7/3/23,Y,8,0.0461,0.0423,N,0,0,,,,,,,,,,
RedBluff,N,Control ,1.8,9/8/2022,5/18/23,Y,13,7/3/23,Y,19,0.0596,0.0278,N,3,8,,,,,,,,,,
RedBluff,N,Control ,2,9/8/2022,5/18/23,Y,26,7/3/23,Y,4,0.032,0.0254,N,0,0,,,,,,,,,,
RedBluff,N,Control ,2.2,9/8/2022,5/18/23,Y,N/a,7/3/23,Y,22,0.1504,0.1154,N,0,0,,,,,,,,,,
RedBluff,N,Control ,2.4,9/8/2022,5/18/23,Y,11,7/3/23,Y,17,0.083,0.1103,N,0,0,,,,,,,,,,
RedBluff,N,Control ,2.6,9/8/2022,5/18/23,Y,8,7/3/23,Y,15,0.0621,0.036,N,1,8,,,,,,,,,,
RedBluff,N,Control ,2.8,9/8/2022,5/18/23,Y,10,7/3/23,Y,45,0.1458,0.0858,N,5,44,,,,,,,,,,
RedBluff,N,Control ,3,9/8/2022,5/18/23,N,,7/3/23,N,,,,,,,,,,,,,,,,
RedBluff,N,Control ,3.2,9/8/2022,5/18/23,Y,4,7/3/23,Y,166,0.7736,0.6452,N,7,0,,,,,,,,,,
RedBluff,N,Control ,3.4,9/8/2022,5/18/23,N,,7/3/23,N,,,,,,,,,,,,,,,,
RedBluff,N,Control ,3.6,9/8/2022,5/18/23,Y,3,7/3/23,Y,74,0.3722,0.2538,N,5,0,,,,,,,,,,
RedBluff,N,Control ,3.8,9/8/2022,5/18/23,Y,3,7/3/23,Y,61,0.2215,0.0696,N,10,0,,,,,,,,,,
RedBluff,N,Control ,4,9/8/2022,5/18/23,Y,17,7/3/23,Y,13,0.0643,0.0628,N,2,0,,,,,,,,,,
RedBluff,N,Control ,4.2,9/8/2022,5/18/23,Y,N/a,7/3/23,Y,11,0.0529,0.0451,N,2,0,,,,,,,,,,
RedBluff,N,Control ,4.4,9/8/2022,5/18/23,Y,4,7/3/23,Y,72,0.25,0.1837,N,4,0,,,,,,,,,,
RedBluff,N,Control ,4.6,9/8/2022,5/18/23,Y,1,7/3/23,Y,136,0.5295,0.4272,N,15,0,,,,,,,,,,
RedBluff,N,Control ,4.8,9/8/2022,5/18/23,N,,7/3/23,N,,,,,,,,,,,,,,,,
RedBluff,N,Control ,5,9/8/2022,5/18/23,Y,12,7/3/23,Y,43,0.1778,0.1778,N,2,0,,,,,,,,,,
RedBluff,N,Control ,5.2,9/8/2022,5/18/23,Y,10,7/3/23,Y,32,0.1344,0.1344,N,4,5,,,,,,,,,,
RedBluff,N,Control ,5.4,9/8/2022,5/18/23,N,,7/3/23,N,,,,,,,,,,,,,,,,
RedBluff,N,Control ,5.6,9/8/2022,5/18/23,Y,0,7/3/23,Y,37,0.2088,0.1047,N,3,0,,,,,,,,,,
RedBluff,N,Control ,5.8,9/8/2022,5/18/23,Y,12,7/3/23,Y,25,0.0872,0.0603,N,1,24,,,,,,,,,,
RedBluff,N,Control ,6,9/8/2022,5/18/23,Y,13,7/3/23,Y,7,0.0281,0.0191,N,0,0,,,,,,,,,,
RedBluff,N,Control ,6.2,9/8/2022,5/18/23,Y,4,7/3/23,Y,11,0.0551,0.0357,N,0,0,,,,,,,,,,
RedBluff,N,Control ,6.4,9/8/2022,5/18/23,Y,8,7/3/23,Y,53,0.02387,0.0947,N,4,26,,,,,,,,,,
RedBluff,N,Control ,6.6,9/8/2022,5/18/23,Y,11,7/3/23,Y,20,0.1202,0.041,N,2,11,,,,,,,,,,
RedBluff,N,Control ,6.8,9/8/2022,5/18/23,N,,7/3/23,N,,,,,,,,,,,,,,,,
RedBluff,N,Control ,7,9/8/2022,5/18/23,Y,9,7/3/23,Y,7,0.0248,0.0316,N,1,0,,,,,,,,,,
RedBluff,N,Control ,7.2,9/8/2022,5/18/23,Y,26,7/3/23,Y,9,0.052,0.0441,N,0,0,,,,,,,,,,
RedBluff,N,Control ,7.4,9/8/2022,5/18/23,Y,22,7/3/23,Y,8,0.0264,0.027,N,0,0,,,,,,,,,,
RedBluff,N,Control ,7.6,9/8/2022,5/18/23,Y,15,7/3/23,Y,15,0.0513,0.043,N,3,0,,,,,,,,,,
RedBluff,N,Control ,7.8,9/8/2022,5/18/23,N,,7/3/23,N,,,,,,,,,,,,,,,,
RedBluff,N,Control ,8,9/8/2022,5/18/23,Y,16,7/3/23,Y,12,0.0621,0.0329,N,2,0,,,,,,,,,,
RedBluff,N,Control ,8.2,9/8/2022,5/18/23,Y,12,7/3/23,Y,25,0.0825,0.0482,N,3,8,,,,,,,,,,
RedBluff,N,Control ,8.4,9/8/2022,5/18/23,Y,6,7/3/23,Y,25,0.1509,0.0872,N,0,0,,,,,,,,,,
RedBluff,N,Control ,8.6,9/8/2022,5/18/23,Y,5,7/3/23,Y,39,0.122,0.0876,N,4,35,,,,,,,,,,
RedBluff,N,Control ,8.8,9/8/2022,5/18/23,Y,4,7/3/23,Y,28,0.0989,0.0727,N,3,26,,,,,,,,,,
RedBluff,N,Control ,9,9/8/2022,5/18/23,Y,N/a,7/3/23,Y,11,0.0484,0.0252,N,2,0,,,,,,,,,,
RedBluff,N,Control ,9.4,9/8/2022,5/18/23,Y,0,7/3/23,Y,12,0.0612,0.0443,N,1,0,,,,,,,,,,
RedBluff,N,Control ,9.6,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,N,Control ,9.8,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,N,Control ,10,9/8/2022,5/18/23,Y,0,7/3/23,Y,8,0.0361,0.0092,N,4,0,,,,,,,,,,
RedBluff,E,Removal ,3,9/8/2022,5/18/23,Y,N/a,7/3/23,Y,227,0.898,0.5159,N,12,0,,,,,,,,,,
RedBluff,E,Removal ,3.2,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,E,Removal ,3.4,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,E,Removal ,3.6,9/8/2022,5/18/23,Y,1,7/3/23,Y,355,2.2855,0.8999,N,17,0,,,,,,,,,,
RedBluff,E,Removal ,3.8,9/8/2022,5/18/23,Y,2,7/3/23,Y,237,1.5326,0.5482,N,13,160,,,,,,,,,,
RedBluff,E,Removal ,4,9/8/2022,5/18/23,Y,0,7/3/23,Y,713,4.2075,1.8292,N,20,0,,,,,,,,,,
RedBluff,E,Removal ,4.2,9/8/2022,5/18/23,Y,0,7/3/23,Y,81,0.7779,0.1642,N,10,37,,,,,,,,,,
RedBluff,E,Removal ,4.4,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,E,Removal ,4.6,9/8/2022,5/18/23,Y,0,7/3/23,Y,91,0.5195,0.1708,N,15,25,,,,,,,,,,
RedBluff,E,Removal ,4.8,9/8/2022,5/18/23,Y,0,7/3/23,Y,23,0.0791,0.0491,N,3,18,,,,,,,,,,
RedBluff,E,Removal ,5,9/8/2022,5/18/23,Y,0,7/3/23,Y,469,4.2863,1.7862,N,20,0,,,,,,,,,,
RedBluff,E,Removal ,5.2,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,E,Removal ,5.4,9/8/2022,5/18/23,Y,1,7/3/23,Y,93,0.6439,0.246,N,10,45,,,,,,,,,,
RedBluff,E,Removal ,5.6,9/8/2022,5/18/23,Y,3,7/3/23,Y,127,0.7547,0.3128,N,12,52,,,,,,,,,,
RedBluff,E,Removal ,5.8,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,E,Removal ,6,9/8/2022,5/18/23,Y,0,7/3/23,Y,297,2.6117,0.9215,N,30,162,,,,,,,,,,
RedBluff,E,Removal ,6.2,9/8/2022,5/18/23,Y,0,7/3/23,Y,273,1.5077,0.5169,N,20,170,,,,,,,,,,
RedBluff,E,Removal ,6.4,9/8/2022,5/18/23,Y,0,7/3/23,Y,465,4.9331,1.8519,N,25,398,,,,,,,,,,
RedBluff,E,Removal ,6.6,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,E,Removal ,6.8,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,E,Removal ,7,9/8/2022,5/18/23,Y,1,7/3/23,Y,454,3.3673,1.6504,N,31,0,,,,,,,,,,
RedBluff,E,Removal ,7.2,9/8/2022,5/18/23,Y,0,7/3/23,Y,357,3.1235,1.1538,N,22,337,,,,,,,,,,
RedBluff,E,Removal ,7.4,9/8/2022,5/18/23,Y,2,7/3/23,Y,569,4.1183,2.0428,N,15,0,,,,,,,,,,
RedBluff,E,Removal ,7.6,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,E,Removal ,7.8,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,E,Removal,8,9/8/22,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,3,9/8/2022,5/18/23,Y,2,7/3/23,Y,339,2.01,0.9949,N,10,0,,,,,,,,,,
RedBluff,S,Removal ,3.2,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,3.4,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,3.6,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,3.8,9/8/2022,5/18/23,Y,0,7/3/23,Y,240,2.0341,0.4881,N,11,41,,,,,,,,,,
RedBluff,S,Removal,4,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,4.2,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,4.4,9/8/2022,5/18/23,Y,1,7/3/23,Y,342,2.805,0.7692,N,15,72,,,,,,,,,,
RedBluff,S,Removal ,4.6,9/8/2022,5/18/23,Y,2,7/3/23,Y,495,4.9664,1.4542,N,21,130,,,,,,,,,,
RedBluff,S,Removal ,4.8,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,5,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,5.2,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,5.4,9/8/2022,5/18/23,Y,1,7/3/23,Y,815,9.2251,4.1677,N,33,335,,,,,,,,,,
RedBluff,S,Removal ,5.6,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,5.8,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,6,9/8/2022,5/18/23,Y,0,7/3/23,Y,299,1.619,0.6915,N,15,140,,,,,,,,,,
RedBluff,S,Removal ,6.2,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,6.4,9/8/2022,5/18/23,Y,1,7/3/23,Y,483,4.0053,1.505,N,12,40,,,,,,,,,,
RedBluff,S,Removal ,6.6,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,6.8,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,7,9/8/2022,5/18/23,Y,1,7/3/23,Y,478,3.3994,1.2588,N,14,141,,,,,,,,,,
RedBluff,S,Removal ,7.2,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,7.4,9/8/2022,5/18/23,N,,7/3/23,,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,7.6,9/8/2022,5/18/23,Y,3,7/3/23,Y,,,,,,,,,,,,,,,,
RedBluff,S,Removal ,7.8,9/8/2022,5/18/23,Y,0,7/3/23,Y,218,1.1046,0.876,N,3,0,,,,,,,,,,
RedBluff,S,Removal,8,9/8/2022,5/18/23,N,,,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,0.2,9/8/2022,5/18/23,Y,1,7/7/23,Y,140,0.6547,0.3697,N,0,0,,,,,,,,,,
RedBluff,W,Control ,0.4,9/8/2022,5/18/23,Y,1,7/7/23,Y,117,0.5982,0.2249,N,0,66,,,,,,,,,,
RedBluff,W,Control ,0.6,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,0.8,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,1,9/8/2022,5/18/23,Y,3,7/7/23,Y,74,0.4402,0.1775,N,5,33,,,,,,,,,,
RedBluff,W,Control ,1.2,9/8/2022,5/18/23,Y,0,7/7/23,Y,44,0.2551,0.0739,N,4,4,,,,,,,,,,
RedBluff,W,Control ,1.4,9/8/2022,5/18/23,Y,5,7/7/23,Y,79,0.438,0.324,N,3,0,,,,,,,,,,
RedBluff,W,Control ,1.6,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,1.8,9/8/2022,5/18/23,Y,2,7/7/23,Y,25,0.1337,0.0689,N,2,25,,,,,,,,,,
RedBluff,W,Control ,2,9/8/2022,5/18/23,Y,14,7/7/23,Y,22,0.1914,0.1214,N,0,0,,,,,,,,,,
RedBluff,W,Control ,2.2,9/8/2022,5/18/23,Y,3,7/7/23,Y,104,0.5132,0.2266,N,7,55,,,,,,,,,,
RedBluff,W,Control ,2.4,9/8/2022,5/18/23,Y,5,7/7/23,Y,157,0.7262,0.4354,N,8,0,,,,,,,,,,
RedBluff,W,Control ,2.6,9/8/2022,5/18/23,Y,1,7/7/23,Y,27,0.0904,0.056,N,2,25,,,,,,,,,,
RedBluff,W,Control ,2.8,9/8/2022,5/18/23,Y,4,7/7/23,Y,34,0.0744,0.0565,N,6,24,,,,,,,,,,
RedBluff,W,Control ,3,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,3.2,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,3.4,9/8/2022,5/18/23,Y,9,7/7/23,Y,30,0.1007,0.0544,N,3,24,,,,,,,,,,
RedBluff,W,Control ,3.6,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,3.8,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,4,9/8/2022,5/18/23,Y,2,7/7/23,Y,25,0.1092,0.1012,N,0,0,,,,,,,,,,
RedBluff,W,Control ,4.2,9/8/2022,5/18/23,Y,8,7/7/23,Y,26,0.1419,0.0782,N,2,0,,,,,,,,,,
RedBluff,W,Control ,4.4,9/8/2022,5/18/23,Y,17,7/7/23,Y,14,0.074,0.025,N,2,8,,,,,,,,,,
RedBluff,W,Control ,4.6,9/8/2022,5/18/23,Y,8,7/7/23,Y,87,0.5281,0.2905,N,0,0,,,,,,,,,,
RedBluff,W,Control ,4.8,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,5,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,5.2,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,5.4,9/8/2022,5/18/23,Y,N/a,7/7/23,Y,7,0.0326,0.0132,N,1,0,,,,,,,,,,
RedBluff,W,Control ,5.6,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,5.8,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,6,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,6.2,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,6.4,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,6.6,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,6.8,9/8/2022,5/18/23,Y,1,7/7/23,Y,213,1.2067,0.5132,N,15,196,,,,,,,,,,
RedBluff,W,Control,7,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,7.2,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,7.4,9/8/2022,5/18/23,Y,6,7/7/23,Y,24,0.1223,0.0615,N,2,23,,,,,,,,,,
RedBluff,W,Control ,7.6,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,7.8,9/8/2022,5/18/23,Y,6,7/7/23,Y,11,0.0683,0.0254,N,3,7,,,,,,,,,,
RedBluff,W,Control ,8,9/8/2022,5/18/23,Y,5,7/7/23,Y,14,0.0752,0.0421,N,0,0,,,,,,,,,,
RedBluff,W,Control ,8.2,9/8/2022,5/18/23,Y,N/a,7/7/23,Y,10,0.0603,0.0193,N,2,9,,,,,,,,,,
RedBluff,W,Control ,8.4,9/8/2022,5/18/23,Y,8,7/7/23,Y,7,0.031,0.0193,N,1,5,,,,,,,,,,
RedBluff,W,Control ,8.6,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,8.8,9/8/2022,5/18/23,Y,3,7/7/23,Y,7,0.0466,0.0138,N,2,1,,,,,,,,,,
RedBluff,W,Control ,9,9/8/2022,5/18/23,Y,N/a,7/7/23,Y,35,0.126,0.0676,N,4,32,,,,,,,,,,
RedBluff,W,Control ,9.2,9/8/2022,5/18/23,Y,5,7/7/23,Y,53,0.328,0.1723,N,0,53,,,,,,,,,,
RedBluff,W,Control ,9.4,9/8/2022,5/18/23,Y,N/a,7/7/23,Y,62,0.2505,0.2435,N,6,0,,,,,,,,,,
RedBluff,W,Control ,9.6,9/8/2022,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
RedBluff,W,Control ,9.8,9/8/2022,5/18/23,Y,3,7/7/23,Y,12,0.0746,0.0485,N,0,0,,,,,,,,,,
RedBluff,W,Control,10,9/8/22,5/18/23,N,,7/7/23,,,,,,,,,,,,,,,,,
TB LC Control,N,Control,0.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
TB LC Control,N,Control,0.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,0.7,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,0.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,1.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,1.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,1.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,1.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,1.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,2.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,2.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,2.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,2.7,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,2.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB LC Control,N,Control,3.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,3.3,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB LC Control,N,Control,3.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,3.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,3.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,4.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,4.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,4.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,4.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,4.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,5.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,5.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
TB LC Control,N,Control,5.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,5.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,5.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,6.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB LC Control,N,Control,6.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB LC Control,N,Control,6.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB LC Control,N,Control,6.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,6.9,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,7.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB LC Control,N,Control,7.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,7.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,7.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,7.9,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB LC Control,N,Control,8.1,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
