SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,Litter depth (if >1cm),Notes
Plymouth,S,removal,2.1,BRTE,15,,
Plymouth,S,removal,2.1,litter,5,,
Plymouth,S,removal,2.1,bare,95,,
Plymouth,S,removal,2.3,SIAL,10,,
Plymouth,S,removal,2.3,annual Eriogonum Spp. ,5,,
Plymouth,S,removal,2.3,litter,10,,
Plymouth,S,removal,2.3,ARTR,5,,
Plymouth,S,removal,2.3,bare,70,,
Plymouth,S,removal,2.3,BRTE,5,,
Plymouth,S,removal,2.5,annual Eriogonum Spp. ,20,,
Plymouth,S,removal,2.5,annual Cryptantha Spp.,10,,
Plymouth,S,removal,2.5,BRTE,15,,
Plymouth,S,removal,2.5,litter,25,,
Plymouth,S,removal,2.5,bare,30,,
Plymouth,S,removal,2.7,annual Eriogonum Spp. ,20,,
Plymouth,S,removal,2.7,BRTE,15,,
Plymouth,S,removal,2.7,litter,65,,
Plymouth,S,removal,2.9,litter,100,,no TP took @ 2.9
Plymouth,S,removal,3.1,annual mentzelia Spp.,5,,no TP took @ 3.1
Plymouth,S,removal,3.1,ERCI,10,,
Plymouth,S,removal,3.1,annual Eriogonum Spp. ,5,,
Plymouth,S,removal,3.1,litter,80,,
Plymouth,S,removal,3.3,BRTE,10,,
Plymouth,S,removal,3.3,litter,90,,
Plymouth,S,removal,3.5,BRTE,20,,
Plymouth,S,removal,3.5,litter,80,,
Plymouth,S,removal,3.7,BRTE,30,,
Plymouth,S,removal,3.7,litter,70,,
Plymouth,S,removal,3.9,annual Cryptantha Spp.,10,,no TP took @ 3.9
Plymouth,S,removal,3.9,BRTE,5,,
Plymouth,S,removal,3.9,litter,25,,
Plymouth,S,removal,3.9,bare,60,,
Plymouth,S,removal,4.1,annual Eriogonum Spp. ,5,,
Plymouth,S,removal,4.1,BRTE,10,,
Plymouth,S,removal,4.1,litter,5,,
Plymouth,S,removal,4.1,bare,80,,
Plymouth,S,removal,4.3,annual Eriogonum Spp. ,5,,
Plymouth,S,removal,4.3,annual Cryptantha Spp.,10,,
Plymouth,S,removal,4.3,bare,85,,
Plymouth,S,removal,4.5,ARTR,5,,
Plymouth,S,removal,4.5,annual Eriogonum Spp. ,10,,
Plymouth,S,removal,4.5,BRTE,5,,
Plymouth,S,removal,4.5,bare,80,,
Plymouth,S,removal,4.7,annual eriogonum Spp. ,10,,
Plymouth,S,removal,4.7,annual Cryptantha Spp.,5,,
Plymouth,S,removal,4.7,BRTE,20,,
Plymouth,S,removal,4.7,bare,45,,
Plymouth,S,removal,4.7,litter,20,,
Plymouth,S,removal,4.9,ERCI,5,,
Plymouth,S,removal,4.9,annual eriogonum Spp. ,5,,
Plymouth,S,removal,4.9,bare,15,,
Plymouth,S,removal,4.9,BRTE,5,,
Plymouth,S,removal,4.9,litter,70,,
Plymouth,S,removal,5.1,annual eriogonum Spp. ,10,,
Plymouth,S,removal,5.1,BRTE,5,,
Plymouth,S,removal,5.1,litter,95,,
Plymouth,S,removal,5.3,annual eriogonum Spp. ,5,,
Plymouth,S,removal,5.3,BRTE,10,,
Plymouth,S,removal,5.3,litter,95,,
Plymouth,S,removal,5.5,BRTE,25,,
Plymouth,S,removal,5.5,annual cryptantha Spp.,5,,
Plymouth,S,removal,5.5,litter,70,,
Plymouth,S,removal,5.7,BRTE,15,,
Plymouth,S,removal,5.7,annual eriogonum Spp. ,5,,
Plymouth,S,removal,5.7,bare,5,,
Plymouth,S,removal,5.7,litter,75,,
Plymouth,S,removal,5.9,ERCI,10,,
Plymouth,S,removal,5.9,litter,10,,
Plymouth,S,removal,5.9,bare,80,,
Plymouth,S,removal,6.1,ERCI,40,,
Plymouth,S,removal,6.1,BRTE,10,,
Plymouth,S,removal,6.1,litter,50,,
Plymouth,S,removal,6.3,litter,100,,no TP took @ 6.3
Plymouth,S,removal,6.5,litter,100,,no TP took @ 6.5
Plymouth,S,removal,6.7,litter,100,,
Plymouth,S,removal,6.9,BRTE,20,,
Plymouth,S,removal,6.9,litter,80,,
Peavine,W,control,0.3,BRTE,80,,
Peavine,W,control,0.3,ERCI,20,,
Peavine,W,control,0.5,BRTE,90,,
Peavine,W,control,0.5,TECA,10,,
Peavine,W,control,0.7,TECA,60,,
Peavine,W,control,0.7,BRTE,40,,
Peavine,W,control,0.9,TECA,40,,
Peavine,W,control,0.9,MIGR,10,,
Peavine,W,control,0.9,ERCI,10,,
Peavine,W,control,0.9,BRTE,30,,
Peavine,W,control,0.9,litter,10,,
Peavine,W,control,1.1,TECA,30,,
Peavine,W,control,1.1,EPBR,5,,
Peavine,W,control,1.1,BRTE,40,,
Peavine,W,control,1.1,ALSI,30,,
Peavine,W,control,1.3,TECA,80,,
Peavine,W,control,1.3,BRTE,20,,
Peavine,W,control,1.3,ELEL,5,,
Peavine,W,control,1.5,TECA,70,,
Peavine,W,control,1.5,BRTE,30,,
Peavine,W,control,1.5,ELEL,5,,
Peavine,W,control,1.7,TECA,40,,
Peavine,W,control,1.7,BRTE,60,,
Peavine,W,control,1.7,ERCI,5,,
Peavine,W,control,1.9,BRTE,40,,
Peavine,W,control,1.9,ERCI,50,,
Peavine,W,control,1.9,litter,5,,
Peavine,W,control,1.9,bare,5,,
Peavine,W,control,2.1,BRTE,80,,
Peavine,W,control,2.1,litter,5,,
Peavine,W,control,2.1,bare,15,,
Peavine,W,control,2.3,TECA,20,,
Peavine,W,control,2.3,BRTE,20,,
Peavine,W,control,2.3,ERCI,20,,
Peavine,W,control,2.3,litter,10,,
Peavine,W,control,2.3,bare,30,,
Peavine,W,control,2.5,ALSI,20,,
Peavine,W,control,2.5,BRTE,20,,
Peavine,W,control,2.5,TECA,30,,
Peavine,W,control,2.5,litter,10,,
Peavine,W,control,2.5,bare,10,,
Peavine,W,control,2.7,BRTE,25,,
Peavine,W,control,2.7,MIGR,5,,
Peavine,W,control,2.7,ERCI,5,,
Peavine,W,control,2.7,litter,5,,
Peavine,W,control,2.7,bare,60,,
Peavine,W,control,2.9,BRTE,40,,
Peavine,W,control,2.9,ERCI,10,,
Peavine,W,control,2.9,MIGR,5,,
Peavine,W,control,2.9,litter,5,,
Peavine,W,control,2.9,bare,45,,
Peavine,W,control,3.1,ERCI,20,,
Peavine,W,control,3.1,BRTE,65,,
Peavine,W,control,3.1,litter,5,,
Peavine,W,control,3.1,bare,10,,
Peavine,W,control,3.3,TECA,30,,
Peavine,W,control,3.3,BRTE,75,,
Peavine,W,control,3.3,ERCI,5,,
Peavine,W,control,3.5,BRTE,30,,
Peavine,W,control,3.5,ALSI,5,,
Peavine,W,control,3.5,bare,65,,
Peavine,W,control,3.7,BRTE,20,,
Peavine,W,control,3.7,MIGR,5,,
Peavine,W,control,3.7,ALSI,5,,
Peavine,W,control,3.7,litter,5,,
Peavine,W,control,3.7,bare,65,,
Peavine,W,control,3.9,MIGR,15,,
Peavine,W,control,3.9,ALSI,5,,
Peavine,W,control,3.9,EPBR,5,,
Peavine,W,control,3.9,ERCI,5,,
Peavine,W,control,3.9,BRTE,40,,
Peavine,W,control,3.9,bare,30,,
Peavine,W,control,4.1,TECA,50,,
Peavine,W,control,4.1,BRTE,30,,
Peavine,W,control,4.1,litter,10,,
Peavine,W,control,4.1,bare,10,,
Peavine,W,control,4.3,TECA,20,,
Peavine,W,control,4.3,MIGR,5,,
Peavine,W,control,4.3,ELEL,5,,
Peavine,W,control,4.3,EPBR,5,,
Peavine,W,control,4.3,BRTE,5,,
Peavine,W,control,4.3,litter,35,,
Peavine,W,control,4.3,bare,25,,
Peavine,W,control,4.5,ERCI,15,,
Peavine,W,control,4.5,BRTE,10,,
Peavine,W,control,4.5,litter,40,,
Peavine,W,control,4.5,bare,45,,
Peavine,W,control,4.7,ERCI,5,,
Peavine,W,control,4.7,EPBR,5,,
Peavine,W,control,4.7,BRTE,10,,
Peavine,W,control,4.7,TECA,20,,
Peavine,W,control,4.7,PLSP,70,,
Peavine,W,control,4.7,litter,10,,
Peavine,W,control,4.7,bare,10,,
Peavine,W,control,4.9,PLSP,100,,
Peavine,W,control,5.1,PLSP,20,,
Peavine,W,control,5.1,BRTE,10,,
Peavine,W,control,5.1,ALSI,10,,
Peavine,W,control,5.1,litter,5,,
Peavine,W,control,5.1,bare,55,,
Peavine,W,control,5.3,ALSI,5,,
Peavine,W,control,5.3,ELEL,5,,
Peavine,W,control,5.3,PLSP,20,,
Peavine,W,control,5.3,BRTE,15,,
Peavine,W,control,5.3,litter,30,,
Peavine,W,control,5.3,bare,25,,
Peavine,W,control,5.5,PLSP,80,,
Peavine,W,control,5.5,BRTE,5,,
Peavine,W,control,5.5,litter,20,,
Peavine,W,control,5.7,PLSP,20,,
Peavine,W,control,5.7,ALSI,10,,
Peavine,W,control,5.7,MIGR,5,,
Peavine,W,control,5.7,BRTE,5,,
Peavine,W,control,5.7,litter,80,,
Peavine,W,control,5.9,PLSP,20,,
Peavine,W,control,5.9,ALSI,10,,
Peavine,W,control,5.9,litter,30,,
Peavine,W,control,5.9,bare,10,,
Peavine,W,control,5.9,ERCI,10,,
Peavine,W,control,5.9,MIGR,5,,
Peavine,W,control,6.1,TECA,40,,
Peavine,W,control,6.1,MIGR,10,,
Peavine,W,control,6.1,EPBR,10,,
Peavine,W,control,6.1,bare,5,,
Peavine,W,control,6.1,litter,40,,
Peavine,W,control,6.3,BRTE,5,,
Peavine,W,control,6.3,ALSI,5,,
Peavine,W,control,6.3,ERCI,5,,
Peavine,W,control,6.3,litter,30,,
Peavine,W,control,6.3,bare,55,,
Peavine,W,control,6.5,TECA,30,,
Peavine,W,control,6.5,BRTE,10,,
Peavine,W,control,6.5,ALSI,5,,
Peavine,W,control,6.5,ERCI,5,,
Peavine,W,control,6.5,litter,10,,
Peavine,W,control,6.5,bare,35,,
Peavine,W,control,6.7,TECA,30,,
Peavine,W,control,6.7,BRTE,10,,
Peavine,W,control,6.7,litter,40,,
Peavine,W,control,6.7,bare,20,,
Peavine,W,control,6.9,TECA,40,,
Peavine,W,control,6.9,ALSI,10,,
Peavine,W,control,6.9,litter,10,,
Peavine,W,control,6.9,bare,40,,
Peavine,W,control,7.1,TECA,30,,
Peavine,W,control,7.1,ALSI,10,,
Peavine,W,control,7.1,litter,10,,
Peavine,W,control,7.1,bare,60,,
Peavine,W,control,7.3,ELEL,5,,
Peavine,W,control,7.3,BRTE,5,,
Peavine,W,control,7.3,ALSI,5,,
Peavine,W,control,7.3,litter,10,,
Peavine,W,control,7.3,bare,75,,
Peavine,W,control,7.5,PHLO,10,,
Peavine,W,control,7.5,ALSI,15,,
Peavine,W,control,7.5,EPVI,5,,
Peavine,W,control,7.5,litter,50,,
Peavine,W,control,7.5,bare,20,,
Peavine,W,control,7.7,BRTE,5,,
Peavine,W,control,7.7,ELEL,5,,
Peavine,W,control,7.7,litter,10,,
Peavine,W,control,7.7,EPVI,80,,
Peavine,W,control,7.9,BRTE,5,,
Peavine,W,control,7.9,bare,5,,
Peavine,W,control,7.9,litter,5,,
Peavine,W,control,7.9,EPVI,80,,
Peavine,W,control,8.1,EPVI,10,,
Peavine,W,control,8.1,ALSI,10,,
Peavine,W,control,8.1,litter,10,,
Peavine,W,control,8.1,bare,70,,
Peavine,W,control,8.3,ALSI,5,,
Peavine,W,control,8.3,litter,5,,
Peavine,W,control,8.3,bare,90,,
Peavine,W,control,8.5,TECA,25,,
Peavine,W,control,8.5,ALSI,5,,
Peavine,W,control,8.5,BRTE,5,,
Peavine,W,control,8.5,litter,5,,
Peavine,W,control,8.5,bare,55,,
Peavine,W,control,8.7,ALSI,10,,
Peavine,W,control,8.7,BRTE,5,,
Peavine,W,control,8.7,litter,10,,
Peavine,W,control,8.7,bare,75,,
Peavine,W,control,8.9,BRTE,20,,
Peavine,W,control,8.9,EPVI,5,,
Peavine,W,control,8.9,litter,10,,
Peavine,W,control,8.9,bare,65,,
Peavine,W,control,9.1,TECA,20,,
Peavine,W,control,9.1,BRTE,20,,
Peavine,W,control,9.1,DEPI,5,,
Peavine,W,control,9.1,litter,10,,
Peavine,W,control,9.1,bare,45,,
Peavine,N,removal,2.3,MIGR,60,,
Peavine,N,removal,2.3,ALSI,5,,
Peavine,N,removal,2.3,litter,5,,
Peavine,N,removal,2.3,bare,30,,
Peavine,N,removal,2.5,MIGR,5,,
Peavine,N,removal,2.5,ERCI,5,,
Peavine,N,removal,2.5,litter,5,,
Peavine,N,removal,2.5,bare,85,,
Peavine,N,removal,2.7,ERCI,75,,
Peavine,N,removal,2.7,litter,15,,
Peavine,N,removal,2.7,BRTE,5,,
Peavine,N,removal,2.7,bare,5,,
Peavine,N,removal,2.9,BRTE,20,,
Peavine,N,removal,2.9,ERCI,5,,
Peavine,N,removal,2.9,ALSI,5,,
Peavine,N,removal,2.9,litter,50,,
Peavine,N,removal,2.9,bare,20,,
Peavine,N,removal,3.1,BRTE,20,,
Peavine,N,removal,3.1,ERCI,5,,
Peavine,N,removal,3.1,MIGR,5,,
Peavine,N,removal,3.1,litter,20,,
Peavine,N,removal,3.1,bare,50,,
Peavine,N,removal,3.3,ERCI,75,,
Peavine,N,removal,3.3,BRTE,10,,
Peavine,N,removal,3.3,litter,10,,
Peavine,N,removal,3.3,bare,5,,
Peavine,N,removal,3.5,ERCI,70,,
Peavine,N,removal,3.5,BRTE,10,,
Peavine,N,removal,3.5,litter,5,,
Peavine,N,removal,3.5,bare,15,,
Peavine,N,removal,3.9,BRTE,20,,
Peavine,N,removal,3.9,MIGR,10,,
Peavine,N,removal,3.9,EPBR,5,,
Peavine,N,removal,3.9,litter,5,,
Peavine,N,removal,3.9,bare,60,,
Peavine,N,removal,3.7,BRTE,10,,
Peavine,N,removal,3.7,ALSI,5,,
Peavine,N,removal,3.7,ERCI,5,,
Peavine,N,removal,3.7,litter,10,,
Peavine,N,removal,3.7,bare,70,,
Peavine,N,removal,4.1,ERCI,10,,
Peavine,N,removal,4.1,litter,20,,
Peavine,N,removal,4.1,BRTE,5,,
Peavine,N,removal,4.1,EPBR,5,,
Peavine,N,removal,4.1,bare,60,,
Peavine,N,removal,4.3,TECA,10,,
Peavine,N,removal,4.3,EPBR,5,,
Peavine,N,removal,4.3,ERCI,5,,
Peavine,N,removal,4.3,litter,5,,
Peavine,N,removal,4.3,bare,75,,
Peavine,N,removal,4.5,EPBR,5,,
Peavine,N,removal,4.5,BRTE,5,,
Peavine,N,removal,4.5,ALSI,10,,
Peavine,N,removal,4.5,litter,5,,
Peavine,N,removal,4.5,bare,75,,
Peavine,N,removal,4.7,TECA,50,,
Peavine,N,removal,4.7,ALSI,20,,
Peavine,N,removal,4.7,litter,10,,
Peavine,N,removal,4.7,bare,20,,
Peavine,N,removal,4.9,ERCI,10,,
Peavine,N,removal,4.9,ALSI,20,,
Peavine,N,removal,4.9,BRTE,10,,
Peavine,N,removal,4.9,EPBR,5,,
Peavine,N,removal,4.9,litter,20,,
Peavine,N,removal,4.9,bare,35,,
Peavine,N,removal,5.1,ALSI,25,,
Peavine,N,removal,5.1,ERCI,10,,
Peavine,N,removal,5.1,litter,20,,
Peavine,N,removal,5.1,BRTE,50,,
Peavine,N,removal,5.1,bare,40,,
Peavine,N,removal,5.3,ALSI,30,,
Peavine,N,removal,5.3,litter,10,,
Peavine,N,removal,5.3,bare,60,,
Peavine,N,removal,5.5,BRTE,10,,
Peavine,N,removal,5.5,ALSI,20,,
Peavine,N,removal,5.5,litter,10,,
Peavine,N,removal,5.5,bare,60,,
Peavine,N,removal,5.7,ALSI,30,,
Peavine,N,removal,5.7,MIGR,10,,
Peavine,N,removal,5.7,litter,10,,
Peavine,N,removal,5.7,bare,50,,
Peavine,N,removal,5.9,ALSI,30,,
Peavine,N,removal,5.9,MIGR,10,,
Peavine,N,removal,5.9,ELEL,5,,
Peavine,N,removal,5.9,litter,30,,
Peavine,N,removal,5.9,bare,25,,
Peavine,N,removal,6.1,ALSI,20,,
Peavine,N,removal,6.1,EPBR,5,,
Peavine,N,removal,6.1,litter,20,,
Peavine,N,removal,6.1,bare,55,,
Peavine,N,removal,6.3,ALSI,10,,
Peavine,N,removal,6.3,EPBR,10,,
Peavine,N,removal,6.3,litter,40,,
Peavine,N,removal,6.3,bare,40,,
Peavine,N,removal,6.5,ALSI,40,,
Peavine,N,removal,6.5,EPBR,10,,
Peavine,N,removal,6.5,ERCI,10,,
Peavine,N,removal,6.5,litter,10,,
Peavine,N,removal,6.5,bare,30,,
Peavine,N,removal,6.7,BRTE,10,,
Peavine,N,removal,6.7,EPBR,20,,
Peavine,N,removal,6.7,ALSI,10,,
Peavine,N,removal,6.7,ERCI,20,,
Peavine,N,removal,6.7,litter,20,,
Peavine,N,removal,6.7,bare,20,,
Peavine,N,removal,6.9,EPBR,20,,
Peavine,N,removal,6.9,ALSI,20,,
Peavine,N,removal,6.9,ERCI,50,,
Peavine,N,removal,6.9,litter,20,,
Peavine,N,removal,6.9,bare,35,,
Peavine,N,removal,7.1,BRTE,20,,
Peavine,N,removal,7.1,ALSI,10,,
Peavine,N,removal,7.1,EPBR,10,,
Peavine,N,removal,7.1,litter,20,,
Peavine,N,removal,7.1,bare,40,,
Peavine,E,removal,2.4,BRTE,30,,
Peavine,E,removal,2.4,ALSI,20,,
Peavine,E,removal,2.4,ERCI,5,,
Peavine,E,removal,2.4,litter,20,,
Peavine,E,removal,2.4,bare,25,,
Peavine,E,removal,2.6,ALSI,30,,
Peavine,E,removal,2.6,BRTE,20,,
Peavine,E,removal,2.6,litter,20,,
Peavine,E,removal,2.6,bare,30,,
Peavine,E,removal,2.8,ALSI,30,,
Peavine,E,removal,2.8,BRTE,30,,
Peavine,E,removal,2.8,ERCI,20,,
Peavine,E,removal,2.8,litter,15,,
Peavine,E,removal,2.8,bare,5,,
Peavine,E,removal,3,ALSI,40,,
Peavine,E,removal,3,ERCI,5,,
Peavine,E,removal,3,BRTE,10,,
Peavine,E,removal,3,litter,40,,
Peavine,E,removal,3,bare,5,,
Peavine,E,removal,3.2,ALSI,30,,
Peavine,E,removal,3.2,litter,40,,
Peavine,E,removal,3.2,bare,30,,
Peavine,E,removal,3.4,ALSI,20,,
Peavine,E,removal,3.4,litter,20,,
Peavine,E,removal,3.4,bare,60,,
Peavine,E,removal,3.6,ALSI,20,,
Peavine,E,removal,3.6,ERCI,10,,
Peavine,E,removal,3.6,litter,10,,
Peavine,E,removal,3.6,bare,60,,
Peavine,E,removal,3.8,ALSI,30,,
Peavine,E,removal,3.8,PHLO,30,,
Peavine,E,removal,3.8,litter,10,,
Peavine,E,removal,3.8,bare,30,,
Peavine,E,removal,4,ALSI,20,,
Peavine,E,removal,4,PHLO,5,,
Peavine,E,removal,4,ERCI,20,,
Peavine,E,removal,4,litter,10,,
Peavine,E,removal,4,bare,45,,
Peavine,E,removal,4.2,ERCI,10,,
Peavine,E,removal,4.2,ALSI,70,,
Peavine,E,removal,4.2,BRTE,10,,
Peavine,E,removal,4.2,litter,10,,
Peavine,E,removal,4.2,bare,5,,
Peavine,E,removal,4.4,ALSI,30,,
Peavine,E,removal,4.4,EPBR,5,,
Peavine,E,removal,4.4,BRTE,5,,
Peavine,E,removal,4.4,litter,10,,
Peavine,E,removal,4.4,bare,50,,
Peavine,E,removal,4.6,ALSI,40,,
Peavine,E,removal,4.6,PHLO,10,,
Peavine,E,removal,4.6,litter,20,,
Peavine,E,removal,4.6,bare,30,,
Peavine,E,removal,4.8,ALSI,20,,
Peavine,E,removal,4.8,litter,10,,
Peavine,E,removal,4.8,EPBR,5,,
Peavine,E,removal,4.8,bare,65,,
Peavine,E,removal,5,ELEL,5,,
Peavine,E,removal,5,ALSI,20,,
Peavine,E,removal,5,PLSP,5,,
Peavine,E,removal,5,litter,5,,
Peavine,E,removal,5,bare,70,,
Peavine,E,removal,5.2,EPBR,10,,
Peavine,E,removal,5.2,ALSI,25,,
Peavine,E,removal,5.2,litter,20,,
Peavine,E,removal,5.2,bare,45,,
Peavine,E,removal,5.4,ALSI,30,,
Peavine,E,removal,5.4,litter,10,,
Peavine,E,removal,5.4,bare,60,,
Peavine,E,removal,5.6,ALSI,20,,
Peavine,E,removal,5.6,ERCI,10,,
Peavine,E,removal,5.6,litter,10,,
Peavine,E,removal,5.6,bare,60,,
Peavine,E,removal,5.8,ALSI,30,,
Peavine,E,removal,5.8,EPBR,5,,
Peavine,E,removal,5.8,litter,15,,
Peavine,E,removal,5.8,bare,80,,
Peavine,E,removal,6,PLSP,5,,
Peavine,E,removal,6,EPBR,5,,
Peavine,E,removal,6,ALSI,30,,
Peavine,E,removal,6,litter,30,,
Peavine,E,removal,6,bare,30,,
Peavine,E,removal,6.2,ALSI,30,,
Peavine,E,removal,6.2,BRTE,5,,
Peavine,E,removal,6.2,litter,10,,
Peavine,E,removal,6.2,bare,55,,
Peavine,E,removal,6.4,ELEL,10,,
Peavine,E,removal,6.4,litter,30,,
Peavine,E,removal,6.4,ALSI,25,,
Peavine,E,removal,6.4,bare,25,,
Peavine,E,removal,6.6,ALSI,15,,
Peavine,E,removal,6.6,litter,10,,
Peavine,E,removal,6.6,PHLO,5,,
Peavine,E,removal,6.6,BRTE,5,,
Peavine,E,removal,6.6,bare,65,,
Peavine,E,removal,6.8,ALSI,20,,
Peavine,E,removal,6.8,litter,20,,
Peavine,E,removal,6.8,bare,15,,
Peavine,E,removal,7,EPBR,5,,
Peavine,E,removal,7,BRTE,5,,
Peavine,E,removal,7,ALSI,30,,
Peavine,E,removal,7,litter,30,,
Peavine,E,removal,7,bare,50,,
Peavine,E,removal,7.2,EPBR,5,,
Peavine,E,removal,7.2,ALSI,20,,
Peavine,E,removal,7.2,EPBR,5,,
Peavine,E,removal,7.2,litter,20,,
Peavine,E,removal,7.2,bare,50,,
Peavine,S,control,0.3,BRTE,40,,
Peavine,S,control,0.3,ERCI,30,,
Peavine,S,control,0.3,litter,20,,
Peavine,S,control,0.3,bare,10,,
Peavine,S,control,0.5,BRTE,70,,
Peavine,S,control,0.5,ERCI,10,,
Peavine,S,control,0.5,litter,15,,
Peavine,S,control,0.5,bare,5,,
Peavine,S,control,0.7,BRTE,70,,
Peavine,S,control,0.7,ERCI,20,,
Peavine,S,control,0.7,litter,5,,
Peavine,S,control,0.7,bare,5,,
Peavine,S,control,0.9,BRTE,60,,
Peavine,S,control,0.9,ERCI,30,,
Peavine,S,control,0.9,litter,10,,
Peavine,S,control,1.1,BRTE,50,,
Peavine,S,control,1.1,ALSI,10,,
Peavine,S,control,1.1,litter,10,,
Peavine,S,control,1.1,bare,30,,
Peavine,S,control,1.3,SIAL,20,,
Peavine,S,control,1.3,BRTE,10,,
Peavine,S,control,1.3,litter,10,,
Peavine,S,control,1.3,bare,60,,
Peavine,S,control,1.5,ALSI,40,,
Peavine,S,control,1.5,litter,10,,
Peavine,S,control,1.5,bare,50,,
Peavine,S,control,1.7,ALSI,30,,
Peavine,S,control,1.7,ERCI,20,,
Peavine,S,control,1.7,litter,10,,
Peavine,S,control,1.7,bare,40,,
Peavine,S,control,1.9,BRTE,20,,
Peavine,S,control,1.9,ALSI,20,,
Peavine,S,control,1.9,litter,10,,
Peavine,S,control,1.9,bare,50,,
Peavine,S,control,2.1,ALSI,30,,
Peavine,S,control,2.1,BRTE,20,,
Peavine,S,control,2.1,litter,10,,
Peavine,S,control,2.1,bare,40,,
Peavine,S,control,2.3,BRTE,20,,
Peavine,S,control,2.3,ALSI,10,,
Peavine,S,control,2.3,litter,10,,
Peavine,S,control,2.3,bare,60,,
Peavine,S,control,2.5,BRTE,30,,
Peavine,S,control,2.5,litter,20,,
Peavine,S,control,2.5,bare,50,,
Peavine,S,control,2.7,BRTE,40,,
Peavine,S,control,2.7,ALSI,10,,
Peavine,S,control,2.7,ELEL,5,,
Peavine,S,control,2.7,litter,15,,
Peavine,S,control,2.7,bare,30,,
Peavine,S,control,2.9,TECA,60,,
Peavine,S,control,2.9,BRTE,30,,
Peavine,S,control,2.9,litter,10,,
Peavine,S,control,2.9,bare,30,,
Peavine,S,control,3.1,ERCI,20,,
Peavine,S,control,3.1,BRTE,5,,
Peavine,S,control,3.1,TECA,5,,
Peavine,S,control,3.1,litter,10,,
Peavine,S,control,3.1,bare,60,,
Peavine,S,control,3.3,TECA,5,,
Peavine,S,control,3.3,ALSI,5,,
Peavine,S,control,3.3,litter,10,,
Peavine,S,control,3.3,bare,80,,
Peavine,S,control,3.5,ALSI,20,,
Peavine,S,control,3.5,TECA,10,,
Peavine,S,control,3.5,litter,20,,
Peavine,S,control,3.5,bare,50,,
Peavine,S,control,3.7,ERCI,5,,
Peavine,S,control,3.7,MIGR,5,,
Peavine,S,control,3.7,litter,5,,
Peavine,S,control,3.7,bare,85,,
Peavine,S,control,3.9,ALSI,40,,
Peavine,S,control,3.9,BRTE,10,,
Peavine,S,control,3.9,litter,10,,
Peavine,S,control,3.9,bare,40,,
Peavine,S,control,4.1,EPBR,10,,
Peavine,S,control,4.1,ALSI,30,,
Peavine,S,control,4.1,litter,20,,
Peavine,S,control,4.1,bare,40,,
Peavine,S,control,4.3,ALSI,20,,
Peavine,S,control,4.3,litter,5,,
Peavine,S,control,4.3,bare,75,,
Peavine,S,control,4.5,BRTE,20,,
Peavine,S,control,4.5,ALSI,20,,
Peavine,S,control,4.5,litter,10,,
Peavine,S,control,4.5,bare,50,,
Peavine,S,control,4.7,PHLO,30,,
Peavine,S,control,4.7,ERCI,20,,
Peavine,S,control,4.7,EPBR,5,,
Peavine,S,control,4.7,ALSI,10,,
Peavine,S,control,4.7,litter,5,,
Peavine,S,control,4.7,bare,60,,
Peavine,S,control,4.9,ALSI,10,,
Peavine,S,control,4.9,BRTE,10,,
Peavine,S,control,4.9,EPBR,5,,
Peavine,S,control,4.9,litter,20,,
Peavine,S,control,4.9,bare,55,,
Peavine,S,control,5.1,BRTE,20,,
Peavine,S,control,5.1,bare,80,,
Peavine,S,control,5.3,PHLO,30,,
Peavine,S,control,5.3,EPBR,10,,
Peavine,S,control,5.3,litter,10,,
Peavine,S,control,5.3,bare,50,,
Peavine,S,control,5.5,PHLO,5,,
Peavine,S,control,5.5,bare,95,,
Peavine,S,control,5.7,EPBR,5,,
Peavine,S,control,5.7,ALSI,10,,
Peavine,S,control,5.7,litter,5,,
Peavine,S,control,5.7,bare,80,,
Peavine,S,control,5.9,ALSI,5,,
Peavine,S,control,5.9,PHLO,5,,
Peavine,S,control,5.9,litter,10,,
Peavine,S,control,5.9,bare,80,,
Peavine,S,control,6.1,CRIN,90,,
Peavine,S,control,6.1,ALSI,5,,
Peavine,S,control,6.1,litter,5,,
Peavine,S,control,6.3,CRIN,60,,
Peavine,S,control,6.3,ERCI,5,,
Peavine,S,control,6.3,litter,15,,
Peavine,S,control,6.3,bare,30,,
Peavine,S,control,6.5,CRIN,20,,
Peavine,S,control,6.5,ALSI,5,,
Peavine,S,control,6.5,BRTE,5,,
Peavine,S,control,6.5,litter,20,,
Peavine,S,control,6.5,bare,50,,
Peavine,S,control,6.7,PRAN,60,,
Peavine,S,control,6.7,CRIN,5,,
Peavine,S,control,6.7,ALSI,5,,
Peavine,S,control,6.7,litter,10,,
Peavine,S,control,6.7,bare,20,,
Peavine,S,control,6.9,ELEL,20,,
Peavine,S,control,6.9,PRAN,30,,
Peavine,S,control,6.9,ALSI,10,,
Peavine,S,control,6.9,BRTE,5,,
Peavine,S,control,6.9,litter,20,,
Peavine,S,control,6.9,bare,15,,
Peavine,S,control,7.1,PRAN,10,,
Peavine,S,control,7.1,BRTE,10,,
Peavine,S,control,7.1,ALSI,10,,
Peavine,S,control,7.1,PHLO,10,,
Peavine,S,control,7.1,litter,20,,
Peavine,S,control,7.1,bare,40,,
Peavine,S,control,7.3,TECA,70,,
Peavine,S,control,7.3,ALSI,25,,
Peavine,S,control,7.3,litter,5,,
